game_id,date,week,away_team,home_team,away_norm,home_norm,market_spread_home,market_spread_text,market_spread_price,market_spread_book,market_spread_last_update,market_spread_display_side,market_spread_display_team,market_best_home_spread_home,market_best_home_spread_text,market_best_home_spread_price,market_best_home_spread_book,market_best_away_spread_home,market_best_away_spread_text,market_best_away_spread_price,market_best_away_spread_book,market_spread_hold_pct,market_spread_hold_label,market_spread_hold_home_line,market_spread_hold_away_line,market_total,market_total_book,market_total_over_price,market_total_under_price,market_total_last_update,market_best_over_total,market_best_over_price,market_best_over_book,market_best_under_total,market_best_under_price,market_best_under_book,source,books_available,books_count,market_line_source,market_price_status,market_total_open
288754,2026-08-29,1,New Mexico State,Florida State,new mexico state,florida state,-29.5,Florida State -29.5,-110,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Florida State,-29.5,Florida State -29.5,-110,FanDuel,-30.5,New Mexico State +30.5,-108,DraftKings,2.3,Hold +2.3%,-30.0,30.0,53.5,Caesars,-106.0,-115.0,2026-07-29T12:36:45.313636+00:00,52.5,-110.0,FanDuel,53.5,-110.0,DraftKings,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288760,2026-08-29,1,Jacksonville State,North Dakota State,jacksonville state,north dakota state,-7.5,North Dakota State -7.5,-110,DraftKings,2026-07-29T12:36:45.313636+00:00,home,North Dakota State,-7.5,North Dakota State -7.5,-110,DraftKings,-7.5,Jacksonville State +7.5,-105,FanDuel,3.6,Hold +3.6%,-7.5,7.5,48.5,Caesars,-109.0,-110.0,2026-07-29T12:36:45.313636+00:00,48.5,-105.0,DraftKings,48.5,-110.0,Caesars,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288764,2026-08-30,1,Memphis,UNLV,memphis,unlv,-5.5,UNLV -5.5,-107,Caesars,2026-07-29T12:36:45.313636+00:00,home,UNLV,-5.5,UNLV -5.5,-107,Caesars,-5.5,Memphis +5.5,-102,FanDuel,2.19,Hold +2.2%,-5.5,5.5,59.0,Caesars,-110.0,-109.0,2026-07-29T12:36:45.313636+00:00,58.5,-110.0,BetMGM,59.5,-110.0,FanDuel,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288765,2026-08-29,1,Sacramento State,Eastern Michigan,sacramento state,eastern michigan,-7.5,Eastern Michigan -7.5,-115,Caesars,2026-07-29T12:36:45.313636+00:00,home,Eastern Michigan,-7.5,Eastern Michigan -7.5,-115,Caesars,-8.5,Sacramento State +8.5,-110,DraftKings,3.87,Hold +3.9%,-8.0,8.0,53.5,Caesars,-105.0,-115.0,2026-07-29T12:36:45.313636+00:00,52.5,-110.0,BetMGM,53.5,-110.0,FanDuel,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288768,2026-08-29,1,Hawai'i,Stanford,hawai i,stanford,-3.5,Stanford -3.5,-115,BetMGM,2026-07-29T12:36:45.313636+00:00,home,Stanford,-3.5,Stanford -3.5,-115,BetMGM,-4.5,Hawai'i +4.5,-105,FanDuel,2.71,Hold +2.7%,-4.0,4.0,50.5,Caesars,-108.0,-113.0,2026-07-29T12:36:45.313636+00:00,49.5,-110.0,FanDuel,50.5,-110.0,BetMGM,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288778,2026-09-03,1,Akron,Wake Forest,akron,wake forest,-22.5,Wake Forest -22.5,-110,Caesars,2026-07-29T12:36:45.313636+00:00,home,Wake Forest,-22.5,Wake Forest -22.5,-110,Caesars,-22.5,Akron +22.5,-105,FanDuel,3.6,Hold +3.6%,-22.5,22.5,49.5,Caesars,-114.0,-107.0,2026-07-29T12:36:45.313636+00:00,49.5,-112.0,DraftKings,49.5,-105.0,FanDuel,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288779,2026-09-03,1,West Georgia,Kennesaw State,west georgia,kennesaw state,-23.5,Kennesaw State -23.5,-115,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Kennesaw State,-23.5,Kennesaw State -23.5,-115,FanDuel,-23.5,West Georgia +23.5,-105,FanDuel,4.71,Hold +4.7%,-23.5,23.5,53.5,FanDuel,-110.0,-110.0,2026-07-29T12:36:45.313636+00:00,53.5,-110.0,FanDuel,53.5,-110.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
288780,2026-09-04,1,Idaho,Utah,idaho,utah,-34.5,Utah -34.5,-110,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Utah,-34.5,Utah -34.5,-110,FanDuel,-34.5,Idaho +34.5,-110,FanDuel,4.76,Hold +4.8%,-34.5,34.5,57.5,FanDuel,-110.0,-110.0,2026-07-29T12:36:45.313636+00:00,57.5,-110.0,FanDuel,57.5,-110.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
288781,2026-09-03,1,Bethune-Cookman,UCF,bethune cookman,ucf,-38.5,UCF -38.5,-115,FanDuel,2026-07-29T12:36:45.313636+00:00,home,UCF,-38.5,UCF -38.5,-115,FanDuel,-38.5,Bethune-Cookman +38.5,-105,FanDuel,4.71,Hold +4.7%,-38.5,38.5,55.5,FanDuel,-110.0,-110.0,2026-07-29T12:36:45.313636+00:00,55.5,-110.0,FanDuel,55.5,-110.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
288782,2026-09-04,1,Colorado,Georgia Tech,colorado,georgia tech,-6.5,Georgia Tech -6.5,-115,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Georgia Tech,-6.5,Georgia Tech -6.5,-115,FanDuel,-7.5,Colorado +7.5,-120,BetMGM,6.03,Hold +6.0%,-7.0,7.0,51.5,Caesars,-108.0,-113.0,2026-07-29T12:36:45.313636+00:00,51.5,-105.0,BetMGM,51.5,-108.0,DraftKings,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288784,2026-09-04,1,Eastern Illinois,Minnesota,eastern illinois,minnesota,-45.5,Minnesota -45.5,-110,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Minnesota,-45.5,Minnesota -45.5,-110,FanDuel,-45.5,Eastern Illinois +45.5,-110,FanDuel,4.76,Hold +4.8%,-45.5,45.5,51.5,FanDuel,-108.0,-112.0,2026-07-29T12:36:45.313636+00:00,51.5,-108.0,FanDuel,51.5,-112.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
288785,2026-09-03,1,UMass,Rutgers,umass,rutgers,-30.5,Rutgers -30.5,-108,DraftKings,2026-07-29T12:36:45.313636+00:00,home,Rutgers,-30.5,Rutgers -30.5,-108,DraftKings,-30.5,UMass +30.5,-105,FanDuel,3.14,Hold +3.1%,-30.5,30.5,54.5,Caesars,-112.0,-108.0,2026-07-29T12:36:45.313636+00:00,54.5,-105.0,BetMGM,55.5,-118.0,DraftKings,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288786,2026-09-03,1,University at Albany,Buffalo,albany,buffalo,-26.5,Buffalo -26.5,-115,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Buffalo,-26.5,Buffalo -26.5,-115,FanDuel,-26.5,University at Albany +26.5,-105,FanDuel,4.71,Hold +4.7%,-26.5,26.5,48.5,FanDuel,-110.0,-110.0,2026-07-29T12:36:45.313636+00:00,48.5,-110.0,FanDuel,48.5,-110.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
288787,2026-09-03,1,Merrimack,Delaware,merrimack,delaware,-28.5,Delaware -28.5,-115,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Delaware,-28.5,Delaware -28.5,-115,FanDuel,-28.5,Merrimack +28.5,-105,FanDuel,4.71,Hold +4.7%,-28.5,28.5,56.5,FanDuel,-110.0,-110.0,2026-07-29T12:36:45.313636+00:00,56.5,-110.0,FanDuel,56.5,-110.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
288790,2026-09-04,1,Arkansas-Pine Bluff,Missouri,arkansas pine bluff,missouri,-52.5,Missouri -52.5,-110,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Missouri,-52.5,Missouri -52.5,-110,FanDuel,-52.5,Arkansas-Pine Bluff +52.5,-110,FanDuel,4.76,Hold +4.8%,-52.5,52.5,60.5,FanDuel,-112.0,-108.0,2026-07-29T12:36:45.313636+00:00,60.5,-112.0,FanDuel,60.5,-108.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
288791,2026-09-05,1,Miami (FL),Stanford,miami fl,stanford,22.5,Stanford +22.5,-110,Caesars,2026-07-29T12:36:45.313636+00:00,away,Miami (FL),23.5,Stanford +23.5,-105,FanDuel,22.5,Miami (FL) -22.5,-110,Caesars,1.6,Hold +1.6%,23.0,-23.0,49.5,Caesars,-110.0,-110.0,2026-07-29T12:36:45.313636+00:00,49.5,-110.0,Caesars,49.5,-105.0,DraftKings,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288792,2026-09-04,1,North Carolina A&T,Georgia State,north carolina aandt,georgia state,-26.5,Georgia State -26.5,-115,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Georgia State,-26.5,Georgia State -26.5,-115,FanDuel,-26.5,North Carolina A&T +26.5,-105,FanDuel,4.71,Hold +4.7%,-26.5,26.5,55.5,FanDuel,-115.0,-105.0,2026-07-29T12:36:45.313636+00:00,55.5,-115.0,FanDuel,55.5,-105.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
288793,2026-09-05,1,LIU,Kansas,liu,kansas,-40.5,Kansas -40.5,-105,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Kansas,-40.5,Kansas -40.5,-105,FanDuel,-40.5,LIU +40.5,-115,FanDuel,4.71,Hold +4.7%,-40.5,40.5,52.5,FanDuel,-110.0,-110.0,2026-07-29T12:36:45.313636+00:00,52.5,-110.0,FanDuel,52.5,-110.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
288794,2026-09-04,1,San Jose State,Eastern Michigan,san jose state,eastern michigan,-4.0,Eastern Michigan -4,-110,DraftKings,2026-07-29T12:36:45.313636+00:00,home,Eastern Michigan,-4.0,Eastern Michigan -4,-110,DraftKings,-4.5,San Jose State +4.5,-110,Caesars,3.76,Hold +3.8%,-4.25,4.25,54.5,Caesars,-105.0,-115.0,2026-07-29T12:36:45.313636+00:00,53.5,-110.0,BetMGM,54.5,-105.0,DraftKings,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288795,2026-09-05,1,Boston College,Cincinnati,boston,cincinnati,-7.5,Cincinnati -7.5,-100,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Cincinnati,-7.5,Cincinnati -7.5,-100,FanDuel,-7.5,Boston College +7.5,-105,BetMGM,1.22,Hold +1.2%,-7.5,7.5,54.5,Caesars,-108.0,-113.0,2026-07-29T12:36:45.313636+00:00,54.5,-108.0,Caesars,54.5,-110.0,DraftKings,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288796,2026-09-06,1,Mercyhurst,New Mexico State,mercyhurst,new mexico state,-26.5,New Mexico State -26.5,-110,FanDuel,2026-07-29T12:36:45.313636+00:00,home,New Mexico State,-26.5,New Mexico State -26.5,-110,FanDuel,-26.5,Mercyhurst +26.5,-110,FanDuel,4.76,Hold +4.8%,-26.5,26.5,51.5,FanDuel,-110.0,-110.0,2026-07-29T12:36:45.313636+00:00,51.5,-110.0,FanDuel,51.5,-110.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
288799,2026-09-06,1,UNLV,Hawai'i,unlv,hawai i,1.5,Hawai'i +1.5,-105,DraftKings,2026-07-29T12:36:45.313636+00:00,away,UNLV,2.5,Hawai'i +2.5,-110,FanDuel,1.5,UNLV -1.5,-105,DraftKings,1.6,Hold +1.6%,2.0,-2.0,58.5,Caesars,-110.0,-110.0,2026-07-29T12:36:45.313636+00:00,58.5,-105.0,BetMGM,58.5,-105.0,FanDuel,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288800,2026-09-05,1,Coastal Carolina,West Virginia,coastal carolina,west virginia,-20.5,West Virginia -20.5,-110,DraftKings,2026-07-29T12:36:45.313636+00:00,home,West Virginia,-20.5,West Virginia -20.5,-110,DraftKings,-21.0,Coastal Carolina +21,-105,BetMGM,2.6,Hold +2.6%,-20.75,20.75,58.0,Caesars,-113.0,-108.0,2026-07-29T12:36:45.313636+00:00,57.5,-118.0,DraftKings,58.5,-110.0,BetMGM,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288802,2026-09-05,1,Wyoming,Colorado State,wyoming,colorado state,-3.5,Colorado State -3.5,-114,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Colorado State,-3.5,Colorado State -3.5,-114,FanDuel,-4.0,Wyoming +4,-112,Caesars,5.1,Hold +5.1%,-3.75,3.75,48.5,Caesars,-106.0,-115.0,2026-07-29T12:36:45.313636+00:00,48.5,-105.0,DraftKings,48.5,-110.0,FanDuel,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288803,2026-09-05,1,Florida Atlantic,Florida,florida atlantic,florida,-26.5,Florida -26.5,-105,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Florida,-26.5,Florida -26.5,-105,FanDuel,-26.5,Florida Atlantic +26.5,-110,BetMGM,3.6,Hold +3.6%,-26.5,26.5,58.5,Caesars,-112.0,-109.0,2026-07-29T12:36:45.313636+00:00,58.5,-110.0,DraftKings,58.5,-108.0,FanDuel,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288804,2026-09-06,1,Portland State,San Diego State,portland state,san diego state,-41.5,San Diego State -41.5,-115,FanDuel,2026-07-29T12:36:45.313636+00:00,home,San Diego State,-41.5,San Diego State -41.5,-115,FanDuel,-41.5,Portland State +41.5,-105,FanDuel,4.71,Hold +4.7%,-41.5,41.5,56.5,FanDuel,-115.0,-105.0,2026-07-29T12:36:45.313636+00:00,56.5,-115.0,FanDuel,56.5,-105.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
288805,2026-09-05,1,Bryant,Army,bryant,army,-38.5,Army -38.5,-115,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Army,-38.5,Army -38.5,-115,FanDuel,-38.5,Bryant +38.5,-105,FanDuel,4.71,Hold +4.7%,-38.5,38.5,51.5,FanDuel,-110.0,-110.0,2026-07-29T12:36:45.313636+00:00,51.5,-110.0,FanDuel,51.5,-110.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
288806,2026-09-05,1,Abilene Christian,Texas Tech,abilene christian,texas tech,-42.5,Texas Tech -42.5,-110,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Texas Tech,-42.5,Texas Tech -42.5,-110,FanDuel,-42.5,Abilene Christian +42.5,-110,FanDuel,4.76,Hold +4.8%,-42.5,42.5,58.5,FanDuel,-115.0,-105.0,2026-07-29T12:36:45.313636+00:00,58.5,-115.0,FanDuel,58.5,-105.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
288807,2026-09-05,1,Fordham,North Dakota State,fordham,north dakota state,-38.5,North Dakota State -38.5,-115,FanDuel,2026-07-29T12:36:45.313636+00:00,home,North Dakota State,-38.5,North Dakota State -38.5,-115,FanDuel,-38.5,Fordham +38.5,-105,FanDuel,4.71,Hold +4.7%,-38.5,38.5,57.5,FanDuel,-110.0,-110.0,2026-07-29T12:36:45.313636+00:00,57.5,-110.0,FanDuel,57.5,-110.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
288808,2026-09-05,1,Sam Houston,Troy,sam houston,troy,-15.5,Troy -15.5,-110,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Troy,-15.5,Troy -15.5,-110,FanDuel,-16.5,Sam Houston +16.5,-108,DraftKings,2.3,Hold +2.3%,-16.0,16.0,51.5,Caesars,-109.0,-110.0,2026-07-29T12:36:45.313636+00:00,51.5,-109.0,Caesars,51.5,-105.0,DraftKings,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288810,2026-09-06,1,Western Kentucky,Nevada,western kentucky,nevada,2.5,Nevada +2.5,-124,FanDuel,2026-07-29T12:36:45.313636+00:00,away,Western Kentucky,3.0,Nevada +3,-109,Caesars,2.5,Western Kentucky -2.5,-124,FanDuel,6.51,Hold +6.5%,2.75,-2.75,52.5,Caesars,-113.0,-107.0,2026-07-29T12:36:45.313636+00:00,52.5,-113.0,Caesars,52.5,-105.0,DraftKings,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288811,2026-09-05,1,Arkansas State,Memphis,arkansas state,memphis,-10.5,Memphis -10.5,-109,Caesars,2026-07-29T12:36:45.313636+00:00,home,Memphis,-10.5,Memphis -10.5,-109,Caesars,-10.5,Arkansas State +10.5,-110,DraftKings,4.53,Hold +4.5%,-10.5,10.5,55.5,Caesars,-115.0,-106.0,2026-07-29T12:36:45.313636+00:00,55.5,-110.0,BetMGM,56.5,-110.0,DraftKings,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288812,2026-09-05,1,UT Rio Grande Valley,UTSA,ut rio grande valley,utsa,-29.5,UTSA -29.5,-115,FanDuel,2026-07-29T12:36:45.313636+00:00,home,UTSA,-29.5,UTSA -29.5,-115,FanDuel,-29.5,UT Rio Grande Valley +29.5,-105,FanDuel,4.71,Hold +4.7%,-29.5,29.5,59.5,FanDuel,-115.0,-105.0,2026-07-29T12:36:45.313636+00:00,59.5,-115.0,FanDuel,59.5,-105.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
288813,2026-09-06,1,Washington State,Washington,washington state,washington,-21.5,Washington -21.5,-105,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Washington,-21.5,Washington -21.5,-105,FanDuel,-21.5,Washington State +21.5,-110,BetMGM,3.6,Hold +3.6%,-21.5,21.5,50.5,Caesars,-110.0,-110.0,2026-07-29T12:36:45.313636+00:00,50.5,-108.0,DraftKings,50.5,-105.0,FanDuel,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288814,2026-09-05,1,Towson,Navy,towson,navy,-31.5,Navy -31.5,-110,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Navy,-31.5,Navy -31.5,-110,FanDuel,-31.5,Towson +31.5,-110,FanDuel,4.76,Hold +4.8%,-31.5,31.5,53.5,FanDuel,-112.0,-108.0,2026-07-29T12:36:45.313636+00:00,53.5,-112.0,FanDuel,53.5,-108.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
288815,2026-09-05,1,East Carolina,Alabama,east carolina,alabama,-26.5,Alabama -26.5,-105,DraftKings,2026-07-29T12:36:45.313636+00:00,home,Alabama,-26.5,Alabama -26.5,-105,DraftKings,-27.5,East Carolina +27.5,-105,BetMGM,0.44,Hold +0.4%,-27.0,27.0,54.5,Caesars,-108.0,-112.0,2026-07-29T12:36:45.313636+00:00,54.5,-108.0,Caesars,54.5,-108.0,DraftKings,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288816,2026-09-04,1,Indiana State,Purdue,indiana state,purdue,-35.5,Purdue -35.5,-112,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Purdue,-35.5,Purdue -35.5,-112,FanDuel,-35.5,Indiana State +35.5,-108,FanDuel,4.75,Hold +4.8%,-35.5,35.5,57.5,FanDuel,-110.0,-110.0,2026-07-29T12:36:45.313636+00:00,57.5,-110.0,FanDuel,57.5,-110.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
288818,2026-09-05,1,Houston Christian,Rice,houston christian,rice,-24.5,Rice -24.5,-115,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Rice,-24.5,Rice -24.5,-115,FanDuel,-24.5,Houston Christian +24.5,-105,FanDuel,4.71,Hold +4.7%,-24.5,24.5,47.5,FanDuel,-115.0,-105.0,2026-07-29T12:36:45.313636+00:00,47.5,-115.0,FanDuel,47.5,-105.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
288819,2026-09-05,1,North Texas,Indiana,north texas,indiana,-40.5,Indiana -40.5,-109,Caesars,2026-07-29T12:36:45.313636+00:00,home,Indiana,-40.5,Indiana -40.5,-109,Caesars,-40.5,North Texas +40.5,-108,DraftKings,4.08,Hold +4.1%,-40.5,40.5,54.5,Caesars,-118.0,-103.0,2026-07-29T12:36:45.313636+00:00,54.5,-112.0,DraftKings,55.5,-105.0,BetMGM,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288820,2026-09-05,1,Oregon State,Houston,oregon state,houston,-19.5,Houston -19.5,-108,Caesars,2026-07-29T12:36:45.313636+00:00,home,Houston,-19.5,Houston -19.5,-108,Caesars,-19.5,Oregon State +19.5,-108,DraftKings,3.85,Hold +3.9%,-19.5,19.5,50.5,Caesars,-114.0,-106.0,2026-07-29T12:36:45.313636+00:00,50.5,-110.0,BetMGM,50.5,-105.0,FanDuel,Action Network,"BetMGM,Caesars,DraftKings,FanDuel",4,Action Network,actual,
288822,2026-09-05,1,Charleston Southern,Georgia Southern,charleston southern,georgia southern,-27.5,Georgia Southern -27.5,-108,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Georgia Southern,-27.5,Georgia Southern -27.5,-108,FanDuel,-27.5,Charleston Southern +27.5,-112,FanDuel,4.75,Hold +4.8%,-27.5,27.5,52.5,FanDuel,-115.0,-105.0,2026-07-29T12:36:45.313636+00:00,52.5,-115.0,FanDuel,52.5,-105.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
288823,2026-09-05,1,Duquesne,Air Force,duquesne,air force,-27.5,Air Force -27.5,-118,FanDuel,2026-07-29T12:36:45.313636+00:00,home,Air Force,-27.5,Air Force -27.5,-118,FanDuel,-27.5,Duquesne +27.5,-104,FanDuel,5.11,Hold +5.1%,-27.5,27.5,56.5,FanDuel,-115.0,-105.0,2026-07-29T12:36:45.313636+00:00,56.5,-115.0,FanDuel,56.5,-105.0,FanDuel,Action Network,FanDuel,1,Action Network,actual,
