design,test_season,conference,training_games,raw_hfa,shrunk_hfa,capped_hfa,global_training_hfa
leave_one_season_out,2023,FBS Independents,78,2.328205128205128,2.4411238036430993,2.4411238036430993,2.551219512195122
leave_one_season_out,2023,Mid-American,41,1.1634146341463418,2.0809715783108245,2.25,2.551219512195122
leave_one_season_out,2023,Mountain West,204,2.893627450980392,2.797174510477499,2.797174510477499,2.551219512195122
leave_one_season_out,2023,Pac-12,150,2.1279999999999997,2.275206786850477,2.275206786850477,2.551219512195122
leave_one_season_out,2023,SEC,205,2.769268292682927,2.70806161745828,2.70806161745828,2.551219512195122
leave_one_season_out,2023,Sun Belt,76,2.639473684210526,2.594215134459037,2.594215134459037,2.551219512195122
leave_one_season_out,2024,ACC,171,2.8707602339181286,2.7979286474013447,2.7979286474013447,2.6422511312217196
leave_one_season_out,2024,American Athletic,181,2.104419889502762,2.2692723773859678,2.2692723773859678,2.6422511312217196
leave_one_season_out,2024,Big 12,230,2.6430434782608696,2.642839001605605,2.642839001605605,2.6422511312217196
leave_one_season_out,2024,Big Ten,321,2.6401869158878504,2.6405987294207915,2.6405987294207915,2.6422511312217196
leave_one_season_out,2024,Conference USA,66,2.0515151515151517,2.375206099299572,2.375206099299572,2.6422511312217196
leave_one_season_out,2024,FBS Independents,81,2.7074074074074073,2.6750316179983695,2.6750316179983695,2.6422511312217196
leave_one_season_out,2024,Mid-American,39,1.7512820512820515,2.350252861325526,2.350252861325526,2.6422511312217196
leave_one_season_out,2024,Mountain West,200,2.9360000000000004,2.8520717517776344,2.85,2.6422511312217196
leave_one_season_out,2024,Pac-12,208,2.625,2.629791980894922,2.629791980894922,2.6422511312217196
leave_one_season_out,2024,SEC,196,3.032142857142857,2.919130762672962,2.85,2.6422511312217196
leave_one_season_out,2024,Sun Belt,75,2.584,2.6140650999854036,2.6140650999854036,2.6422511312217196
leave_one_season_out,2025,ACC,174,2.610344827586207,2.5599489253032566,2.5599489253032566,2.450337837837838
leave_one_season_out,2025,American Athletic,181,2.136740331491713,2.232862172517345,2.25,2.450337837837838
leave_one_season_out,2025,Big 12,228,2.6298245614035083,2.583204633204633,2.583204633204633,2.450337837837838
leave_one_season_out,2025,Big Ten,332,2.340210843373494,2.361594725793755,2.361594725793755,2.450337837837838
leave_one_season_out,2025,Conference USA,53,1.7773584905660376,2.1821580979475717,2.25,2.450337837837838
leave_one_season_out,2025,FBS Independents,81,2.545679012345679,2.49830451569582,2.49830451569582,2.450337837837838
leave_one_season_out,2025,Mid-American,39,1.5230769230769232,2.1464456052691347,2.25,2.450337837837838
leave_one_season_out,2025,Mountain West,204,2.8838235294117647,2.7617148838979824,2.7617148838979824,2.450337837837838
leave_one_season_out,2025,Pac-12,209,2.4282296650717705,2.434349574487983,2.434349574487983,2.450337837837838
leave_one_season_out,2025,SEC,197,2.514213197969543,2.4957654405307834,2.4957654405307834,2.450337837837838
leave_one_season_out,2025,Sun Belt,78,2.351282051282051,2.4014368799178927,2.4014368799178927,2.450337837837838
temporal_prior_seasons_only,2023,ACC,84,2.98947619047619,2.7681337258200163,2.7681337258200163,2.535724137931034
temporal_prior_seasons_only,2023,American Athletic,92,2.317478260869565,2.418987971130713,2.418987971130713,2.535724137931034
temporal_prior_seasons_only,2023,Big 12,92,2.5391304347826087,2.5375461106655974,2.5375461106655974,2.535724137931034
temporal_prior_seasons_only,2023,Big Ten,159,2.5698364779874208,2.558418121483191,2.558418121483191,2.535724137931034
temporal_prior_seasons_only,2023,Conference USA,35,2.254742857142857,2.4502080959520236,2.4502080959520236,2.535724137931034
temporal_prior_seasons_only,2023,FBS Independents,54,2.090666666666666,2.3563726196603185,2.3563726196603185,2.535724137931034
temporal_prior_seasons_only,2023,Mid-American,21,1.1950476190476196,2.256969614202799,2.256969614202799,2.535724137931034
temporal_prior_seasons_only,2023,Mountain West,102,2.5387843137254897,2.5374391815081463,2.5374391815081463,2.535724137931034
temporal_prior_seasons_only,2023,Pac-12,131,2.5563358778625944,2.5485210001634244,2.5485210001634244,2.535724137931034
temporal_prior_seasons_only,2023,SEC,90,2.996044444444444,2.779423123732251,2.779423123732251,2.535724137931034
temporal_prior_seasons_only,2023,Sun Belt,39,2.376923076923077,2.4836800927267455,2.4836800927267455,2.535724137931034
temporal_prior_seasons_only,2024,ACC,120,2.762683333333334,2.6733097014925375,2.6733097014925375,2.5392492537313434
temporal_prior_seasons_only,2024,American Athletic,137,2.282715328467154,2.37729004745856,2.37729004745856,2.5392492537313434
temporal_prior_seasons_only,2024,Big 12,158,2.4056962025316455,2.4505879844475102,2.4505879844475102,2.5392492537313434
temporal_prior_seasons_only,2024,Big Ten,235,2.4439234042553193,2.4681331438047853,2.4681331438047853,2.5392492537313434
temporal_prior_seasons_only,2024,Conference USA,45,1.9271555555555555,2.31889552238806,2.31889552238806,2.5392492537313434
temporal_prior_seasons_only,2024,FBS Independents,69,2.568753623188406,2.5529123509966944,2.5529123509966944,2.5392492537313434
temporal_prior_seasons_only,2024,Mid-American,29,1.8068965517241382,2.344403122004656,2.344403122004656,2.5392492537313434
temporal_prior_seasons_only,2024,Mountain West,151,2.790278145695364,2.7033417328939717,2.7033417328939717,2.5392492537313434
temporal_prior_seasons_only,2024,Pac-12,199,2.694743718592964,2.6501574921093454,2.6501574921093454,2.5392492537313434
temporal_prior_seasons_only,2024,SEC,139,2.849956834532374,2.736456348395011,2.736456348395011,2.5392492537313434
temporal_prior_seasons_only,2024,Sun Belt,58,2.307275862068966,2.4417531905688947,2.4417531905688947,2.5392492537313434
temporal_prior_seasons_only,2025,ACC,174,2.610344827586207,2.5599489253032566,2.5599489253032566,2.450337837837838
temporal_prior_seasons_only,2025,American Athletic,181,2.136740331491713,2.232862172517345,2.25,2.450337837837838
temporal_prior_seasons_only,2025,Big 12,228,2.6298245614035083,2.583204633204633,2.583204633204633,2.450337837837838
temporal_prior_seasons_only,2025,Big Ten,332,2.340210843373494,2.361594725793755,2.361594725793755,2.450337837837838
temporal_prior_seasons_only,2025,Conference USA,53,1.7773584905660376,2.1821580979475717,2.25,2.450337837837838
temporal_prior_seasons_only,2025,FBS Independents,81,2.545679012345679,2.49830451569582,2.49830451569582,2.450337837837838
temporal_prior_seasons_only,2025,Mid-American,39,1.5230769230769232,2.1464456052691347,2.25,2.450337837837838
temporal_prior_seasons_only,2025,Mountain West,204,2.8838235294117647,2.7617148838979824,2.7617148838979824,2.450337837837838
temporal_prior_seasons_only,2025,Pac-12,209,2.4282296650717705,2.434349574487983,2.434349574487983,2.450337837837838
temporal_prior_seasons_only,2025,SEC,197,2.514213197969543,2.4957654405307834,2.4957654405307834,2.450337837837838
temporal_prior_seasons_only,2025,Sun Belt,78,2.351282051282051,2.4014368799178927,2.4014368799178927,2.450337837837838
