hfa,games,mae,rmse,mean_error,median_error,within_1_point_pct,within_2_points_pct,distance_from_2_5,holdout_season,training_seasons
2.0,899,3.391879866518354,4.405708451916961,-0.5355951056729699,-0.6999999999999993,19.799777530589544,39.822024471635146,0.5,2023,"2021,2022"
3.23,899,3.392424916573971,4.427821473742707,0.6944048943270301,0.5300000000000011,20.467185761957733,39.265850945494996,0.73,2023,"2021,2022"
1.99,899,3.3930700778642935,4.406935314411366,-0.5455951056729701,-0.7099999999999991,19.021134593993324,38.598442714126804,0.51,2023,"2021,2022"
3.24,899,3.3935706340378204,4.429400760963449,0.7044048943270306,0.5400000000000009,20.467185761957733,39.265850945494996,0.7400000000000002,2023,"2021,2022"
1.98,899,3.3942602892102336,4.408184520584348,-0.5555951056729698,-0.7199999999999989,19.021134593993324,38.598442714126804,0.52,2023,"2021,2022"
3.25,899,3.394716351501669,4.431002053611589,0.71440489432703,0.5500000000000007,20.467185761957733,39.265850945494996,0.75,2023,"2021,2022"
1.97,899,3.3954505005561737,4.409456051445907,-0.5655951056729702,-0.7299999999999986,19.021134593993324,38.598442714126804,0.53,2023,"2021,2022"
3.26,899,3.3958620689655175,4.432625327838646,0.7244048943270297,0.5600000000000005,20.467185761957733,39.265850945494996,0.7599999999999998,2023,"2021,2022"
1.96,899,3.3966407119021134,4.410749887688757,-0.5755951056729698,-0.7399999999999984,19.021134593993324,38.598442714126804,0.54,2023,"2021,2022"
3.27,899,3.397007786429366,4.434270559503919,0.7344048943270299,0.5700000000000003,20.467185761957733,39.265850945494996,0.77,2023,"2021,2022"
1.95,899,3.3978309232480535,4.412066009689774,-0.5855951056729701,-0.75,19.021134593993324,38.598442714126804,0.55,2023,"2021,2022"
3.28,899,3.398153503893214,4.435937724176225,0.74440489432703,0.5800000000000001,20.467185761957733,39.265850945494996,0.7799999999999998,2023,"2021,2022"
1.94,899,3.399021134593993,4.413404397511439,-0.59559510567297,-0.7599999999999998,19.021134593993324,38.598442714126804,0.56,2023,"2021,2022"
3.29,899,3.399299221357063,4.4376267971356365,0.7544048943270298,0.5899999999999999,20.467185761957733,39.265850945494996,0.79,2023,"2021,2022"
1.93,899,3.4002113459399332,4.414765030903317,-0.6055951056729701,-0.7699999999999996,19.021134593993324,38.598442714126804,0.5700000000000001,2023,"2021,2022"
3.3,899,3.400444938820912,4.439337753375251,0.7644048943270301,0.6000000000000014,21.357063403781982,39.822024471635146,0.7999999999999998,2023,"2021,2022"
1.92,899,3.401401557285874,4.416147889303552,-0.6155951056729697,-0.7799999999999994,19.021134593993324,38.598442714126804,0.5800000000000001,2023,"2021,2022"
3.31,899,3.4018798665183536,4.44107056760297,0.7744048943270301,0.6100000000000012,20.57842046718576,39.59955506117909,0.81,2023,"2021,2022"
1.91,899,3.402591768631813,4.417552951840383,-0.62559510567297,-0.7899999999999991,19.021134593993324,38.598442714126804,0.5900000000000001,2023,"2021,2022"
3.32,899,3.4033147942157953,4.442825214243286,0.7844048943270301,0.620000000000001,20.57842046718576,39.59955506117909,0.8199999999999998,2023,"2021,2022"
1.9,899,3.403781979977753,4.418980197333672,-0.6355951056729702,-0.7999999999999989,20.02224694104561,38.70967741935484,0.6000000000000001,2023,"2021,2022"
3.33,899,3.404749721913237,4.444601667439102,0.7944048943270299,0.6300000000000008,20.57842046718576,39.59955506117909,0.8300000000000001,2023,"2021,2022"
1.89,899,3.405216907675195,4.420429604296465,-0.6455951056729698,-0.8099999999999987,19.021134593993324,38.26473859844272,0.6100000000000001,2023,"2021,2022"
3.34,899,3.4061846496106782,4.446399901053546,0.8044048943270299,0.6400000000000006,20.57842046718576,39.59955506117909,0.8399999999999999,2023,"2021,2022"
