team_a,coach_a,team_a_tendency,team_a_toss_wins_sample,team_a_receive_if_wins_toss_pct,team_a_projected_receive_opening_kick_pct,team_b,coach_b,team_b_tendency,team_b_toss_wins_sample,team_b_receive_if_wins_toss_pct,team_b_projected_receive_opening_kick_pct,projected_opening_receiver,edge_pct_points
Michigan State,Pat Fitzgerald,No/low sample,0,,,TCU,Sonny Dykes,Strong take-ball,5,80.0,,No clear lean,
Michigan State,Pat Fitzgerald,No/low sample,0,,,Texas,Steve Sarkisian,Strong take-ball,8,75.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,South Carolina,Shane Beamer,Likely defer,10,30.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Oregon,Dan Lanning,Likely defer,5,40.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Western Michigan,Lance Taylor,Likely defer,5,40.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Georgia State,Dell McGee,Likely defer,8,37.5,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Miami-FL,Mario Cristobal,Likely defer,8,37.5,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Missouri,Eli Drinkwitz,Likely defer,11,36.4,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Clemson,Dabo Swinney,Likely defer,9,33.3,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Iowa,Kirk Ferentz,Likely defer,9,33.3,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Tennessee,Josh Heupel,Likely defer,6,33.3,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Oklahoma State,Eric Morris,Likely defer,7,28.6,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Maryland,Mike Locksley,Likely defer,8,25.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,UTEP,Scotty Walden,Likely defer,8,25.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Vanderbilt,Clark Lea,Likely defer,8,25.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Virginia Tech,James Franklin,Likely defer,9,22.2,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Utah State,Bronco Mendenhall,Likely take-ball,8,62.5,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,USC,Lincoln Riley,Likely take-ball,9,66.7,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,East Carolina,Blake Harrell,Mixed,3,66.7,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Georgia,Kirby Smart,Mixed,10,50.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Georgia Tech,Brent Key,Mixed,8,50.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Pittsburgh,Pat Narduzzi,Mixed,8,50.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Texas Tech,Joey McGuire,Mixed,8,50.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Alabama,Kalen DeBoer,Mixed,6,50.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Arkansas,Ryan Silverfield,Mixed,4,50.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Oklahoma,Brent Venables,Mixed,4,50.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Cincinnati,Scott Satterfield,Mixed,7,42.9,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Middle Tennessee,Derek Mason,Mixed,7,42.9,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Troy,Gerad Parker,Mixed,7,42.9,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Arkansas State,Butch Jones,Mixed,3,33.3,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Florida International,Willie Simmons,Mixed,3,33.3,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Marshall,Tony Gibson,Mixed,3,33.3,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Syracuse,Fran Brown,Mixed,4,25.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Indiana,Curt Cignetti,Mixed,4,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Kansas,Lance Leipold,Mixed,4,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Nebraska,Matt Rhule,Mixed,4,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,San Diego State,Sean Lewis,Mixed,4,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,UCLA,Bob Chesney,Mixed,4,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Iowa State,Jimmy Rogers,Mixed,3,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Kennesaw State,Jerry Mack,Mixed,3,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Florida Atlantic,Zach Kittley,No/low sample,1,100.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Bowling Green,Eddie George,No/low sample,2,50.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Coastal Carolina,Ryan Beard,No/low sample,2,50.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Miami-OH,Chuck Martin,No/low sample,2,50.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,New Mexico,Jason Eck,No/low sample,2,50.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,North Carolina,Bill Belichick,No/low sample,2,50.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Buffalo,Pete Lembo,No/low sample,2,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Central Michigan,Matt Drinkall,No/low sample,2,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Jacksonville State,Charles Kelly,No/low sample,2,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Kent State,Mark Carney,No/low sample,2,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Northwestern,David Braun,No/low sample,2,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Rice,Scott Abell,No/low sample,2,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Tulsa,Tre Lamb,No/low sample,2,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Ball State,Mike Uremovich,No/low sample,1,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Delaware,Ryan Carty,No/low sample,1,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Massachusetts,Joe Harasymiak,No/low sample,1,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Sam Houston,Phil Longo,No/low sample,1,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Appalachian State,Dowell Loggains,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,California,Tosh Lupoi,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Central Florida,Scott Frost,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Fresno State,Matt Entz,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Kansas State,Collin Klein,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Kentucky,Will Stein,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Michigan State,Pat Fitzgerald,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Missouri State,Casey Woods,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,North Dakota State,Tim Polasek,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Northern Illinois,Rob Harley (interim),No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Ohio,John Hauser,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Ole Miss,Pete Golding,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Oregon State,JaMarcus Shephard,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Sacramento State,Alonzo Carter,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,San Jose State,Ken Niumatalolo,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,South Florida,Brian Hartline,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Southern Miss,Blake Anderson,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Stanford,Tavita Pritchard,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Temple,K. C. Keeler,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Texas State,G. J. Kinne,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Toledo,Mike Jacobs,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,UAB,Alex Mortensen,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,UNLV,Dan Mullen,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Utah,Morgan Scalley,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Washington State,Kirby Moore,No/low sample,0,,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Georgia Southern,Clay Helton,Strong defer,10,20.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Florida,Jon Sumrall,Strong defer,11,18.2,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Wisconsin,Luke Fickell,Strong defer,11,18.2,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,West Virginia,Rich Rodriguez,Strong defer,11,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Notre Dame,Marcus Freeman,Strong defer,5,20.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Tulane,Will Hall,Strong defer,5,20.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Wake Forest,Jake Dickert,Strong defer,5,20.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,BYU,Kalani Sitake,Strong defer,6,16.7,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Louisville,Jeff Brohm,Strong defer,6,16.7,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Ohio State,Ryan Day,Strong defer,6,16.7,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Akron,Joe Moorhead,Strong defer,7,14.3,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Auburn,Alex Golesh,Strong defer,7,14.3,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Florida State,Mike Norvell,Strong defer,7,14.3,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,James Madison,Billy Napier,Strong defer,7,14.3,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Michigan,Kyle Whittingham,Strong defer,7,14.3,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,NC State,Dave Doeren,Strong defer,7,14.3,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,New Mexico State,Tony Sanchez,Strong defer,7,14.3,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Arizona,Brent Brennan,Strong defer,8,12.5,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Duke,Manny Diaz,Strong defer,8,12.5,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Illinois,Bret Bielema,Strong defer,8,12.5,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Arizona State,Kenny Dillingham,Strong defer,9,11.1,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Boise State,Spencer Danielson,Strong defer,9,11.1,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Louisiana,Michael Desormeaux,Strong defer,9,11.1,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Navy,Brian Newberry,Strong defer,9,11.1,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Houston,Willie Fritz,Strong defer,9,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Louisiana Tech,Sonny Cumbie,Strong defer,9,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Nevada,Jeff Choate,Strong defer,9,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,South Alabama,Major Applewhite,Strong defer,9,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Army,Jeff Monken,Strong defer,8,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Baylor,Dave Aranda,Strong defer,8,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Charlotte,Tim Albin,Strong defer,8,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Colorado State,Jim Mora,Strong defer,8,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Connecticut,Jason Candle,Strong defer,8,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Colorado,Deion Sanders,Strong defer,7,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,UL-Monroe,Bryant Vincent,Strong defer,7,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,UTSA,Jeff Traylor,Strong defer,7,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Washington,Jedd Fisch,Strong defer,7,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Eastern Michigan,Chris Creighton,Strong defer,6,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Hawaii,Timmy Chang,Strong defer,6,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Liberty,Jamey Chadwell,Strong defer,6,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Memphis,Charles Huff,Strong defer,6,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Penn State,Matt Campbell,Strong defer,6,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Rutgers,Greg Schiano,Strong defer,6,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Virginia,Tony Elliott,Strong defer,6,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Wyoming,Jay Sawvel,Strong defer,6,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Air Force,Troy Calhoun,Strong defer,5,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Boston College,Bill O'Brien,Strong defer,5,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Old Dominion,Ricky Rahne,Strong defer,5,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Purdue,Barry Odom,Strong defer,5,0.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,SMU,Rhett Lashlee,Strong take-ball,11,90.9,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Mississippi State,Jeff Lebby,Strong take-ball,8,100.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,LSU,Lane Kiffin,Strong take-ball,6,100.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,North Texas,Neal Brown,Strong take-ball,6,100.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Western Kentucky,Tyson Helton,Strong take-ball,7,85.7,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Texas A&M,Mike Elko,Strong take-ball,6,83.3,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,TCU,Sonny Dykes,Strong take-ball,5,80.0,,No clear lean,
Minnesota,P. J. Fleck,No/low sample,0,,,Texas,Steve Sarkisian,Strong take-ball,8,75.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,South Carolina,Shane Beamer,Likely defer,10,30.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Oregon,Dan Lanning,Likely defer,5,40.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Western Michigan,Lance Taylor,Likely defer,5,40.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Georgia State,Dell McGee,Likely defer,8,37.5,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Miami-FL,Mario Cristobal,Likely defer,8,37.5,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Missouri,Eli Drinkwitz,Likely defer,11,36.4,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Clemson,Dabo Swinney,Likely defer,9,33.3,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Iowa,Kirk Ferentz,Likely defer,9,33.3,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Tennessee,Josh Heupel,Likely defer,6,33.3,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Oklahoma State,Eric Morris,Likely defer,7,28.6,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Maryland,Mike Locksley,Likely defer,8,25.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,UTEP,Scotty Walden,Likely defer,8,25.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Vanderbilt,Clark Lea,Likely defer,8,25.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Virginia Tech,James Franklin,Likely defer,9,22.2,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Utah State,Bronco Mendenhall,Likely take-ball,8,62.5,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,USC,Lincoln Riley,Likely take-ball,9,66.7,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,East Carolina,Blake Harrell,Mixed,3,66.7,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Georgia,Kirby Smart,Mixed,10,50.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Georgia Tech,Brent Key,Mixed,8,50.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Pittsburgh,Pat Narduzzi,Mixed,8,50.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Texas Tech,Joey McGuire,Mixed,8,50.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Alabama,Kalen DeBoer,Mixed,6,50.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Arkansas,Ryan Silverfield,Mixed,4,50.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Oklahoma,Brent Venables,Mixed,4,50.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Cincinnati,Scott Satterfield,Mixed,7,42.9,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Middle Tennessee,Derek Mason,Mixed,7,42.9,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Troy,Gerad Parker,Mixed,7,42.9,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Arkansas State,Butch Jones,Mixed,3,33.3,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Florida International,Willie Simmons,Mixed,3,33.3,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Marshall,Tony Gibson,Mixed,3,33.3,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Syracuse,Fran Brown,Mixed,4,25.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Indiana,Curt Cignetti,Mixed,4,0.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Kansas,Lance Leipold,Mixed,4,0.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Nebraska,Matt Rhule,Mixed,4,0.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,San Diego State,Sean Lewis,Mixed,4,0.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,UCLA,Bob Chesney,Mixed,4,0.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Iowa State,Jimmy Rogers,Mixed,3,0.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Kennesaw State,Jerry Mack,Mixed,3,0.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Florida Atlantic,Zach Kittley,No/low sample,1,100.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Bowling Green,Eddie George,No/low sample,2,50.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Coastal Carolina,Ryan Beard,No/low sample,2,50.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Miami-OH,Chuck Martin,No/low sample,2,50.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,New Mexico,Jason Eck,No/low sample,2,50.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,North Carolina,Bill Belichick,No/low sample,2,50.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Buffalo,Pete Lembo,No/low sample,2,0.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Central Michigan,Matt Drinkall,No/low sample,2,0.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Jacksonville State,Charles Kelly,No/low sample,2,0.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Kent State,Mark Carney,No/low sample,2,0.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Northwestern,David Braun,No/low sample,2,0.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Rice,Scott Abell,No/low sample,2,0.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Tulsa,Tre Lamb,No/low sample,2,0.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Ball State,Mike Uremovich,No/low sample,1,0.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Delaware,Ryan Carty,No/low sample,1,0.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Massachusetts,Joe Harasymiak,No/low sample,1,0.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Sam Houston,Phil Longo,No/low sample,1,0.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Appalachian State,Dowell Loggains,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,California,Tosh Lupoi,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Central Florida,Scott Frost,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Fresno State,Matt Entz,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Kansas State,Collin Klein,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Kentucky,Will Stein,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Michigan State,Pat Fitzgerald,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Minnesota,P. J. Fleck,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,North Dakota State,Tim Polasek,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Northern Illinois,Rob Harley (interim),No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Ohio,John Hauser,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Ole Miss,Pete Golding,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Oregon State,JaMarcus Shephard,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Sacramento State,Alonzo Carter,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,San Jose State,Ken Niumatalolo,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,South Florida,Brian Hartline,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Southern Miss,Blake Anderson,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Stanford,Tavita Pritchard,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Temple,K. C. Keeler,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Texas State,G. J. Kinne,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Toledo,Mike Jacobs,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,UAB,Alex Mortensen,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,UNLV,Dan Mullen,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Utah,Morgan Scalley,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Washington State,Kirby Moore,No/low sample,0,,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Georgia Southern,Clay Helton,Strong defer,10,20.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Florida,Jon Sumrall,Strong defer,11,18.2,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Wisconsin,Luke Fickell,Strong defer,11,18.2,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,West Virginia,Rich Rodriguez,Strong defer,11,0.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Notre Dame,Marcus Freeman,Strong defer,5,20.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Tulane,Will Hall,Strong defer,5,20.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Wake Forest,Jake Dickert,Strong defer,5,20.0,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,BYU,Kalani Sitake,Strong defer,6,16.7,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Louisville,Jeff Brohm,Strong defer,6,16.7,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Ohio State,Ryan Day,Strong defer,6,16.7,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Akron,Joe Moorhead,Strong defer,7,14.3,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Auburn,Alex Golesh,Strong defer,7,14.3,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Florida State,Mike Norvell,Strong defer,7,14.3,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,James Madison,Billy Napier,Strong defer,7,14.3,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Michigan,Kyle Whittingham,Strong defer,7,14.3,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,NC State,Dave Doeren,Strong defer,7,14.3,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,New Mexico State,Tony Sanchez,Strong defer,7,14.3,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Arizona,Brent Brennan,Strong defer,8,12.5,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Duke,Manny Diaz,Strong defer,8,12.5,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Illinois,Bret Bielema,Strong defer,8,12.5,,No clear lean,
Missouri State,Casey Woods,No/low sample,0,,,Arizona State,Kenny Dillingham,Strong defer,9,11.1,,No clear lean,
