game_id_example,week_example,away_team_example,home_team_example,team,coach,segment,role,ats_record,ats_pct,ats_sample_size,ou_record,over_pct,ou_sample_size,ats_margin,total_margin
g64,1.0,Central Michigan,New Mexico,New Mexico,Jason Eck,Full game role,Underdog,5-2-0,71.43,7.0,2-5-0,28.57,7.0,6.5,-2.21
g65,1.0,Mercyhurst,New Mexico State,Mercyhurst,,Full game role,Favorite,,,,,,,,
g65,1.0,Mercyhurst,New Mexico State,Mercyhurst,,Full game role,Underdog,,,,,,,,
g66,1.0,Fordham,North Dakota State,Fordham,,Full game role,Favorite,,,,,,,,
g66,1.0,Fordham,North Dakota State,Fordham,,Full game role,Underdog,,,,,,,,
g67,1.0,South Dakota State,Northwestern,South Dakota State,,Full game role,Favorite,,,,,,,,
g67,1.0,South Dakota State,Northwestern,South Dakota State,,Full game role,Underdog,,,,,,,,
g67,1.0,South Dakota State,Northwestern,Northwestern,David Braun,Full game role,Favorite,6-5-0,54.55,11.0,5-6-0,45.45,11.0,4.45,-3.09
g67,1.0,South Dakota State,Northwestern,Northwestern,David Braun,Full game role,Underdog,12-11-2,52.17,25.0,13-11-0,54.169999999999995,24.0,2.08,1.35
g67,1.0,South Dakota State,Northwestern,Northwestern,David Braun,Full game role,Favorite,7-4-0,63.63999999999999,11.0,5-5-1,50.0,11.0,2.0,-0.05
g67,1.0,South Dakota State,Northwestern,Northwestern,David Braun,Full game role,Underdog,8-5-0,61.53999999999999,13.0,6-7-0,46.150000000000006,13.0,-1.73,-0.19
g67,1.0,South Dakota State,Northwestern,Northwestern,David Braun,Full game role,Favorite,2-6-0,25.0,8.0,4-4-0,50.0,8.0,-0.25,2.06
g67,1.0,South Dakota State,Northwestern,Northwestern,David Braun,Full game role,Underdog,8-7-0,53.33,15.0,8-7-0,53.33,15.0,-1.23,3.37
g68,1.0,Ball State,Ohio State,Ball State,Mike Uremovich,Full game role,Favorite,2-0-0,100.0,2.0,1-1-0,50.0,2.0,1.5,-1.0
g68,1.0,Ball State,Ohio State,Ball State,Mike Uremovich,Full game role,Underdog,5-5-0,50.0,10.0,4-6-0,40.0,10.0,-1.55,-1.8
g68,1.0,Ball State,Ohio State,Ball State,Mike Uremovich,Full game role,Favorite,1-0-0,100.0,1.0,1-0-0,100.0,1.0,0.5,7.5
g68,1.0,Ball State,Ohio State,Ball State,Mike Uremovich,Full game role,Underdog,3-7-0,30.0,10.0,3-7-0,30.0,10.0,-3.65,-1.55
g68,1.0,Ball State,Ohio State,Ball State,Mike Uremovich,Full game role,Favorite,0-2-0,0.0,2.0,0-2-0,0.0,2.0,-2.0,-8.0
g68,1.0,Ball State,Ohio State,Ball State,Mike Uremovich,Full game role,Underdog,5-4-0,55.559999999999995,9.0,6-3-0,66.67,9.0,3.67,3.06
g68,1.0,Ball State,Ohio State,Ohio State,Ryan Day,Full game role,Favorite,49-38-4,56.32,91.0,41-46-3,47.13,90.0,2.43,-0.53
g68,1.0,Ball State,Ohio State,Ohio State,Ryan Day,Full game role,Underdog,1-1-0,50.0,2.0,2-0-0,100.0,2.0,12.5,28.5
g68,1.0,Ball State,Ohio State,Ohio State,Ryan Day,Full game role,Favorite,15-14-0,51.72,29.0,14-15-0,48.28,29.0,-0.21,-1.84
g68,1.0,Ball State,Ohio State,Ohio State,Ryan Day,Full game role,Underdog,1-0-0,100.0,1.0,1-0-0,100.0,1.0,4.5,4.5
g68,1.0,Ball State,Ohio State,Ohio State,Ryan Day,Full game role,Favorite,13-15-0,46.43,28.0,10-17-1,37.04,28.0,0.41,-1.09
g68,1.0,Ball State,Ohio State,Ohio State,Ryan Day,Full game role,Underdog,1-1-0,50.0,2.0,0-2-0,0.0,2.0,1.0,-8.0
g69,1.0,UTEP,Oklahoma,UTEP,Scotty Walden,Full game role,Favorite,3-7-0,30.0,10.0,6-4-0,60.0,10.0,-3.95,4.6
g69,1.0,UTEP,Oklahoma,UTEP,Scotty Walden,Full game role,Underdog,9-15-0,37.5,24.0,12-12-0,50.0,24.0,-3.04,1.6
g69,1.0,UTEP,Oklahoma,UTEP,Scotty Walden,Full game role,Favorite,2-3-0,40.0,5.0,3-2-0,60.0,5.0,-2.3,4.3
g69,1.0,UTEP,Oklahoma,UTEP,Scotty Walden,Full game role,Underdog,5-11-0,31.25,16.0,9-7-0,56.25,16.0,-1.25,0.62
g69,1.0,UTEP,Oklahoma,UTEP,Scotty Walden,Full game role,Favorite,5-2-0,71.43,7.0,4-2-1,66.67,7.0,2.79,0.79
g69,1.0,UTEP,Oklahoma,UTEP,Scotty Walden,Full game role,Underdog,5-9-0,35.709999999999994,14.0,7-7-0,50.0,14.0,-1.64,2.75
g69,1.0,UTEP,Oklahoma,Oklahoma,Brent Venables,Full game role,Favorite,18-17-1,51.43,36.0,14-20-1,41.18,35.0,0.26,-2.01
g69,1.0,UTEP,Oklahoma,Oklahoma,Brent Venables,Full game role,Underdog,6-6-0,50.0,12.0,5-7-0,41.67,12.0,-3.0,-5.83
g69,1.0,UTEP,Oklahoma,Oklahoma,Brent Venables,Full game role,Favorite,9-9-0,50.0,18.0,8-8-2,50.0,18.0,0.97,-0.67
g69,1.0,UTEP,Oklahoma,Oklahoma,Brent Venables,Full game role,Underdog,3-5-0,37.5,8.0,4-4-0,50.0,8.0,-2.0,2.25
g69,1.0,UTEP,Oklahoma,Oklahoma,Brent Venables,Full game role,Favorite,6-9-0,40.0,15.0,6-9-0,40.0,15.0,-2.2,-2.87
g69,1.0,UTEP,Oklahoma,Oklahoma,Brent Venables,Full game role,Underdog,6-5-0,54.55,11.0,4-7-0,36.36,11.0,2.09,-0.95
g70,1.0,Norfolk State,Old Dominion,Norfolk State,,Full game role,Favorite,,,,,,,,
g70,1.0,Norfolk State,Old Dominion,Norfolk State,,Full game role,Underdog,,,,,,,,
g70,1.0,Norfolk State,Old Dominion,Old Dominion,Ricky Rahne,Full game role,Favorite,9-10-0,47.370000000000005,19.0,7-11-0,38.89,18.0,3.18,-2.14
g70,1.0,Norfolk State,Old Dominion,Old Dominion,Ricky Rahne,Full game role,Underdog,25-15-0,62.5,40.0,18-21-1,46.150000000000006,40.0,4.88,-0.96
g70,1.0,Norfolk State,Old Dominion,Old Dominion,Ricky Rahne,Full game role,Favorite,10-7-0,58.81999999999999,17.0,8-9-0,47.06,17.0,0.26,-1.85
g70,1.0,Norfolk State,Old Dominion,Old Dominion,Ricky Rahne,Full game role,Underdog,7-1-0,87.5,8.0,3-5-0,37.5,8.0,4.12,4.38
g70,1.0,Norfolk State,Old Dominion,Old Dominion,Ricky Rahne,Full game role,Favorite,3-12-0,20.0,15.0,3-11-1,21.43,15.0,-3.77,-3.33
g70,1.0,Norfolk State,Old Dominion,Old Dominion,Ricky Rahne,Full game role,Underdog,4-5-0,44.440000000000005,9.0,7-2-0,77.78,9.0,-4.0,7.06
g71,1.0,Boise State,Oregon,Boise State,Spencer Danielson,Full game role,Favorite,19-11-2,63.33,32.0,17-13-0,56.67,30.0,1.73,1.3
g71,1.0,Boise State,Oregon,Boise State,Spencer Danielson,Full game role,Underdog,4-3-0,57.14,7.0,4-3-0,57.14,7.0,-2.21,-3.43
g71,1.0,Boise State,Oregon,Boise State,Spencer Danielson,Full game role,Favorite,8-12-0,40.0,20.0,10-10-0,50.0,20.0,-0.1,2.2
g71,1.0,Boise State,Oregon,Boise State,Spencer Danielson,Full game role,Underdog,2-3-0,40.0,5.0,3-2-0,60.0,5.0,-2.1,-0.2
g71,1.0,Boise State,Oregon,Boise State,Spencer Danielson,Full game role,Favorite,10-7-1,58.81999999999999,18.0,7-10-1,41.18,18.0,-0.5,-0.67
g71,1.0,Boise State,Oregon,Boise State,Spencer Danielson,Full game role,Underdog,1-6-0,14.29,7.0,1-6-0,14.29,7.0,-1.57,-6.5
g71,1.0,Boise State,Oregon,Oregon,Dan Lanning,Full game role,Favorite,30-14-0,68.17999999999999,44.0,20-22-0,47.620000000000005,42.0,5.36,1.35
g71,1.0,Boise State,Oregon,Oregon,Dan Lanning,Full game role,Underdog,2-2-1,50.0,5.0,4-1-0,80.0,5.0,-3.8,4.6
g71,1.0,Boise State,Oregon,Oregon,Dan Lanning,Full game role,Favorite,18-6-0,75.0,24.0,16-8-0,66.67,24.0,2.19,3.46
g71,1.0,Boise State,Oregon,Oregon,Dan Lanning,Full game role,Underdog,3-1-0,75.0,4.0,3-1-0,75.0,4.0,-2.5,-0.25
g71,1.0,Boise State,Oregon,Oregon,Dan Lanning,Full game role,Favorite,9-13-0,40.910000000000004,22.0,8-13-1,38.1,22.0,-0.36,-0.27
g71,1.0,Boise State,Oregon,Oregon,Dan Lanning,Full game role,Underdog,6-1-0,85.71,7.0,3-4-0,42.86,7.0,2.36,4.21
g72,1.0,Marshall,Penn State,Marshall,Tony Gibson,Full game role,Favorite,3-5-0,37.5,8.0,3-5-0,37.5,8.0,-3.56,5.25
g72,1.0,Marshall,Penn State,Marshall,Tony Gibson,Full game role,Underdog,4-0-0,100.0,4.0,3-1-0,75.0,4.0,11.88,6.75
g72,1.0,Marshall,Penn State,Marshall,Tony Gibson,Full game role,Favorite,3-4-0,42.86,7.0,5-2-0,71.43,7.0,1.29,4.36
g72,1.0,Marshall,Penn State,Marshall,Tony Gibson,Full game role,Underdog,1-3-0,25.0,4.0,2-2-0,50.0,4.0,4.38,0.25
g72,1.0,Marshall,Penn State,Marshall,Tony Gibson,Full game role,Favorite,2-5-0,28.57,7.0,3-4-0,42.86,7.0,-4.64,-1.93
g72,1.0,Marshall,Penn State,Marshall,Tony Gibson,Full game role,Underdog,4-0-0,100.0,4.0,2-2-0,50.0,4.0,7.12,3.5
g72,1.0,Marshall,Penn State,Penn State,Matt Campbell,Full game role,Favorite,52-48-0,52.0,100.0,31-39-1,44.29,71.0,1.34,0.81
g72,1.0,Marshall,Penn State,Penn State,Matt Campbell,Full game role,Underdog,32-21-2,60.38,55.0,11-23-0,32.35,34.0,3.85,-4.35
g72,1.0,Marshall,Penn State,Penn State,Matt Campbell,Full game role,Favorite,8-8-0,50.0,16.0,8-8-0,50.0,16.0,0.41,0.41
g72,1.0,Marshall,Penn State,Penn State,Matt Campbell,Full game role,Underdog,7-3-0,70.0,10.0,5-5-0,50.0,10.0,2.3,1.2
g72,1.0,Marshall,Penn State,Penn State,Matt Campbell,Full game role,Favorite,12-7-0,63.160000000000004,19.0,11-7-1,61.11,19.0,2.58,0.5
g72,1.0,Marshall,Penn State,Penn State,Matt Campbell,Full game role,Underdog,5-2-0,71.43,7.0,5-2-0,71.43,7.0,1.71,-0.43
g73,1.0,Miami-OH,Pittsburgh,Miami-OH,Chuck Martin,Full game role,Favorite,31-30-0,50.82,61.0,21-29-2,42.0,52.0,0.02,-2.26
g73,1.0,Miami-OH,Pittsburgh,Miami-OH,Chuck Martin,Full game role,Underdog,42-34-1,55.26,77.0,24-28-0,46.150000000000006,52.0,1.23,-0.11
g73,1.0,Miami-OH,Pittsburgh,Miami-OH,Chuck Martin,Full game role,Favorite,8-4-0,66.67,12.0,7-5-0,58.330000000000005,12.0,0.92,2.25
g73,1.0,Miami-OH,Pittsburgh,Miami-OH,Chuck Martin,Full game role,Underdog,6-5-0,54.55,11.0,4-7-0,36.36,11.0,0.73,-3.59
g73,1.0,Miami-OH,Pittsburgh,Miami-OH,Chuck Martin,Full game role,Favorite,8-4-0,66.67,12.0,10-2-0,83.33,12.0,1.54,3.12
g73,1.0,Miami-OH,Pittsburgh,Miami-OH,Chuck Martin,Full game role,Underdog,4-7-0,36.36,11.0,3-8-0,27.27,11.0,-3.09,-1.32
g73,1.0,Miami-OH,Pittsburgh,Pittsburgh,Pat Narduzzi,Full game role,Favorite,44-32-0,57.89,76.0,33-27-2,55.00000000000001,62.0,2.94,2.89
g73,1.0,Miami-OH,Pittsburgh,Pittsburgh,Pat Narduzzi,Full game role,Underdog,26-29-2,47.27,57.0,20-25-0,44.440000000000005,45.0,-1.2,-0.33
g73,1.0,Miami-OH,Pittsburgh,Pittsburgh,Pat Narduzzi,Full game role,Favorite,9-5-0,64.29,14.0,7-7-0,50.0,14.0,4.0,1.57
g73,1.0,Miami-OH,Pittsburgh,Pittsburgh,Pat Narduzzi,Full game role,Underdog,3-8-0,27.27,11.0,7-4-0,63.63999999999999,11.0,-4.68,2.77
g73,1.0,Miami-OH,Pittsburgh,Pittsburgh,Pat Narduzzi,Full game role,Favorite,10-4-1,71.43,15.0,9-6-0,60.0,15.0,0.33,3.47
g73,1.0,Miami-OH,Pittsburgh,Pittsburgh,Pat Narduzzi,Full game role,Underdog,7-3-0,70.0,10.0,5-5-0,50.0,10.0,1.9,-0.25
g74,1.0,Indiana State,Purdue,Indiana State,,Full game role,Favorite,,,,,,,,
g74,1.0,Indiana State,Purdue,Indiana State,,Full game role,Underdog,,,,,,,,
g74,1.0,Indiana State,Purdue,Purdue,Barry Odom,Full game role,Favorite,29-24-0,54.72,53.0,21-24-0,46.67,45.0,4.19,0.42
g74,1.0,Indiana State,Purdue,Purdue,Barry Odom,Full game role,Underdog,16-17-0,48.480000000000004,33.0,11-15-0,42.309999999999995,26.0,-1.85,-2.88
g74,1.0,Indiana State,Purdue,Purdue,Barry Odom,Full game role,Favorite,7-6-0,53.849999999999994,13.0,6-7-0,46.150000000000006,13.0,3.38,-0.62
g74,1.0,Indiana State,Purdue,Purdue,Barry Odom,Full game role,Underdog,4-7-0,36.36,11.0,6-5-0,54.55,11.0,-4.27,1.86
g74,1.0,Indiana State,Purdue,Purdue,Barry Odom,Full game role,Favorite,5-8-0,38.46,13.0,4-9-0,30.769999999999996,13.0,-2.54,-3.62
g74,1.0,Indiana State,Purdue,Purdue,Barry Odom,Full game role,Underdog,5-4-0,55.559999999999995,9.0,5-4-0,55.559999999999995,9.0,1.5,-1.17
g75,1.0,HCU,Rice,HCU,,Full game role,Favorite,,,,,,,,
g75,1.0,HCU,Rice,HCU,,Full game role,Underdog,,,,,,,,
g75,1.0,HCU,Rice,Rice,Scott Abell,Full game role,Favorite,1-2-0,33.33,3.0,2-1-0,66.67,3.0,-3.17,0.83
g75,1.0,HCU,Rice,Rice,Scott Abell,Full game role,Underdog,4-5-0,44.440000000000005,9.0,5-4-0,55.559999999999995,9.0,-5.72,3.5
g75,1.0,HCU,Rice,Rice,Scott Abell,Full game role,Favorite,1-1-0,50.0,2.0,1-1-0,50.0,2.0,-0.5,2.0
g75,1.0,HCU,Rice,Rice,Scott Abell,Full game role,Favorite,3-1-0,75.0,4.0,2-2-0,50.0,4.0,2.25,-3.38
g75,1.0,HCU,Rice,Rice,Scott Abell,Full game role,Underdog,3-4-0,42.86,7.0,5-1-1,83.33,7.0,-3.43,5.43
g76,1.0,MVSU,Sacramento State,MVSU,,Full game role,Favorite,,,,,,,,
g76,1.0,MVSU,Sacramento State,MVSU,,Full game role,Underdog,,,,,,,,
g77,1.0,Portland State,San Diego State,Portland State,,Full game role,Favorite,,,,,,,,
g77,1.0,Portland State,San Diego State,Portland State,,Full game role,Underdog,,,,,,,,
g77,1.0,Portland State,San Diego State,San Diego State,Sean Lewis,Full game role,Favorite,21-12-0,63.63999999999999,33.0,9-23-0,28.12,32.0,5.18,-4.17
g77,1.0,Portland State,San Diego State,San Diego State,Sean Lewis,Full game role,Underdog,21-21-0,50.0,42.0,22-20-0,52.38,42.0,-1.67,1.05
g77,1.0,Portland State,San Diego State,San Diego State,Sean Lewis,Full game role,Favorite,9-5-0,64.29,14.0,7-7-0,50.0,14.0,1.86,-0.82
g77,1.0,Portland State,San Diego State,San Diego State,Sean Lewis,Full game role,Underdog,6-3-0,66.67,9.0,5-4-0,55.559999999999995,9.0,5.89,-0.17
g77,1.0,Portland State,San Diego State,San Diego State,Sean Lewis,Full game role,Favorite,6-5-1,54.55,12.0,3-9-0,25.0,12.0,-2.58,-6.04
g77,1.0,Portland State,San Diego State,San Diego State,Sean Lewis,Full game role,Underdog,6-5-0,54.55,11.0,2-9-0,18.18,11.0,-0.73,-4.32
g78,1.0,Southeastern La.,South Alabama,Southeastern La.,,Full game role,Favorite,,,,,,,,
g78,1.0,Southeastern La.,South Alabama,Southeastern La.,,Full game role,Underdog,,,,,,,,
g78,1.0,Southeastern La.,South Alabama,South Alabama,Major Applewhite,Full game role,Favorite,19-26-0,42.22,45.0,17-18-0,48.57,35.0,-3.26,1.3
g78,1.0,Southeastern La.,South Alabama,South Alabama,Major Applewhite,Full game role,Underdog,8-6-0,57.14,14.0,6-7-0,46.150000000000006,13.0,7.36,3.96
g78,1.0,Southeastern La.,South Alabama,South Alabama,Major Applewhite,Full game role,Favorite,7-8-0,46.67,15.0,7-8-0,46.67,15.0,-1.47,1.9
g78,1.0,Southeastern La.,South Alabama,South Alabama,Major Applewhite,Full game role,Underdog,3-6-0,33.33,9.0,5-4-0,55.559999999999995,9.0,-0.89,1.83
g78,1.0,Southeastern La.,South Alabama,South Alabama,Major Applewhite,Full game role,Favorite,5-9-0,35.709999999999994,14.0,6-8-0,42.86,14.0,-0.93,1.39
g78,1.0,Southeastern La.,South Alabama,South Alabama,Major Applewhite,Full game role,Underdog,4-6-0,40.0,10.0,4-6-0,40.0,10.0,3.1,0.75
g79,1.0,Kent State,South Carolina,Kent State,Mark Carney,Full game role,Favorite,1-1-0,50.0,2.0,0-2-0,0.0,2.0,16.5,-7.0
g79,1.0,Kent State,South Carolina,Kent State,Mark Carney,Full game role,Underdog,6-4-0,60.0,10.0,6-4-0,60.0,10.0,3.05,6.45
g79,1.0,Kent State,South Carolina,Kent State,Mark Carney,Full game role,Favorite,2-1-0,66.67,3.0,2-1-0,66.67,3.0,-1.83,1.33
g79,1.0,Kent State,South Carolina,Kent State,Mark Carney,Full game role,Underdog,4-3-0,57.14,7.0,4-3-0,57.14,7.0,-0.5,3.5
g79,1.0,Kent State,South Carolina,Kent State,Mark Carney,Full game role,Favorite,1-1-0,50.0,2.0,1-1-0,50.0,2.0,-1.0,-0.5
g79,1.0,Kent State,South Carolina,Kent State,Mark Carney,Full game role,Underdog,6-2-0,75.0,8.0,5-3-0,62.5,8.0,4.69,6.25
g79,1.0,Kent State,South Carolina,South Carolina,Shane Beamer,Full game role,Favorite,16-11-0,59.260000000000005,27.0,14-13-0,51.849999999999994,27.0,1.85,1.98
g79,1.0,Kent State,South Carolina,South Carolina,Shane Beamer,Full game role,Underdog,18-15-0,54.55,33.0,14-17-0,45.16,31.0,3.53,-1.65
g79,1.0,Kent State,South Carolina,South Carolina,Shane Beamer,Full game role,Favorite,6-6-0,50.0,12.0,8-4-0,66.67,12.0,1.96,3.29
g79,1.0,Kent State,South Carolina,South Carolina,Shane Beamer,Full game role,Underdog,10-3-0,76.92,13.0,5-8-0,38.46,13.0,5.42,0.77
g79,1.0,Kent State,South Carolina,South Carolina,Shane Beamer,Full game role,Favorite,6-6-0,50.0,12.0,4-7-1,36.36,12.0,-0.33,-1.58
g79,1.0,Kent State,South Carolina,South Carolina,Shane Beamer,Full game role,Underdog,6-7-0,46.150000000000006,13.0,5-8-0,38.46,13.0,-0.65,-2.69
g80,1.0,Florida International,South Florida,Florida International,Willie Simmons,Full game role,Favorite,4-1-0,80.0,5.0,2-3-0,40.0,5.0,4.2,3.9
g80,1.0,Florida International,South Florida,Florida International,Willie Simmons,Full game role,Underdog,4-3-0,57.14,7.0,4-3-0,57.14,7.0,2.86,4.5
g80,1.0,Florida International,South Florida,Florida International,Willie Simmons,Full game role,Favorite,2-2-0,50.0,4.0,4-0-0,100.0,4.0,0.5,9.75
g80,1.0,Florida International,South Florida,Florida International,Willie Simmons,Full game role,Underdog,3-4-0,42.86,7.0,5-2-0,71.43,7.0,-1.5,2.86
g80,1.0,Florida International,South Florida,Florida International,Willie Simmons,Full game role,Favorite,3-2-0,60.0,5.0,2-2-1,50.0,5.0,7.0,-0.1
g80,1.0,Florida International,South Florida,Florida International,Willie Simmons,Full game role,Underdog,2-3-0,40.0,5.0,3-2-0,60.0,5.0,1.1,6.1
g80,1.0,Florida International,South Florida,South Florida,Brian Hartline,Full game role,Favorite,,,,,,,,
g80,1.0,Florida International,South Florida,South Florida,Brian Hartline,Full game role,Underdog,,,,,,,,
g81,1.0,Alcorn State,Southern Miss,Alcorn State,,Full game role,Favorite,,,,,,,,
g81,1.0,Alcorn State,Southern Miss,Alcorn State,,Full game role,Underdog,,,,,,,,
g81,1.0,Alcorn State,Southern Miss,Southern Miss,Blake Anderson,Full game role,Favorite,,,,,,,,
g81,1.0,Alcorn State,Southern Miss,Southern Miss,Blake Anderson,Full game role,Underdog,,,,,,,,
g82,1.0,New Hampshire,Syracuse,New Hampshire,,Full game role,Favorite,,,,,,,,
g82,1.0,New Hampshire,Syracuse,New Hampshire,,Full game role,Underdog,,,,,,,,
g82,1.0,New Hampshire,Syracuse,Syracuse,Fran Brown,Full game role,Favorite,2-5-1,28.57,8.0,3-5-0,37.5,8.0,-3.12,0.06
g82,1.0,New Hampshire,Syracuse,Syracuse,Fran Brown,Full game role,Underdog,8-8-0,50.0,16.0,9-6-1,60.0,16.0,-1.75,4.25
g82,1.0,New Hampshire,Syracuse,Syracuse,Fran Brown,Full game role,Favorite,5-6-0,45.45,11.0,7-4-0,63.63999999999999,11.0,-0.59,3.68
g82,1.0,New Hampshire,Syracuse,Syracuse,Fran Brown,Full game role,Underdog,7-7-0,50.0,14.0,6-8-0,42.86,14.0,-1.75,1.89
g82,1.0,New Hampshire,Syracuse,Syracuse,Fran Brown,Full game role,Favorite,5-6-0,45.45,11.0,4-7-0,36.36,11.0,1.14,1.5
g82,1.0,New Hampshire,Syracuse,Syracuse,Fran Brown,Full game role,Underdog,5-8-0,38.46,13.0,8-5-0,61.53999999999999,13.0,-1.04,-0.15
g83,1.0,Rhode Island,Temple,Rhode Island,,Full game role,Favorite,,,,,,,,
g83,1.0,Rhode Island,Temple,Rhode Island,,Full game role,Underdog,,,,,,,,
g83,1.0,Rhode Island,Temple,Temple,K. C. Keeler,Full game role,Favorite,,,,,,,,
g83,1.0,Rhode Island,Temple,Temple,K. C. Keeler,Full game role,Underdog,,,,,,,,
g84,1.0,Furman,Tennessee,Furman,,Full game role,Favorite,,,,,,,,
g84,1.0,Furman,Tennessee,Furman,,Full game role,Underdog,,,,,,,,
g84,1.0,Furman,Tennessee,Tennessee,Josh Heupel,Full game role,Favorite,28-18-0,60.870000000000005,46.0,27-15-1,64.29,43.0,3.47,3.01
g84,1.0,Furman,Tennessee,Tennessee,Josh Heupel,Full game role,Underdog,4-10-0,28.57,14.0,8-6-0,57.14,14.0,0.25,2.07
g84,1.0,Furman,Tennessee,Tennessee,Josh Heupel,Full game role,Favorite,10-8-0,55.559999999999995,18.0,9-9-0,50.0,18.0,6.25,3.61
g84,1.0,Furman,Tennessee,Tennessee,Josh Heupel,Full game role,Underdog,6-2-0,75.0,8.0,4-4-0,50.0,8.0,2.0,1.0
g84,1.0,Furman,Tennessee,Tennessee,Josh Heupel,Full game role,Favorite,11-10-0,52.38,21.0,11-9-1,55.00000000000001,21.0,-0.81,0.52
g84,1.0,Furman,Tennessee,Tennessee,Josh Heupel,Full game role,Underdog,2-3-0,40.0,5.0,2-3-0,40.0,5.0,-3.8,2.8
g85,1.0,Texas State,Texas,Texas State,G. J. Kinne,Full game role,Favorite,,,,,,,,
g85,1.0,Texas State,Texas,Texas State,G. J. Kinne,Full game role,Underdog,,,,,,,,
g85,1.0,Texas State,Texas,Texas,Steve Sarkisian,Full game role,Favorite,40-30-0,57.14,70.0,22-29-1,43.14,52.0,3.58,0.16
g85,1.0,Texas State,Texas,Texas,Steve Sarkisian,Full game role,Underdog,5-11-0,31.25,16.0,2-8-0,20.0,10.0,-3.28,-6.25
g85,1.0,Texas State,Texas,Texas,Steve Sarkisian,Full game role,Favorite,14-8-0,63.63999999999999,22.0,14-7-1,66.67,22.0,2.23,2.43
g85,1.0,Texas State,Texas,Texas,Steve Sarkisian,Full game role,Underdog,1-5-0,16.669999999999998,6.0,1-5-0,16.669999999999998,6.0,-4.33,-6.83
g85,1.0,Texas State,Texas,Texas,Steve Sarkisian,Full game role,Favorite,7-17-0,29.17,24.0,12-12-0,50.0,24.0,-2.71,0.88
g85,1.0,Texas State,Texas,Texas,Steve Sarkisian,Full game role,Underdog,2-2-0,50.0,4.0,2-2-0,50.0,4.0,0.88,0.12
g86,1.0,Missouri State,Texas A&M,Missouri State,Casey Woods,Full game role,Favorite,,,,,,,,
g86,1.0,Missouri State,Texas A&M,Missouri State,Casey Woods,Full game role,Underdog,,,,,,,,
g86,1.0,Missouri State,Texas A&M,Texas A&M,Mike Elko,Full game role,Favorite,14-21-0,40.0,35.0,21-12-1,63.63999999999999,34.0,0.59,1.72
g86,1.0,Missouri State,Texas A&M,Texas A&M,Mike Elko,Full game role,Underdog,8-5-0,61.53999999999999,13.0,5-7-0,41.67,12.0,6.62,-3.5
g86,1.0,Missouri State,Texas A&M,Texas A&M,Mike Elko,Full game role,Favorite,8-13-0,38.1,21.0,11-10-0,52.38,21.0,0.05,-1.38
g86,1.0,Missouri State,Texas A&M,Texas A&M,Mike Elko,Full game role,Underdog,3-2-0,60.0,5.0,1-4-0,20.0,5.0,-0.4,1.8
g86,1.0,Missouri State,Texas A&M,Texas A&M,Mike Elko,Full game role,Favorite,11-11-0,50.0,22.0,16-6-0,72.72999999999999,22.0,-0.23,4.02
g86,1.0,Missouri State,Texas A&M,Texas A&M,Mike Elko,Full game role,Underdog,2-2-0,50.0,4.0,3-1-0,75.0,4.0,-4.12,-1.12
g87,1.0,Abilene Christian,Texas Tech,Abilene Christian,,Full game role,Favorite,,,,,,,,
g87,1.0,Abilene Christian,Texas Tech,Abilene Christian,,Full game role,Underdog,,,,,,,,
g87,1.0,Abilene Christian,Texas Tech,Texas Tech,Joey McGuire,Full game role,Favorite,20-11-1,64.52,32.0,18-14-0,56.25,32.0,3.7,3.83
g87,1.0,Abilene Christian,Texas Tech,Texas Tech,Joey McGuire,Full game role,Underdog,9-7-0,56.25,16.0,6-9-0,40.0,15.0,1.0,-4.37
g87,1.0,Abilene Christian,Texas Tech,Texas Tech,Joey McGuire,Full game role,Favorite,14-8-0,63.63999999999999,22.0,13-9-0,59.089999999999996,22.0,5.43,2.64
g87,1.0,Abilene Christian,Texas Tech,Texas Tech,Joey McGuire,Full game role,Underdog,2-1-0,66.67,3.0,2-1-0,66.67,3.0,4.67,3.5
g87,1.0,Abilene Christian,Texas Tech,Texas Tech,Joey McGuire,Full game role,Favorite,9-7-1,56.25,17.0,4-12-1,25.0,17.0,1.35,-1.24
g87,1.0,Abilene Christian,Texas Tech,Texas Tech,Joey McGuire,Full game role,Underdog,6-3-0,66.67,9.0,6-3-0,66.67,9.0,2.61,1.28
g88,1.0,Sam Houston,Troy,Sam Houston,Phil Longo,Full game role,Favorite,0-1-0,0.0,1.0,0-1-0,0.0,1.0,-29.5,-5.5
g88,1.0,Sam Houston,Troy,Sam Houston,Phil Longo,Full game role,Underdog,3-8-0,27.27,11.0,8-3-0,72.72999999999999,11.0,-6.18,3.77
g88,1.0,Sam Houston,Troy,Sam Houston,Phil Longo,Full game role,Favorite,0-1-0,0.0,1.0,1-0-0,100.0,1.0,-7.5,3.5
g88,1.0,Sam Houston,Troy,Sam Houston,Phil Longo,Full game role,Underdog,2-4-0,33.33,6.0,2-4-0,33.33,6.0,-4.25,-0.92
g88,1.0,Sam Houston,Troy,Sam Houston,Phil Longo,Full game role,Favorite,,,,,,,,
g88,1.0,Sam Houston,Troy,Sam Houston,Phil Longo,Full game role,Underdog,2-5-0,28.57,7.0,5-1-1,83.33,7.0,-5.0,3.57
g88,1.0,Sam Houston,Troy,Troy,Gerad Parker,Full game role,Favorite,8-3-0,72.72999999999999,11.0,5-4-0,55.559999999999995,9.0,0.5,1.11
