game_id,week,date,away_team,home_team,away_rp_found,home_rp_found,spread_like_field_count,spread_like_fields,away_overall,away_offense,away_defense,home_overall,home_offense,home_defense,away_off_vs_def,away_def_vs_off,home_off_vs_def,home_def_vs_off,away_candidate_a_rp_only,home_candidate_a_rp_only,away_candidate_b_rp_only,home_candidate_b_rp_only
g302,4.0,2026-09-26,New Mexico,New Mexico State,True,True,4,"{""blend_spread_home"": -12.27, ""projected_margin_home"": -12.27, ""projection_spread_home"": -12.27, ""site_spread_home"": -12.27}",63.0,,,51.0,,,,,,,False,False,False,False
g303,4.0,2026-09-26,HCU,North Texas,False,True,0,{},,,,,,,,,,,,,,
g304,4.0,2026-09-26,Stonehill,Ohio,False,True,0,{},,,,,,,,,,,,,,
g305,4.0,2026-09-26,Illinois,Ohio State,True,True,4,"{""blend_spread_home"": 24.425, ""projected_margin_home"": 24.425, ""projection_spread_home"": 24.425, ""site_spread_home"": 24.425}",50.0,,,60.0,,,,,,,False,False,False,False
g306,4.0,2026-09-26,James Madison,Old Dominion,True,True,4,"{""blend_spread_home"": -1.5225, ""projected_margin_home"": -1.522, ""projection_spread_home"": -1.5225, ""site_spread_home"": -1.5225}",30.0,,,40.0,,,,,,,False,False,False,False
g307,4.0,2026-09-26,Wisconsin,Penn State,True,True,4,"{""blend_spread_home"": 14.2825, ""projected_margin_home"": 14.283, ""projection_spread_home"": 14.2825, ""site_spread_home"": 14.2825}",59.0,,,52.0,,,,,,,False,False,False,False
g308,4.0,2026-09-26,Bucknell,Pittsburgh,False,True,0,{},,,,,,,,,,,,,,
g309,4.0,2026-09-26,Notre Dame,Purdue,True,True,4,"{""blend_spread_home"": -28.555, ""projected_margin_home"": -28.555, ""projection_spread_home"": -28.555, ""site_spread_home"": -28.555}",72.0,,,58.0,,,,,,,False,False,False,False
g310,4.0,2026-09-26,Howard,Rutgers,False,True,0,{},,,,,,,,,,,,,,
g311,4.0,2026-09-26,Missouri State,SMU,True,True,4,"{""blend_spread_home"": 30.665, ""projected_margin_home"": 30.665, ""projection_spread_home"": 30.665, ""site_spread_home"": 30.665}",34.0,,,62.0,,,,,,,False,False,False,False
g312,4.0,2026-09-26,Massachusetts,Sacramento State,True,True,4,"{""blend_spread_home"": 13.0322, ""projected_margin_home"": 13.032, ""projection_spread_home"": 13.0322, ""site_spread_home"": 13.0322}",46.0,,,32.0,,,,,,,False,False,False,False
g313,4.0,2026-09-26,Georgia Tech,Stanford,True,True,4,"{""blend_spread_home"": -7.7375, ""projected_margin_home"": -7.737, ""projection_spread_home"": -7.7375, ""site_spread_home"": -7.7375}",49.0,,,60.0,,,,,,,False,False,False,False
g314,4.0,2026-09-26,Army,Temple,True,True,4,"{""blend_spread_home"": -3.4475, ""projected_margin_home"": -3.447, ""projection_spread_home"": -3.4475, ""site_spread_home"": -3.4475}",50.0,,,53.0,,,,,,,False,False,False,False
g315,4.0,2026-09-26,Texas,Tennessee,True,True,13,"{""blend_spread_home"": -6.7225, ""market_best_away_spread_home"": 6.5, ""market_best_away_spread_price"": -108.0, ""market_best_home_spread_home"": 6.5, ""market_best_home_spread_price"": -112.0, ""market_spread_hold_away_line"": -6.5, ""market_spread_hold_home_line"": 6.5, ""market_spread_hold_pct"": 4.75, ""market_spread_home"": 6.5, ""market_spread_price"": -108.0, ""projected_margin_home"": -6.723, ""projection_spread_home"": -6.7225, ""site_spread_home"": -6.7225}",68.0,,,62.0,,,,,,,False,False,False,False
g316,4.0,2026-09-26,UIW,Texas State,False,True,0,{},,,,,,,,,,,,,,
g317,4.0,2026-09-26,Sam Houston,Texas Tech,False,True,4,"{""blend_spread_home"": 49.945, ""projected_margin_home"": 49.945, ""projection_spread_home"": 49.945, ""site_spread_home"": 49.945}",,,,,,,,,,,,,,
g318,4.0,2026-09-26,San Diego State,Toledo,False,True,4,"{""blend_spread_home"": -2.67, ""projected_margin_home"": -2.67, ""projection_spread_home"": -2.67, ""site_spread_home"": -2.67}",,,,,,,,,,,,,,
g319,4.0,2026-09-26,Southern Miss,Tulane,True,True,4,"{""blend_spread_home"": 16.485, ""projected_margin_home"": 16.485, ""projection_spread_home"": 16.485, ""site_spread_home"": 16.485}",22.0,,,40.0,,,,,,,False,False,False,False
g320,4.0,2026-09-26,Florida Atlantic,UL-Monroe,True,True,4,"{""blend_spread_home"": -9.2525, ""projected_margin_home"": -9.252, ""projection_spread_home"": -9.2525, ""site_spread_home"": -9.2525}",64.0,,,51.0,,,,,,,False,False,False,False
g321,4.0,2026-09-26,Oregon,USC,True,True,9,"{""blend_spread_home"": -6.8175, ""market_spread_hold_away_line"": -5.5, ""market_spread_hold_home_line"": 5.5, ""market_spread_hold_pct"": 4.76, ""market_spread_home"": 5.5, ""market_spread_price"": -110.0, ""projected_margin_home"": -6.817, ""projection_spread_home"": -6.8175, ""site_spread_home"": -6.8175}",66.0,,,65.0,,,,,,,False,False,False,False
g322,4.0,2026-09-26,Oregon State,UTEP,True,True,4,"{""blend_spread_home"": -7.5425, ""projected_margin_home"": -7.543, ""projection_spread_home"": -7.5425, ""site_spread_home"": -7.5425}",47.0,,,35.0,,,,,,,False,False,False,False
g323,4.0,2026-09-26,Colorado State,UTSA,True,True,4,"{""blend_spread_home"": 11.8575, ""projected_margin_home"": 11.857, ""projection_spread_home"": 11.8575, ""site_spread_home"": 11.8575}",46.0,,,54.0,,,,,,,False,False,False,False
g324,4.0,2026-09-26,Troy,Utah State,True,True,4,"{""blend_spread_home"": 4.7, ""projected_margin_home"": 4.7, ""projection_spread_home"": 4.7, ""site_spread_home"": 4.7}",39.0,,,48.0,,,,,,,False,False,False,False
g325,4.0,2026-09-26,Delaware,Virginia,True,True,4,"{""blend_spread_home"": 22.835, ""projected_margin_home"": 22.835, ""projection_spread_home"": 22.835, ""site_spread_home"": 22.835}",62.0,,,59.0,,,,,,,False,False,False,False
g326,4.0,2026-09-26,Minnesota,Washington,True,True,4,"{""blend_spread_home"": 12.2075, ""projected_margin_home"": 12.207, ""projection_spread_home"": 12.2075, ""site_spread_home"": 12.2075}",68.0,,,65.0,,,,,,,False,False,False,False
g327,4.0,2026-09-26,Arizona,Washington State,True,True,4,"{""blend_spread_home"": -8.7175, ""projected_margin_home"": -8.717, ""projection_spread_home"": -8.7175, ""site_spread_home"": -8.7175}",60.0,,,42.0,,,,,,,False,False,False,False
g328,4.0,2026-09-26,Oklahoma State,West Virginia,True,True,4,"{""blend_spread_home"": 2.5375, ""projected_margin_home"": 2.538, ""projection_spread_home"": 2.5375, ""site_spread_home"": 2.5375}",58.0,,,52.0,,,,,,,False,False,False,False
g329,4.0,2026-09-26,Mercyhurst,Western Kentucky,False,True,0,{},,,,,,,,,,,,,,
g330,4.0,2026-09-26,Boise State,Western Michigan,True,True,4,"{""blend_spread_home"": -8.4725, ""projected_margin_home"": -8.473, ""projection_spread_home"": -8.4725, ""site_spread_home"": -8.4725}",57.0,,,51.0,,,,,,,False,False,False,False
g331,4.0,2026-09-26,Hawaii,Wyoming,True,True,4,"{""blend_spread_home"": -5.1125, ""projected_margin_home"": -5.112, ""projection_spread_home"": -5.1125, ""site_spread_home"": -5.1125}",45.0,,,40.0,,,,,,,False,False,False,False
