source,pulled_at,sgo_event_id,date,start_time_utc,week,away_team,home_team,market_spread_home,market_spread_open_home,market_spread_text,market_spread_book,market_spread_price,market_spread_last_update,market_best_home_spread_home,market_best_home_spread_text,market_best_home_spread_price,market_best_home_spread_book,market_best_away_spread_home,market_best_away_spread_text,market_best_away_spread_price,market_best_away_spread_book,market_total,market_total_open,market_total_book,market_total_over_price,market_total_under_price,market_total_last_update,market_best_over_total,market_best_over_price,market_best_over_book,market_best_under_total,market_best_under_price,market_best_under_book,market_home_moneyline,market_home_moneyline_book,market_away_moneyline,market_away_moneyline_book,market_books_available,market_price_status
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,VvplkXLz4xEUUdC9OGZ7,2026-09-03,2026-09-03T23:00:00.000Z,1,Bethune-Cookman,UCF,-38.5,-38.5,UCF -38.5,fanduel,-110,2026-07-21T17:17:27.205Z,-38.5,UCF -38.5,-110,fanduel,-38.5,Bethune-Cookman +38.5,-110,fanduel,55.5,55.5,fanduel,-110,-110,2026-07-21T17:17:27.205Z,55.5,-110,fanduel,55.5,-110,fanduel,-100000,fanduel,8000,fanduel,"betsson,fanduel,nordicbet,sportsbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,9igwYPZk2KfP8Rb5b3Sy,2026-09-04,2026-09-04T00:00:00.000Z,1,Arkansas-Pine Bluff Golden Lions,Missouri,-53.5,-50.5,Missouri -53.5,fanduel,-115,2026-07-21T17:17:27.205Z,-53.5,Missouri -53.5,-115,fanduel,-53.5,Arkansas-Pine Bluff Golden Lions +53.5,-105,fanduel,60.5,58.5,fanduel,-115,-105,2026-07-21T17:17:27.205Z,60.5,-115,fanduel,60.5,-105,fanduel,,,,,"betsson,fanduel,nordicbet,sportsbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,ZgE4C1iUwPaVjfyAY2rA,2026-09-04,2026-09-04T00:00:00.000Z,1,Eastern Illinois,Minnesota,-45.5,-43.5,Minnesota -45.5,fanduel,-110,2026-07-21T17:16:55.000Z,-45.5,Minnesota -45.5,-110,fanduel,-45.5,Eastern Illinois +45.5,-110,fanduel,51.5,51.5,fanduel,-108,-112,2026-07-21T17:16:55.000Z,51.5,-108,fanduel,51.5,-112,fanduel,,,,,"betsson,fanduel,nordicbet,sportsbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,i2sZpNIJTUwvNYL1CBN4,2026-09-04,2026-09-04T00:00:00.000Z,1,Colorado,Georgia Tech,-7.5,-7.5,Georgia Tech -7.5,draftkings,-110,2026-07-21T17:17:05.832Z,-7.5,Georgia Tech -7.5,100,betmgm,-7.5,Colorado +7.5,-110,draftkings,51.5,51.5,fanduel,-110,-110,2026-07-21T17:17:27.205Z,51.5,-105,draftkings,51.5,-109,caesars,-250,fanduel,202,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,BKDm2qvNPYjNHWcGfcmd,2026-09-04,2026-09-04T01:00:00.000Z,1,Idaho,Utah,-34.5,-35.5,Utah -34.5,fanduel,-110,2026-07-21T17:17:27.205Z,-34.5,Utah -34.5,-110,fanduel,-34.5,Idaho +34.5,-110,fanduel,57.5,56.5,fanduel,-108,-112,2026-07-21T17:17:27.205Z,57.5,-108,fanduel,57.5,-112,fanduel,-100000,fanduel,4000,fanduel,"betsson,fanduel,hardrockbet,nordicbet,sportsbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,HTi8ZufisDnaYtVhvz6J,2026-09-04,2026-09-04T01:00:00.000Z,1,UAB,Illinois,-27.5,-27.5,Illinois -27.5,draftkings,-108,2026-07-21T17:17:05.832Z,-27.5,Illinois -27.5,-108,draftkings,-27.5,UAB +27.5,-105,fanduel,56.5,55.5,draftkings,-110,-110,2026-07-21T17:17:05.832Z,56.5,-110,draftkings,56.5,-110,draftkings,-6500,draftkings,2000,draftkings,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,unibet,virginbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,tfs8VIXkQrSg2WwKbljD,2026-09-04,2026-09-04T22:30:00.000Z,1,San Jose State,Eastern Michigan,-3.5,-3.5,Eastern Michigan -3.5,fanduel,-120,2026-07-21T17:17:27.205Z,-3.5,Eastern Michigan -3.5,-120,fanduel,-4.5,San Jose State +4.5,-114,caesars,54.5,54.0,fanduel,-110,-110,2026-07-21T17:17:27.205Z,53.5,-110,betmgm,54.5,-110,fanduel,-192,fanduel,158,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,K9AlGiLXhMvLjbIsjbMv,2026-09-05,2026-09-05T00:00:00.000Z,1,UTEP,Oklahoma,-39.5,-40.5,Oklahoma -39.5,fanduel,-115,2026-07-21T17:17:27.205Z,-39.5,Oklahoma -39.5,-115,fanduel,-40.5,UTEP +40.5,-110,betmgm,49.5,50.5,fanduel,-114,-106,2026-07-21T17:17:27.205Z,49.5,-114,fanduel,50.5,-110,betmgm,,,,,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,sportsbet,tabtouch,unibet,virginbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,zlMp0XcOLjhlE6T30F4o,2026-09-05,2026-09-05T00:00:00.000Z,1,Toledo,Michigan State,-11.5,-10.5,Michigan State -11.5,fanduel,-105,2026-07-21T17:17:27.205Z,-10.5,Michigan State -10.5,-110,draftkings,-11.5,Toledo +11.5,-115,fanduel,48.5,49.5,fanduel,-115,-105,2026-07-21T17:17:27.205Z,48.5,-115,fanduel,49.5,-110,betmgm,-430,fanduel,330,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,unibet,virginbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,f5mweoy6d2NQvns6K9mB,2026-09-05,2026-09-05T01:00:00.000Z,1,Miami-FL,Stanford,23.5,22.5,Miami-FL -23.5,fanduel,-105,2026-07-21T17:17:27.205Z,23.5,Stanford +23.5,-105,fanduel,22.5,Miami-FL -22.5,-110,betmgm,49.5,49.5,fanduel,-110,-110,2026-07-21T17:17:27.205Z,49.5,-110,fanduel,49.5,-105,draftkings,1280,fanduel,-3500,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,wkXTMpBXvNifeeZh0HsX,2026-09-05,2026-09-05T01:00:00.000Z,1,Fresno State,USC,-23.5,-23.5,USC -23.5,fanduel,-110,2026-07-21T17:17:27.205Z,-23.5,USC -23.5,-102,caesars,-23.5,Fresno State +23.5,-110,fanduel,50.5,49.5,fanduel,-110,-110,2026-07-21T17:17:27.205Z,50.5,-110,fanduel,51.5,-108,draftkings,-3000,fanduel,1200,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,5wjGIw0vqFVmwRPn8RoJ,2026-09-05,2026-09-05T16:00:00.000Z,1,East Carolina,Alabama,-26.5,-26.5,Alabama -26.5,fanduel,-115,2026-07-21T17:17:27.205Z,-26.5,Alabama -26.5,-105,draftkings,-26.5,East Carolina +26.5,-105,fanduel,54.5,54.5,fanduel,-110,-110,2026-07-21T17:17:27.205Z,54.5,-108,caesars,54.5,-108,draftkings,-7000,fanduel,2000,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,unibet,virginbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,74v9yKrwzXldQu0ziXCq,2026-09-05,2026-09-05T16:00:00.000Z,1,Ohio,Nebraska,-23.5,-23.5,Nebraska -23.5,fanduel,-120,2026-07-21T17:17:27.205Z,-23.5,Nebraska -23.5,-105,draftkings,-23.5,Ohio +23.5,-102,fanduel,48.5,46.5,fanduel,-115,-105,2026-07-21T17:17:27.205Z,47.5,-110,betmgm,48.5,-105,fanduel,-4000,fanduel,1400,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,9UbfMF0IzZX7B0dhDdu3,2026-09-05,2026-09-05T16:00:00.000Z,1,Oregon State,Houston,-18.5,-18.5,Houston -18.5,fanduel,-110,2026-07-21T17:17:27.205Z,-18.5,Houston -18.5,-108,draftkings,-18.5,Oregon State +18.5,-110,fanduel,50.5,50.5,fanduel,-115,-105,2026-07-21T17:17:27.205Z,50.5,-112,draftkings,51.5,-120,betmgm,-1400,fanduel,800,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,unibet,virginbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,HdatPSq7j0x8G0U0R2Ud,2026-09-05,2026-09-05T16:00:00.000Z,1,Coastal Carolina,West Virginia,-20.5,-17.5,West Virginia -20.5,fanduel,-105,2026-07-21T17:17:27.205Z,-20.5,West Virginia -20.5,-105,fanduel,-20.5,Coastal Carolina +20.5,-105,betmgm,58.5,57.5,fanduel,-105,-115,2026-07-21T17:17:27.205Z,57.5,-118,draftkings,58.5,-110,betmgm,-1700,fanduel,890,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,QzGmzxPGyovJ48j1BUHc,2026-09-05,2026-09-05T16:00:00.000Z,1,North Texas,Indiana,-39.5,-40.5,Indiana -39.5,fanduel,-105,2026-07-21T17:17:27.205Z,-39.5,Indiana -39.5,-105,fanduel,-40.5,North Texas +40.5,-108,draftkings,54.5,54.5,fanduel,-110,-110,2026-07-21T17:17:27.205Z,54.5,-110,fanduel,55.5,-105,betmgm,,,,,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,T1iAvSJ2Kf95H9lunvdb,2026-09-05,2026-09-05T16:00:00.000Z,1,Liberty,James Madison,-6.5,-6.0,James Madison -6.5,fanduel,-105,2026-07-21T17:17:27.205Z,-6.5,James Madison -6.5,-105,fanduel,-6.5,Liberty +6.5,-110,betmgm,52.5,52.5,fanduel,-105,-115,2026-07-21T17:17:27.205Z,51.5,-110,betmgm,52.5,-110,draftkings,-230,fanduel,188,fanduel,"ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,ndZjaKF9HZGCGNyZ1w45,2026-09-05,2026-09-05T16:00:00.000Z,1,Miami (OH),Pittsburgh,-16.5,-16.5,Pittsburgh -16.5,fanduel,-110,2026-07-21T17:17:27.205Z,-16.5,Pittsburgh -16.5,-105,draftkings,-16.5,Miami (OH) +16.5,-110,fanduel,50.5,50.5,fanduel,-110,-110,2026-07-21T17:17:27.205Z,50.5,-110,fanduel,50.5,-108,draftkings,-900,fanduel,590,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,GG3fOKVE2R9vCGktXb9Z,2026-09-05,2026-09-05T16:30:00.000Z,1,Ball State,Ohio State,-50.5,-50.5,Ohio State -50.5,fanduel,-106,2026-07-21T17:17:27.205Z,-50.5,Ohio State -50.5,-106,fanduel,-50.5,Ball State +50.5,-110,draftkings,56.5,56.5,fanduel,-110,-110,2026-07-21T17:17:27.205Z,56.5,-110,fanduel,56.5,-107,caesars,,,,,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,sportsbet,tabtouch,thescorebet,unibet,virginbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,Vv702wdDL9UTjPpUz33t,2026-09-05,2026-09-05T16:45:00.000Z,1,Kent State,South Carolina,-34.5,-34.5,South Carolina -34.5,fanduel,-115,2026-07-21T17:17:27.205Z,-34.5,South Carolina -34.5,-110,betmgm,-34.5,Kent State +34.5,-105,fanduel,50.5,52.5,fanduel,-105,-115,2026-07-21T17:17:27.205Z,50.5,-105,fanduel,51.5,-105,draftkings,-50000,fanduel,5500,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,35ixAmNGCYeG1ZUoJYAd,2026-09-05,2026-09-05T19:30:00.000Z,1,Boston College,Cincinnati,-7.5,-7.5,Cincinnati -7.5,fanduel,100,2026-07-21T17:17:27.205Z,-7.5,Cincinnati -7.5,100,fanduel,-7.5,Boston College +7.5,-105,betmgm,54.5,53.5,fanduel,-110,-110,2026-07-21T17:17:27.205Z,54.5,-108,caesars,54.5,-110,fanduel,-280,fanduel,225,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,7E4NVGk8rSOZkq38zL8k,2026-09-05,2026-09-05T19:30:00.000Z,1,Tulane,Duke,-10.5,-9.5,Duke -10.5,fanduel,-110,2026-07-21T17:17:27.205Z,-9.5,Duke -9.5,-110,betmgm,-10.5,Tulane +10.5,-110,fanduel,53.5,53.5,betmgm,-110,-110,2026-07-21T17:16:17.000Z,53.5,-110,betmgm,53.5,-110,betmgm,-430,fanduel,330,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,UPDAxh2NwSvHC9O92Pf8,2026-09-05,2026-09-05T19:30:00.000Z,1,Texas State,Texas,-30.5,-30.5,Texas -30.5,fanduel,-110,2026-07-21T17:17:27.205Z,-30.5,Texas -30.5,-108,draftkings,-31.5,Texas State +31.5,-110,betmgm,59.5,59.5,fanduel,-115,-105,2026-07-21T17:17:27.205Z,59.5,-110,betmgm,59.5,-105,fanduel,-10000,fanduel,2400,fanduel,"1xbet,ballybet,betmgm,betonline,betparx,betrivers,betrsportsbook,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,livescorebet,lowvig,nordicbet,pointsbet,sportsbet,tabtouch,unibet,virginbet",actual
SportsGameOdds,2026-07-21T17:19:51.996974+00:00,oNUzPlA3Q1o7Dz69Ozn0,2026-09-05,2026-09-05T19:30:00.000Z,1,Baylor,Auburn,-7.5,-7.0,Auburn -7.5,fanduel,-105,2026-07-21T17:17:27.205Z,-7.0,Auburn -7,-108,draftkings,-7.5,Baylor +7.5,-115,fanduel,59.5,59.5,fanduel,-110,-110,2026-07-21T17:17:27.205Z,59.5,-110,fanduel,59.5,-105,draftkings,-285,fanduel,230,fanduel,"1xbet,ballybet,betfairsportsbook,betmgm,betonline,betparx,betrivers,betrsportsbook,betsson,bovada,caesars,casumo,coolbet,coral,draftkings,espnbet,fanduel,grosvenor,hardrockbet,ladbrokes,leovegas,livescorebet,lowvig,nordicbet,paddypower,pointsbet,sportsbet,tabtouch,thescorebet,unibet,virginbet",actual
