stage_id,stage_order,registered_primary_path,fallback_path,runtime_primary_exists,runtime_fallback_exists,runtime_source_path,file_size_bytes,modified_at_utc,sha256,interpreter_type,referenced_elsewhere_in_repo,repository_reference_count,equivalent_tracked_paths,canonical_path_after_reconciliation,appearance,classification,confidence,evidence,embedded_credential_value_findings,absolute_local_path_findings,safe_to_add_to_git,recommended_action,proposed_manifest_addition
game_market_acquisition,20,scripts/odds/build_actionnetwork_season_lines_2026.py,build_actionnetwork_season_lines_2026.py,True,False,scripts/odds/build_actionnetwork_season_lines_2026.py,18266,2026-06-06T03:43:23+00:00,96a845146a35e072dbd28dac056df75af8d678c7b0f51101f1d2c1ce52f21655,python,True,2,odds/build_actionnetwork_season_lines_2026.py,odds/build_actionnetwork_season_lines_2026.py,duplicate,DUPLICATE_TRACKED_ELSEWHERE,HIGH,Runtime SHA-256 exactly matches tracked odds/build_actionnetwork_season_lines_2026.py; references now use the tracked canonical path.,,,True,Use tracked canonical path odds/build_actionnetwork_season_lines_2026.py; retain runtime fallback temporarily.,
game_market_acquisition,20,build_season_game_lines_2026.py,,True,False,build_season_game_lines_2026.py,5493,2026-05-23T02:34:02.722957+00:00,dc859927746412a50821915a9cac44e317ccfe7080d64d0bebcb7518652cbb63,python,True,3,,build_season_game_lines_2026.py,active,ACTIVE_ADD_TO_REPO,HIGH,"Active registered runtime primary had no byte-identical tracked source, passed static parsing, and had no embedded credential value.",,,True,Track exact runtime source at build_season_game_lines_2026.py; deploy only after separate review.,build_season_game_lines_2026.py
game_market_acquisition,20,pull_theodds_ncaaf_lines_2026.py,,True,False,pull_theodds_ncaaf_lines_2026.py,3792,2026-05-23T14:04:18.002148+00:00,eb359c7c78ee19b4cda8bce85fc676147c874511b6c985a629ecb5bd08413a86,python,True,3,,pull_theodds_ncaaf_lines_2026.py,active,ACTIVE_ADD_TO_REPO,HIGH,"Active registered runtime primary had no byte-identical tracked source, passed static parsing, and had no embedded credential value.",,,True,Track exact runtime source at pull_theodds_ncaaf_lines_2026.py; deploy only after separate review.,pull_theodds_ncaaf_lines_2026.py
game_market_acquisition,20,build_theodds_season_lines_2026.py,,True,False,build_theodds_season_lines_2026.py,6235,2026-05-23T04:13:54.638752+00:00,edf8919cbe9102eaf6613ecf85fe9153f264f4a006431279cbb467a9a23d4b29,python,True,2,,build_theodds_season_lines_2026.py,active,ACTIVE_ADD_TO_REPO,HIGH,"Active registered runtime primary had no byte-identical tracked source, passed static parsing, and had no embedded credential value.",,,True,Track exact runtime source at build_theodds_season_lines_2026.py; deploy only after separate review.,build_theodds_season_lines_2026.py
sgo_normalization,40,scripts/odds/append_sgo_game_book_line_history.py,,True,False,scripts/odds/append_sgo_game_book_line_history.py,3708,2026-07-30T13:06:35.974471+00:00,818b23c033758082ca9bb3069853c13188a094870cddbb61a39b72722aa25d94,python,True,2,,scripts/odds/append_sgo_game_book_line_history.py,active,ACTIVE_ADD_TO_REPO,HIGH,"Active registered runtime primary had no byte-identical tracked source, passed static parsing, and had no embedded credential value.",,,True,Track exact runtime source at scripts/odds/append_sgo_game_book_line_history.py; deploy only after separate review.,scripts/odds/append_sgo_game_book_line_history.py
game_line_history,50,scripts/odds/append_game_line_history.py,append_game_line_history.py,True,False,scripts/odds/append_game_line_history.py,5245,2026-07-30T13:10:59.498347+00:00,c86e625ee3554914faa7f9a0c812d7cef7a6cecc19fb2354230cf341716bc8b4,python,True,2,,scripts/odds/append_game_line_history.py,active,ACTIVE_ADD_TO_REPO,HIGH,"Active registered runtime primary had no byte-identical tracked source, passed static parsing, and had no embedded credential value.",,,True,Track exact runtime source at scripts/odds/append_game_line_history.py; deploy only after separate review.,scripts/odds/append_game_line_history.py
game_line_history,50,scripts/odds/build_game_line_movement_report.py,build_game_line_movement_report.py,True,False,scripts/odds/build_game_line_movement_report.py,6433,2026-06-20T01:59:40+00:00,2cf6574711e963545831a986bf75929a9158ed42ff2b07c7badc077a920431c9,python,True,2,odds/build_game_line_movement_report.py,odds/build_game_line_movement_report.py,duplicate,DUPLICATE_TRACKED_ELSEWHERE,HIGH,Runtime SHA-256 exactly matches tracked odds/build_game_line_movement_report.py; references now use the tracked canonical path.,,,True,Use tracked canonical path odds/build_game_line_movement_report.py; retain runtime fallback temporarily.,
injuries_and_signals,60,scripts/injuries/pull_cfbdepth_injuries.py,pull_cfbdepth_injuries.py,True,False,scripts/injuries/pull_cfbdepth_injuries.py,7268,2026-06-20T15:37:09+00:00,4bc5f6644bd795a4ab8182ec5cbbee87b6762361dcf7133080cbcb6449ef9bac,python,True,2,injuries/pull_cfbdepth_injuries.py,injuries/pull_cfbdepth_injuries.py,duplicate,DUPLICATE_TRACKED_ELSEWHERE,HIGH,Runtime SHA-256 exactly matches tracked injuries/pull_cfbdepth_injuries.py; references now use the tracked canonical path.,,,True,Use tracked canonical path injuries/pull_cfbdepth_injuries.py; retain runtime fallback temporarily.,
injuries_and_signals,60,scripts/injuries/pull_cfbdepth_article_bodies.py,pull_cfbdepth_article_bodies.py,True,False,scripts/injuries/pull_cfbdepth_article_bodies.py,4283,2026-06-20T15:37:18+00:00,f282a19c7902e039eddff11d8a9ee0f5de066838ee1f04bcad4d4425ceb6e643,python,True,2,injuries/pull_cfbdepth_article_bodies.py,injuries/pull_cfbdepth_article_bodies.py,duplicate,DUPLICATE_TRACKED_ELSEWHERE,HIGH,Runtime SHA-256 exactly matches tracked injuries/pull_cfbdepth_article_bodies.py; references now use the tracked canonical path.,,,True,Use tracked canonical path injuries/pull_cfbdepth_article_bodies.py; retain runtime fallback temporarily.,
injuries_and_signals,60,scripts/agents/build_daily_betting_angles.py,build_daily_betting_angles.py,True,False,scripts/agents/build_daily_betting_angles.py,13612,2026-07-03T22:45:36+00:00,ec7982b4b026e8b97c4658817f603820b0d1314404710650840e0fe4a8e227a0,python,True,2,agents/build_daily_betting_angles.py;build_daily_betting_angles.py,agents/build_daily_betting_angles.py,duplicate,DUPLICATE_TRACKED_ELSEWHERE,HIGH,Runtime SHA-256 exactly matches tracked agents/build_daily_betting_angles.py; references now use the tracked canonical path.,,,True,Use tracked canonical path agents/build_daily_betting_angles.py; retain runtime fallback temporarily.,
injuries_and_signals,60,scripts/agents/append_daily_game_line_edges.py,append_daily_game_line_edges.py,True,False,scripts/agents/append_daily_game_line_edges.py,11673,2026-05-24T13:41:15+00:00,f12eb5e56527e1072e6f8a03d11dfd232e29bc18fa9b5a0e4562e22d5a1ad7a4,python,True,2,agents/append_daily_game_line_edges.py;append_daily_game_line_edges.py,agents/append_daily_game_line_edges.py,duplicate,DUPLICATE_TRACKED_ELSEWHERE,HIGH,Runtime SHA-256 exactly matches tracked agents/append_daily_game_line_edges.py; references now use the tracked canonical path.,,,True,Use tracked canonical path agents/append_daily_game_line_edges.py; retain runtime fallback temporarily.,
email_build,70,scripts/agents/prepend_game_line_moves_to_daily_betting_angles.py,prepend_game_line_moves_to_daily_betting_angles.py,True,False,scripts/agents/prepend_game_line_moves_to_daily_betting_angles.py,8763,2026-06-20T01:53:42+00:00,6a1975e6879e41bce3219490d6f8d9249d3bb6eecab305457ce7fc1ae4f0e053,python,True,2,agents/prepend_game_line_moves_to_daily_betting_angles.py;prepend_game_line_moves_to_daily_betting_angles.py,agents/prepend_game_line_moves_to_daily_betting_angles.py,duplicate,DUPLICATE_TRACKED_ELSEWHERE,HIGH,Runtime SHA-256 exactly matches tracked agents/prepend_game_line_moves_to_daily_betting_angles.py; references now use the tracked canonical path.,,,True,Use tracked canonical path agents/prepend_game_line_moves_to_daily_betting_angles.py; retain runtime fallback temporarily.,
email_build,70,scripts/agents/prepend_injury_alerts_to_daily_betting_angles.py,prepend_injury_alerts_to_daily_betting_angles.py,True,False,scripts/agents/prepend_injury_alerts_to_daily_betting_angles.py,2591,2026-06-20T16:21:36+00:00,638268790630ed8b968d34fc74d42d763ead7522460797dd5c8b8793599fb5ff,python,True,2,agents/prepend_injury_alerts_to_daily_betting_angles.py;prepend_injury_alerts_to_daily_betting_angles.py,agents/prepend_injury_alerts_to_daily_betting_angles.py,duplicate,DUPLICATE_TRACKED_ELSEWHERE,HIGH,Runtime SHA-256 exactly matches tracked agents/prepend_injury_alerts_to_daily_betting_angles.py; references now use the tracked canonical path.,,,True,Use tracked canonical path agents/prepend_injury_alerts_to_daily_betting_angles.py; retain runtime fallback temporarily.,
email_build,70,scripts/agents/clean_daily_game_line_moves.py,clean_daily_game_line_moves.py,True,False,scripts/agents/clean_daily_game_line_moves.py,3546,2026-07-28T15:45:31+00:00,74ce23cf0d18b3b7ab44538716975ede08280ed7a5b97e768d54da249443b1ae,python,True,2,,scripts/agents/clean_daily_game_line_moves.py,active,ACTIVE_ADD_TO_REPO,HIGH,"Active registered runtime primary had no byte-identical tracked source, passed static parsing, and had no embedded credential value.",,,True,Track exact runtime source at scripts/agents/clean_daily_game_line_moves.py; deploy only after separate review.,scripts/agents/clean_daily_game_line_moves.py
injury_scores,90,scripts/injuries/build_game_injury_scores.py,build_game_injury_scores.py,True,False,scripts/injuries/build_game_injury_scores.py,10563,2026-06-21T00:36:37+00:00,51a8d4b656d231267cce1af50936f6705daf62a48827e2722d3f4eb1baa3cd99,python,True,2,injuries/build_game_injury_scores.py,injuries/build_game_injury_scores.py,duplicate,DUPLICATE_TRACKED_ELSEWHERE,HIGH,Runtime SHA-256 exactly matches tracked injuries/build_game_injury_scores.py; references now use the tracked canonical path.,,,True,Use tracked canonical path injuries/build_game_injury_scores.py; retain runtime fallback temporarily.,
ratings_refresh,100,scripts/ratings/pull_sagarin_ratings.py,pull_sagarin_ratings.py,True,True,scripts/ratings/pull_sagarin_ratings.py,8874,2026-06-27T15:10:54+00:00,93776142890fc41523ee270efbe90ee975b996cb6ea413bced69ecdb5e497ddc,python,True,2,ratings/pull_sagarin_ratings.py,ratings/pull_sagarin_ratings.py,duplicate,DUPLICATE_TRACKED_ELSEWHERE,HIGH,Runtime SHA-256 exactly matches tracked ratings/pull_sagarin_ratings.py; references now use the tracked canonical path.,,,True,Use tracked canonical path ratings/pull_sagarin_ratings.py; retain runtime fallback temporarily.,
ratings_refresh,100,scripts/ratings/parse_massey_visible_ratings.py,parse_massey_visible_ratings.py,True,True,scripts/ratings/parse_massey_visible_ratings.py,7152,2026-06-27T15:10:54+00:00,896b112ab1bdb0bb727a711375bbb0f35d03914437e202c1b682588a4474ac71,python,True,2,ratings/parse_massey_visible_ratings.py,ratings/parse_massey_visible_ratings.py,duplicate,DUPLICATE_TRACKED_ELSEWHERE,HIGH,Runtime SHA-256 exactly matches tracked ratings/parse_massey_visible_ratings.py; references now use the tracked canonical path.,,,True,Use tracked canonical path ratings/parse_massey_visible_ratings.py; retain runtime fallback temporarily.,
ratings_refresh,100,scripts/ratings/pull_donchess_ratings.py,pull_donchess_ratings.py,True,True,scripts/ratings/pull_donchess_ratings.py,5585,2026-06-27T15:10:54+00:00,83fca94fa296814edc5905836d2b5b530f1bb4edaba33ac034c8ac833af8bd19,python,True,2,ratings/pull_donchess_ratings.py,ratings/pull_donchess_ratings.py,duplicate,DUPLICATE_TRACKED_ELSEWHERE,HIGH,Runtime SHA-256 exactly matches tracked ratings/pull_donchess_ratings.py; references now use the tracked canonical path.,,,True,Use tracked canonical path ratings/pull_donchess_ratings.py; retain runtime fallback temporarily.,
ratings_normalization,110,scripts/ratings/build_all_ratings_latest.py,build_all_ratings_latest.py,True,True,scripts/ratings/build_all_ratings_latest.py,31024,2026-07-31T01:10:18.253744+00:00,b9c9f06c613c8ebcff5dbc7edfc32079e2ef95daf64258f8bf80d43e0294ee38,python,True,2,,scripts/ratings/build_all_ratings_latest.py,active,ACTIVE_ADD_TO_REPO,HIGH,"Active registered runtime primary had no byte-identical tracked source, passed static parsing, and had no embedded credential value.",,,True,Track exact runtime source at scripts/ratings/build_all_ratings_latest.py; deploy only after separate review.,scripts/ratings/build_all_ratings_latest.py
ratings_normalization,110,scripts/ratings/append_ratings_history.py,append_ratings_history.py,True,True,scripts/ratings/append_ratings_history.py,724,2026-06-27T15:08:17+00:00,0f499ba2510b4f40d41b180fbc2848d94d0323a82d6da4a516c676577d81993c,python,True,2,ratings/append_ratings_history.py,ratings/append_ratings_history.py,duplicate,DUPLICATE_TRACKED_ELSEWHERE,HIGH,Runtime SHA-256 exactly matches tracked ratings/append_ratings_history.py; references now use the tracked canonical path.,,,True,Use tracked canonical path ratings/append_ratings_history.py; retain runtime fallback temporarily.,
ratings_normalization,110,scripts/ratings/build_ratings_movement.py,build_ratings_movement.py,True,True,scripts/ratings/build_ratings_movement.py,1742,2026-06-27T15:08:17+00:00,cde9e5d0f2f80b4550772e22b4080e8bb2a171ad29f7ce1ca065383e33c484f6,python,True,2,ratings/build_ratings_movement.py,ratings/build_ratings_movement.py,duplicate,DUPLICATE_TRACKED_ELSEWHERE,HIGH,Runtime SHA-256 exactly matches tracked ratings/build_ratings_movement.py; references now use the tracked canonical path.,,,True,Use tracked canonical path ratings/build_ratings_movement.py; retain runtime fallback temporarily.,
projections,120,scripts/projections/build_game_projection_sources_2026.py,build_game_projection_sources_2026.py,False,True,build_game_projection_sources_2026.py,8463,2026-07-31T01:18:18.957148+00:00,736290c43ef9d3e6f0e3db4eef24c5868a765536566b9df89661e0a4cfe53cdd,python,True,5,,scripts/projections/build_game_projection_sources_2026.py,active fallback,ACTIVE_RENAME_OR_MOVE,HIGH,Active registered primary used a root runtime fallback; the exact fallback source was recovered at the registered path.,,,True,Track exact runtime source at scripts/projections/build_game_projection_sources_2026.py; deploy only after separate review.,scripts/projections/build_game_projection_sources_2026.py
projections,120,scripts/projections/build_game_projection_blend_2026.py,build_game_projection_blend_2026.py,False,True,build_game_projection_blend_2026.py,10545,2026-07-31T01:18:18.957564+00:00,f4d599f9d64ae6c0c255528097795558409af10d94f1e54f2a6447ae340b8f64,python,True,5,,scripts/projections/build_game_projection_blend_2026.py,active fallback,ACTIVE_RENAME_OR_MOVE,HIGH,Active registered primary used a root runtime fallback; the exact fallback source was recovered at the registered path.,,,True,Track exact runtime source at scripts/projections/build_game_projection_blend_2026.py; deploy only after separate review.,scripts/projections/build_game_projection_blend_2026.py
shadow_models,150,scripts/research/build_market_implied_power_ratings.py,,True,False,scripts/research/build_market_implied_power_ratings.py,24306,2026-07-27T02:23:58.374113+00:00,19eb2bd981081d3c40f9a7e261f0778906d8a829a7ae06097bffae5cdb608a14,python,True,3,,scripts/research/build_market_implied_power_ratings.py,active,ACTIVE_ADD_TO_REPO,HIGH,"Active registered runtime primary had no byte-identical tracked source, passed static parsing, and had no embedded credential value.",,,True,Track exact runtime source at scripts/research/build_market_implied_power_ratings.py; deploy only after separate review.,scripts/research/build_market_implied_power_ratings.py
shadow_models,150,scripts/site/build_ratings_view.py,build_ratings_view.py,True,False,scripts/site/build_ratings_view.py,14616,2026-07-31T03:19:41.983358+00:00,9ef2fcb3be263b782fc04a78325f187c3b32047bd0b532cf02a19fb846136d49,python,True,4,,scripts/site/build_ratings_view.py,active,ACTIVE_ADD_TO_REPO,HIGH,"Active registered runtime primary had no byte-identical tracked source, passed static parsing, and had no embedded credential value.",,,True,Track exact runtime source at scripts/site/build_ratings_view.py; deploy only after separate review.,scripts/site/build_ratings_view.py
shadow_models,150,scripts/site/build_shadow_team_game_features.py,,True,False,scripts/site/build_shadow_team_game_features.py,7852,2026-07-27T02:41:26.594189+00:00,5a3ff3734bbdc7b06fd917710dd9f25e1fdd3a787adea82c281495627c70da0a,python,True,3,,scripts/site/build_shadow_team_game_features.py,active,ACTIVE_ADD_TO_REPO,HIGH,"Active registered runtime primary had no byte-identical tracked source, passed static parsing, and had no embedded credential value.",,,True,Track exact runtime source at scripts/site/build_shadow_team_game_features.py; deploy only after separate review.,scripts/site/build_shadow_team_game_features.py
shadow_models,150,scripts/site/build_saturday_shadow_component_predictions.py,,True,False,scripts/site/build_saturday_shadow_component_predictions.py,17912,2026-07-27T03:47:12.059190+00:00,9375954a605d5299bb5376229fa333b733a2fca69ca502e4d601dfe9c0e6128b,python,True,4,,scripts/site/build_saturday_shadow_component_predictions.py,active,ACTIVE_ADD_TO_REPO,HIGH,"Active registered runtime primary had no byte-identical tracked source, passed static parsing, and had no embedded credential value.",,,True,Track exact runtime source at scripts/site/build_saturday_shadow_component_predictions.py; deploy only after separate review.,scripts/site/build_saturday_shadow_component_predictions.py
shadow_models,150,scripts/audit/audit_market_shadow_production_layer.py,,True,False,scripts/audit/audit_market_shadow_production_layer.py,2994,2026-07-27T03:58:45.003154+00:00,e8d7542ffa359ce2d62580b1a6e5f755c6a1f5be023611754be91d3a75150d5a,python,True,3,,scripts/audit/audit_market_shadow_production_layer.py,active,ACTIVE_ADD_TO_REPO,HIGH,"Active registered runtime primary had no byte-identical tracked source, passed static parsing, and had no embedded credential value.",,,True,Track exact runtime source at scripts/audit/audit_market_shadow_production_layer.py; deploy only after separate review.,scripts/audit/audit_market_shadow_production_layer.py
shadow_models,150,scripts/audit/audit_saturday_shadow_production_integration.py,,True,False,scripts/audit/audit_saturday_shadow_production_integration.py,9824,2026-07-27T03:59:18.334995+00:00,b3fbd174e0988965a4ba99cff8a3f89a7ceed7a473b697b1333d34350d6daa6b,python,True,3,,scripts/audit/audit_saturday_shadow_production_integration.py,active,ACTIVE_ADD_TO_REPO,HIGH,"Active registered runtime primary had no byte-identical tracked source, passed static parsing, and had no embedded credential value.",,,True,Track exact runtime source at scripts/audit/audit_saturday_shadow_production_integration.py; deploy only after separate review.,scripts/audit/audit_saturday_shadow_production_integration.py
playoff_futures,160,scripts/markets/pull_actionnetwork_playoff_futures.py,pull_actionnetwork_playoff_futures.py,True,False,scripts/markets/pull_actionnetwork_playoff_futures.py,3479,2026-07-22T01:46:50.291680+00:00,9b489af653697b79e95106b99ba26490f4e449cd9a2a6e62fe57c38fbb1d9868,python,True,2,,scripts/markets/pull_actionnetwork_playoff_futures.py,active,ACTIVE_ADD_TO_REPO,HIGH,"Active registered runtime primary had no byte-identical tracked source, passed static parsing, and had no embedded credential value.",,,True,Track exact runtime source at scripts/markets/pull_actionnetwork_playoff_futures.py; deploy only after separate review.,scripts/markets/pull_actionnetwork_playoff_futures.py
email_send,180,scripts/email/send_daily_betting_angles_email.py,send_daily_betting_angles_email.py,True,False,scripts/email/send_daily_betting_angles_email.py,1952,2026-05-16T04:09:34+00:00,5b6afcdf684c2b2acebe9501c092bc2c00eaba40bd2b9900e6b17e34b893975d,python,True,2,email/send_daily_betting_angles_email.py;send_daily_betting_angles_email.py,email/send_daily_betting_angles_email.py,duplicate,DUPLICATE_TRACKED_ELSEWHERE,HIGH,Runtime SHA-256 exactly matches tracked email/send_daily_betting_angles_email.py; references now use the tracked canonical path.,,,True,Use tracked canonical path email/send_daily_betting_angles_email.py; retain runtime fallback temporarily.,
