coach,team,category,consumer,canonical_wins,canonical_losses,canonical_pushes,canonical_sample,consumer_wins,consumer_losses,consumer_pushes,consumer_sample,displayed_sample,record_sum_matches_displayed_sample,sample_loss_pct,more_than_10_pct_below_canonical,status,canonical_source
Alex Golesh,Auburn,underdog_ats,Team,9,7,0,16,9,7,0,16,16,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Alex Golesh,Auburn,underdog_ats,Matchup,9,7,0,16,9,7,0,16,16,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Alex Golesh,Auburn,underdog_ats,Coach Trends,9,7,0,16,9,7,0,16,16,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Alex Golesh,Auburn,underdog_totals,Team,8,8,0,16,8,8,0,16,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Alex Golesh,Auburn,underdog_totals,Matchup,8,8,0,16,8,8,0,16,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Alex Golesh,Auburn,underdog_totals,Coach Trends,8,8,0,16,8,8,0,16,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Alex Golesh,Auburn,first_half_ats,Team,11,5,0,16,11,5,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Alex Golesh,Auburn,first_half_ats,Matchup,11,5,0,16,11,5,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Alex Golesh,Auburn,first_half_ats,Coach Trends,11,5,0,16,11,5,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Alex Golesh,Auburn,first_half_totals,Team,5,10,1,16,5,10,1,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Alex Golesh,Auburn,first_half_totals,Matchup,5,10,1,16,5,10,1,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Alex Golesh,Auburn,first_half_totals,Coach Trends,5,10,1,16,5,10,1,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Alex Golesh,Auburn,second_half_ats,Team,10,6,0,16,10,6,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Alex Golesh,Auburn,second_half_ats,Matchup,10,6,0,16,10,6,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Alex Golesh,Auburn,second_half_ats,Coach Trends,10,6,0,16,10,6,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Alex Golesh,Auburn,second_half_totals,Team,7,9,0,16,7,9,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Alex Golesh,Auburn,second_half_totals,Matchup,7,9,0,16,7,9,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Alex Golesh,Auburn,second_half_totals,Coach Trends,7,9,0,16,7,9,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Alex Mortensen,UAB,full_game_ats,Team,0,0,0,0,,,,,,True,,False,equivalent_zero,v1.html embedded canonical V1 coach arrays
Alex Mortensen,UAB,full_game_ats,Matchup,0,0,0,0,,,,,,True,,False,equivalent_zero,v1.html embedded canonical V1 coach arrays
Alex Mortensen,UAB,full_game_ats,Coach Trends,0,0,0,0,0,0,0,0,0,True,,False,match,v1.html embedded canonical V1 coach arrays
Alex Mortensen,UAB,full_game_totals,Team,0,0,0,0,,,,,,True,,False,equivalent_zero,v1.html embedded canonical V1 coach arrays
Alex Mortensen,UAB,full_game_totals,Matchup,0,0,0,0,,,,,,True,,False,equivalent_zero,v1.html embedded canonical V1 coach arrays
Alex Mortensen,UAB,full_game_totals,Coach Trends,0,0,0,0,0,0,0,0,0,True,,False,match,v1.html embedded canonical V1 coach arrays
Alonzo Carter,Sacramento State,full_game_ats,Team,0,0,0,0,,,,,,True,,False,equivalent_zero,v1.html embedded canonical V1 coach arrays
Alonzo Carter,Sacramento State,full_game_ats,Matchup,0,0,0,0,,,,,,True,,False,equivalent_zero,v1.html embedded canonical V1 coach arrays
Alonzo Carter,Sacramento State,full_game_ats,Coach Trends,0,0,0,0,0,0,0,0,0,True,,False,match,v1.html embedded canonical V1 coach arrays
Alonzo Carter,Sacramento State,full_game_totals,Team,0,0,0,0,,,,,,True,,False,equivalent_zero,v1.html embedded canonical V1 coach arrays
Alonzo Carter,Sacramento State,full_game_totals,Matchup,0,0,0,0,,,,,,True,,False,equivalent_zero,v1.html embedded canonical V1 coach arrays
Alonzo Carter,Sacramento State,full_game_totals,Coach Trends,0,0,0,0,0,0,0,0,0,True,,False,match,v1.html embedded canonical V1 coach arrays
Barry Odom,Purdue,full_game_ats,Team,45,44,1,90,45,44,1,90,90,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Barry Odom,Purdue,full_game_ats,Matchup,45,44,1,90,45,44,1,90,90,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Barry Odom,Purdue,full_game_ats,Coach Trends,45,44,1,90,45,44,1,90,90,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Barry Odom,Purdue,full_game_totals,Team,41,49,0,90,41,49,0,90,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Barry Odom,Purdue,full_game_totals,Matchup,41,49,0,90,41,49,0,90,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Barry Odom,Purdue,full_game_totals,Coach Trends,41,49,0,90,41,49,0,90,90,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Barry Odom,Purdue,favorite_ats,Team,29,24,0,53,29,24,0,53,53,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Barry Odom,Purdue,favorite_ats,Matchup,29,24,0,53,29,24,0,53,53,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Barry Odom,Purdue,favorite_ats,Coach Trends,29,24,0,53,29,24,0,53,53,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Barry Odom,Purdue,favorite_totals,Team,21,24,0,45,21,24,0,45,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Barry Odom,Purdue,favorite_totals,Matchup,21,24,0,45,21,24,0,45,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Barry Odom,Purdue,favorite_totals,Coach Trends,21,24,0,45,21,24,0,45,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Barry Odom,Purdue,underdog_ats,Team,16,17,0,33,16,17,0,33,33,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Barry Odom,Purdue,underdog_ats,Matchup,16,17,0,33,16,17,0,33,33,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Barry Odom,Purdue,underdog_ats,Coach Trends,16,17,0,33,16,17,0,33,33,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Barry Odom,Purdue,underdog_totals,Team,11,15,0,26,11,15,0,26,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Barry Odom,Purdue,underdog_totals,Matchup,11,15,0,26,11,15,0,26,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Barry Odom,Purdue,underdog_totals,Coach Trends,11,15,0,26,11,15,0,26,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Barry Odom,Purdue,first_half_ats,Team,7,9,0,16,7,9,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Barry Odom,Purdue,first_half_ats,Matchup,7,9,0,16,7,9,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Barry Odom,Purdue,first_half_ats,Coach Trends,7,9,0,16,7,9,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Barry Odom,Purdue,first_half_totals,Team,7,9,0,16,7,9,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Barry Odom,Purdue,first_half_totals,Matchup,7,9,0,16,7,9,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Barry Odom,Purdue,first_half_totals,Coach Trends,7,9,0,16,7,9,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Barry Odom,Purdue,second_half_ats,Team,7,9,0,16,7,9,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Barry Odom,Purdue,second_half_ats,Matchup,7,9,0,16,7,9,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Barry Odom,Purdue,second_half_ats,Coach Trends,7,9,0,16,7,9,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Barry Odom,Purdue,second_half_totals,Team,6,10,0,16,6,10,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Barry Odom,Purdue,second_half_totals,Matchup,6,10,0,16,6,10,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Barry Odom,Purdue,second_half_totals,Coach Trends,6,10,0,16,6,10,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill Belichick,North Carolina,full_game_ats,Team,5,6,1,12,5,6,1,12,12,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill Belichick,North Carolina,full_game_ats,Matchup,5,6,1,12,5,6,1,12,12,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill Belichick,North Carolina,full_game_ats,Coach Trends,5,6,1,12,5,6,1,12,12,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill Belichick,North Carolina,full_game_totals,Team,4,7,1,12,4,7,1,12,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill Belichick,North Carolina,full_game_totals,Matchup,4,7,1,12,4,7,1,12,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill Belichick,North Carolina,full_game_totals,Coach Trends,4,7,1,12,4,7,1,12,12,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill Belichick,North Carolina,favorite_ats,Team,2,1,0,3,2,1,0,3,3,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill Belichick,North Carolina,favorite_ats,Matchup,2,1,0,3,2,1,0,3,3,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill Belichick,North Carolina,favorite_ats,Coach Trends,2,1,0,3,2,1,0,3,3,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill Belichick,North Carolina,favorite_totals,Team,0,3,0,3,0,3,0,3,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill Belichick,North Carolina,favorite_totals,Matchup,0,3,0,3,0,3,0,3,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill Belichick,North Carolina,favorite_totals,Coach Trends,0,3,0,3,0,3,0,3,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill Belichick,North Carolina,underdog_ats,Team,3,5,1,9,3,5,1,9,9,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill Belichick,North Carolina,underdog_ats,Matchup,3,5,1,9,3,5,1,9,9,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill Belichick,North Carolina,underdog_ats,Coach Trends,3,5,1,9,3,5,1,9,9,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill Belichick,North Carolina,underdog_totals,Team,5,4,0,9,5,4,0,9,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill Belichick,North Carolina,underdog_totals,Matchup,5,4,0,9,5,4,0,9,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill Belichick,North Carolina,underdog_totals,Coach Trends,5,4,0,9,5,4,0,9,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill Belichick,North Carolina,first_half_ats,Team,2,1,0,3,2,1,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill Belichick,North Carolina,first_half_ats,Matchup,2,1,0,3,2,1,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill Belichick,North Carolina,first_half_ats,Coach Trends,2,1,0,3,2,1,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill Belichick,North Carolina,first_half_totals,Team,1,2,0,3,1,2,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill Belichick,North Carolina,first_half_totals,Matchup,1,2,0,3,1,2,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill Belichick,North Carolina,first_half_totals,Coach Trends,1,2,0,3,1,2,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill Belichick,North Carolina,second_half_ats,Team,1,2,0,3,1,2,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill Belichick,North Carolina,second_half_ats,Matchup,1,2,0,3,1,2,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill Belichick,North Carolina,second_half_ats,Coach Trends,1,2,0,3,1,2,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill Belichick,North Carolina,second_half_totals,Team,2,1,0,3,2,1,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill Belichick,North Carolina,second_half_totals,Matchup,2,1,0,3,2,1,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill Belichick,North Carolina,second_half_totals,Coach Trends,2,1,0,3,2,1,0,3,3,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill O'Brien,Boston College,full_game_ats,Team,28,19,2,49,28,19,2,49,49,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill O'Brien,Boston College,full_game_ats,Matchup,28,19,2,49,28,19,2,49,49,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill O'Brien,Boston College,full_game_ats,Coach Trends,28,19,2,49,28,19,2,49,49,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill O'Brien,Boston College,full_game_totals,Team,28,20,1,49,28,20,1,49,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill O'Brien,Boston College,full_game_totals,Matchup,28,20,1,49,28,20,1,49,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill O'Brien,Boston College,full_game_totals,Coach Trends,28,20,1,49,28,20,1,49,49,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill O'Brien,Boston College,favorite_ats,Team,8,8,0,16,8,8,0,16,16,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill O'Brien,Boston College,favorite_ats,Matchup,8,8,0,16,8,8,0,16,16,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill O'Brien,Boston College,favorite_ats,Coach Trends,8,8,0,16,8,8,0,16,16,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill O'Brien,Boston College,favorite_totals,Team,5,4,0,9,5,4,0,9,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill O'Brien,Boston College,favorite_totals,Matchup,5,4,0,9,5,4,0,9,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill O'Brien,Boston College,favorite_totals,Coach Trends,5,4,0,9,5,4,0,9,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill O'Brien,Boston College,underdog_ats,Team,12,8,0,20,12,8,0,20,20,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill O'Brien,Boston College,underdog_ats,Matchup,12,8,0,20,12,8,0,20,20,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill O'Brien,Boston College,underdog_ats,Coach Trends,12,8,0,20,12,8,0,20,20,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill O'Brien,Boston College,underdog_totals,Team,10,6,0,16,10,6,0,16,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill O'Brien,Boston College,underdog_totals,Matchup,10,6,0,16,10,6,0,16,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill O'Brien,Boston College,underdog_totals,Coach Trends,10,6,0,16,10,6,0,16,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Bill O'Brien,Boston College,first_half_ats,Team,6,10,0,16,6,10,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill O'Brien,Boston College,first_half_ats,Matchup,6,10,0,16,6,10,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill O'Brien,Boston College,first_half_ats,Coach Trends,6,10,0,16,6,10,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill O'Brien,Boston College,first_half_totals,Team,9,7,0,16,9,7,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill O'Brien,Boston College,first_half_totals,Matchup,9,7,0,16,9,7,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill O'Brien,Boston College,first_half_totals,Coach Trends,9,7,0,16,9,7,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill O'Brien,Boston College,second_half_ats,Team,10,6,0,16,10,6,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill O'Brien,Boston College,second_half_ats,Matchup,10,6,0,16,10,6,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill O'Brien,Boston College,second_half_ats,Coach Trends,10,6,0,16,10,6,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill O'Brien,Boston College,second_half_totals,Team,11,5,0,16,11,5,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill O'Brien,Boston College,second_half_totals,Matchup,11,5,0,16,11,5,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Bill O'Brien,Boston College,second_half_totals,Coach Trends,11,5,0,16,11,5,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Billy Napier,James Madison,full_game_ats,Team,54,48,1,103,54,48,1,103,103,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Billy Napier,James Madison,full_game_ats,Matchup,54,48,1,103,54,48,1,103,103,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Billy Napier,James Madison,full_game_ats,Coach Trends,54,48,1,103,54,48,1,103,103,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Billy Napier,James Madison,full_game_totals,Team,46,55,2,103,46,55,2,103,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Billy Napier,James Madison,full_game_totals,Matchup,46,55,2,103,46,55,2,103,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Billy Napier,James Madison,full_game_totals,Coach Trends,46,55,2,103,46,55,2,103,103,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Billy Napier,James Madison,favorite_ats,Team,23,27,0,50,23,27,0,50,50,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Billy Napier,James Madison,favorite_ats,Matchup,23,27,0,50,23,27,0,50,50,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Billy Napier,James Madison,favorite_ats,Coach Trends,23,27,0,50,23,27,0,50,50,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Billy Napier,James Madison,favorite_totals,Team,18,32,0,50,18,32,0,50,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Billy Napier,James Madison,favorite_totals,Matchup,18,32,0,50,18,32,0,50,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Billy Napier,James Madison,favorite_totals,Coach Trends,18,32,0,50,18,32,0,50,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Billy Napier,James Madison,underdog_ats,Team,30,16,0,46,30,16,0,46,46,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Billy Napier,James Madison,underdog_ats,Matchup,30,16,0,46,30,16,0,46,46,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Billy Napier,James Madison,underdog_ats,Coach Trends,30,16,0,46,30,16,0,46,46,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Billy Napier,James Madison,underdog_totals,Team,25,19,0,44,25,19,0,44,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Billy Napier,James Madison,underdog_totals,Matchup,25,19,0,44,25,19,0,44,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Billy Napier,James Madison,underdog_totals,Coach Trends,25,19,0,44,25,19,0,44,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Billy Napier,James Madison,first_half_ats,Team,9,7,0,16,9,7,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Billy Napier,James Madison,first_half_ats,Matchup,9,7,0,16,9,7,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Billy Napier,James Madison,first_half_ats,Coach Trends,9,7,0,16,9,7,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Billy Napier,James Madison,first_half_totals,Team,6,10,0,16,6,10,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Billy Napier,James Madison,first_half_totals,Matchup,6,10,0,16,6,10,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Billy Napier,James Madison,first_half_totals,Coach Trends,6,10,0,16,6,10,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Billy Napier,James Madison,second_half_ats,Team,9,7,0,16,9,7,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Billy Napier,James Madison,second_half_ats,Matchup,9,7,0,16,9,7,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Billy Napier,James Madison,second_half_ats,Coach Trends,9,7,0,16,9,7,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Billy Napier,James Madison,second_half_totals,Team,10,6,0,16,10,6,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Billy Napier,James Madison,second_half_totals,Matchup,10,6,0,16,10,6,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Billy Napier,James Madison,second_half_totals,Coach Trends,10,6,0,16,10,6,0,16,16,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Blake Anderson,Southern Miss,full_game_ats,Team,81,72,1,154,81,72,1,154,154,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Blake Anderson,Southern Miss,full_game_ats,Matchup,81,72,1,154,81,72,1,154,154,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Blake Anderson,Southern Miss,full_game_ats,Coach Trends,81,72,1,154,81,72,1,154,154,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Blake Anderson,Southern Miss,full_game_totals,Team,79,74,1,154,79,74,1,154,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Blake Anderson,Southern Miss,full_game_totals,Matchup,79,74,1,154,79,74,1,154,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Blake Anderson,Southern Miss,full_game_totals,Coach Trends,79,74,1,154,79,74,1,154,154,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Blake Harrell,East Carolina,full_game_ats,Team,15,9,2,26,15,9,2,26,26,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Blake Harrell,East Carolina,full_game_ats,Matchup,15,9,2,26,15,9,2,26,26,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Blake Harrell,East Carolina,full_game_ats,Coach Trends,15,9,2,26,15,9,2,26,26,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Blake Harrell,East Carolina,full_game_totals,Team,12,14,0,26,12,14,0,26,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Blake Harrell,East Carolina,full_game_totals,Matchup,12,14,0,26,12,14,0,26,,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Blake Harrell,East Carolina,full_game_totals,Coach Trends,12,14,0,26,12,14,0,26,26,True,0.0,False,match,v1.html embedded canonical V1 coach arrays
Blake Harrell,East Carolina,favorite_ats,Team,10,6,0,16,10,6,0,16,16,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Blake Harrell,East Carolina,favorite_ats,Matchup,10,6,0,16,10,6,0,16,16,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Blake Harrell,East Carolina,favorite_ats,Coach Trends,10,6,0,16,10,6,0,16,16,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Blake Harrell,East Carolina,favorite_totals,Team,10,6,0,16,10,6,0,16,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Blake Harrell,East Carolina,favorite_totals,Matchup,10,6,0,16,10,6,0,16,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Blake Harrell,East Carolina,favorite_totals,Coach Trends,10,6,0,16,10,6,0,16,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Blake Harrell,East Carolina,underdog_ats,Team,5,2,1,8,5,2,1,8,8,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Blake Harrell,East Carolina,underdog_ats,Matchup,5,2,1,8,5,2,1,8,8,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Blake Harrell,East Carolina,underdog_ats,Coach Trends,5,2,1,8,5,2,1,8,8,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Blake Harrell,East Carolina,underdog_totals,Team,2,6,0,8,2,6,0,8,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
Blake Harrell,East Carolina,underdog_totals,Matchup,2,6,0,8,2,6,0,8,,True,0.0,False,match,data/coach/coach_fav_dog_splits_hybrid.csv
