season,week,game_id,away_team,home_team,sp_plus_home_spread,opening_home_spread,closing_home_spread,sp_plus_gap,actual_market_move,distance_to_sp_plus_at_open,distance_to_sp_plus_at_close,movement_toward_sp_plus_points,incorporation_percentage,directional_agreement,close_crossed_sp_plus,close_overshot_sp_plus,moved_away,no_meaningful_move,actual_home_margin,sp_plus_absolute_error,opener_absolute_error,close_absolute_error,sp_plus_side_ats_result,clv_points,timing_status,eligibility,missing_reason
2021,4,pt-2021-4-oklahomastate-boisestate,Oklahoma St.,Boise St.,-1.1999999999999993,-4.0,-3.5,2.8000000000000007,0.5,2.8000000000000007,2.3000000000000007,0.5,0.17857142857142852,True,False,False,False,False,1.0,0.1999999999999993,3.0,2.5,W,0.5,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-coastalcarolina-buffalo,Coastal Carolina,Buffalo,10.9,11.0,14.0,-0.09999999999999964,3.0,0.09999999999999964,3.0999999999999996,-3.0,-30.000000000000107,False,False,False,True,False,3.0,13.9,14.0,17.0,W,-3.0,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-minnesota-colorado,Minnesota,Colorado,10.4,3.0,-2.5,7.4,-5.5,7.4,12.9,-5.5,-0.7432432432432432,False,False,False,True,False,30.0,40.4,33.0,27.5,L,-5.5,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-northwestern-duke,Northwestern,Duke,-0.5,2.0,2.5,-2.5,0.5,2.5,3.0,-0.5,-0.2,False,False,False,True,False,-7.0,7.5,5.0,4.5,L,-0.5,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-alabama-florida,Alabama,Florida,3.3999999999999986,15.0,14.0,-11.600000000000001,-1.0,11.600000000000001,10.600000000000001,1.0,0.08620689655172413,True,False,False,False,False,2.0,5.399999999999999,17.0,16.0,W,1.0,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-southcarolina-georgia,South Carolina,Georgia,-33.6,-32.0,-31.5,-1.6000000000000014,0.5,1.6000000000000014,2.1000000000000014,-0.5,-0.3124999999999997,False,False,False,True,False,-27.0,60.6,59.0,58.5,L,-0.5,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-charlotte-georgiastate,Charlotte,Georgia St.,-10.6,-2.0,-5.0,-8.6,-3.0,8.6,5.6,3.0,0.3488372093023256,True,False,False,False,False,-11.0,21.6,13.0,16.0,L,3.0,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-sanjosestate-hawaii,San Jose St.,Hawaii,4.4,3.0,7.0,1.4000000000000004,4.0,1.4000000000000004,2.5999999999999996,-1.1999999999999993,-0.8571428571428564,True,True,True,True,False,4.0,8.4,7.0,11.0,L,4.0,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-maryland-illinois,Maryland,Illinois,13.799999999999995,5.0,7.0,8.799999999999995,2.0,8.799999999999995,6.799999999999995,2.0,0.2272727272727274,True,False,False,False,False,3.0,16.799999999999997,8.0,10.0,L,2.0,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-cincinnati-indiana,Cincinnati,Indiana,7.9,3.0,4.0,4.9,1.0,4.9,3.9000000000000004,1.0,0.2040816326530612,True,False,False,False,False,14.0,21.9,17.0,18.0,L,1.0,timing_uncertain,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
