season,week,game_id,date,away_team,home_team,neutral_site,location_certainty,sp_plus_snapshot_date,sp_plus_snapshot_week,away_sp_plus_rating,home_sp_plus_rating,away_sp_plus_offense,home_sp_plus_offense,away_sp_plus_defense,home_sp_plus_defense,SP+ HFA,published_or_reconstructed,sp_plus_home_margin,sp_plus_home_spread,provenance,eligibility,missing_reason
2021,2,pt-2021-2-byu-arizona,,BYU,Arizona,,uncertain,,1,6.9,-4.4,33.4,28.0,26.6,32.3,2.5,reconstructed,-8.8,8.8,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,2,pt-2021-2-fresnostate-oregon,,Fresno St.,Oregon,,uncertain,,1,3.0,13.0,32.7,34.7,29.6,21.7,2.5,reconstructed,12.5,-12.5,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,2,pt-2021-2-massachusetts-pittsburgh,,Massachusetts,Pittsburgh,,uncertain,,1,-32.8,11.2,14.5,29.9,47.2,18.8,2.5,reconstructed,46.5,-46.5,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,2,pt-2021-2-oregonstate-purdue,,Oregon St.,Purdue,,uncertain,,1,-3.9,5.1,32.3,34.2,36.2,29.1,2.5,reconstructed,11.5,-11.5,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,2,pt-2021-2-temple-rutgers,,Temple,Rutgers,,uncertain,,1,-13.9,1.2,18.6,25.8,32.4,24.6,2.5,reconstructed,17.6,-17.6,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,2,pt-2021-2-temple-rutgers,,Temple,Rutgers,,uncertain,,1,-13.9,1.2,18.6,25.8,32.4,24.6,2.5,reconstructed,17.6,-17.6,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,2,pt-2021-2-louisianalafayette-texas,,Louisiana-Lafayette,Texas,,uncertain,,1,5.8,17.0,31.3,38.4,25.5,21.4,2.5,reconstructed,13.7,-13.7,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,2,pt-2021-2-baylor-texasstate,,Baylor,Texas St.,,uncertain,,1,2.6,-13.3,22.3,24.9,19.7,38.2,2.5,reconstructed,-13.4,13.4,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,2,pt-2021-2-lsu-ucla,,LSU,UCLA,,uncertain,,1,6.2,16.4,32.7,40.6,26.5,24.3,2.5,reconstructed,12.7,-12.7,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,2,pt-2021-2-sanjosestate-usc,,San Jose St.,USC,,uncertain,,1,-0.7,19.8,27.0,39.7,27.6,19.9,2.5,reconstructed,23.0,-23.0,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,2,pt-2021-2-pennstate-wisconsin,,Penn St.,Wisconsin,,uncertain,,1,20.9,14.9,35.5,30.3,14.6,15.4,2.5,reconstructed,-3.4999999999999982,3.4999999999999982,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-temple-akron,,Temple,Akron,,uncertain,,1,-13.9,-25.7,18.6,13.7,32.4,39.4,2.5,reconstructed,-9.3,9.3,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-sandiegostate-arizona,,San Diego St.,Arizona,,uncertain,,1,-2.6,-4.4,16.1,28.0,18.7,32.3,2.5,reconstructed,0.6999999999999997,-0.6999999999999997,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-unlv-arizonastate,,UNLV,Arizona St.,,uncertain,,1,-16.1,13.1,21.1,33.5,37.2,20.5,2.5,reconstructed,31.700000000000003,-31.700000000000003,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-texas-arkansas,,Texas,Arkansas,,uncertain,,1,17.0,6.6,38.4,29.2,21.4,22.7,2.5,reconstructed,-7.9,7.9,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-memphis-arkansasstate,,Memphis,Arkansas St.,,uncertain,,1,8.8,-3.4,30.1,30.8,21.2,34.3,2.5,reconstructed,-9.7,9.7,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-westernkentucky-army,,Western Kentucky,Army,,uncertain,,1,-4.1,0.1,20.9,24.4,25.1,24.3,2.5,reconstructed,6.699999999999999,-6.699999999999999,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-utah-byu,,Utah,BYU,,uncertain,,1,19.5,6.9,35.5,33.4,15.9,26.6,2.5,reconstructed,-10.1,10.1,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-utep-boisestate,,UTEP,Boise St.,,uncertain,,1,-14.6,4.6,23.5,30.7,38.1,26.2,2.5,reconstructed,21.7,-21.7,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-kansas-coastalcarolina,,Kansas,Coastal Carolina,,uncertain,,1,-15.6,11.6,18.3,37.9,34.0,26.2,2.5,reconstructed,29.7,-29.7,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-texasaandm-colorado,,Texas A&M,Colorado,,uncertain,,1,19.9,-0.5,35.6,25.5,15.7,26.0,2.5,reconstructed,-17.9,17.9,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-vanderbilt-coloradostate,,Vanderbilt,Colorado St.,,uncertain,,1,-13.6,-10.7,17.9,18.9,31.6,29.7,2.5,reconstructed,5.4,-5.4,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-purdue-connecticut,,Purdue,Connecticut,,uncertain,,1,5.1,-30.3,34.2,13.4,29.1,43.6,2.5,reconstructed,-32.9,32.9,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-uab-georgia,,UAB,Georgia,,uncertain,,1,6.4,24.8,23.9,36.6,17.4,11.8,2.5,reconstructed,20.9,-20.9,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-iowa-iowastate,,Iowa,Iowa St.,,uncertain,,1,19.3,14.7,30.1,36.0,11.0,21.3,2.5,reconstructed,-2.1000000000000014,2.1000000000000014,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-missouri-kentucky,,Missouri,Kentucky,,uncertain,,1,3.9,8.6,28.6,29.4,24.8,20.9,2.5,reconstructed,7.199999999999999,-7.199999999999999,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-bostoncollege-massachusetts,,Boston College,Massachusetts,,uncertain,,1,8.6,-32.8,37.3,14.5,28.8,47.2,2.5,reconstructed,-38.9,38.9,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-washington-michigan,,Washington,Michigan,,uncertain,,1,13.7,20.6,34.6,36.7,20.9,16.2,2.5,reconstructed,9.400000000000002,-9.400000000000002,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-miamiohio-minnesota,,Miami (Ohio),Minnesota,,uncertain,,1,-14.3,10.2,20.2,37.1,34.4,26.9,2.5,reconstructed,27.0,-27.0,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-airforce-navy,,Air Force,Navy,,uncertain,,1,-7.0,-17.6,22.2,15.4,29.2,32.9,2.5,reconstructed,-8.100000000000001,8.100000000000001,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-buffalo-nebraska,,Buffalo,Nebraska,,uncertain,,1,2.4,8.4,28.3,31.2,26.0,22.9,2.5,reconstructed,8.5,-8.5,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-georgiastate-northcarolina,,Georgia St.,North Carolina,,uncertain,,1,-5.9,13.0,29.7,39.5,35.6,26.5,2.5,reconstructed,21.4,-21.4,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-toledo-notredame,,Toledo,Notre Dame,,uncertain,,1,5.7,11.0,30.0,33.1,24.4,22.2,2.5,reconstructed,7.8,-7.8,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-oregon-ohiostate,,Oregon,Ohio St.,,uncertain,,1,13.0,24.2,34.7,45.8,21.7,21.6,2.5,reconstructed,13.7,-13.7,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-tulsa-oklahomastate,,Tulsa,Oklahoma St.,,uncertain,,1,-0.7,8.4,22.9,28.0,23.7,19.6,2.5,reconstructed,11.6,-11.6,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-hawaii-oregonstate,,Hawaii,Oregon St.,,uncertain,,1,-9.9,-3.9,25.4,32.3,35.5,36.2,2.5,reconstructed,8.5,-8.5,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-ballstate-pennstate,,Ball St.,Penn St.,,uncertain,,1,-7.6,20.9,26.7,35.5,34.4,14.6,2.5,reconstructed,31.0,-31.0,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-houston-rice,,Houston,Rice,,uncertain,,1,-4.3,-14.4,26.1,13.9,30.4,28.2,2.5,reconstructed,-7.600000000000001,7.600000000000001,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-northtexas-smu,,North Texas,SMU,,uncertain,,1,-6.3,5.4,28.0,32.9,34.2,27.5,2.5,reconstructed,14.2,-14.2,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-rutgers-syracuse,,Rutgers,Syracuse,,uncertain,,1,1.2,-3.1,25.8,23.4,24.6,26.6,2.5,reconstructed,-1.7999999999999998,1.7999999999999998,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-california-tcu,,California,TCU,,uncertain,,1,0.5,10.4,28.6,29.8,28.0,19.4,2.5,reconstructed,12.4,-12.4,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-pittsburgh-tennessee,,Pittsburgh,Tennessee,,uncertain,,1,11.2,8.0,29.9,28.4,18.8,20.5,2.5,reconstructed,-0.6999999999999993,0.6999999999999993,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-stanford-usc,,Stanford,USC,,uncertain,,1,-4.7,19.8,27.5,39.7,32.1,19.9,2.5,reconstructed,27.0,-27.0,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,3,pt-2021-3-illinois-virginia,,Illinois,Virginia,,uncertain,,1,-1.7,9.4,27.4,33.4,29.3,24.1,2.5,reconstructed,13.6,-13.6,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-utahstate-airforce,,Utah St.,Air Force,,uncertain,,3,-9.4,-6.0,25.8,23.0,35.5,28.8,2.5,reconstructed,5.9,-5.9,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-georgiasouthern-arkansas,,Georgia Southern,Arkansas,,uncertain,,3,-14.1,10.6,18.9,31.8,33.4,21.4,2.5,reconstructed,27.2,-27.2,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-connecticut-army,,Connecticut,Army,,uncertain,,3,-37.4,0.1,10.3,26.2,47.2,26.3,2.5,reconstructed,40.0,-40.0,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-arizonastate-byu,,Arizona St.,BYU,,uncertain,,3,13.5,10.1,33.1,35.0,20.1,25.1,2.5,reconstructed,-0.9000000000000004,0.9000000000000004,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-oklahomastate-boisestate,,Oklahoma St.,Boise St.,,uncertain,,3,8.8,7.5,28.5,31.7,19.6,24.6,2.5,reconstructed,1.1999999999999993,-1.1999999999999993,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-coastalcarolina-buffalo,,Coastal Carolina,Buffalo,,uncertain,,3,9.9,-3.5,38.2,25.9,27.8,29.1,2.5,reconstructed,-10.9,10.9,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-minnesota-colorado,,Minnesota,Colorado,,uncertain,,3,10.6,-2.3,36.3,22.6,25.6,24.8,2.5,reconstructed,-10.4,10.4,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-northwestern-duke,,Northwestern,Duke,,uncertain,,3,-2.8,-4.8,18.0,23.6,20.7,28.6,2.5,reconstructed,0.5,-0.5,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-alabama-florida,,Alabama,Florida,,uncertain,,3,27.2,21.3,42.3,41.5,15.4,20.2,2.5,reconstructed,-3.3999999999999986,3.3999999999999986,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-southcarolina-georgia,,South Carolina,Georgia,,uncertain,,3,-4.5,26.6,23.3,38.0,28.0,11.4,2.5,reconstructed,33.6,-33.6,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-charlotte-georgiastate,,Charlotte,Georgia St.,,uncertain,,3,-13.2,-5.1,26.8,29.4,40.3,34.4,2.5,reconstructed,10.6,-10.6,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-sanjosestate-hawaii,,San Jose St.,Hawaii,,uncertain,,3,-2.0,-8.9,25.8,25.0,27.9,34.0,2.5,reconstructed,-4.4,4.4,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-maryland-illinois,,Maryland,Illinois,,uncertain,,3,10.7,-5.6,32.3,26.3,21.6,32.1,2.5,reconstructed,-13.799999999999995,13.799999999999995,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-cincinnati-indiana,,Cincinnati,Indiana,,uncertain,,3,17.5,7.1,34.3,29.1,16.5,22.1,2.5,reconstructed,-7.9,7.9,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-baylor-kansas,,Baylor,Kansas,,uncertain,,3,9.9,-17.5,26.9,19.1,17.2,36.8,2.5,reconstructed,-24.9,24.9,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-nevada-kansasstate,,Nevada,Kansas St.,,uncertain,,3,0.1,8.0,28.6,32.7,28.5,24.5,2.5,reconstructed,10.4,-10.4,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-ohio-louisianalafayette,,Ohio,Louisiana-Lafayette,,uncertain,,3,-9.7,7.1,25.9,32.2,35.1,25.3,2.5,reconstructed,19.299999999999997,-19.299999999999997,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-centralflorida-louisville,,Central Florida,Louisville,,uncertain,,3,10.6,5.1,39.2,36.2,28.6,31.2,2.5,reconstructed,-3.0,3.0,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-tulane-mississippi,,Tulane,Mississippi,,uncertain,,3,3.4,17.5,34.0,42.1,30.5,24.4,2.5,reconstructed,16.6,-16.6,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-virginia-northcarolina,,Virginia,North Carolina,,uncertain,,3,5.7,18.9,33.3,43.1,27.3,24.3,2.5,reconstructed,15.7,-15.7,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-uab-northtexas,,UAB,North Texas,,uncertain,,3,3.3,-12.9,22.7,23.2,19.3,36.0,2.5,reconstructed,-13.7,13.7,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-purdue-notredame,,Purdue,Notre Dame,,uncertain,,3,5.7,14.7,33.1,34.2,27.3,19.5,2.5,reconstructed,11.5,-11.5,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-tulsa-ohiostate,,Tulsa,Ohio St.,,uncertain,,3,-1.2,23.9,23.2,45.9,24.3,22.4,2.5,reconstructed,27.6,-27.6,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
2021,4,pt-2021-4-nebraska-oklahoma,,Nebraska,Oklahoma,,uncertain,,3,9.5,26.0,31.9,45.0,22.1,19.3,2.5,reconstructed,19.0,-19.0,espn_sp_plus_weekly_2021_2024.csv; latest snapshot <= game week-1,False,SP+ publication-to-opener timing cannot be proven; market opener timestamp absent
