snapshot_prev,snapshot_latest,team,book,previous_win_total,latest_win_total,previous_over_odds,latest_over_odds,previous_under_odds,latest_under_odds,source_file
2026-07-19T12:01:06+00:00,2026-07-20T12:10:26+00:00,Clemson,Caesars,7.5,7.5,-130.0,-140.0,100.0,110.0,market_win_totals_history.csv
2026-07-19T12:01:06+00:00,2026-07-20T12:10:26+00:00,Colorado State,FanDuel,3.5,3.5,-144.0,-148.0,118.0,120.0,market_win_totals_history.csv
2026-07-19T12:01:06+00:00,2026-07-20T12:10:26+00:00,Florida,Caesars,7.5,7.5,-115.0,-125.0,-115.0,-105.0,market_win_totals_history.csv
2026-07-19T12:01:06+00:00,2026-07-20T12:10:26+00:00,Louisville,Caesars,7.5,7.5,-180.0,-200.0,140.0,160.0,market_win_totals_history.csv
2026-07-19T12:01:06+00:00,2026-07-20T12:10:26+00:00,Massachusetts,FanDuel,2.5,2.5,-168.0,-164.0,136.0,134.0,market_win_totals_history.csv
2026-07-19T12:01:06+00:00,2026-07-20T12:10:26+00:00,Minnesota,Caesars,6.5,6.5,125.0,110.0,-155.0,-140.0,market_win_totals_history.csv
2026-07-19T12:01:06+00:00,2026-07-20T12:10:26+00:00,Ohio,FanDuel,6.5,6.5,-130.0,-128.0,106.0,104.0,market_win_totals_history.csv
2026-07-19T12:01:06+00:00,2026-07-20T12:10:26+00:00,Syracuse,FanDuel,4.5,4.5,100.0,100.0,-120.0,-122.0,market_win_totals_history.csv
2026-07-19T12:01:06+00:00,2026-07-20T12:10:26+00:00,Virginia,FanDuel,8.5,8.5,132.0,132.0,-164.0,-162.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Appalachian State,FanDuel,5.5,5.5,-158.0,-160.0,128.0,130.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Arkansas,FanDuel,4.5,4.5,138.0,138.0,-168.0,-170.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Arkansas State,FanDuel,6.5,6.5,114.0,112.0,-140.0,-138.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,BYU,FanDuel,8.5,8.5,-140.0,-138.0,112.0,112.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Baylor,Caesars,6.5,6.5,160.0,145.0,-200.0,-190.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Colorado,Caesars,4.5,4.5,100.0,110.0,-130.0,-140.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,East Carolina,Caesars,7.5,7.5,100.0,110.0,-130.0,-140.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,East Carolina,DraftKings,7.5,7.5,-105.0,105.0,-125.0,-136.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Eastern Michigan,DraftKings,5.5,5.5,-150.0,-166.0,120.0,130.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Florida,Caesars,7.5,7.5,-125.0,110.0,-105.0,-140.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Florida State,FanDuel,5.5,5.5,-152.0,-150.0,124.0,124.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Indiana,FanDuel,10.5,10.5,-115.0,-114.0,-105.0,-106.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Kennesaw State,FanDuel,6.5,6.5,-120.0,-110.0,-102.0,-110.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Kentucky,FanDuel,4.5,4.5,-150.0,-150.0,124.0,122.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Louisiana Ragin' Cajuns,DraftKings,7.5,7.5,115.0,105.0,-146.0,-136.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Memphis,DraftKings,7.5,7.5,-125.0,-105.0,-105.0,-125.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Miami (OH),BetMGM,7.5,7.5,130.0,110.0,-165.0,-145.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Michigan State,FanDuel,4.5,4.5,134.0,136.0,-164.0,-168.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Ohio State,FanDuel,9.5,9.5,-152.0,-150.0,124.0,122.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Oregon,FanDuel,10.5,10.5,110.0,112.0,-134.0,-138.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Penn State,FanDuel,8.5,8.5,-152.0,-150.0,124.0,122.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Purdue,FanDuel,3.5,3.5,124.0,126.0,-152.0,-154.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Southern Miss,FanDuel,3.5,3.5,-128.0,-124.0,104.0,102.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Temple,FanDuel,5.5,5.5,-115.0,-118.0,-105.0,-104.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,USC,FanDuel,8.5,8.5,112.0,106.0,-138.0,-130.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Washington,FanDuel,7.5,7.5,-154.0,-152.0,126.0,124.0,market_win_totals_history.csv
2026-07-20T12:10:26+00:00,2026-07-21T12:01:20+00:00,Western Michigan,DraftKings,6.5,7.5,-160.0,115.0,125.0,-146.0,market_win_totals_history.csv
2026-07-21T12:01:20+00:00,2026-07-21T14:37:26+00:00,E. Carolina,BetMGM,7.5,7.5,-105.0,105.0,-125.0,-135.0,market_win_totals_history.csv
2026-07-21T12:01:20+00:00,2026-07-21T14:37:26+00:00,Louisville,BetMGM,8.5,8.5,135.0,120.0,-175.0,-150.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Appalachian State,FanDuel,5.5,5.5,-160.0,-162.0,130.0,132.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Baylor,FanDuel,6.5,6.5,156.0,154.0,-194.0,-192.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Boston College,FanDuel,3.5,3.5,114.0,116.0,-140.0,-142.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,California,FanDuel,6.5,6.5,120.0,118.0,-148.0,-144.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Colorado State,FanDuel,3.5,3.5,-148.0,-154.0,120.0,126.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,FIU,FanDuel,6.5,6.5,100.0,100.0,-122.0,-120.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Florida,Caesars,7.5,7.5,110.0,120.0,-140.0,-150.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Florida,FanDuel,7.5,7.5,120.0,126.0,-148.0,-154.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Florida State,FanDuel,5.5,5.5,-150.0,-152.0,124.0,124.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Houston,FanDuel,8.5,8.5,114.0,112.0,-140.0,-140.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Illinois,FanDuel,6.5,6.5,-150.0,-152.0,122.0,124.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Iowa State,FanDuel,4.5,4.5,-152.0,-150.0,124.0,122.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Kansas State,FanDuel,8.5,8.5,104.0,106.0,-128.0,-130.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Maryland,FanDuel,5.5,5.5,108.0,110.0,-132.0,-134.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Michigan State,FanDuel,4.5,4.5,136.0,134.0,-168.0,-164.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Northwestern,FanDuel,5.5,5.5,-110.0,-108.0,-110.0,-112.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Ohio State,FanDuel,9.5,9.5,-150.0,-152.0,122.0,124.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Oklahoma,FanDuel,7.5,7.5,-132.0,-134.0,108.0,110.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Oklahoma State,FanDuel,6.5,6.5,116.0,114.0,-142.0,-140.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Penn State,FanDuel,8.5,8.5,-150.0,-152.0,122.0,124.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Southern Miss,FanDuel,3.5,3.5,-124.0,-128.0,102.0,104.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Syracuse,FanDuel,4.5,4.5,100.0,-102.0,-122.0,-120.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Tennessee,FanDuel,7.5,7.5,-114.0,-115.0,-106.0,-105.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Texas,FanDuel,9.5,9.5,108.0,110.0,-132.0,-132.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Texas A&M,FanDuel,8.5,8.5,-106.0,-108.0,-114.0,-114.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,UCLA,FanDuel,6.5,6.5,118.0,116.0,-144.0,-142.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Vanderbilt,FanDuel,5.5,5.5,-138.0,-134.0,112.0,110.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Virginia,FanDuel,8.5,8.5,132.0,132.0,-162.0,-164.0,market_win_totals_history.csv
2026-07-21T15:15:58+00:00,2026-07-21T17:19:46+00:00,Virginia Tech,FanDuel,6.5,6.5,-162.0,-164.0,132.0,134.0,market_win_totals_history.csv
