team,book,win_total,over_odds,under_odds,snapshot_ts,source_file
Florida State,DraftKings,6.5,140.0,-170.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Florida State,FanDuel,5.5,-150.0,124.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Fresno St.,Caesars,6.5,-105.0,-125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Fresno State,BetMGM,7.5,105.0,-135.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Fresno State,DraftKings,7.5,190.0,-260.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
GA Southern,BetMGM,4.5,-155.0,120.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
GA Tech,BetMGM,6.5,-105.0,-120.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Georgia,BetMGM,9.5,-200.0,154.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Georgia,Caesars,9.5,-200.0,150.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Georgia,DraftKings,9.5,-180.0,150.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Georgia,FanDuel,9.5,-172.0,140.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Georgia Southern,Caesars,4.5,-170.0,135.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Georgia Southern,DraftKings,4.5,-150.0,120.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Georgia St.,Caesars,4.5,140.0,-180.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Georgia State,BetMGM,4.5,150.0,-200.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Georgia State,DraftKings,3.5,-166.0,130.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Georgia Tech,Caesars,6.5,110.0,-140.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Georgia Tech,DraftKings,6.5,105.0,-125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Georgia Tech,FanDuel,6.5,118.0,-144.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Hawai'i,Caesars,7.5,-110.0,-120.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Hawai'i Warriors,DraftKings,7.5,120.0,-150.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Hawaii,BetMGM,7.5,100.0,-125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Houston,BetMGM,8.5,120.0,-155.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Houston,Caesars,7.5,-170.0,135.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Houston,DraftKings,8.5,130.0,-156.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Houston,FanDuel,8.5,114.0,-140.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Illinois,BetMGM,7.5,125.0,-160.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Illinois,Caesars,7.5,120.0,-160.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Illinois,FanDuel,6.5,-150.0,122.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Illinois Fighting Illini,DraftKings,7.5,134.0,-160.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Indiana,BetMGM,10.5,-105.0,-120.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Indiana,Caesars,10.5,125.0,-155.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Indiana,DraftKings,10.5,105.0,-125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Indiana,FanDuel,10.5,-114.0,-106.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Iowa,BetMGM,7.5,-145.0,110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Iowa,Caesars,7.5,-140.0,110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Iowa,FanDuel,7.5,-144.0,118.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Iowa Hawkeyes,DraftKings,7.5,-125.0,105.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Iowa State,BetMGM,4.5,-145.0,110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Iowa State,Caesars,4.5,-160.0,130.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Iowa State,FanDuel,4.5,-152.0,124.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Iowa State Cyclones,DraftKings,4.5,-170.0,134.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
JMU,BetMGM,8.5,-130.0,100.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Jacksonville St.,Caesars,7.5,-115.0,-115.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Jacksonville State,DraftKings,7.5,105.0,-136.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
James Madison,Caesars,8.5,-150.0,115.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
James Madison Dukes,DraftKings,8.5,-130.0,100.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Jax State,BetMGM,7.5,105.0,-135.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
K State,BetMGM,8.5,-102.0,-125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Kansas,BetMGM,5.5,-160.0,125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Kansas,Caesars,5.5,-150.0,115.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Kansas,FanDuel,6.5,140.0,-172.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Kansas Jayhawks,DraftKings,5.5,-156.0,128.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Kansas State,Caesars,7.5,-175.0,135.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Kansas State,FanDuel,8.5,104.0,-128.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Kansas State Wildcats,DraftKings,8.5,115.0,-136.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Kennesaw St,BetMGM,6.5,120.0,-150.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Kennesaw St.,Caesars,6.5,100.0,-130.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Kennesaw State,DraftKings,6.5,120.0,-150.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Kennesaw State,FanDuel,6.5,-110.0,-110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Kent St.,Caesars,2.5,-200.0,150.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Kent State,BetMGM,3.5,110.0,-145.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Kent State Golden Flashes,DraftKings,3.5,-105.0,-125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Kentucky,BetMGM,4.5,-155.0,120.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Kentucky,Caesars,4.5,-150.0,115.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Kentucky,FanDuel,4.5,-150.0,122.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Kentucky Wildcats,DraftKings,4.5,-148.0,124.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
LA Tech,BetMGM,5.5,-160.0,125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
LA-Monroe,BetMGM,3.5,-125.0,-105.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
LSU,BetMGM,8.5,-118.0,-110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
LSU,Caesars,8.5,-120.0,-110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
LSU,DraftKings,8.5,-115.0,-105.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
LSU,FanDuel,8.5,-110.0,-110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Liberty,BetMGM,8.5,115.0,-145.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Liberty,Caesars,8.5,-105.0,-125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Liberty,DraftKings,8.5,110.0,-140.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Louisiana,BetMGM,7.5,115.0,-145.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Louisiana Ragin' Cajuns,DraftKings,7.5,105.0,-136.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Louisiana Tech,Caesars,5.5,-160.0,120.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Louisiana Tech,DraftKings,5.5,-160.0,125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Louisiana-Monroe,Caesars,3.5,-115.0,-115.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Louisville,BetMGM,8.5,120.0,-150.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Louisville,Caesars,7.5,-200.0,160.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Louisville,FanDuel,8.5,114.0,-140.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Louisville Cardinals,DraftKings,8.5,124.0,-158.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Marshall,BetMGM,7.5,105.0,-135.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Marshall,Caesars,7.5,115.0,-150.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Marshall Thundering Herd,DraftKings,7.5,105.0,-136.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Maryland,BetMGM,5.5,110.0,-145.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Maryland,Caesars,4.5,-200.0,150.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Maryland,DraftKings,5.5,105.0,-125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Maryland,FanDuel,5.5,108.0,-132.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Massachusetts,FanDuel,2.5,-164.0,134.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Memphis,BetMGM,7.5,-110.0,-115.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Memphis,Caesars,7.5,-105.0,-125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Memphis,DraftKings,7.5,-105.0,-125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Miami (OH),BetMGM,7.5,110.0,-145.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Miami (OH),Caesars,6.5,-200.0,150.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Miami (OH) RedHawks,DraftKings,7.5,120.0,-150.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Miami Florida,FanDuel,10.5,-130.0,106.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Miami-FL,BetMGM,10.5,-125.0,100.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Miami-FL,Caesars,10.5,-140.0,110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Miami-FL,DraftKings,10.5,-110.0,-110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Michigan,BetMGM,8.5,125.0,-160.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Michigan,Caesars,8.5,135.0,-170.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Michigan,DraftKings,8.5,140.0,-180.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Michigan,FanDuel,8.5,136.0,-168.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Michigan St,BetMGM,4.5,120.0,-155.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Michigan St.,Caesars,3.5,-200.0,150.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Michigan State,DraftKings,4.5,130.0,-156.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Michigan State,FanDuel,4.5,136.0,-168.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Middle Tenn,BetMGM,3.5,-160.0,125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Middle Tennessee,Caesars,4.5,140.0,-180.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Middle Tennessee Blue Raiders,DraftKings,3.5,-160.0,125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Minnesota,BetMGM,6.5,115.0,-145.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Minnesota,Caesars,6.5,110.0,-140.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Minnesota,DraftKings,6.5,130.0,-150.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Minnesota,FanDuel,6.5,128.0,-158.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Mississippi St,BetMGM,4.5,-118.0,-110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Mississippi State,Caesars,4.5,-125.0,-105.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Mississippi State,DraftKings,4.5,-136.0,115.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Mississippi State,FanDuel,4.5,-130.0,106.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Missouri,BetMGM,6.5,-135.0,105.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Missouri,Caesars,6.5,-130.0,100.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Missouri,DraftKings,6.5,-136.0,115.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Missouri,FanDuel,6.5,-110.0,-110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Missouri St,BetMGM,4.5,130.0,-165.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Missouri St.,Caesars,4.5,130.0,-160.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Missouri State,DraftKings,4.5,130.0,-170.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
N. Illinois,BetMGM,3.5,100.0,-125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
N. Mexico St,BetMGM,4.5,-105.0,-125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
NC State,BetMGM,7.5,100.0,-130.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
NC State,Caesars,7.5,105.0,-135.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
NC State,FanDuel,7.5,106.0,-130.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
ND State,BetMGM,9.5,175.0,-235.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Navy,BetMGM,7.5,-160.0,125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Navy,Caesars,7.5,-200.0,150.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Navy Midshipmen,DraftKings,7.5,-160.0,125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Nebraska,BetMGM,6.5,120.0,-155.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Nebraska,Caesars,6.5,115.0,-145.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Nebraska,DraftKings,6.5,115.0,-136.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Nebraska,FanDuel,6.5,120.0,-148.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Nevada,BetMGM,4.5,120.0,-155.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Nevada,Caesars,4.5,110.0,-140.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Nevada Wolf Pack,DraftKings,4.5,120.0,-150.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
New Mexico,BetMGM,7.5,-190.0,145.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
New Mexico,Caesars,7.5,-200.0,150.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
New Mexico,DraftKings,8.5,140.0,-180.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
New Mexico St.,Caesars,4.5,110.0,-140.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
New Mexico State,DraftKings,4.5,-120.0,-110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
North Carolina,Caesars,4.5,-145.0,115.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
North Carolina,DraftKings,4.5,-130.0,110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
North Carolina,FanDuel,4.5,-142.0,116.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
North Carolina State,DraftKings,7.5,120.0,-140.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
North Dakota St.,Caesars,9.5,180.0,-240.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
North Dakota State,FanDuel,8.5,-134.0,110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
North Dakota State Bison,DraftKings,8.5,-180.0,140.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
North Texas,BetMGM,5.5,-130.0,100.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
North Texas,Caesars,6.5,155.0,-210.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
North Texas,DraftKings,5.5,-130.0,100.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Northern Illinois,Caesars,3.5,-115.0,-115.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Northern Illinois,FanDuel,3.5,-110.0,-110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Northern Illinois Huskies,DraftKings,3.5,-120.0,-110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Northwestern,BetMGM,5.5,-110.0,-118.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Northwestern,Caesars,5.5,-105.0,-125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Northwestern,FanDuel,5.5,-110.0,-110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Northwestern Wildcats,DraftKings,5.5,110.0,-130.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Notre Dame,BetMGM,11.5,150.0,-200.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Notre Dame,Caesars,11.5,150.0,-205.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Notre Dame,DraftKings,11.5,160.0,-190.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Notre Dame,FanDuel,11.5,172.0,-215.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
OK State,BetMGM,6.5,125.0,-160.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Ohio,BetMGM,6.5,-150.0,120.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Ohio,Caesars,6.5,-150.0,120.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Ohio,FanDuel,6.5,-128.0,104.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Ohio Bobcats,DraftKings,6.5,-130.0,100.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Ohio State,BetMGM,9.5,-165.0,130.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Ohio State,Caesars,9.5,-180.0,140.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Ohio State,DraftKings,9.5,-166.0,140.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Ohio State,FanDuel,9.5,-150.0,122.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Oklahoma,BetMGM,7.5,-145.0,115.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Oklahoma,Caesars,7.5,-170.0,140.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Oklahoma,FanDuel,7.5,-132.0,108.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Oklahoma Sooners,DraftKings,7.5,-136.0,115.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Oklahoma State,Caesars,5.5,-200.0,150.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Oklahoma State,DraftKings,6.5,134.0,-160.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Oklahoma State,FanDuel,6.5,116.0,-142.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Old Dominion,BetMGM,7.5,-120.0,-110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Old Dominion,Caesars,7.5,-120.0,-110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Old Dominion Monarchs,DraftKings,7.5,-120.0,-110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Ole Miss,BetMGM,7.5,-190.0,145.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Ole Miss,Caesars,7.5,-170.0,130.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Ole Miss,DraftKings,7.5,-166.0,130.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Ole Miss,FanDuel,8.5,122.0,-150.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Oregon,BetMGM,10.5,110.0,-145.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Oregon,Caesars,10.5,105.0,-135.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Oregon,DraftKings,10.5,100.0,-120.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Oregon,FanDuel,10.5,112.0,-138.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Oregon St,BetMGM,3.5,-150.0,120.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Oregon State Beavers,DraftKings,4.5,154.0,-200.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Penn State,BetMGM,8.5,-165.0,130.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Penn State,Caesars,9.5,135.0,-170.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Penn State,DraftKings,8.5,-166.0,130.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Penn State,FanDuel,8.5,-150.0,122.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Pittsburgh,BetMGM,7.5,-155.0,120.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Pittsburgh,Caesars,7.5,-135.0,105.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Pittsburgh,DraftKings,7.5,-146.0,125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Pittsburgh,FanDuel,7.5,-150.0,122.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Purdue,BetMGM,3.5,115.0,-145.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Purdue,Caesars,3.5,110.0,-140.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Purdue,FanDuel,3.5,126.0,-154.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Purdue Boilermakers,DraftKings,3.5,100.0,-120.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Rice,BetMGM,3.5,-115.0,-115.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Rice,Caesars,3.5,-125.0,-105.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Rice,DraftKings,3.5,-115.0,-115.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Rutgers,BetMGM,4.5,-160.0,125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Rutgers,DraftKings,4.5,-156.0,130.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Rutgers,FanDuel,4.5,-142.0,116.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
S. Alabama,BetMGM,5.5,-150.0,120.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
S. Carolina,BetMGM,6.5,115.0,-145.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
S. Florida,BetMGM,8.5,115.0,-145.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
SMU,BetMGM,8.5,-155.0,120.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
SMU,Caesars,8.5,-135.0,105.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
SMU,DraftKings,8.5,-125.0,105.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
SMU,FanDuel,8.5,-138.0,112.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Sac State,BetMGM,4.5,-125.0,-105.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Sacramento St.,Caesars,4.5,-130.0,100.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Sacramento State Hornets,DraftKings,4.5,-125.0,-105.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Sam Houston,BetMGM,3.5,120.0,-150.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Sam Houston,Caesars,3.5,100.0,-130.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Sam Houston State Bearkats,DraftKings,3.5,125.0,-160.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
San Diego St,BetMGM,6.5,-145.0,115.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
San Diego State,DraftKings,7.5,144.0,-190.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
San Jose State,BetMGM,4.5,-155.0,120.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
San Jose State,Caesars,5.5,145.0,-190.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
San Jose State,DraftKings,3.5,-180.0,140.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
South Alabama,Caesars,5.5,-150.0,115.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
South Alabama Jaguars,DraftKings,5.5,-130.0,100.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
South Carolina,Caesars,6.5,120.0,-155.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
South Carolina,DraftKings,6.5,110.0,-130.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
South Carolina,FanDuel,6.5,116.0,-142.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
South Florida,Caesars,8.5,110.0,-140.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
South Florida Bulls,DraftKings,8.5,115.0,-146.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Southern Miss,BetMGM,3.5,-135.0,105.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Southern Miss,Caesars,4.5,165.0,-220.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Southern Miss,DraftKings,3.5,-130.0,100.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Southern Miss,FanDuel,3.5,-124.0,102.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Stanford,BetMGM,3.5,-125.0,100.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Stanford,Caesars,3.5,-135.0,105.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Stanford,FanDuel,3.5,-122.0,100.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Stanford Cardinal,DraftKings,3.5,-110.0,-110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Syracuse,BetMGM,4.5,-115.0,-110.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Syracuse,Caesars,4.5,-115.0,-115.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Syracuse,DraftKings,4.5,105.0,-125.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
Syracuse,FanDuel,4.5,100.0,-122.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
TCU,BetMGM,6.5,-155.0,120.0,2026-07-21T15:15:58+00:00,market_win_totals_history.csv
