team,book,win_total,over_odds,under_odds,snapshot_ts,source_file
Nevada Wolf Pack,DraftKings,4.5,120.0,-150.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
New Mexico,BetMGM,7.5,-190.0,145.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
New Mexico,Caesars,7.5,-200.0,150.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
New Mexico,DraftKings,8.5,140.0,-180.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
New Mexico St.,Caesars,4.5,110.0,-140.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
New Mexico State,DraftKings,4.5,-120.0,-110.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
North Carolina,Caesars,4.5,-145.0,115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
North Carolina,DraftKings,4.5,-130.0,110.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
North Carolina,FanDuel,4.5,-144.0,118.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
North Carolina State,DraftKings,7.5,120.0,-140.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
North Dakota St.,Caesars,9.5,180.0,-240.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
North Dakota State Bison,DraftKings,8.5,-180.0,140.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
North Texas,BetMGM,6.5,150.0,-200.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
North Texas,Caesars,6.5,155.0,-210.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
North Texas,DraftKings,5.5,-130.0,100.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Northern Illinois,Caesars,3.5,-115.0,-115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Northern Illinois Huskies,DraftKings,3.5,-120.0,-110.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Northwestern,BetMGM,5.5,-110.0,-118.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Northwestern,Caesars,5.5,-115.0,-115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Northwestern,FanDuel,5.5,-108.0,-112.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Northwestern Wildcats,DraftKings,5.5,110.0,-130.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Notre Dame,BetMGM,11.5,150.0,-200.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Notre Dame,Caesars,11.5,150.0,-205.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Notre Dame,DraftKings,11.5,160.0,-190.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Notre Dame,FanDuel,11.5,172.0,-215.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
OK State,BetMGM,5.5,-175.0,135.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Ohio,BetMGM,6.5,-150.0,120.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Ohio,Caesars,6.5,-150.0,120.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Ohio Bobcats,DraftKings,6.5,-130.0,100.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Ohio State,BetMGM,9.5,-165.0,130.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Ohio State,Caesars,9.5,-180.0,140.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Ohio State,DraftKings,9.5,-166.0,140.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Ohio State,FanDuel,9.5,-160.0,130.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Oklahoma,BetMGM,7.5,-145.0,115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Oklahoma,Caesars,7.5,-170.0,140.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Oklahoma,FanDuel,7.5,-130.0,106.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Oklahoma Sooners,DraftKings,7.5,-136.0,115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Oklahoma State,Caesars,5.5,-200.0,150.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Oklahoma State,DraftKings,6.5,134.0,-160.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Oklahoma State,FanDuel,5.5,-176.0,140.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Old Dominion,BetMGM,7.5,-120.0,-110.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Old Dominion,Caesars,7.5,-120.0,-110.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Old Dominion Monarchs,DraftKings,7.5,-120.0,-110.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Ole Miss,BetMGM,7.5,-190.0,145.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Ole Miss,Caesars,7.5,-195.0,155.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Ole Miss,DraftKings,7.5,-140.0,120.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Ole Miss,FanDuel,7.5,-172.0,138.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Oregon,BetMGM,10.5,110.0,-145.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Oregon,Caesars,10.5,105.0,-135.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Oregon,DraftKings,10.5,100.0,-120.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Oregon,FanDuel,10.5,112.0,-138.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Oregon St,BetMGM,3.5,-150.0,120.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Oregon State Beavers,DraftKings,4.5,154.0,-200.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Penn State,BetMGM,8.5,-165.0,130.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Penn State,Caesars,9.5,135.0,-170.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Penn State,DraftKings,8.5,-166.0,130.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Penn State,FanDuel,8.5,-152.0,124.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Pittsburgh,BetMGM,7.5,-155.0,120.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Pittsburgh,Caesars,7.5,-135.0,105.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Pittsburgh,DraftKings,7.5,-146.0,125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Pittsburgh,FanDuel,7.5,-150.0,122.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Purdue,BetMGM,3.5,115.0,-145.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Purdue,Caesars,3.5,110.0,-140.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Purdue,FanDuel,3.5,126.0,-154.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Purdue Boilermakers,DraftKings,3.5,100.0,-120.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Rice,BetMGM,3.5,-115.0,-115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Rice,Caesars,3.5,-125.0,-105.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Rice,DraftKings,3.5,-115.0,-115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Rutgers,BetMGM,4.5,-160.0,125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Rutgers,DraftKings,5.5,125.0,-160.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Rutgers,FanDuel,4.5,-142.0,116.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
S. Alabama,BetMGM,5.5,-150.0,120.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
S. Carolina,BetMGM,6.5,115.0,-145.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
S. Florida,BetMGM,8.5,115.0,-145.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
SMU,BetMGM,8.5,-155.0,120.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
SMU,Caesars,8.5,-135.0,105.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
SMU,DraftKings,8.5,-125.0,105.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
SMU,FanDuel,8.5,-138.0,112.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Sac State,BetMGM,4.5,-130.0,100.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Sacramento St.,Caesars,4.5,-130.0,100.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Sacramento State Hornets,DraftKings,4.5,-125.0,-105.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Sam Houston,BetMGM,3.5,120.0,-150.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Sam Houston,Caesars,3.5,100.0,-130.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Sam Houston State Bearkats,DraftKings,3.5,125.0,-160.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
San Diego St,BetMGM,6.5,-145.0,115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
San Diego State,DraftKings,7.5,144.0,-190.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
San Jose State,BetMGM,4.5,-155.0,120.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
San Jose State,Caesars,5.5,145.0,-190.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
San Jose State,DraftKings,3.5,-180.0,140.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
South Alabama,Caesars,5.5,-150.0,115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
South Alabama Jaguars,DraftKings,5.5,-130.0,100.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
South Carolina,Caesars,6.5,120.0,-155.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
South Carolina,DraftKings,6.5,110.0,-130.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
South Carolina,FanDuel,6.5,116.0,-142.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
South Florida,Caesars,8.5,110.0,-140.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
South Florida Bulls,DraftKings,8.5,115.0,-146.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Southern Miss,BetMGM,4.5,155.0,-200.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Southern Miss,Caesars,4.5,165.0,-220.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Southern Miss,DraftKings,3.5,-130.0,100.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Stanford,BetMGM,3.5,-125.0,100.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Stanford,Caesars,3.5,-135.0,105.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Stanford,FanDuel,3.5,-124.0,102.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Stanford Cardinal,DraftKings,3.5,-110.0,-110.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Syracuse,BetMGM,4.5,-115.0,-110.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Syracuse,Caesars,4.5,-115.0,-115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Syracuse,DraftKings,4.5,105.0,-125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Syracuse,FanDuel,4.5,-102.0,-120.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
TCU,BetMGM,6.5,-155.0,120.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
TCU,Caesars,6.5,-160.0,125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
TCU,FanDuel,6.5,-142.0,116.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
TCU Horned Frogs,DraftKings,6.5,-146.0,125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Temple,BetMGM,5.5,100.0,-130.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Temple,Caesars,4.5,-220.0,160.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Temple,DraftKings,5.5,-110.0,-120.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Tennessee,BetMGM,7.5,-115.0,-115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Tennessee,Caesars,7.5,-120.0,-110.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Tennessee,DraftKings,7.5,105.0,-125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Tennessee,FanDuel,7.5,-114.0,-106.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Texas,BetMGM,9.5,105.0,-135.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Texas,Caesars,9.5,100.0,-130.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Texas,DraftKings,9.5,120.0,-142.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Texas,FanDuel,9.5,110.0,-134.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Texas A&M,BetMGM,8.5,-115.0,-110.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Texas A&M,Caesars,8.5,-115.0,-115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Texas A&M,DraftKings,8.5,100.0,-120.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Texas A&M,FanDuel,8.5,-110.0,-110.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Texas St,BetMGM,6.5,130.0,-165.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Texas State Bobcats,DraftKings,6.5,130.0,-166.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Texas Tech,BetMGM,10.5,-220.0,170.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Texas Tech,Caesars,11.5,150.0,-200.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Texas Tech,DraftKings,10.5,-190.0,154.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Texas Tech,FanDuel,10.5,-215.0,172.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Toledo,BetMGM,7.5,-130.0,100.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Toledo,Caesars,7.5,-135.0,105.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Toledo Rockets,DraftKings,7.5,-130.0,100.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Troy,BetMGM,6.5,-155.0,120.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Troy,Caesars,6.5,-170.0,130.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Troy,DraftKings,6.5,-140.0,110.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Tulane,BetMGM,7.5,120.0,-150.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Tulane,Caesars,7.5,130.0,-170.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Tulane,DraftKings,7.5,120.0,-150.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Tulsa,BetMGM,5.5,-105.0,-125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Tulsa,Caesars,5.5,100.0,-130.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Tulsa Golden Hurricane,DraftKings,5.5,-105.0,-125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UAB,BetMGM,3.5,-115.0,-115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UAB,Caesars,3.5,-115.0,-115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UAB Blazers,DraftKings,3.5,-115.0,-115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UCF,DraftKings,5.5,-130.0,110.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UCLA,BetMGM,6.5,100.0,-125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UCLA,Caesars,5.5,-220.0,160.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UCLA,FanDuel,6.5,116.0,-142.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UCLA Bruins,DraftKings,6.5,110.0,-132.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UConn,BetMGM,5.5,-118.0,-110.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UConn Huskies,DraftKings,5.5,-105.0,-125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UL-Monroe Warhawks,DraftKings,3.5,-115.0,-115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UMass,BetMGM,2.5,-150.0,115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UMass,Caesars,2.5,-170.0,130.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UMass Minutemen,DraftKings,2.5,-146.0,115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UNC,BetMGM,4.5,-135.0,105.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UNLV,BetMGM,7.5,-160.0,125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UNLV,Caesars,7.5,-200.0,150.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UNLV,DraftKings,7.5,-174.0,134.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
USC,BetMGM,8.5,105.0,-125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
USC,Caesars,8.5,-115.0,-115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
USC,DraftKings,8.5,115.0,-136.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
USC,FanDuel,8.5,110.0,-134.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UTEP,BetMGM,3.5,110.0,-140.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UTEP,Caesars,3.5,115.0,-145.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UTEP,DraftKings,3.5,110.0,-140.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UTSA,BetMGM,7.5,-125.0,-105.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UTSA,Caesars,7.5,-150.0,115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
UTSA,DraftKings,7.5,-125.0,-105.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Utah,BetMGM,8.5,-135.0,105.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Utah,Caesars,8.5,-135.0,105.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Utah,FanDuel,8.5,-134.0,110.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Utah State,BetMGM,4.5,-160.0,130.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Utah State,DraftKings,5.5,175.0,-230.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Utah Utes,DraftKings,8.5,-150.0,125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Vanderbilt,BetMGM,5.5,-155.0,120.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Vanderbilt,Caesars,5.5,-160.0,125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Vanderbilt,FanDuel,5.5,-138.0,112.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Vanderbilt Commodores,DraftKings,5.5,-148.0,124.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Virginia,BetMGM,7.5,-160.0,125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Virginia,Caesars,7.5,-170.0,130.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Virginia,DraftKings,7.5,-150.0,125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Virginia,FanDuel,7.5,-168.0,136.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Virginia Tech,BetMGM,6.5,-160.0,125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Virginia Tech,Caesars,7.5,130.0,-160.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Virginia Tech,DraftKings,6.5,-150.0,125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Virginia Tech,FanDuel,6.5,-160.0,130.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
W. Kentucky,BetMGM,6.5,-180.0,135.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
W. Michigan,BetMGM,7.5,120.0,-155.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
WV,FanDuel,5.5,-160.0,130.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Wake Forest,BetMGM,5.5,-125.0,100.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Wake Forest,Caesars,5.5,-125.0,-105.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Wake Forest,DraftKings,5.5,-136.0,115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Wake Forest,FanDuel,5.5,-128.0,104.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Washington,BetMGM,7.5,-160.0,125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Washington,Caesars,7.5,-155.0,130.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Washington,FanDuel,7.5,-152.0,124.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Washington Huskies,DraftKings,7.5,-170.0,140.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Washington St,BetMGM,4.5,-190.0,145.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Washington State,DraftKings,5.5,134.0,-175.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
West Virginia,BetMGM,5.5,-175.0,135.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
West Virginia,Caesars,5.5,-150.0,115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
West Virginia,DraftKings,5.5,-150.0,125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Western Kentucky,Caesars,6.5,-180.0,140.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Western Kentucky Hilltoppers,DraftKings,7.5,125.0,-160.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Western Michigan,Caesars,7.5,115.0,-150.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Western Michigan,DraftKings,6.5,-160.0,125.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Wisconsin,BetMGM,6.5,-135.0,105.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Wisconsin,Caesars,6.5,-130.0,100.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Wisconsin,DraftKings,6.5,-105.0,-115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Wisconsin,FanDuel,6.5,-122.0,100.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Wyoming,BetMGM,5.5,-110.0,-120.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Wyoming,Caesars,5.5,-115.0,-115.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Wyoming,DraftKings,5.5,-110.0,-120.0,2026-07-09T12:20:58+00:00,market_win_totals_history.csv
Air Force,BetMGM,7.5,125.0,-160.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Air Force,Caesars,6.5,-200.0,150.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Air Force,DraftKings,7.5,120.0,-150.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Akron,BetMGM,4.5,-115.0,-115.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Akron,Caesars,4.5,-120.0,-110.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Akron,DraftKings,4.5,-125.0,-105.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Alabama,BetMGM,8.5,-125.0,100.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Alabama,Caesars,8.5,-120.0,-110.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Alabama,DraftKings,8.5,100.0,-120.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Alabama,FanDuel,8.5,-118.0,-104.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
App State,BetMGM,5.5,-165.0,130.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Appalachian St.,Caesars,5.5,-160.0,125.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Appalachian State,DraftKings,5.5,-166.0,130.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Arizona,BetMGM,7.5,110.0,-140.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Arizona,Caesars,7.5,105.0,-135.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Arizona,FanDuel,7.5,112.0,-138.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Arizona State,BetMGM,6.5,-130.0,100.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Arizona State,Caesars,6.5,-140.0,110.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Arizona State,DraftKings,6.5,-120.0,100.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Arizona State,FanDuel,6.5,-112.0,-110.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Arizona Wildcats,DraftKings,7.5,105.0,-125.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Arkansas,BetMGM,4.5,135.0,-175.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Arkansas,Caesars,4.5,135.0,-170.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Arkansas,FanDuel,4.5,138.0,-170.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Arkansas Razorbacks,DraftKings,4.5,130.0,-166.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Arkansas St,BetMGM,6.5,120.0,-150.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Arkansas St.,Caesars,5.5,-200.0,150.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Arkansas State Red Wolves,DraftKings,6.5,110.0,-140.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Army,BetMGM,7.5,-145.0,115.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Army,Caesars,7.5,-160.0,120.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Army Black,DraftKings,7.5,-146.0,115.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Auburn,BetMGM,6.5,-120.0,-110.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Auburn,Caesars,6.5,-120.0,-110.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Auburn,DraftKings,6.5,-115.0,-105.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Auburn,FanDuel,6.5,-115.0,-105.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
BYU,BetMGM,8.5,-125.0,100.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
BYU,Caesars,8.5,-130.0,100.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
BYU,DraftKings,8.5,-136.0,115.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
BYU,FanDuel,8.5,-142.0,116.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
Ball St.,Caesars,3.5,-115.0,-115.0,2026-07-10T12:01:41+00:00,market_win_totals_history.csv
