source,date,away,home,matched,game_id,match_method,status,rows
SP+,2026-09-26,Lindenwood,Eastern Michigan,False,g278,,,
FPI,2026-09-26,Lindenwood,Eastern Michigan,False,g278,,,
TeamRankings,2026-09-26,Lindenwood,Eastern Michigan,False,g278,,,
Sagarin Rating,2026-09-26,Lindenwood,Eastern Michigan,False,g278,,,
SP+,2026-09-26,Ole Miss,Florida,True,g279,,,
FPI,2026-09-26,Ole Miss,Florida,True,g279,,,
TeamRankings,2026-09-26,Ole Miss,Florida,True,g279,,,
Sagarin Rating,2026-09-26,Ole Miss,Florida,False,g279,,,
SP+,2026-09-26,LIU,Florida International,False,g280,,,
FPI,2026-09-26,LIU,Florida International,False,g280,,,
TeamRankings,2026-09-26,LIU,Florida International,False,g280,,,
Sagarin Rating,2026-09-26,LIU,Florida International,False,g280,,,
SP+,2026-09-26,Central Arkansas,Florida State,False,g281,,,
FPI,2026-09-26,Central Arkansas,Florida State,False,g281,,,
TeamRankings,2026-09-26,Central Arkansas,Florida State,False,g281,,,
Sagarin Rating,2026-09-26,Central Arkansas,Florida State,False,g281,,,
SP+,2026-09-26,Rice,Fresno State,True,g282,,,
FPI,2026-09-26,Rice,Fresno State,True,g282,,,
TeamRankings,2026-09-26,Rice,Fresno State,True,g282,,,
Sagarin Rating,2026-09-26,Rice,Fresno State,False,g282,,,
SP+,2026-09-26,Oklahoma,Georgia,True,g283,,,
FPI,2026-09-26,Oklahoma,Georgia,True,g283,,,
TeamRankings,2026-09-26,Oklahoma,Georgia,True,g283,,,
Sagarin Rating,2026-09-26,Oklahoma,Georgia,False,g283,,,
SP+,2026-09-26,Houston,Georgia Southern,True,g284,,,
FPI,2026-09-26,Houston,Georgia Southern,True,g284,,,
TeamRankings,2026-09-26,Houston,Georgia Southern,True,g284,,,
Sagarin Rating,2026-09-26,Houston,Georgia Southern,False,g284,,,
SP+,2026-09-26,Northern Illinois,Georgia State,True,g285,,,
FPI,2026-09-26,Northern Illinois,Georgia State,True,g285,,,
TeamRankings,2026-09-26,Northern Illinois,Georgia State,True,g285,,,
Sagarin Rating,2026-09-26,Northern Illinois,Georgia State,False,g285,,,
SP+,2026-09-26,Northwestern,Indiana,True,g286,,,
FPI,2026-09-26,Northwestern,Indiana,True,g286,,,
TeamRankings,2026-09-26,Northwestern,Indiana,True,g286,,,
Sagarin Rating,2026-09-26,Northwestern,Indiana,False,g286,,,
SP+,2026-09-26,Utah,Iowa State,True,g287,,,
FPI,2026-09-26,Utah,Iowa State,True,g287,,,
TeamRankings,2026-09-26,Utah,Iowa State,True,g287,,,
Sagarin Rating,2026-09-26,Utah,Iowa State,False,g287,,,
SP+,2026-09-26,Middle Tennessee,Jacksonville State,True,g288,,,
FPI,2026-09-26,Middle Tennessee,Jacksonville State,True,g288,,,
TeamRankings,2026-09-26,Middle Tennessee,Jacksonville State,True,g288,,,
Sagarin Rating,2026-09-26,Middle Tennessee,Jacksonville State,False,g288,,,
SP+,2026-09-26,Ball State,Kent State,True,g289,,,
FPI,2026-09-26,Ball State,Kent State,True,g289,,,
TeamRankings,2026-09-26,Ball State,Kent State,True,g289,,,
Sagarin Rating,2026-09-26,Ball State,Kent State,False,g289,,,
SP+,2026-09-26,South Alabama,Kentucky,True,g290,,,
FPI,2026-09-26,South Alabama,Kentucky,True,g290,,,
TeamRankings,2026-09-26,South Alabama,Kentucky,True,g290,,,
Sagarin Rating,2026-09-26,South Alabama,Kentucky,False,g290,,,
SP+,2026-09-26,Texas A&M,LSU,True,g291,,,
FPI,2026-09-26,Texas A&M,LSU,True,g291,,,
TeamRankings,2026-09-26,Texas A&M,LSU,True,g291,,,
Sagarin Rating,2026-09-26,Texas A&M,LSU,False,g291,,,
SP+,2026-09-26,Wake Forest,Louisville,True,g292,,,
FPI,2026-09-26,Wake Forest,Louisville,True,g292,,,
TeamRankings,2026-09-26,Wake Forest,Louisville,True,g292,,,
Sagarin Rating,2026-09-26,Wake Forest,Louisville,False,g292,,,
SP+,2026-09-26,Gardner-Webb,Marshall,False,g293,,,
FPI,2026-09-26,Gardner-Webb,Marshall,False,g293,,,
TeamRankings,2026-09-26,Gardner-Webb,Marshall,False,g293,,,
Sagarin Rating,2026-09-26,Gardner-Webb,Marshall,False,g293,,,
SP+,2026-09-26,UCLA,Maryland,True,g294,,,
FPI,2026-09-26,UCLA,Maryland,True,g294,,,
TeamRankings,2026-09-26,UCLA,Maryland,True,g294,,,
Sagarin Rating,2026-09-26,UCLA,Maryland,False,g294,,,
SP+,2026-09-26,Central Michigan,Miami-FL,True,g295,,,
FPI,2026-09-26,Central Michigan,Miami-FL,True,g295,,,
TeamRankings,2026-09-26,Central Michigan,Miami-FL,True,g295,,,
Sagarin Rating,2026-09-26,Central Michigan,Miami-FL,False,g295,,,
SP+,2026-09-26,Connecticut,Miami-OH,True,g296,,,
FPI,2026-09-26,Connecticut,Miami-OH,True,g296,,,
TeamRankings,2026-09-26,Connecticut,Miami-OH,True,g296,,,
Sagarin Rating,2026-09-26,Connecticut,Miami-OH,False,g296,,,
SP+,2026-09-26,Iowa,Michigan,True,g297,,,
FPI,2026-09-26,Iowa,Michigan,True,g297,,,
TeamRankings,2026-09-26,Iowa,Michigan,True,g297,,,
Sagarin Rating,2026-09-26,Iowa,Michigan,False,g297,,,
SP+,2026-09-26,Nebraska,Michigan State,True,g298,,,
FPI,2026-09-26,Nebraska,Michigan State,True,g298,,,
TeamRankings,2026-09-26,Nebraska,Michigan State,True,g298,,,
Sagarin Rating,2026-09-26,Nebraska,Michigan State,False,g298,,,
SP+,2026-09-26,Missouri,Mississippi State,True,g299,,,
FPI,2026-09-26,Missouri,Mississippi State,True,g299,,,
TeamRankings,2026-09-26,Missouri,Mississippi State,True,g299,,,
Sagarin Rating,2026-09-26,Missouri,Mississippi State,False,g299,,,
SP+,2026-09-26,Appalachian State,NC State,True,g300,,,
FPI,2026-09-26,Appalachian State,NC State,True,g300,,,
TeamRankings,2026-09-26,Appalachian State,NC State,True,g300,,,
Sagarin Rating,2026-09-26,Appalachian State,NC State,False,g300,,,
SP+,2026-09-26,Air Force,Nevada,True,g301,,,
FPI,2026-09-26,Air Force,Nevada,True,g301,,,
TeamRankings,2026-09-26,Air Force,Nevada,True,g301,,,
Sagarin Rating,2026-09-26,Air Force,Nevada,False,g301,,,
SP+,2026-09-26,New Mexico,New Mexico State,True,g302,,,
FPI,2026-09-26,New Mexico,New Mexico State,True,g302,,,
TeamRankings,2026-09-26,New Mexico,New Mexico State,True,g302,,,
Sagarin Rating,2026-09-26,New Mexico,New Mexico State,False,g302,,,
SP+,2026-09-26,HCU,North Texas,False,g303,,,
FPI,2026-09-26,HCU,North Texas,False,g303,,,
TeamRankings,2026-09-26,HCU,North Texas,False,g303,,,
Sagarin Rating,2026-09-26,HCU,North Texas,False,g303,,,
SP+,2026-09-26,Stonehill,Ohio,False,g304,,,
FPI,2026-09-26,Stonehill,Ohio,False,g304,,,
TeamRankings,2026-09-26,Stonehill,Ohio,False,g304,,,
Sagarin Rating,2026-09-26,Stonehill,Ohio,False,g304,,,
SP+,2026-09-26,Illinois,Ohio State,True,g305,,,
FPI,2026-09-26,Illinois,Ohio State,True,g305,,,
TeamRankings,2026-09-26,Illinois,Ohio State,True,g305,,,
Sagarin Rating,2026-09-26,Illinois,Ohio State,False,g305,,,
SP+,2026-09-26,James Madison,Old Dominion,True,g306,,,
FPI,2026-09-26,James Madison,Old Dominion,True,g306,,,
TeamRankings,2026-09-26,James Madison,Old Dominion,True,g306,,,
Sagarin Rating,2026-09-26,James Madison,Old Dominion,False,g306,,,
SP+,2026-09-26,Wisconsin,Penn State,True,g307,,,
FPI,2026-09-26,Wisconsin,Penn State,True,g307,,,
TeamRankings,2026-09-26,Wisconsin,Penn State,True,g307,,,
Sagarin Rating,2026-09-26,Wisconsin,Penn State,False,g307,,,
SP+,2026-09-26,Bucknell,Pittsburgh,False,g308,,,
FPI,2026-09-26,Bucknell,Pittsburgh,False,g308,,,
TeamRankings,2026-09-26,Bucknell,Pittsburgh,False,g308,,,
Sagarin Rating,2026-09-26,Bucknell,Pittsburgh,False,g308,,,
SP+,2026-09-26,Notre Dame,Purdue,True,g309,,,
FPI,2026-09-26,Notre Dame,Purdue,True,g309,,,
TeamRankings,2026-09-26,Notre Dame,Purdue,True,g309,,,
Sagarin Rating,2026-09-26,Notre Dame,Purdue,False,g309,,,
SP+,2026-09-26,Howard,Rutgers,False,g310,,,
FPI,2026-09-26,Howard,Rutgers,False,g310,,,
TeamRankings,2026-09-26,Howard,Rutgers,False,g310,,,
Sagarin Rating,2026-09-26,Howard,Rutgers,False,g310,,,
SP+,2026-09-26,Missouri State,SMU,True,g311,,,
FPI,2026-09-26,Missouri State,SMU,True,g311,,,
TeamRankings,2026-09-26,Missouri State,SMU,True,g311,,,
Sagarin Rating,2026-09-26,Missouri State,SMU,False,g311,,,
SP+,2026-09-26,Massachusetts,Sacramento State,True,g312,,,
FPI,2026-09-26,Massachusetts,Sacramento State,True,g312,,,
TeamRankings,2026-09-26,Massachusetts,Sacramento State,True,g312,,,
Sagarin Rating,2026-09-26,Massachusetts,Sacramento State,False,g312,,,
SP+,2026-09-26,Georgia Tech,Stanford,True,g313,,,
FPI,2026-09-26,Georgia Tech,Stanford,True,g313,,,
TeamRankings,2026-09-26,Georgia Tech,Stanford,True,g313,,,
Sagarin Rating,2026-09-26,Georgia Tech,Stanford,False,g313,,,
SP+,2026-09-26,Army,Temple,True,g314,,,
FPI,2026-09-26,Army,Temple,True,g314,,,
TeamRankings,2026-09-26,Army,Temple,True,g314,,,
Sagarin Rating,2026-09-26,Army,Temple,False,g314,,,
SP+,2026-09-26,Texas,Tennessee,True,g315,,,
FPI,2026-09-26,Texas,Tennessee,True,g315,,,
TeamRankings,2026-09-26,Texas,Tennessee,True,g315,,,
Sagarin Rating,2026-09-26,Texas,Tennessee,False,g315,,,
SP+,2026-09-26,UIW,Texas State,False,g316,,,
FPI,2026-09-26,UIW,Texas State,False,g316,,,
TeamRankings,2026-09-26,UIW,Texas State,False,g316,,,
Sagarin Rating,2026-09-26,UIW,Texas State,False,g316,,,
SP+,2026-09-26,Sam Houston,Texas Tech,True,g317,,,
FPI,2026-09-26,Sam Houston,Texas Tech,True,g317,,,
TeamRankings,2026-09-26,Sam Houston,Texas Tech,True,g317,,,
Sagarin Rating,2026-09-26,Sam Houston,Texas Tech,False,g317,,,
SP+,2026-09-26,San Diego State,Toledo,True,g318,,,
FPI,2026-09-26,San Diego State,Toledo,True,g318,,,
TeamRankings,2026-09-26,San Diego State,Toledo,True,g318,,,
Sagarin Rating,2026-09-26,San Diego State,Toledo,False,g318,,,
SP+,2026-09-26,Southern Miss,Tulane,True,g319,,,
FPI,2026-09-26,Southern Miss,Tulane,True,g319,,,
TeamRankings,2026-09-26,Southern Miss,Tulane,True,g319,,,
Sagarin Rating,2026-09-26,Southern Miss,Tulane,False,g319,,,
SP+,2026-09-26,Florida Atlantic,UL-Monroe,True,g320,,,
FPI,2026-09-26,Florida Atlantic,UL-Monroe,True,g320,,,
TeamRankings,2026-09-26,Florida Atlantic,UL-Monroe,True,g320,,,
Sagarin Rating,2026-09-26,Florida Atlantic,UL-Monroe,False,g320,,,
SP+,2026-09-26,Oregon,USC,True,g321,,,
FPI,2026-09-26,Oregon,USC,True,g321,,,
TeamRankings,2026-09-26,Oregon,USC,True,g321,,,
Sagarin Rating,2026-09-26,Oregon,USC,False,g321,,,
SP+,2026-09-26,Oregon State,UTEP,True,g322,,,
FPI,2026-09-26,Oregon State,UTEP,True,g322,,,
TeamRankings,2026-09-26,Oregon State,UTEP,True,g322,,,
Sagarin Rating,2026-09-26,Oregon State,UTEP,False,g322,,,
SP+,2026-09-26,Colorado State,UTSA,True,g323,,,
FPI,2026-09-26,Colorado State,UTSA,True,g323,,,
TeamRankings,2026-09-26,Colorado State,UTSA,True,g323,,,
Sagarin Rating,2026-09-26,Colorado State,UTSA,False,g323,,,
SP+,2026-09-26,Troy,Utah State,True,g324,,,
FPI,2026-09-26,Troy,Utah State,True,g324,,,
TeamRankings,2026-09-26,Troy,Utah State,True,g324,,,
Sagarin Rating,2026-09-26,Troy,Utah State,False,g324,,,
SP+,2026-09-26,Delaware,Virginia,True,g325,,,
FPI,2026-09-26,Delaware,Virginia,True,g325,,,
TeamRankings,2026-09-26,Delaware,Virginia,True,g325,,,
Sagarin Rating,2026-09-26,Delaware,Virginia,False,g325,,,
SP+,2026-09-26,Minnesota,Washington,True,g326,,,
FPI,2026-09-26,Minnesota,Washington,True,g326,,,
TeamRankings,2026-09-26,Minnesota,Washington,True,g326,,,
Sagarin Rating,2026-09-26,Minnesota,Washington,False,g326,,,
SP+,2026-09-26,Arizona,Washington State,True,g327,,,
FPI,2026-09-26,Arizona,Washington State,True,g327,,,
TeamRankings,2026-09-26,Arizona,Washington State,True,g327,,,
Sagarin Rating,2026-09-26,Arizona,Washington State,False,g327,,,
SP+,2026-09-26,Oklahoma State,West Virginia,True,g328,,,
FPI,2026-09-26,Oklahoma State,West Virginia,True,g328,,,
TeamRankings,2026-09-26,Oklahoma State,West Virginia,True,g328,,,
Sagarin Rating,2026-09-26,Oklahoma State,West Virginia,False,g328,,,
SP+,2026-09-26,Mercyhurst,Western Kentucky,False,g329,,,
FPI,2026-09-26,Mercyhurst,Western Kentucky,False,g329,,,
TeamRankings,2026-09-26,Mercyhurst,Western Kentucky,False,g329,,,
Sagarin Rating,2026-09-26,Mercyhurst,Western Kentucky,False,g329,,,
SP+,2026-09-26,Boise State,Western Michigan,True,g330,,,
FPI,2026-09-26,Boise State,Western Michigan,True,g330,,,
TeamRankings,2026-09-26,Boise State,Western Michigan,True,g330,,,
Sagarin Rating,2026-09-26,Boise State,Western Michigan,False,g330,,,
SP+,2026-09-26,Hawaii,Wyoming,True,g331,,,
FPI,2026-09-26,Hawaii,Wyoming,True,g331,,,
TeamRankings,2026-09-26,Hawaii,Wyoming,True,g331,,,
Sagarin Rating,2026-09-26,Hawaii,Wyoming,False,g331,,,
SP+,2026-10-01,Western Kentucky,New Mexico State,True,g332,,,
FPI,2026-10-01,Western Kentucky,New Mexico State,True,g332,,,
TeamRankings,2026-10-01,Western Kentucky,New Mexico State,True,g332,,,
Sagarin Rating,2026-10-01,Western Kentucky,New Mexico State,False,g332,,,
SP+,2026-10-01,North Texas,Tulsa,True,g333,,,
FPI,2026-10-01,North Texas,Tulsa,True,g333,,,
TeamRankings,2026-10-01,North Texas,Tulsa,True,g333,,,
Sagarin Rating,2026-10-01,North Texas,Tulsa,False,g333,,,
SP+,2026-10-02,Liberty,Delaware,True,g334,,,
FPI,2026-10-02,Liberty,Delaware,True,g334,,,
TeamRankings,2026-10-02,Liberty,Delaware,True,g334,,,
Sagarin Rating,2026-10-02,Liberty,Delaware,False,g334,,,
SP+,2026-10-02,Penn State,Northwestern,True,g335,,,
FPI,2026-10-02,Penn State,Northwestern,True,g335,,,
TeamRankings,2026-10-02,Penn State,Northwestern,True,g335,,,
Sagarin Rating,2026-10-02,Penn State,Northwestern,False,g335,,,
SP+,2026-10-02,Pittsburgh,Virginia Tech,True,g336,,,
FPI,2026-10-02,Pittsburgh,Virginia Tech,True,g336,,,
TeamRankings,2026-10-02,Pittsburgh,Virginia Tech,True,g336,,,
Sagarin Rating,2026-10-02,Pittsburgh,Virginia Tech,False,g336,,,
SP+,2026-10-03,Navy,Air Force,True,g337,,,
FPI,2026-10-03,Navy,Air Force,True,g337,,,
TeamRankings,2026-10-03,Navy,Air Force,True,g337,,,
Sagarin Rating,2026-10-03,Navy,Air Force,False,g337,,,
SP+,2026-10-03,Cincinnati,Arizona,True,g338,,,
FPI,2026-10-03,Cincinnati,Arizona,True,g338,,,
TeamRankings,2026-10-03,Cincinnati,Arizona,True,g338,,,
Sagarin Rating,2026-10-03,Cincinnati,Arizona,False,g338,,,
SP+,2026-10-03,Baylor,Arizona State,True,g339,,,
FPI,2026-10-03,Baylor,Arizona State,True,g339,,,
TeamRankings,2026-10-03,Baylor,Arizona State,True,g339,,,
Sagarin Rating,2026-10-03,Baylor,Arizona State,False,g339,,,
SP+,2026-10-03,Toledo,Ball State,True,g340,,,
FPI,2026-10-03,Toledo,Ball State,True,g340,,,
TeamRankings,2026-10-03,Toledo,Ball State,True,g340,,,
Sagarin Rating,2026-10-03,Toledo,Ball State,False,g340,,,
SP+,2026-10-03,Utah State,Boise State,True,g341,,,
FPI,2026-10-03,Utah State,Boise State,True,g341,,,
TeamRankings,2026-10-03,Utah State,Boise State,True,g341,,,
Sagarin Rating,2026-10-03,Utah State,Boise State,False,g341,,,
SP+,2026-10-03,Western Michigan,Buffalo,True,g342,,,
FPI,2026-10-03,Western Michigan,Buffalo,True,g342,,,
TeamRankings,2026-10-03,Western Michigan,Buffalo,True,g342,,,
Sagarin Rating,2026-10-03,Western Michigan,Buffalo,False,g342,,,
SP+,2026-10-03,Akron,Central Michigan,True,g343,,,
FPI,2026-10-03,Akron,Central Michigan,True,g343,,,
TeamRankings,2026-10-03,Akron,Central Michigan,True,g343,,,
Sagarin Rating,2026-10-03,Akron,Central Michigan,False,g343,,,
SP+,2026-10-03,Memphis,Charlotte,True,g344,,,
FPI,2026-10-03,Memphis,Charlotte,True,g344,,,
TeamRankings,2026-10-03,Memphis,Charlotte,True,g344,,,
Sagarin Rating,2026-10-03,Memphis,Charlotte,False,g344,,,
SP+,2026-10-03,Miami-FL,Clemson,True,g345,,,
FPI,2026-10-03,Miami-FL,Clemson,True,g345,,,
TeamRankings,2026-10-03,Miami-FL,Clemson,True,g345,,,
Sagarin Rating,2026-10-03,Miami-FL,Clemson,False,g345,,,
SP+,2026-10-03,Georgia Southern,Coastal Carolina,True,g346,,,
FPI,2026-10-03,Georgia Southern,Coastal Carolina,True,g346,,,
TeamRankings,2026-10-03,Georgia Southern,Coastal Carolina,True,g346,,,
Sagarin Rating,2026-10-03,Georgia Southern,Coastal Carolina,False,g346,,,
SP+,2026-10-03,Texas Tech,Colorado,True,g347,,,
FPI,2026-10-03,Texas Tech,Colorado,True,g347,,,
TeamRankings,2026-10-03,Texas Tech,Colorado,True,g347,,,
Sagarin Rating,2026-10-03,Texas Tech,Colorado,False,g347,,,
SP+,2026-10-03,Oregon State,Colorado State,True,g348,,,
FPI,2026-10-03,Oregon State,Colorado State,True,g348,,,
TeamRankings,2026-10-03,Oregon State,Colorado State,True,g348,,,
Sagarin Rating,2026-10-03,Oregon State,Colorado State,False,g348,,,
SP+,2026-10-03,Syracuse,Connecticut,True,g349,,,
FPI,2026-10-03,Syracuse,Connecticut,True,g349,,,
TeamRankings,2026-10-03,Syracuse,Connecticut,True,g349,,,
Sagarin Rating,2026-10-03,Syracuse,Connecticut,False,g349,,,
SP+,2026-10-03,Texas Southern,Florida Atlantic,False,g350,,,
FPI,2026-10-03,Texas Southern,Florida Atlantic,False,g350,,,
TeamRankings,2026-10-03,Texas Southern,Florida Atlantic,False,g350,,,
Sagarin Rating,2026-10-03,Texas Southern,Florida Atlantic,False,g350,,,
SP+,2026-10-03,Virginia,Florida State,True,g351,,,
FPI,2026-10-03,Virginia,Florida State,True,g351,,,
TeamRankings,2026-10-03,Virginia,Florida State,True,g351,,,
Sagarin Rating,2026-10-03,Virginia,Florida State,False,g351,,,
SP+,2026-10-03,Vanderbilt,Georgia,True,g352,,,
FPI,2026-10-03,Vanderbilt,Georgia,True,g352,,,
TeamRankings,2026-10-03,Vanderbilt,Georgia,True,g352,,,
Sagarin Rating,2026-10-03,Vanderbilt,Georgia,False,g352,,,
SP+,2026-10-03,Old Dominion,Georgia State,True,g353,,,
FPI,2026-10-03,Old Dominion,Georgia State,True,g353,,,
TeamRankings,2026-10-03,Old Dominion,Georgia State,True,g353,,,
Sagarin Rating,2026-10-03,Old Dominion,Georgia State,False,g353,,,
SP+,2026-10-03,San Jose State,Hawaii,True,g354,,,
FPI,2026-10-03,San Jose State,Hawaii,True,g354,,,
TeamRankings,2026-10-03,San Jose State,Hawaii,True,g354,,,
Sagarin Rating,2026-10-03,San Jose State,Hawaii,False,g354,,,
SP+,2026-10-03,Central Florida,Houston,True,g355,,,
FPI,2026-10-03,Central Florida,Houston,True,g355,,,
TeamRankings,2026-10-03,Central Florida,Houston,True,g355,,,
Sagarin Rating,2026-10-03,Central Florida,Houston,False,g355,,,
SP+,2026-10-03,Purdue,Illinois,True,g356,,,
FPI,2026-10-03,Purdue,Illinois,True,g356,,,
TeamRankings,2026-10-03,Purdue,Illinois,True,g356,,,
Sagarin Rating,2026-10-03,Purdue,Illinois,False,g356,,,
SP+,2026-10-03,Ohio State,Iowa,True,g357,,,
FPI,2026-10-03,Ohio State,Iowa,True,g357,,,
TeamRankings,2026-10-03,Ohio State,Iowa,True,g357,,,
Sagarin Rating,2026-10-03,Ohio State,Iowa,False,g357,,,
SP+,2026-10-03,West Virginia,Iowa State,True,g358,,,
FPI,2026-10-03,West Virginia,Iowa State,True,g358,,,
TeamRankings,2026-10-03,West Virginia,Iowa State,True,g358,,,
Sagarin Rating,2026-10-03,West Virginia,Iowa State,False,g358,,,
SP+,2026-10-03,Marshall,James Madison,True,g359,,,
FPI,2026-10-03,Marshall,James Madison,True,g359,,,
TeamRankings,2026-10-03,Marshall,James Madison,True,g359,,,
Sagarin Rating,2026-10-03,Marshall,James Madison,False,g359,,,
SP+,2026-10-03,Middle Tennessee,Kansas,True,g360,,,
FPI,2026-10-03,Middle Tennessee,Kansas,True,g360,,,
TeamRankings,2026-10-03,Middle Tennessee,Kansas,True,g360,,,
Sagarin Rating,2026-10-03,Middle Tennessee,Kansas,False,g360,,,
SP+,2026-10-03,Ohio,Kent State,True,g361,,,
FPI,2026-10-03,Ohio,Kent State,True,g361,,,
TeamRankings,2026-10-03,Ohio,Kent State,True,g361,,,
Sagarin Rating,2026-10-03,Ohio,Kent State,False,g361,,,
SP+,2026-10-03,McNeese,LSU,False,g362,,,
FPI,2026-10-03,McNeese,LSU,False,g362,,,
TeamRankings,2026-10-03,McNeese,LSU,False,g362,,,
Sagarin Rating,2026-10-03,McNeese,LSU,False,g362,,,
SP+,2026-10-03,Arkansas State,Louisiana,True,g363,,,
FPI,2026-10-03,Arkansas State,Louisiana,True,g363,,,
TeamRankings,2026-10-03,Arkansas State,Louisiana,True,g363,,,
Sagarin Rating,2026-10-03,Arkansas State,Louisiana,False,g363,,,
SP+,2026-10-03,Army,Louisiana Tech,True,g364,,,
FPI,2026-10-03,Army,Louisiana Tech,True,g364,,,
TeamRankings,2026-10-03,Army,Louisiana Tech,True,g364,,,
Sagarin Rating,2026-10-03,Army,Louisiana Tech,False,g364,,,
SP+,2026-10-03,Eastern Michigan,Massachusetts,True,g365,,,
FPI,2026-10-03,Eastern Michigan,Massachusetts,True,g365,,,
TeamRankings,2026-10-03,Eastern Michigan,Massachusetts,True,g365,,,
Sagarin Rating,2026-10-03,Eastern Michigan,Massachusetts,False,g365,,,
SP+,2026-10-03,Bowling Green,Miami-OH,True,g366,,,
FPI,2026-10-03,Bowling Green,Miami-OH,True,g366,,,
TeamRankings,2026-10-03,Bowling Green,Miami-OH,True,g366,,,
Sagarin Rating,2026-10-03,Bowling Green,Miami-OH,False,g366,,,
SP+,2026-10-03,Michigan,Minnesota,True,g367,,,
FPI,2026-10-03,Michigan,Minnesota,True,g367,,,
TeamRankings,2026-10-03,Michigan,Minnesota,True,g367,,,
Sagarin Rating,2026-10-03,Michigan,Minnesota,False,g367,,,
SP+,2026-10-03,Alabama,Mississippi State,True,g368,,,
FPI,2026-10-03,Alabama,Mississippi State,True,g368,,,
TeamRankings,2026-10-03,Alabama,Mississippi State,True,g368,,,
Sagarin Rating,2026-10-03,Alabama,Mississippi State,False,g368,,,
SP+,2026-10-03,Florida,Missouri,True,g369,,,
FPI,2026-10-03,Florida,Missouri,True,g369,,,
TeamRankings,2026-10-03,Florida,Missouri,True,g369,,,
Sagarin Rating,2026-10-03,Florida,Missouri,False,g369,,,
SP+,2026-10-03,Louisville,NC State,True,g370,,,
FPI,2026-10-03,Louisville,NC State,True,g370,,,
TeamRankings,2026-10-03,Louisville,NC State,True,g370,,,
Sagarin Rating,2026-10-03,Louisville,NC State,False,g370,,,
SP+,2026-10-03,Maryland,Nebraska,True,g371,,,
FPI,2026-10-03,Maryland,Nebraska,True,g371,,,
TeamRankings,2026-10-03,Maryland,Nebraska,True,g371,,,
Sagarin Rating,2026-10-03,Maryland,Nebraska,False,g371,,,
SP+,2026-10-03,UTEP,New Mexico,True,g372,,,
FPI,2026-10-03,UTEP,New Mexico,True,g372,,,
TeamRankings,2026-10-03,UTEP,New Mexico,True,g372,,,
Sagarin Rating,2026-10-03,UTEP,New Mexico,False,g372,,,
SP+,2026-10-03,Notre Dame,North Carolina,True,g373,,,
FPI,2026-10-03,Notre Dame,North Carolina,True,g373,,,
TeamRankings,2026-10-03,Notre Dame,North Carolina,True,g373,,,
Sagarin Rating,2026-10-03,Notre Dame,North Carolina,False,g373,,,
SP+,2026-10-03,Wyoming,North Dakota State,True,g374,,,
FPI,2026-10-03,Wyoming,North Dakota State,True,g374,,,
TeamRankings,2026-10-03,Wyoming,North Dakota State,True,g374,,,
Sagarin Rating,2026-10-03,Wyoming,North Dakota State,False,g374,,,
SP+,2026-10-03,UTSA,Rice,True,g375,,,
FPI,2026-10-03,UTSA,Rice,True,g375,,,
TeamRankings,2026-10-03,UTSA,Rice,True,g375,,,
Sagarin Rating,2026-10-03,UTSA,Rice,False,g375,,,
SP+,2026-10-03,Indiana,Rutgers,True,g376,,,
FPI,2026-10-03,Indiana,Rutgers,True,g376,,,
TeamRankings,2026-10-03,Indiana,Rutgers,True,g376,,,
Sagarin Rating,2026-10-03,Indiana,Rutgers,False,g376,,,
SP+,2026-10-03,Boston College,SMU,True,g377,,,
FPI,2026-10-03,Boston College,SMU,True,g377,,,
TeamRankings,2026-10-03,Boston College,SMU,True,g377,,,
Sagarin Rating,2026-10-03,Boston College,SMU,False,g377,,,
SP+,2026-10-03,Texas State,San Diego State,True,g378,,,
FPI,2026-10-03,Texas State,San Diego State,True,g378,,,
TeamRankings,2026-10-03,Texas State,San Diego State,True,g378,,,
Sagarin Rating,2026-10-03,Texas State,San Diego State,False,g378,,,
SP+,2026-10-03,UL-Monroe,South Alabama,True,g379,,,
FPI,2026-10-03,UL-Monroe,South Alabama,True,g379,,,
TeamRankings,2026-10-03,UL-Monroe,South Alabama,True,g379,,,
Sagarin Rating,2026-10-03,UL-Monroe,South Alabama,False,g379,,,
SP+,2026-10-03,Kentucky,South Carolina,True,g380,,,
FPI,2026-10-03,Kentucky,South Carolina,True,g380,,,
TeamRankings,2026-10-03,Kentucky,South Carolina,True,g380,,,
Sagarin Rating,2026-10-03,Kentucky,South Carolina,False,g380,,,
SP+,2026-10-03,Temple,South Florida,True,g381,,,
FPI,2026-10-03,Temple,South Florida,True,g381,,,
TeamRankings,2026-10-03,Temple,South Florida,True,g381,,,
Sagarin Rating,2026-10-03,Temple,South Florida,False,g381,,,
SP+,2026-10-03,BYU,TCU,True,g382,,,
FPI,2026-10-03,BYU,TCU,True,g382,,,
TeamRankings,2026-10-03,BYU,TCU,True,g382,,,
Sagarin Rating,2026-10-03,BYU,TCU,False,g382,,,
SP+,2026-10-03,Auburn,Tennessee,True,g383,,,
FPI,2026-10-03,Auburn,Tennessee,True,g383,,,
TeamRankings,2026-10-03,Auburn,Tennessee,True,g383,,,
Sagarin Rating,2026-10-03,Auburn,Tennessee,False,g383,,,
SP+,2026-10-03,Arkansas,Texas A&M,True,g384,,,
FPI,2026-10-03,Arkansas,Texas A&M,True,g384,,,
TeamRankings,2026-10-03,Arkansas,Texas A&M,True,g384,,,
Sagarin Rating,2026-10-03,Arkansas,Texas A&M,False,g384,,,
