model,market,season,stage,n,opener_n,direction_n,direction_accuracy,positive_clv_rate,average_clv,median_clv,mae,median_ae,signed_error,overshoot_rate,undershoot_rate,wrong_direction_rate,unchanged_rate,average_abs_adjustment,actual_result_mae
current_benchmark,total,2023,Weeks 4-6,168,112,57,0.43859649122807015,0.23809523809523808,-0.13333333333333333,0.0,4.31778346588239,3.857884263514066,0.2950115104671236,0.3157894736842105,0.05263157894736842,0.5614035087719298,0.041666666666666664,1.6466150953739154,13.894367352967823
current_benchmark,total,2023,Weeks 7-9,163,133,82,0.3902439024390244,0.26666666666666666,-0.45416666666666666,0.0,4.430867243715644,3.994044213511124,0.24034904138299998,0.2682926829268293,0.036585365853658534,0.6097560975609756,0.07975460122699386,1.4074912531398749,12.324654068461756
current_benchmark,total,2024,Weeks 1-3,101,94,75,0.6666666666666666,0.5617977528089888,0.4943820224719101,1.0,5.162561571109142,4.9507243526851,-0.2905504412110937,0.52,0.06666666666666667,0.3333333333333333,0.04950495049504951,0.9057980371825108,11.398267653652235
current_benchmark,total,2024,Weeks 10-12,150,149,99,0.5454545454545454,0.40298507462686567,0.11940298507462686,0.0,3.8829580654247424,3.5126775703305206,-1.0754262830870633,0.3434343434343434,0.10101010101010101,0.45454545454545453,0.1,1.205344034501267,12.787238752975135
current_benchmark,total,2024,Weeks 13+,138,137,97,0.5567010309278351,0.43548387096774194,0.1774193548387097,0.0,3.797767135672515,3.4724605738196956,-0.08412218951117069,0.3917525773195876,0.07216494845360824,0.44329896907216493,0.09420289855072464,1.4719383688872418,12.742377464866452
current_benchmark,total,2024,Weeks 4-6,154,153,121,0.6033057851239669,0.5140845070422535,0.5,1.0,4.395537396337104,3.542473621546943,0.46989395367766135,0.38016528925619836,0.1322314049586777,0.39669421487603307,0.07142857142857142,1.1089202287632465,13.834613718252534
current_benchmark,total,2024,Weeks 7-9,167,167,133,0.5639097744360902,0.4807692307692308,0.41025641025641024,0.0,3.993695317485244,3.5616475745411265,-0.684338349473158,0.40601503759398494,0.07518796992481203,0.43609022556390975,0.0658682634730539,1.3045210652113988,12.927504600726046
current_benchmark,total,2025,Weeks 1-3,97,97,73,0.5068493150684932,0.43023255813953487,0.19767441860465115,0.0,4.193691450983279,3.875404530744241,0.19922915473212285,0.3424657534246575,0.0958904109589041,0.4931506849315068,0.1134020618556701,0.8341054971462252,13.354351942869902
current_benchmark,total,2025,Weeks 10-12,161,155,121,0.6446280991735537,0.5652173913043478,0.9202898550724637,1.0,3.5690918415474533,2.7740055418304266,-0.8146569395641827,0.36363636363636365,0.14049586776859505,0.35537190082644626,0.10559006211180125,1.5749800784100823,12.231210759012413
current_benchmark,total,2025,Weeks 13+,137,136,87,0.5057471264367817,0.36363636363636365,0.2644628099173554,0.0,3.548434508313414,2.9090481285333283,-0.1977217463277405,0.3218390804597701,0.10344827586206896,0.4942528735632184,0.10948905109489052,1.8327432888832482,13.158893081747477
current_benchmark,total,2025,Weeks 4-6,151,142,108,0.6111111111111112,0.4888888888888889,0.5777777777777777,0.0,3.660520662057028,3.1445981523136695,-0.29714367443387346,0.42592592592592593,0.12962962962962962,0.3888888888888889,0.046357615894039736,0.9114969387672255,12.091168214067798
current_benchmark,total,2025,Weeks 7-9,168,158,118,0.6949152542372882,0.5857142857142857,0.8642857142857143,1.0,3.8004221922104775,3.0810639350175,0.026055823463650794,0.5254237288135594,0.11864406779661017,0.3050847457627119,0.10714285714285714,1.338078031948753,12.945935742225126
selected,spread,2021,Weeks 1-3,97,0,0,,,,,12.209842641179838,9.6,2.8686108963472177,,,,0.0,0.0,17.101518014186265
selected,spread,2021,Weeks 10-12,181,0,0,,,,,7.8049495082783285,5.811584112300906,0.5844852752348471,,,,0.0,0.22856006254750952,14.7146589164569
selected,spread,2021,Weeks 13+,77,0,0,,,,,6.911307866034581,5.221273298164872,-1.067637815194243,,,,0.0,0.23631988880469346,15.76880581522803
selected,spread,2021,Weeks 4-6,170,0,0,,,,,8.317166622833147,6.562554571814773,1.5998699245835877,,,,0.0,0.3318133382086681,13.449112760114685
selected,spread,2021,Weeks 7-9,157,1,1,0.0,0.0,-1.0,-1.0,7.050981935478422,5.824856053698801,-0.09394244953791056,0.0,0.0,1.0,0.0,0.21985494695233582,13.775325041115856
selected,spread,2022,Weeks 1-3,97,0,0,,,,,13.397681732364065,11.187071252250128,5.793680690673219,,,,0.0,0.36187136004108583,17.123109707085806
selected,spread,2022,Weeks 10-12,185,2,1,0.0,0.0,-0.75,-0.75,7.196838688043755,6.123157356711387,0.5238977763618906,0.0,0.0,1.0,0.0,0.23911862986872276,13.593903935232186
selected,spread,2022,Weeks 13+,75,0,0,,,,,6.356238131486144,5.048526818146995,-0.05283693957347191,,,,0.0,0.2048865313730589,13.233499990668058
selected,spread,2022,Weeks 4-6,174,1,1,1.0,1.0,2.0,2.0,8.162542412205045,5.6565904088263235,2.1686550856907614,1.0,0.0,0.0,0.0,0.3592678219939018,13.102997751197467
selected,spread,2022,Weeks 7-9,150,5,2,0.0,0.0,-0.875,-1.0,5.969648099444322,5.145662671745482,0.1393100156539947,0.0,0.0,1.0,0.006666666666666667,0.21071496173391047,12.096495615695563
selected,spread,2023,Weeks 1-3,101,48,18,0.6666666666666666,0.2553191489361702,0.3404255319148936,0.5,11.562203624153197,8.45,4.155669147279876,0.5,0.05555555555555555,0.3333333333333333,0.009900990099009901,0.3536030356572704,15.966343292823195
selected,spread,2023,Weeks 10-12,190,12,3,0.3333333333333333,0.1,0.25,0.0,6.5158823415561,5.039088455457162,1.3270679799153402,0.0,0.3333333333333333,0.6666666666666666,0.010526315789473684,0.21965710460719043,13.976967638968572
selected,spread,2023,Weeks 13+,76,8,2,0.5,0.125,-0.375,-0.25,6.079154453906292,4.575151996472288,-2.0849985479224866,0.0,0.5,0.5,0.0,0.20313304825423534,13.468484195429005
selected,spread,2023,Weeks 4-6,168,168,74,0.5,0.23125,0.1875,0.0,7.720054778948018,6.211869361479147,0.5590358355616253,0.4189189189189189,0.05405405405405406,0.5,0.047619047619047616,0.32693143634898386,12.808515703142959
selected,spread,2023,Weeks 7-9,163,162,74,0.4594594594594595,0.22818791946308725,0.020134228187919462,0.0,6.310352436323898,5.202946927753927,0.18782648320408102,0.3918918918918919,0.04054054054054054,0.5405405405405406,0.07975460122699386,0.20673257535317863,14.149180483154142
selected,spread,2024,Weeks 1-3,101,101,75,0.56,0.42857142857142855,0.29081632653061223,0.5,12.20857529294012,10.552831018412979,4.795396569593645,0.44,0.05333333333333334,0.44,0.0297029702970297,0.333741558956069,18.372598360287313
selected,spread,2024,Weeks 10-12,150,150,89,0.550561797752809,0.3402777777777778,0.052083333333333336,0.0,6.815245791511762,5.044221347166914,0.21225776315598913,0.48314606741573035,0.033707865168539325,0.449438202247191,0.04,0.18820487808196154,13.91896376362622
selected,spread,2024,Weeks 13+,138,138,82,0.5609756097560976,0.368,0.092,0.0,5.904346246726379,4.625651273763527,0.369829757969251,0.4634146341463415,0.036585365853658534,0.43902439024390244,0.09420289855072464,0.1927005773739667,14.283744704913149
selected,spread,2024,Weeks 4-6,154,152,102,0.6078431372549019,0.4397163120567376,0.3723404255319149,0.5,7.952653083386672,6.405362650760375,1.3302225204573614,0.45098039215686275,0.10784313725490197,0.39215686274509803,0.07142857142857142,0.31615000980256913,14.667589137415051
selected,spread,2024,Weeks 7-9,167,167,105,0.5047619047619047,0.33544303797468356,-0.06329113924050633,0.0,6.354058860130048,5.067806578717313,0.011869791971304385,0.41904761904761906,0.0380952380952381,0.49523809523809526,0.05389221556886228,0.21498885526783826,12.753310757735973
