model,feature,historical_source_field,historical_builder,current_2026_source,current_2026_field,join_key,cutoff_timing,transformation_needed,missing_value_rule,available_before_saturday
sp_plus_defense_improvement,opponent_sp_plus_rating,opponent_sp_plus_rating,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,opponent_sp_plus_rating,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,current_sp_defense,current_sp_defense,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,current_sp_defense,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,closing_spread,full_game_modeling_rows.closing_home_spread,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,closing_spread,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,closing_total,full_game_modeling_rows.closing_total,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,closing_total,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,total_residual,total_residual,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,total_residual,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,final_margin,final_margin,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,final_margin,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,gc_game_control_index,team_game_game_control.game_control_index,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,gc_game_control_index,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,game_pace,game_pace,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,game_pace,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,off_plays,off_plays,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,off_plays,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,games_played,games_played,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,games_played,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
sp_plus_defense_improvement,completed_week,completed_week,build_team_states -> build_features -> build_repeatable,results/lines/PBP/drive/game-control/ratings canonical artifacts,completed_week,"season, week, game_id, team",after completed game; before next Saturday projection,exact historical transform,retain null; frozen artifact applies training median at inference,yes after source finalization
