target,model,feature,training_mean,training_std,standardized_ridge_coefficient,training_season,training_rows,ridge_alpha,validation_freeze,next_week_market_features_used
delta_spplus_offense,ENHANCED_SHADOW,def_explosiveness_allowed,1.2649069083337234,0.2471632253471064,0.06967195899668732,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,OLD_SHADOW,intercept,0.0,1.0,0.059696092619392405,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,OLD_SHADOW,margin_surprise_team,-0.0658465991316932,15.141703539156,-1.1529904407259217,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,OLD_SHADOW,scoring_surprise_team,0.3672214182344428,10.788446401781737,0.7878376639580251,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,OLD_SHADOW,success_rate,0.4178497413574223,0.08695435690821146,0.0810982269415655,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,OLD_SHADOW,ppa,0.15989992732924296,0.19145858136971397,-0.09080093914794742,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,OLD_SHADOW,explosiveness,1.2637553136748714,0.2468221709445503,0.0030235990753875158,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,OLD_SHADOW,def_success_rate_allowed,0.4168131301200348,0.08695216098675532,0.4439923954564805,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,OLD_SHADOW,def_ppa_allowed,0.15824487409115506,0.19030657472511867,0.07337184933335061,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,OLD_SHADOW,def_explosiveness_allowed,1.2649069083337234,0.2471632253471064,0.10435808265964545,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,ENHANCED_SHADOW,intercept,0.0,1.0,0.05969609261939231,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,ENHANCED_SHADOW,margin_surprise_team,-0.0658465991316932,15.141703539156,-0.40636840264950086,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,ENHANCED_SHADOW,total_surprise,0.8002894356005789,15.377046848893555,0.2959513882871815,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,ENHANCED_SHADOW,scoring_surprise_team,0.3672214182344428,10.788446401781737,-0.0742577502929842,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,ENHANCED_SHADOW,opponent_scoring_surprise,0.43306801736613604,10.792210253986944,0.49591177299954636,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,ENHANCED_SHADOW,closing_spread_team,-0.14327062228654125,13.970879313875962,0.688400770052301,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,ENHANCED_SHADOW,closing_total,52.2163531114327,6.248348683789043,0.25427320301873474,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,ENHANCED_SHADOW,favorite,0.5065123010130246,0.5001385682650797,-0.009133866804947089,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,ENHANCED_SHADOW,home_flag,0.5007235890014472,0.5001804717101925,-0.03752331728458319,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,ENHANCED_SHADOW,opponent_market_power_rating,0.03506448843536082,3.5106147445471447,-0.21995387015852694,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,ENHANCED_SHADOW,stale_spplus,1.2382778581765557,12.955715948690713,-0.19900180486049354,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,ENHANCED_SHADOW,stale_spplus_offense,27.563024602026054,7.172965001028775,0.06686584114621684,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,ENHANCED_SHADOW,stale_spplus_defense,26.33068017366136,7.260087948304461,-0.7346955407907443,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,ENHANCED_SHADOW,success_rate,0.4178497413574223,0.08695435690821146,0.11776385297508116,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,ENHANCED_SHADOW,ppa,0.15989992732924296,0.19145858136971397,0.07424420317750954,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,ENHANCED_SHADOW,explosiveness,1.2637553136748714,0.2468221709445503,0.016338950986848295,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,ENHANCED_SHADOW,def_success_rate_allowed,0.4168131301200348,0.08695216098675532,0.3102171638220205,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,ENHANCED_SHADOW,def_ppa_allowed,0.15824487409115506,0.19030657472511867,-0.07855726693804267,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
delta_spplus_defense,ENHANCED_SHADOW,def_explosiveness_allowed,1.2649069083337234,0.2471632253471064,0.07755888206266096,2025,1382,1.0,fit once on all preserved 2025 provider-update rows before 2024 OOS,0
