season,week,game_id,home_team,away_team,home_completed_week,away_completed_week,feature_week_gap_home,feature_week_gap_away,cutoff_valid,game_identity_valid,feature_coverage,source_coverage
2021,3,401282075,Mississippi,Tulane,,1.0,,2.0,False,False,0.0,0.3333333333333333
2021,3,401282631,North Carolina,Virginia,,,,,False,False,0.0,0.0
2021,3,401282195,North Texas,UAB,,,,,False,False,0.0,0.0
2021,3,401282706,Notre Dame,Purdue,,,,,False,False,0.0,0.16666666666666666
2021,3,401282810,Ohio St.,Tulsa,,,,,False,False,0.0,0.0
2021,3,401282798,Oklahoma,Nebraska,1.0,,2.0,,False,False,0.0,0.3333333333333333
2021,3,401282070,Penn St.,Auburn,,1.0,,2.0,False,False,0.0,0.3333333333333333
2021,3,,Pittsburgh,Western Mich.,,,,,False,False,0.0,0.0
2021,3,401309856,San Diego St.,Utah,,,,,False,False,0.0,0.0
2021,3,,Southern Miss.,Troy St.,,,,,False,False,0.0,0.0
2021,3,401282634,Temple,Boston College,,,,,False,False,0.0,0.0
2021,3,401282202,Texas,Rice,,,,,False,False,0.0,0.16666666666666666
2021,3,401282079,Texas A&M,New Mexico,,,,,False,False,0.0,0.0
2021,3,,Texas Tech,Florida Intl.,,,,,False,False,0.0,0.0
2021,3,,Texas-San Antonio,Middle Tenn.,,,,,False,False,0.0,0.0
2021,3,401309553,Toledo,Colorado St.,,,,,False,False,0.0,0.0
2021,3,401309855,UCLA,Fresno St.,1.0,,2.0,,False,False,0.0,0.3333333333333333
2021,3,401287906,UNLV,Iowa St.,,,,,False,False,0.0,0.0
2021,3,401282080,Vanderbilt,Stanford,,,,,False,False,0.0,0.0
2021,3,401282635,Wake Forest,Florida St.,1.0,,2.0,,False,False,0.0,0.3333333333333333
2021,3,401309605,Washington,Arkansas St.,,,,,False,False,0.0,0.0
2021,3,401309852,Washington St.,USC,,,,,False,False,0.0,0.0
2021,3,,West Va.,Virginia Tech,,,,,False,False,0.0,0.0
2021,3,401309549,Wyoming,Ball St.,,,,,False,False,0.0,0.0
2021,4,401282207,Air Force,Florida Atlantic,,,,,False,False,0.0,0.16666666666666666
2021,4,401282081,Alabama,Southern Miss.,,,,,False,False,0.0,0.16666666666666666
2021,4,,Appalachian St.,Marshall,,,,,False,False,0.0,0.0
2021,4,401309862,Arizona St.,Colorado,,,,,False,False,0.0,0.0
2021,4,401282082,Arkansas,Texas A&M,,,,,False,False,0.0,0.16666666666666666
2021,4,401308834,Army,Miami (Ohio),,,,,False,False,0.0,0.0
2021,4,401282083,Auburn,Georgia St.,,,,,False,False,0.0,0.0
2021,4,401301009,BYU,South Florida,,,,,False,False,0.0,0.16666666666666666
2021,4,401309555,Ball St.,Toledo,,,,,False,False,0.0,0.0
2021,4,401287907,Baylor,Iowa St.,,,,,False,False,0.0,0.0
2021,4,401282086,Boston College,Missouri,,,,,False,False,0.0,0.16666666666666666
2021,4,,Central Mich.,Florida Intl.,,,,,False,False,0.0,0.0
2021,4,,Charlotte,Middle Tenn.,,,,,False,False,0.0,0.0
2021,4,401286301,Coastal Carolina,Massachusetts,,,,,False,False,0.0,0.16666666666666666
2021,4,401286190,Connecticut,Wyoming,,,,,False,False,0.0,0.0
2021,4,401282639,Duke,Kansas,,,,,False,False,0.0,0.16666666666666666
2021,4,,Eastern Mich.,Texas St.,,,,,False,False,0.0,0.0
2021,4,401282084,Florida,Tennessee,,,,,False,False,0.0,0.16666666666666666
2021,4,401282640,Florida St.,Louisville,,,,,False,False,0.0,0.0
2021,4,401310707,Fresno St.,UNLV,,,,,False,False,0.0,0.0
2021,4,,Georgia Southern,Louisiana-Lafayette,,,,,False,False,0.0,0.0
2021,4,401282641,Georgia Tech,North Carolina,,,,,False,False,0.0,0.16666666666666666
2021,4,401301008,Houston,Navy,,,,,False,False,0.0,0.16666666666666666
2021,4,401282756,Iowa,Colorado St.,,,,,False,False,0.0,0.0
2021,4,401282205,Louisiana Tech,North Texas,,,,,False,False,0.0,0.16666666666666666
2021,4,,Louisiana-Monroe,Troy St.,,,,,False,False,0.0,0.0
2021,4,,Maryland,Kent,,,,,False,False,0.0,0.0
2021,4,401282213,Memphis,Texas-San Antonio,,,,,False,False,0.0,0.0
2021,4,401282775,Michigan,Rutgers,,,,,False,False,0.0,0.16666666666666666
2021,4,401282784,Michigan St.,Nebraska,,,,,False,False,0.0,0.0
2021,4,401282792,Minnesota,Bowling Green,,,,,False,False,0.0,0.16666666666666666
2021,4,401282085,Mississippi St.,LSU,,,,,False,False,0.0,0.0
2021,4,401282643,NC St.,Clemson,,,,,False,False,0.0,0.0
2021,4,,New Mexico St.,Hawaii,,,,,False,False,0.0,0.0
2021,4,401282805,Northwestern,Ohio,,,,,False,False,0.0,0.16666666666666666
2021,4,401282811,Ohio St.,Akron,,,,,False,False,0.0,0.0
2021,4,,Oklahoma,West Va.,,,,,False,False,0.0,0.0
2021,4,401287909,Oklahoma St.,Kansas St.,,,,,False,False,0.0,0.0
2021,4,401282209,Old Dominion,Buffalo,,,,,False,False,0.0,0.16666666666666666
2021,4,401309859,Oregon,Arizona,,,,,False,False,0.0,0.16666666666666666
2021,4,401282716,Purdue,Illinois,,,,,False,False,0.0,0.16666666666666666
2021,4,401282087,South Carolina,Kentucky,,,,,False,False,0.0,0.16666666666666666
2021,4,401309858,Stanford,UCLA,,,,,False,False,0.0,0.16666666666666666
2021,4,401282637,Syracuse,Liberty,,,,,False,False,0.0,0.16666666666666666
2021,4,401287910,TCU,SMU,,,,,False,False,0.0,0.0
2021,4,401287911,Texas,Texas Tech,,,,,False,False,0.0,0.16666666666666666
2021,4,401282211,Tulane,UAB,,,,,False,False,0.0,0.16666666666666666
2021,4,401301011,Tulsa,Arkansas St.,,,,,False,False,0.0,0.0
2021,4,401309860,USC,Oregon St.,,,,,False,False,0.0,0.0
2021,4,401282212,UTEP,New Mexico,,,,,False,False,0.0,0.16666666666666666
2021,4,401309861,Utah,Washington St.,,,,,False,False,0.0,0.0
2021,4,401310706,Utah St.,Boise St.,,,,,False,False,0.0,0.0
2021,4,401282088,Vanderbilt,Georgia,,,,,False,False,0.0,0.16666666666666666
2021,4,401282638,Virginia,Wake Forest,,,,,False,False,0.0,0.16666666666666666
2021,4,401309857,Washington,California,,,,,False,False,0.0,0.16666666666666666
2021,4,401282214,Western Kentucky,Indiana,,,,,False,False,0.0,0.0
2021,4,,Western Mich.,San Jose St.,,,,,False,False,0.0,0.0
2021,4,401282707,Wisconsin,Notre Dame,,,,,False,False,0.0,0.16666666666666666
2021,5,401309560,Akron,Ohio,4.0,4.0,1.0,1.0,True,True,1.0,1.0
2021,5,401282089,Alabama,Mississippi,4.0,,1.0,,False,False,0.0,0.3333333333333333
2021,5,401309559,Ball St.,Army,,4.0,,1.0,False,False,0.0,0.3333333333333333
2021,5,401310711,Boise St.,Nevada,,,,,False,False,0.0,0.0
2021,5,,Buffalo,Western Mich.,,,,,False,False,0.0,0.0
2021,5,401309863,California,Washington St.,4.0,,1.0,,False,False,0.0,0.3333333333333333
2021,5,401282647,Clemson,Boston College,4.0,,1.0,,False,False,0.0,0.5
2021,5,,Coastal Carolina,Louisiana-Monroe,,,,,False,False,0.0,0.0
2021,5,401309867,Colorado,USC,4.0,4.0,1.0,1.0,True,True,1.0,1.0
2021,5,401301014,East Carolina,Tulane,,4.0,,1.0,False,False,0.0,0.5
2021,5,,Florida Atlantic,Florida Intl.,,,,,False,False,0.0,0.0
2021,5,401282648,Florida St.,Syracuse,,4.0,,1.0,False,False,0.0,0.3333333333333333
2021,5,401282090,Georgia,Arkansas,4.0,4.0,1.0,1.0,True,True,1.0,1.0
2021,5,401309613,Georgia Southern,Arkansas St.,,,,,False,False,0.0,0.0
2021,5,,Georgia St.,Appalachian St.,,,,,False,False,0.0,0.0
2021,5,401282649,Georgia Tech,Pittsburgh,,,,,False,False,0.0,0.16666666666666666
2021,5,,Hawaii,Fresno St.,,,,,False,False,0.0,0.0
