source_file,source_type,coach,coach_norm,team,team_norm,detail
Coach_betting_data/team_betting_trends_2006_2025.csv,Full_Total,,,Northwestern,northwestern,ATS W=5; ATS L=7; ATS Push=0; ATS %=0.417; ATS +/-=-1.8; Source ATS URL=https://www.teamrankings.com/ncf/trends/ats_trends/?range=yearly_2014; Over W=4; Under W=7; OU Push=1; Over %=0.364
Coach_betting_data/team_betting_trends_2006_2025.csv,Full_Total,,,Northwestern,northwestern,ATS W=8; ATS L=5; ATS Push=0; ATS %=0.615; ATS +/-=0.4; Source ATS URL=https://www.teamrankings.com/ncf/trends/ats_trends/?range=yearly_2015; Over W=5; Under W=8; OU Push=0; Over %=0.385
Coach_betting_data/team_betting_trends_2006_2025.csv,Full_Total,,,Northwestern,northwestern,ATS W=8; ATS L=5; ATS Push=0; ATS %=0.615; ATS +/-=4.4; Source ATS URL=https://www.teamrankings.com/ncf/trends/ats_trends/?range=yearly_2016; Over W=4; Under W=9; OU Push=0; Over %=0.308
Coach_betting_data/team_betting_trends_2006_2025.csv,Full_Total,,,Northwestern,northwestern,ATS W=9; ATS L=4; ATS Push=0; ATS %=0.6920000000000001; ATS +/-=4.6; Source ATS URL=https://www.teamrankings.com/ncf/trends/ats_trends/?range=yearly_2017; Over W=5; Under W=6; OU Push=2; Over %=0.455
Coach_betting_data/team_betting_trends_2006_2025.csv,Full_Total,,,Northwestern,northwestern,ATS W=7; ATS L=6; ATS Push=1; ATS %=0.539; ATS +/-=2.0; Source ATS URL=https://www.teamrankings.com/ncf/trends/ats_trends/?range=yearly_2018; Over W=7; Under W=7; OU Push=0; Over %=0.5
Coach_betting_data/team_betting_trends_2006_2025.csv,Full_Total,,,Northwestern,northwestern,ATS W=4; ATS L=7; ATS Push=1; ATS %=0.364; ATS +/-=-2.8; Source ATS URL=https://www.teamrankings.com/ncf/trends/ats_trends/?range=yearly_2019; Over W=4; Under W=7; OU Push=1; Over %=0.364
Coach_betting_data/team_betting_trends_2006_2025.csv,Full_Total,,,Northwestern,northwestern,ATS W=7; ATS L=1; ATS Push=1; ATS %=0.875; ATS +/-=5.6; Source ATS URL=https://www.teamrankings.com/ncf/trends/ats_trends/?range=yearly_2020; Over W=2; Under W=7; OU Push=0; Over %=0.222
Coach_betting_data/team_betting_trends_2006_2025.csv,Full_Total,,,Northwestern,northwestern,ATS W=3; ATS L=9; ATS Push=0; ATS %=0.25; ATS +/-=-8.1; Source ATS URL=https://www.teamrankings.com/ncf/trends/ats_trends/?range=yearly_2021; Over W=5; Under W=6; OU Push=1; Over %=0.455
Coach_betting_data/team_betting_trends_2006_2025.csv,Full_Total,,,Northwestern,northwestern,ATS W=5; ATS L=7; ATS Push=0; ATS %=0.417; ATS +/-=-3.9; Source ATS URL=https://www.teamrankings.com/ncf/trends/ats_trends/?range=yearly_2022; Over W=5; Under W=7; OU Push=0; Over %=0.417
Coach_betting_data/team_betting_trends_2006_2025.csv,Full_Total,,,Northwestern,northwestern,ATS W=9; ATS L=4; ATS Push=0; ATS %=0.6920000000000001; ATS +/-=6.5; Source ATS URL=https://www.teamrankings.com/ncf/trends/ats_trends/?range=yearly_2023; Over W=6; Under W=7; OU Push=0; Over %=0.462
Coach_betting_data/team_betting_trends_2006_2025.csv,Full_Total,,,Northwestern,northwestern,ATS W=4; ATS L=8; ATS Push=0; ATS %=0.3329999999999999; ATS +/-=-1.8; Source ATS URL=https://www.teamrankings.com/ncf/trends/ats_trends/?range=yearly_2024; Over W=7; Under W=5; OU Push=0; Over %=0.583
Coach_betting_data/team_betting_trends_2006_2025.csv,Full_Total,,,Northwestern,northwestern,ATS W=7; ATS L=4; ATS Push=2; ATS %=0.636; ATS +/-=5.0; Source ATS URL=https://www.teamrankings.com/ncf/trends/ats_trends/?range=yearly_2025; Over W=6; Under W=7; OU Push=0; Over %=0.462
Coach_betting_data/team_name_mapping_review.csv,Full_Unknown,,,Northwestern,northwestern,
data/import/coach_1h_betting_current_2026.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,ATS Rank=62; Games=24; ATS Games=24; ATS W=15; ATS L=9; ATS Push=0; ATS Win %=0.625; Avg ATS +/-=-0.02; Over Games=24; Overs=11
data/import/coach_2h_betting_current_2026.csv,2H_Total,David Braun,david braun,Northwestern,northwestern,ATS Rank=79; Games=24; ATS Games=24; ATS W=11; ATS L=13; ATS Push=0; ATS Win %=0.4583333333333333; Avg ATS +/-=-0.6; Over Games=24; Overs=12
data/import/coach_halves_missing_teams.csv,Full_Unknown,David Braun,david braun,Northwestern,northwestern,
data/import/coach_halves_missing_teams.csv,Full_Unknown,Pat Fitzgerald,pat fitzgerald,Michigan State,michigan state,
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=-2.5; Game ATS Result=L; Game Total Line=22.5; Game Total Points=19; Game Total +/-=-3.5; Game Total Result=U; 1H ATS +/-=-2.5; 1H ATS Result=L; 1H Total Line=20.0; 1H Total Points=6
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=-8.5; Game ATS Result=L; Game Total Line=37.5; Game Total Points=46; Game Total +/-=8.5; Game Total Result=O; 1H ATS +/-=2.5; 1H ATS Result=W; 1H Total Line=17.0; 1H Total Points=17
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=-0.5; Game ATS Result=L; Game Total Line=38.5; Game Total Points=38; Game Total +/-=-0.5; Game Total Result=U; 1H ATS +/-=-7.5; 1H ATS Result=L; 1H Total Line=21.5; 1H Total Points=21
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=-7.5; Game ATS Result=L; Game Total Line=42.5; Game Total Points=29; Game Total +/-=-13.5; Game Total Result=U; 1H ATS +/-=-8.5; 1H ATS Result=L; 1H Total Line=21.5; 1H Total Points=19
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=-2.5; Game ATS Result=L; Game Total Line=40.5; Game Total Points=65; Game Total +/-=24.5; Game Total Result=O; 1H ATS +/-=0.5; 1H ATS Result=W; 1H Total Line=20.5; 1H Total Points=27
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=0.5; Game ATS Result=W; Game Total Line=27.5; Game Total Points=26; Game Total +/-=-1.5; Game Total Result=U; 1H ATS +/-=-6.5; 1H ATS Result=L; 1H Total Line=10.5; 1H Total Points=14
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=-0.5; Game ATS Result=L; Game Total Line=54.5; Game Total Points=54; Game Total +/-=-0.5; Game Total Result=U; 1H ATS +/-=2.5; 1H ATS Result=W; 1H Total Line=19.5; 1H Total Points=19
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=7.5; Game ATS Result=W; Game Total Line=46.5; Game Total Points=46; Game Total +/-=-0.5; Game Total Result=U; 1H ATS +/-=0.5; 1H ATS Result=W; 1H Total Line=20.5; 1H Total Points=27
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=0.5; Game ATS Result=W; Game Total Line=39.5; Game Total Points=38; Game Total +/-=-1.5; Game Total Result=U; 1H ATS +/-=0.5; 1H ATS Result=W; 1H Total Line=23.5; 1H Total Points=28
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=-1.5; Game ATS Result=L; Game Total Line=35.5; Game Total Points=56; Game Total +/-=20.5; Game Total Result=O; 1H ATS +/-=-4.5; 1H ATS Result=L; 1H Total Line=17.5; 1H Total Points=23
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=0.0; Game ATS Result=P; Game Total Line=64.5; Game Total Points=66; Game Total +/-=1.5; Game Total Result=O; 1H ATS +/-=0.5; 1H ATS Result=W; 1H Total Line=26.5; 1H Total Points=24
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=-13.5; Game ATS Result=L; Game Total Line=45.5; Game Total Points=26; Game Total +/-=-19.5; Game Total Result=U; 1H ATS +/-=-13.5; 1H ATS Result=L; 1H Total Line=23.5; 1H Total Points=23
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=3.5; Game ATS Result=W; Game Total Line=48.5; Game Total Points=49; Game Total +/-=0.5; Game Total Result=O; 1H ATS +/-=4.5; 1H ATS Result=W; 1H Total Line=27.5; 1H Total Points=22
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=0.5; Game ATS Result=W; Game Total Line=41.5; Game Total Points=48; Game Total +/-=6.5; Game Total Result=O; 1H ATS +/-=-4.5; 1H ATS Result=L; 1H Total Line=26.5; 1H Total Points=17
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=0.5; Game ATS Result=W; Game Total Line=31.5; Game Total Points=31; Game Total +/-=-0.5; Game Total Result=U; 1H ATS +/-=10.5; 1H ATS Result=W; 1H Total Line=16.5; 1H Total Points=20
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=0.5; Game ATS Result=W; Game Total Line=50.5; Game Total Points=49; Game Total +/-=-1.5; Game Total Result=U; 1H ATS +/-=4.5; 1H ATS Result=W; 1H Total Line=20.5; 1H Total Points=25
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=-2.5; Game ATS Result=L; Game Total Line=46.5; Game Total Points=43; Game Total +/-=-3.5; Game Total Result=U; 1H ATS +/-=2.5; 1H ATS Result=W; 1H Total Line=24.5; 1H Total Points=27
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=0.5; Game ATS Result=W; Game Total Line=47.5; Game Total Points=19; Game Total +/-=-28.5; Game Total Result=U; 1H ATS +/-=11.5; 1H ATS Result=W; 1H Total Line=23.5; 1H Total Points=13
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=-0.5; Game ATS Result=L; Game Total Line=44.5; Game Total Points=49; Game Total +/-=4.5; Game Total Result=O; 1H ATS +/-=2.5; 1H ATS Result=W; 1H Total Line=22.5; 1H Total Points=13
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=-0.5; Game ATS Result=L; Game Total Line=59.5; Game Total Points=55; Game Total +/-=-4.5; Game Total Result=U; 1H ATS +/-=0.5; 1H ATS Result=W; 1H Total Line=27.5; 1H Total Points=35
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=-0.5; Game ATS Result=L; Game Total Line=42.0; Game Total Points=46; Game Total +/-=4.0; Game Total Result=O; 1H ATS +/-=5.5; 1H ATS Result=W; 1H Total Line=20.5; 1H Total Points=13
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=0.5; Game ATS Result=W; Game Total Line=76.5; Game Total Points=73; Game Total +/-=-3.5; Game Total Result=U; 1H ATS +/-=-10.5; 1H ATS Result=L; 1H Total Line=20.0; 1H Total Points=34
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=-0.5; Game ATS Result=L; Game Total Line=30.5; Game Total Points=33; Game Total +/-=2.5; Game Total Result=O; 1H ATS +/-=-6.5; 1H ATS Result=L; 1H Total Line=21.5; 1H Total Points=24
data/import/coach_halves_team_games_2024_2025.csv,1H_Total,David Braun,david braun,Northwestern,northwestern,Game ATS +/-=0.5; Game ATS Result=W; Game Total Line=43.5; Game Total Points=41; Game Total +/-=-2.5; Game Total Result=U; 1H ATS +/-=15.0; 1H ATS Result=W; 1H Total Line=22.0; 1H Total Points=21
