season,through_week,team,market_implied_rating,market_implied_rank,games_used,effective_games_weight,lookback_weeks,half_life_weeks,ridge_alpha,hfa,training_games,market_move_1w,market_move_4w,snapshot_date,snapshot_timestamp,board_cutoff,games_in_rating,weighted_games_in_rating,connected_component_id,component_size,sample_status,stability_proxy,source_game_count,source_line_cutoff,source_hashes,model_version
2021,1,Northern Illinois,-5.499999999999911,79,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Northwestern,0.1666666666667516,42,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Notre Dame,3.3333333333334147,27,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Ohio,-0.1666666666665817,54,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Ohio State,5.500000000000089,15,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Oklahoma,9.500000000000089,5,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Old Dominion,-9.999999999999927,91,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Ole Miss,2.1666666666667505,31,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Oregon,9.500000000000082,7,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Oregon State,-1.4999999999999134,61,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Penn State,-0.9999999999999276,59,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Pittsburgh,11.666666666666762,1,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Purdue,1.5000000000000857,37,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Rice,-5.666666666667018,82,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Rutgers,3.833333333333421,23,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,San Diego State,9.187500000000083,8,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,San José State,-3.8333333333332447,72,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,South Alabama,-0.1666666666665824,55,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,South Florida,-5.49999999999992,81,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Southern Miss,0.1666666666667508,45,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Stanford,-0.1666666666665825,56,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Syracuse,0.1666666666667511,43,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Temple,-3.833333333333245,73,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Tennessee,11.500000000000064,2,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Texas,2.000000000000087,33,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Texas A&M,9.00000000000008,9,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Texas State,-5.33333333333327,78,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Texas Tech,8.412570836009687e-14,48,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Tulane,-9.49999999999992,89,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,UCF,1.3333333333333957,38,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,UCLA,2.6250000000000844,30,2,2.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,UConn,-11.499999999999904,93,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,UL Monroe,-9.49999999999992,90,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,USC,3.8333333333334214,22,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,UTEP,0.9375000000000872,40,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,UTSA,-1.8749999999999412,65,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Utah State,-4.833333333333284,76,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Virginia Tech,-2.666666666666607,69,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Wake Forest,10.00000000000006,4,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Washington State,4.833333333333381,20,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,West Virginia,1.6666666666667234,36,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Western Michigan,-4.666666666666596,75,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,1,Wisconsin,1.000000000000057,39,1,1.0,99,8.0,1.0,2.5,50,,,,,,,,,,,,,,,
2021,2,Air Force,2.510942087750629,46,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Akron,-11.561660833885954,126,2,1.917004043204671,99,8.0,1.0,2.5,95,-0.0616608338859165,,,,,,,,,,,,,,
2021,2,Alabama,9.058481692853334,11,1,0.9170040432046712,99,8.0,1.0,2.5,95,1.725148359519218,,,,,,,,,,,,,,
2021,2,App State,-2.0678662569127098,82,2,1.917004043204671,99,8.0,1.0,2.5,95,-4.234532923579437,,,,,,,,,,,,,,
2021,2,Arizona,-3.2162980865978295,96,2,1.917004043204671,99,8.0,1.0,2.5,95,2.117035246734967,,,,,,,,,,,,,,
2021,2,Arizona State,10.666666666667412,6,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Arkansas,1.750030607178672,52,2,1.917004043204671,99,8.0,1.0,2.5,95,-3.9166360594872054,,,,,,,,,,,,,,
2021,2,Arkansas State,-2.6666666666659284,90,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Army,-1.1251367809852797,73,2,1.917004043204671,99,8.0,1.0,2.5,95,-1.1251367809844883,,,,,,,,,,,,,,
2021,2,Auburn,10.972616272922576,5,1,0.9170040432046712,99,8.0,1.0,2.5,95,-0.5273837270762716,,,,,,,,,,,,,,
2021,2,BYU,2.8848550590208553,43,2,1.917004043204671,99,8.0,1.0,2.5,95,-2.448478274312843,,,,,,,,,,,,,,
2021,2,Ball State,-6.918791741896289,114,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Baylor,5.86349077903269,22,1,0.9170040432046712,99,8.0,1.0,2.5,95,0.5301574456993192,,,,,,,,,,,,,,
2021,2,Boise State,5.661646320604943,23,2,1.917004043204671,99,8.0,1.0,2.5,95,6.994979653938238,,,,,,,,,,,,,,
2021,2,Boston College,11.73579660101332,2,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Bowling Green,-13.767720089754304,127,2,1.917004043204671,99,8.0,1.0,2.5,95,-2.2677200897543415,,,,,,,,,,,,,,
2021,2,Buffalo,-3.107581277246453,93,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,California,-2.1537229803457234,86,2,1.917004043204671,99,8.0,1.0,2.5,95,-2.3203896470124312,,,,,,,,,,,,,,
2021,2,Central Michigan,-3.377166271118624,99,1,0.9170040432046712,99,8.0,1.0,2.5,95,0.4561670622155178,,,,,,,,,,,,,,
2021,2,Charlotte,-2.9121428511159455,91,1,0.9170040432046712,99,8.0,1.0,2.5,95,0.0878571488848645,,,,,,,,,,,,,,
2021,2,Cincinnati,4.610654511697912,31,1,0.9170040432046712,99,8.0,1.0,2.5,95,-2.056012154967956,,,,,,,,,,,,,,
2021,2,Clemson,2.417934341869108,48,1,0.9170040432046712,99,8.0,1.0,2.5,95,2.4179343418699144,,,,,,,,,,,,,,
2021,2,Coastal Carolina,8.166666666666808,15,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Colorado,-4.0216172995841095,102,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Colorado State,1.3333333333334705,55,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Duke,2.9121428511162164,42,1,0.9170040432046712,99,8.0,1.0,2.5,95,-0.0878571488834203,,,,,,,,,,,,,,
2021,2,East Carolina,-4.284960974038666,104,2,1.917004043204671,99,8.0,1.0,2.5,95,-2.1182943073714284,,,,,,,,,,,,,,
2021,2,Eastern Michigan,-7.581208258102298,117,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Florida,13.248745570358526,1,2,1.917004043204671,99,8.0,1.0,2.5,95,6.248745570358446,,,,,,,,,,,,,,
2021,2,Florida Atlantic,-2.0098980246008673,81,2,1.917004043204671,99,8.0,1.0,2.5,95,4.990101975399048,,,,,,,,,,,,,,
2021,2,Florida International,-2.121163593010618,85,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Florida State,-1.9343474734951045,79,1,0.9170040432046712,99,8.0,1.0,2.5,95,1.3989858598381455,,,,,,,,,,,,,,
2021,2,Fresno State,-1.9950488449697372,80,2,1.8340080864093424,99,8.0,1.0,2.5,95,-3.995048844969824,,,,,,,,,,,,,,
2021,2,Georgia,5.054710438754149,25,2,1.917004043204671,99,8.0,1.0,2.5,95,5.054710438754509,,,,,,,,,,,,,,
2021,2,Georgia Southern,-3.254949012300366,97,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Georgia State,-4.873980853105514,107,2,1.917004043204671,99,8.0,1.0,2.5,95,-4.873980853105161,,,,,,,,,,,,,,
2021,2,Georgia Tech,4.835868683736497,26,1,0.9170040432046712,99,8.0,1.0,2.5,95,-0.6641313162635898,,,,,,,,,,,,,,
2021,2,Hawai'i,-6.117416134659935,108,2,1.917004043204671,99,8.0,1.0,2.5,95,0.0700838653399795,,,,,,,,,,,,,,
2021,2,Houston,0.8324695999042714,59,2,1.917004043204671,99,8.0,1.0,2.5,95,0.832469599904187,,,,,,,,,,,,,,
2021,2,Illinois,-2.386101733344878,89,3,2.8340080864093427,99,8.0,1.0,2.5,95,-0.6361017333449539,,,,,,,,,,,,,,
2021,2,Indiana,-0.54403522692039,72,1,0.9170040432046712,99,8.0,1.0,2.5,95,-0.2107018935871412,,,,,,,,,,,,,,
2021,2,Iowa,-0.1373098487195146,67,2,1.917004043204671,99,8.0,1.0,2.5,95,-0.4706431820529325,,,,,,,,,,,,,,
2021,2,Iowa State,0.6813450756403093,61,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Kansas,-8.166666666666528,119,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Kansas State,-1.3670745485373947,76,1,0.9170040432046712,99,8.0,1.0,2.5,95,-1.533741215204146,,,,,,,,,,,,,,
2021,2,Kent State,-7.435148101247114,115,1,0.9170040432046712,99,8.0,1.0,2.5,95,1.5648518987528064,,,,,,,,,,,,,,
2021,2,Kentucky,8.502849320341529,13,2,1.917004043204671,99,8.0,1.0,2.5,95,-0.997150679658553,,,,,,,,,,,,,,
2021,2,LSU,3.3493447971232073,40,1,0.9170040432046712,99,8.0,1.0,2.5,95,-0.2131552028768779,,,,,,,,,,,,,,
2021,2,Liberty,1.833333333333472,51,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Louisiana,-0.3377657149512652,71,1,0.9170040432046712,99,8.0,1.0,2.5,95,1.6622342850486471,,,,,,,,,,,,,,
2021,2,Louisiana Tech,-6.79639545119006,113,1,0.9170040432046712,99,8.0,1.0,2.5,95,-0.7963954511901497,,,,,,,,,,,,,,
2021,2,Louisville,-2.103214281361474,84,1,0.9170040432046712,99,8.0,1.0,2.5,95,0.0634523853051063,,,,,,,,,,,,,,
2021,2,Marshall,0.9671737367477028,58,1,0.9170040432046712,99,8.0,1.0,2.5,95,-0.8661595965857161,,,,,,,,,,,,,,
2021,2,Maryland,-1.6178571395091237,77,1,0.9170040432046712,99,8.0,1.0,2.5,95,0.0488095271574702,,,,,,,,,,,,,,
2021,2,Massachusetts,-18.02840679797382,129,2,1.917004043204671,99,8.0,1.0,2.5,95,-6.361740131307249,,,,,,,,,,,,,,
2021,2,Memphis,2.6666666666671013,45,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Miami,-3.063173974883314,92,2,1.917004043204671,99,8.0,1.0,2.5,95,4.270159358448987,,,,,,,,,,,,,,
2021,2,Miami (OH),-10.361391090647947,124,2,1.917004043204671,99,8.0,1.0,2.5,95,-3.694724423980926,,,,,,,,,,,,,,
2021,2,Michigan,4.396050166367061,34,2,1.917004043204671,99,8.0,1.0,2.5,95,-0.2706165002996883,,,,,,,,,,,,,,
2021,2,Michigan State,-0.1617857139507566,68,1,0.9170040432046712,99,8.0,1.0,2.5,95,0.0048809527158251,,,,,,,,,,,,,,
2021,2,Middle Tennessee,-6.500882365909165,110,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Minnesota,0.3878723304017403,63,2,1.917004043204671,99,8.0,1.0,2.5,95,5.887872330401656,,,,,,,,,,,,,,
2021,2,Mississippi State,3.792082755036221,37,2,1.917004043204671,99,8.0,1.0,2.5,95,-2.20791724496387,,,,,,,,,,,,,,
2021,2,Missouri,4.44000779573021,33,2,1.917004043204671,99,8.0,1.0,2.5,95,0.6066744623972395,,,,,,,,,,,,,,
2021,2,NC State,4.787770058882112,27,2,1.917004043204671,99,8.0,1.0,2.5,95,-0.7122299411179727,,,,,,,,,,,,,,
2021,2,Navy,-3.4781158244983956,100,2,1.917004043204671,99,8.0,1.0,2.5,95,-1.644782491165148,,,,,,,,,,,,,,
2021,2,Nebraska,4.7848374455069544,28,2,1.917004043204671,99,8.0,1.0,2.5,95,1.159837445506875,,,,,,,,,,,,,,
2021,2,Nevada,-1.2694155294810785,74,1,0.9170040432046712,99,8.0,1.0,2.5,95,-1.102748862814481,,,,,,,,,,,,,,
2021,2,New Mexico,1.255347027393095,56,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,New Mexico State,-14.489305945213946,128,3,2.8340080864093427,99,8.0,1.0,2.5,95,-4.364305945214037,,,,,,,,,,,,,,
2021,2,North Carolina,10.314333122310774,7,2,1.917004043204671,99,8.0,1.0,2.5,95,7.6476664556440355,,,,,,,,,,,,,,
2021,2,North Texas,-6.666666666666516,112,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Northern Illinois,-6.390579122495418,109,2,1.917004043204671,99,8.0,1.0,2.5,95,-0.8905791224955069,,,,,,,,,,,,,,
2021,2,Northwestern,0.1617857139510289,66,1,0.9170040432046712,99,8.0,1.0,2.5,95,-0.0048809527157226,,,,,,,,,,,,,,
2021,2,Notre Dame,5.956231648996962,21,2,1.917004043204671,99,8.0,1.0,2.5,95,2.622898315663547,,,,,,,,,,,,,,
2021,2,Ohio,-0.3337051686994771,70,1,0.9170040432046712,99,8.0,1.0,2.5,95,-0.1670385020328953,,,,,,,,,,,,,,
2021,2,Ohio State,11.039627398125482,4,2,1.917004043204671,99,8.0,1.0,2.5,95,5.539627398125393,,,,,,,,,,,,,,
2021,2,Oklahoma,9.221785695201056,10,1,0.9170040432046712,99,8.0,1.0,2.5,95,-0.2782143047990306,,,,,,,,,,,,,,
2021,2,Oklahoma State,3.1666666666667997,41,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Old Dominion,-9.707142837053784,122,1,0.9170040432046712,99,8.0,1.0,2.5,95,0.2928571629461434,,,,,,,,,,,,,,
2021,2,Ole Miss,2.1032142813617516,50,1,0.9170040432046712,99,8.0,1.0,2.5,95,-0.0634523853049988,,,,,,,,,,,,,,
2021,2,Oregon,4.216390547702124,36,2,1.917004043204671,99,8.0,1.0,2.5,95,-5.2836094522979575,,,,,,,,,,,,,,
2021,2,Oregon State,2.116343725550984,49,2,1.917004043204671,99,8.0,1.0,2.5,95,3.6163437255508977,,,,,,,,,,,,,,
2021,2,Penn State,6.162416516206827,20,2,1.917004043204671,99,8.0,1.0,2.5,95,7.162416516206754,,,,,,,,,,,,,,
2021,2,Pittsburgh,10.109453123592331,8,2,1.917004043204671,99,8.0,1.0,2.5,95,-1.5572135430744307,,,,,,,,,,,,,,
2021,2,Purdue,8.633895992056013,12,2,1.917004043204671,99,8.0,1.0,2.5,95,7.133895992055928,,,,,,,,,,,,,,
2021,2,Rice,-7.936846726693386,118,2,1.917004043204671,99,8.0,1.0,2.5,95,-2.2701800600263686,,,,,,,,,,,,,,
2021,2,Rutgers,4.271068360106718,35,2,1.917004043204671,99,8.0,1.0,2.5,95,0.4377350267732973,,,,,,,,,,,,,,
2021,2,SMU,6.666666666666807,18,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,San Diego State,3.644686415334897,38,2,1.917004043204671,99,8.0,1.0,2.5,95,-5.542813584665186,,,,,,,,,,,,,,
2021,2,San José State,-2.192211158381987,87,1,0.9170040432046712,99,8.0,1.0,2.5,95,1.6411221749512572,,,,,,,,,,,,,,
2021,2,South Alabama,1.2076987973454056,57,2,1.917004043204671,99,8.0,1.0,2.5,95,1.374365464011988,,,,,,,,,,,,,,
2021,2,South Carolina,0.3575195129807364,64,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,South Florida,-9.767355896184608,123,2,1.917004043204671,99,8.0,1.0,2.5,95,-4.267355896184688,,,,,,,,,,,,,,
2021,2,Southern Miss,0.8168823155551513,60,1,0.9170040432046712,99,8.0,1.0,2.5,95,0.6502156488884004,,,,,,,,,,,,,,
2021,2,Stanford,-3.3578799148474703,98,2,1.917004043204671,99,8.0,1.0,2.5,95,-3.1912132481808877,,,,,,,,,,,,,,
2021,2,Syracuse,-0.197613235596765,69,2,1.917004043204671,99,8.0,1.0,2.5,95,-0.3642799022635161,,,,,,,,,,,,,,
2021,2,TCU,3.423138509827206,39,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Temple,-3.1507053948479635,94,2,1.917004043204671,99,8.0,1.0,2.5,95,0.6826279384852816,,,,,,,,,,,,,,
2021,2,Tennessee,7.926296050223465,16,2,1.917004043204671,99,8.0,1.0,2.5,95,-3.5737039497765988,,,,,,,,,,,,,,
2021,2,Texas,5.293898161065108,24,2,1.917004043204671,99,8.0,1.0,2.5,95,3.2938981610650213,,,,,,,,,,,,,,
2021,2,Texas A&M,11.45676540083164,3,2,1.917004043204671,99,8.0,1.0,2.5,95,2.456765400831559,,,,,,,,,,,,,,
2021,2,Texas State,-3.742327186021367,101,2,1.917004043204671,99,8.0,1.0,2.5,95,1.5910061473119028,,,,,,,,,,,,,,
2021,2,Texas Tech,0.3982140734983408,62,1,0.9170040432046712,99,8.0,1.0,2.5,95,0.3982140734982567,,,,,,,,,,,,,,
2021,2,Toledo,-4.021884175501447,103,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Troy,-1.8333333333331912,78,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,Tulane,-9.221785695200774,120,1,0.9170040432046712,99,8.0,1.0,2.5,95,0.2782143047991461,,,,,,,,,,,,,,
2021,2,Tulsa,-3.1666666666665275,95,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,UAB,-7.472644780622856,116,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,UCF,4.621674519370044,30,1,0.9170040432046712,99,8.0,1.0,2.5,95,3.2883411860366487,,,,,,,,,,,,,,
2021,2,UCLA,2.501831197748055,47,2,1.8340080864093424,99,8.0,1.0,2.5,95,-0.1231688022520294,,,,,,,,,,,,,,
2021,2,UConn,-18.382104430126304,130,2,1.917004043204671,99,8.0,1.0,2.5,95,-6.8821044301264,,,,,,,,,,,,,,
2021,2,UL Monroe,-9.565690844952565,121,1,0.9170040432046712,99,8.0,1.0,2.5,95,-0.0656908449526447,,,,,,,,,,,,,,
2021,2,UNLV,-10.666666666666217,125,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
2021,2,USC,6.9171656217673885,17,2,1.917004043204671,99,8.0,1.0,2.5,95,3.083832288433967,,,,,,,,,,,,,,
2021,2,UTEP,-6.555032839420642,111,2,1.917004043204671,99,8.0,1.0,2.5,95,-7.492532839420729,,,,,,,,,,,,,,
2021,2,UTSA,-2.098103568243076,83,1,0.9170040432046712,99,8.0,1.0,2.5,95,-0.2231035682431346,,,,,,,,,,,,,,
2021,2,Utah,6.192427529510494,19,1,1.0,99,8.0,1.0,2.5,95,,,,,,,,,,,,,,,
