season,release_index,ranking_date,team,actual_cfp_rank,source_url
2023,5,NOVEMBER 28,Tennessee,21,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Tulane,22,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Clemson,23,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Liberty,24,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,5,NOVEMBER 28,Kansas State,25,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Michigan,1,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Washington,2,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Texas,3,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Alabama,4,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Florida State,5,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Georgia,6,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Ohio State,7,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Oregon,8,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Missouri,9,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Penn State,10,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Ole Miss,11,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Oklahoma,12,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,LSU,13,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Arizona,14,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Louisville,15,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Notre Dame,16,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Iowa,17,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,NC State,18,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Oregon State,19,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Oklahoma State,20,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Tennessee,21,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Clemson,22,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Liberty,23,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,SMU,24,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2023,6,SELECTION DAY DECEMBER 3,Kansas State,25,https://collegefootballplayoff.com/sports/2023/11/1/wk-x-wk-rankings-2023.aspx
2024,1,NOVEMBER 5,Oregon,1,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Ohio State,2,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Georgia,3,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Miami,4,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Texas,5,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Penn State,6,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Tennessee,7,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Indiana,8,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,BYU,9,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Notre Dame,10,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Alabama,11,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Boise State,12,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,SMU,13,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Texas A&M,14,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,LSU,15,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Ole Miss,16,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Iowa State,17,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Pittsburgh,18,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Kansas State,19,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Colorado,20,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Washington State,21,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Louisville,22,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Clemson,23,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Missouri,24,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,1,NOVEMBER 5,Army,25,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Oregon,1,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Ohio State,2,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Texas,3,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Penn State,4,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Indiana,5,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,BYU,6,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Tennessee,7,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Notre Dame,8,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Miami,9,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Alabama,10,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Ole Miss,11,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Georgia,12,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Boise State,13,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,SMU,14,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Texas A&M,15,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Kansas State,16,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Colorado,17,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Washington State,18,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Louisville,19,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Clemson,20,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,South Carolina,21,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,LSU,22,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Missouri,23,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Army,24,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,2,NOVEMBER 12,Tulane,25,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Oregon,1,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Ohio State,2,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Texas,3,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Penn State,4,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Indiana,5,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Notre Dame,6,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Alabama,7,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Miami,8,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Ole Miss,9,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Georgia,10,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Tennessee,11,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Boise State,12,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,SMU,13,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,BYU,14,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Texas A&M,15,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Colorado,16,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Clemson,17,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,South Carolina,18,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Army,19,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Tulane,20,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Arizona State,21,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Iowa State,22,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Missouri,23,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,UNLV,25,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,3,NOVEMBER 19,Illinois,25,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Oregon,1,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Ohio State,2,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Texas,3,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Penn State,4,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Notre Dame,5,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Miami,6,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Georgia,7,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Tennessee,8,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,SMU,9,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Indiana,10,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Boise State,11,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Clemson,12,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Alabama,13,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Ole Miss,14,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,South Carolina,15,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Arizona State,16,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Tulane,17,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Iowa State,18,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,BYU,19,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Texas A&M,20,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Missouri,21,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,UNLV,22,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Illinois,23,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Kansas State,24,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,4,NOVEMBER 26,Colorado,25,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Oregon,1,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Texas,2,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Penn State,3,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Notre Dame,4,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Georgia,5,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Ohio State,6,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Tennessee,7,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,SMU,8,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Indiana,9,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Boise State,10,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Alabama,11,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Miami,12,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Ole Miss,13,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,South Carolina,14,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Arizona State,15,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Iowa State,16,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Clemson,17,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,BYU,18,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Missouri,19,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,UNLV,20,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Illinois,21,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Syracuse,22,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Colorado,23,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Army,24,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,5,DECEMBER 3,Memphis,25,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Oregon,1,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Georgia,2,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Texas,3,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Penn State,4,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Notre Dame,5,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Ohio State,6,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Tennessee,7,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Indiana,8,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Boise State,9,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,SMU,10,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Alabama,11,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Arizona State,12,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Miami,13,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Ole Miss,14,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,South Carolina,15,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Clemson,16,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,BYU,17,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Iowa State,18,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Missouri,19,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Illinois,20,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Syracuse,21,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Army,22,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Colorado,23,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,UNLV,24,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
2024,6,SELECTION DAY DECEMBER 8,Memphis,25,https://collegefootballplayoff.com/sports/2024/11/6/wk-x-wk-rankings-2024.aspx
