game_id,away_team,home_team,has_site_spread,has_site_total,has_dratings_spread,has_dratings_total,has_massey_spread,has_massey_total,has_sagarin_homeaway_spread,has_sagarin_homeaway_total,has_sagarin_predictor_spread,has_sagarin_predictor_total
g798,Delaware,New Mexico State,True,True,False,False,False,False,False,False,False,False
g799,Northern Illinois,North Dakota State,True,True,False,False,False,False,False,False,False,False
g800,SMU,Notre Dame,True,True,False,False,False,False,False,False,False,False
g801,Texas A&M,Oklahoma,True,True,False,False,False,False,False,False,False,False
g802,Wofford,Ole Miss,False,False,False,False,False,False,False,False,False,False
g803,Utah State,Oregon State,True,True,False,False,False,False,False,False,False,False
g804,Rutgers,Penn State,True,True,False,False,False,False,False,False,False,False
g805,Wisconsin,Purdue,True,True,False,False,False,False,False,False,False,False
g806,Middle Tennessee,Sam Houston,True,True,False,False,False,False,False,False,False,False
g807,UNLV,San Jose State,True,True,False,False,False,False,False,False,False,False
g808,Georgia,South Carolina,True,True,False,False,False,False,False,False,False,False
g809,South Alabama,Southern Miss,True,True,False,False,False,False,False,False,False,False
g810,Utah,TCU,True,True,False,False,False,False,False,False,False,False
g811,LSU,Tennessee,True,True,False,False,False,False,False,False,False,False
g812,Arkansas,Texas,True,True,False,False,False,False,False,False,False,False
g813,Washington State,Texas State,True,True,False,False,False,False,False,False,False,False
g814,Georgia Southern,Troy,True,True,False,False,False,False,False,False,False,False
g815,North Texas,Tulane,True,True,False,False,False,False,False,False,False,False
g816,Charlotte,Tulsa,True,True,False,False,False,False,False,False,False,False
g817,UTSA,UAB,True,True,False,False,False,False,False,False,False,False
g818,Maryland,USC,True,True,False,False,False,False,False,False,False,False
g819,North Carolina,Virginia,True,True,False,False,False,False,False,False,False,False
g820,Indiana,Washington,True,True,False,False,False,False,False,False,False,False
g821,Houston,West Virginia,True,True,False,False,False,False,False,False,False,False
g822,New Mexico,Wyoming,True,True,False,False,False,False,False,False,False,False
g823,Kent State,Eastern Michigan,True,True,False,False,False,False,False,False,False,False
g824,Miami-OH,Western Michigan,True,True,False,False,False,False,False,False,False,False
g825,TCU,Texas Tech,True,True,False,False,False,False,False,False,False,False
g826,Buffalo,Akron,True,True,False,False,False,False,False,False,False,False
g827,Florida,Florida State,True,True,False,False,False,False,False,False,False,False
g828,Nebraska,Iowa,True,True,False,False,False,False,False,False,False,False
g829,Toledo,Ohio,True,True,False,False,False,False,False,False,False,False
g830,Mississippi State,Ole Miss,True,True,False,False,False,False,False,False,False,False
g831,Appalachian State,South Alabama,True,True,False,False,False,False,False,False,False,False
g832,Texas,Texas A&M,True,True,False,False,False,False,False,False,False,False
g833,West Virginia,Utah,True,True,False,False,False,False,False,False,False,False
g834,Auburn,Alabama,True,True,False,False,False,False,False,False,False,False
g835,Arizona State,Arizona,True,True,False,False,False,False,False,False,False,False
g836,LSU,Arkansas,True,True,False,False,False,False,False,False,False,False
g837,Troy,Arkansas State,True,True,False,False,False,False,False,False,False,False
g838,Cincinnati,BYU,True,True,False,False,False,False,False,False,False,False
g839,Central Michigan,Ball State,True,True,False,False,False,False,False,False,False,False
g840,Massachusetts,Bowling Green,True,True,False,False,False,False,False,False,False,False
g841,Pittsburgh,California,True,True,False,False,False,False,False,False,False,False
g842,Navy,Charlotte,True,True,False,False,False,False,False,False,False,False
g843,South Carolina,Clemson,True,True,False,False,False,False,False,False,False,False
g844,Central Florida,Colorado,True,True,False,False,False,False,False,False,False,False
g845,Texas State,Colorado State,True,True,False,False,False,False,False,False,False,False
g846,Jacksonville State,Delaware,True,True,False,False,False,False,False,False,False,False
g847,Florida Atlantic,East Carolina,True,True,False,False,False,False,False,False,False,False
g848,Sam Houston,Florida International,True,True,False,False,False,False,False,False,False,False
g849,San Diego State,Fresno State,True,True,False,False,False,False,False,False,False,False
g850,Georgia Tech,Georgia,True,True,False,False,False,False,False,False,False,False
g851,Louisiana Tech,Georgia Southern,True,True,False,False,False,False,False,False,False,False
g852,Louisiana,Georgia State,True,True,False,False,False,False,False,False,False,False
g853,Sacramento State,Hawaii,True,True,False,False,False,False,False,False,False,False
g854,Baylor,Houston,True,True,False,False,False,False,False,False,False,False
g855,Purdue,Indiana,True,True,False,False,False,False,False,False,False,False
g856,Kansas State,Iowa State,True,True,False,False,False,False,False,False,False,False
g857,Coastal Carolina,James Madison,True,True,False,False,False,False,False,False,False,False
g858,Louisville,Kentucky,True,True,False,False,False,False,False,False,False,False
g859,Penn State,Maryland,True,True,False,False,False,False,False,False,False,False
g860,Temple,Memphis,True,True,False,False,False,False,False,False,False,False
g861,Boston College,Miami-FL,True,True,False,False,False,False,False,False,False,False
g862,New Mexico State,Middle Tennessee,True,True,False,False,False,False,False,False,False,False
g863,Oklahoma,Missouri,True,True,False,False,False,False,False,False,False,False
g864,Liberty,Missouri State,True,True,False,False,False,False,False,False,False,False
g865,Air Force,New Mexico,True,True,False,False,False,False,False,False,False,False
g866,NC State,North Carolina,True,True,False,False,False,False,False,False,False,False
g867,UAB,North Texas,True,True,False,False,False,False,False,False,False,False
g868,UTEP,Northern Illinois,True,True,False,False,False,False,False,False,False,False
g869,Illinois,Northwestern,True,True,False,False,False,False,False,False,False,False
g870,Michigan,Ohio State,True,True,False,False,False,False,False,False,False,False
g871,Kansas,Oklahoma State,True,True,False,False,False,False,False,False,False,False
g872,Southern Miss,Old Dominion,True,True,False,False,False,False,False,False,False,False
g873,Washington,Oregon,True,True,False,False,False,False,False,False,False,False
g874,Army,Rice,True,True,False,False,False,False,False,False,False,False
g875,Michigan State,Rutgers,True,True,False,False,False,False,False,False,False,False
g876,North Dakota State,San Jose State,True,True,False,False,False,False,False,False,False,False
g877,Tulane,South Florida,True,True,False,False,False,False,False,False,False,False
g878,SMU,Stanford,True,True,False,False,False,False,False,False,False,False
g879,Notre Dame,Syracuse,True,True,False,False,False,False,False,False,False,False
g880,USC,UCLA,True,True,False,False,False,False,False,False,False,False
g881,Marshall,UL-Monroe,True,True,False,False,False,False,False,False,False,False
g882,Nevada,UNLV,True,True,False,False,False,False,False,False,False,False
g883,Tulsa,UTSA,True,True,False,False,False,False,False,False,False,False
g884,Boise State,Utah State,True,True,False,False,False,False,False,False,False,False
g885,Tennessee,Vanderbilt,True,True,False,False,False,False,False,False,False,False
g886,Virginia,Virginia Tech,True,True,False,False,False,False,False,False,False,False
g887,Duke,Wake Forest,True,True,False,False,False,False,False,False,False,False
g888,Oregon State,Washington State,True,True,False,False,False,False,False,False,False,False
g889,Kennesaw State,Western Kentucky,True,True,False,False,False,False,False,False,False,False
g890,Minnesota,Wisconsin,True,True,False,False,False,False,False,False,False,False
g891,Connecticut,Wyoming,True,True,False,False,False,False,False,False,False,False
g892,Big 12 No. 2,Big 12 No. 1,False,False,False,False,False,False,False,False,False,False
g893,CUSA No. 2,CUSA No. 1,False,False,False,False,False,False,False,False,False,False
g894,Pac-12 No. 2,Pac-12 No. 1,False,False,False,False,False,False,False,False,False,False
g895,AAC No. 2,AAC No. 1,False,False,False,False,False,False,False,False,False,False
g896,ACC No. 2,ACC No. 1,False,False,False,False,False,False,False,False,False,False
g897,Big Ten No. 2,Big Ten No. 1,False,False,False,False,False,False,False,False,False,False
g898,MAC No. 2,MAC No. 1,False,False,False,False,False,False,False,False,False,False
g899,MWC No. 2,MWC No. 1,False,False,False,False,False,False,False,False,False,False
g900,SEC No. 2,SEC No. 1,False,False,False,False,False,False,False,False,False,False
g901,Sun Belt East,Sun Belt West,False,False,False,False,False,False,False,False,False,False
g902,Navy,Army,True,True,False,False,False,False,False,False,False,False
