season,team,opponent,team_conference,opponent_conference,team_tier,opponent_tier,conference_matchup_type,team_changed_conference,opponent_changed_conference,team_previous_conference,opponent_previous_conference,team_years_since_move,opponent_years_since_move
2025,Clemson,Louisville,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Jacksonville State,Kennesaw State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Kennesaw State,Jacksonville State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Missouri State,UTEP,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,Conference USA,,
2025,UTEP,Missouri State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,,,
2025,Western Kentucky,Middle Tennessee,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Middle Tennessee,Western Kentucky,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,UConn,Air Force,Independent,Mountain West,Independent,G6,Other,False,False,Independent,Mountain West,,
2025,Air Force,UConn,Mountain West,Independent,G6,Independent,Other,False,False,Mountain West,Independent,,
2025,BYU,TCU,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,TCU,BYU,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Nevada,San José State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,San José State,Nevada,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,UNLV,Utah State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Utah State,UNLV,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Navy,South Florida,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,South Florida,Navy,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Oklahoma State,Kansas State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Kansas State,Oklahoma State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Texas Tech,UCF,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,UCF,Texas Tech,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Ball State,Eastern Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Eastern Michigan,Ball State,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Arizona State,West Virginia,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,West Virginia,Arizona State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Central Michigan,Buffalo,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Buffalo,Central Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Akron,Kent State,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Kent State,Akron,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Massachusetts,Northern Illinois,MAC,MAC,G6,G6,G6_vs_G6,True,False,Independent,MAC,0.0,
2025,Northern Illinois,Massachusetts,MAC,MAC,G6,G6,G6_vs_G6,False,True,MAC,Independent,,0.0
2025,Cincinnati,Arizona,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Arizona,Cincinnati,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Illinois,Maryland,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Maryland,Illinois,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Texas A&M,South Carolina,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,South Carolina,Texas A&M,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Boston College,Georgia Tech,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Georgia Tech,Boston College,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Northwestern,Michigan,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Michigan,Northwestern,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Pittsburgh,Notre Dame,ACC,Independent,P4,Independent,Other,False,False,ACC,Independent,,
2025,Notre Dame,Pittsburgh,Independent,ACC,Independent,P4,Other,False,False,Independent,ACC,,
2025,Michigan State,Penn State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Penn State,Michigan State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Ole Miss,Florida,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Florida,Ole Miss,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Miami,NC State,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,NC State,Miami,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,UAB,North Texas,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,North Texas,UAB,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Georgia State,Marshall,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Marshall,Georgia State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Miami (OH),Toledo,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Toledo,Miami (OH),MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,New Mexico,Colorado State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Colorado State,New Mexico,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Charlotte,UTSA,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,UTSA,Charlotte,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Georgia,Texas,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Texas,Georgia,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Florida State,Virginia Tech,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Virginia Tech,Florida State,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,UL Monroe,South Alabama,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,South Alabama,UL Monroe,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,James Madison,App State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,App State,James Madison,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Southern Miss,Texas State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Texas State,Southern Miss,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Alabama,Oklahoma,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Oklahoma,Alabama,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Tulane,Florida Atlantic,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Florida Atlantic,Tulane,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Duke,Virginia,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Virginia,Duke,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Florida International,Liberty,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Liberty,Florida International,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Wake Forest,North Carolina,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,North Carolina,Wake Forest,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Missouri,Mississippi State,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Mississippi State,Missouri,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,East Carolina,Memphis,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Memphis,East Carolina,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Tennessee,New Mexico State,SEC,Conference USA,P4,G6,P4_vs_G6,False,False,SEC,Conference USA,,
2025,New Mexico State,Tennessee,Conference USA,SEC,G6,P4,G6_vs_P4,False,False,Conference USA,SEC,,
2025,Indiana,Wisconsin,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Wisconsin,Indiana,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,USC,Iowa,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Iowa,USC,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Washington,Purdue,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Purdue,Washington,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Old Dominion,Troy,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Troy,Old Dominion,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Western Michigan,Ohio,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Ohio,Western Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,San Diego State,Boise State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Boise State,San Diego State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Baylor,Utah,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Utah,Baylor,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Penn State,Nebraska,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Nebraska,Penn State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Air Force,New Mexico,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,New Mexico,Air Force,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Rice,North Texas,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,North Texas,Rice,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Georgia Tech,Pittsburgh,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Pittsburgh,Georgia Tech,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Boise State,Colorado State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Colorado State,Boise State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Florida,Tennessee,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Tennessee,Florida,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Cincinnati,BYU,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,BYU,Cincinnati,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,LSU,Western Kentucky,SEC,Conference USA,P4,G6,P4_vs_G6,False,False,SEC,Conference USA,,
2025,Western Kentucky,LSU,Conference USA,SEC,G6,P4,G6_vs_P4,False,False,Conference USA,SEC,,
2025,Colorado,Arizona State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Arizona State,Colorado,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Fresno State,Utah State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Utah State,Fresno State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,San Diego State,San José State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,San José State,San Diego State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Bowling Green,Akron,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Akron,Bowling Green,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,UNLV,Hawai'i,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Hawai'i,UNLV,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,NC State,Florida State,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Florida State,NC State,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Arizona,Baylor,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Baylor,Arizona,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Arkansas State,Louisiana,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Louisiana,Arkansas State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Georgia Southern,Old Dominion,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Old Dominion,Georgia Southern,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Army,Tulsa,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Tulsa,Army,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Northern Illinois,Western Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Western Michigan,Northern Illinois,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Buffalo,Miami (OH),MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Miami (OH),Buffalo,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Ohio,Massachusetts,MAC,MAC,G6,G6,G6_vs_G6,False,True,MAC,Independent,,0.0
2025,Massachusetts,Ohio,MAC,MAC,G6,G6,G6_vs_G6,True,False,Independent,MAC,0.0,
2025,Texas,Arkansas,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Arkansas,Texas,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Stanford,California,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,California,Stanford,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,UCF,Oklahoma State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Oklahoma State,UCF,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Wisconsin,Illinois,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Illinois,Wisconsin,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,UCLA,Washington,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Washington,UCLA,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Kennesaw State,Missouri State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,,,
2025,Missouri State,Kennesaw State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,,Conference USA,,
2025,Kent State,Central Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Central Michigan,Kent State,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Northwestern,Minnesota,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Minnesota,Northwestern,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Wake Forest,Delaware,ACC,Conference USA,P4,G6,P4_vs_G6,False,False,ACC,,,
2025,Delaware,Wake Forest,Conference USA,ACC,G6,P4,G6_vs_P4,False,False,,ACC,,
2025,SMU,Louisville,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Louisville,SMU,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Iowa State,Kansas,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Kansas,Iowa State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Ohio State,Rutgers,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Rutgers,Ohio State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Oklahoma,Missouri,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Missouri,Oklahoma,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Virginia Tech,Miami,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Miami,Virginia Tech,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Georgia,Charlotte,SEC,American,P4,G6,P4_vs_G6,False,False,SEC,American,,
2025,Charlotte,Georgia,American,SEC,G6,P4,G6_vs_P4,False,False,American,SEC,,
2025,Wyoming,Nevada,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Nevada,Wyoming,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Toledo,Ball State,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Ball State,Toledo,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,App State,Marshall,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Marshall,App State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Louisiana Tech,Liberty,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Liberty,Louisiana Tech,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Middle Tennessee,Sam Houston,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Sam Houston,Middle Tennessee,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,UAB,South Florida,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,South Florida,UAB,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Vanderbilt,Kentucky,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Kentucky,Vanderbilt,SEC,SEC,P4,P4,P4_vs_P4,False,False,SEC,SEC,,
2025,Florida Atlantic,UConn,American,Independent,G6,Independent,Other,False,False,American,Independent,,
2025,UConn,Florida Atlantic,Independent,American,Independent,G6,Other,False,False,Independent,American,,
2025,North Carolina,Duke,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Duke,North Carolina,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,UTEP,New Mexico State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,New Mexico State,UTEP,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Notre Dame,Syracuse,Independent,ACC,Independent,P4,Other,False,False,Independent,ACC,,
2025,Syracuse,Notre Dame,ACC,Independent,P4,Independent,Other,False,False,ACC,Independent,,
2025,Florida International,Jacksonville State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Jacksonville State,Florida International,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Temple,Tulane,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Tulane,Temple,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,South Alabama,Southern Miss,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Southern Miss,South Alabama,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Iowa,Michigan State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Michigan State,Iowa,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Oregon,USC,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,USC,Oregon,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Houston,TCU,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,TCU,Houston,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Maryland,Michigan,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Michigan,Maryland,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,UTSA,East Carolina,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,East Carolina,UTSA,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,South Carolina,Coastal Carolina,SEC,Sun Belt,P4,G6,P4_vs_G6,False,False,SEC,Sun Belt,,
2025,Coastal Carolina,South Carolina,Sun Belt,SEC,G6,P4,G6_vs_P4,False,False,Sun Belt,SEC,,
2025,Texas State,UL Monroe,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,UL Monroe,Texas State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Utah,Kansas State,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Kansas State,Utah,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Troy,Georgia State,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Georgia State,Troy,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,TCU,Cincinnati,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Cincinnati,TCU,Big 12,Big 12,P4,P4,P4_vs_P4,False,False,Big 12,Big 12,,
2025,Liberty,Kennesaw State,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Kennesaw State,Liberty,Conference USA,Conference USA,G6,G6,G6_vs_G6,False,False,Conference USA,Conference USA,,
2025,Southern Miss,Troy,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Troy,Southern Miss,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,Coastal Carolina,James Madison,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,James Madison,Coastal Carolina,Sun Belt,Sun Belt,G6,G6,G6_vs_G6,False,False,Sun Belt,Sun Belt,,
2025,USC,UCLA,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,UCLA,USC,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Florida,Florida State,SEC,ACC,P4,P4,P4_vs_P4,False,False,SEC,ACC,,
2025,Florida State,Florida,ACC,SEC,P4,P4,P4_vs_P4,False,False,ACC,SEC,,
2025,Virginia,Virginia Tech,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Virginia Tech,Virginia,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Michigan State,Maryland,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Maryland,Michigan State,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,South Florida,Rice,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Rice,South Florida,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,Illinois,Northwestern,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Northwestern,Illinois,Big Ten,Big Ten,P4,P4,P4_vs_P4,False,False,Big Ten,Big Ten,,
2025,Tulsa,UAB,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,UAB,Tulsa,American,American,G6,G6,G6_vs_G6,False,False,American,American,,
2025,California,SMU,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,SMU,California,ACC,ACC,P4,P4,P4_vs_P4,False,False,ACC,ACC,,
2025,Massachusetts,Bowling Green,MAC,MAC,G6,G6,G6_vs_G6,True,False,Independent,MAC,0.0,
2025,Bowling Green,Massachusetts,MAC,MAC,G6,G6,G6_vs_G6,False,True,MAC,Independent,,0.0
2025,Eastern Michigan,Western Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Western Michigan,Eastern Michigan,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Buffalo,Ohio,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Ohio,Buffalo,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Northern Illinois,Kent State,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Kent State,Northern Illinois,MAC,MAC,G6,G6,G6_vs_G6,False,False,MAC,MAC,,
2025,Colorado State,Air Force,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Air Force,Colorado State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
2025,Georgia Tech,Georgia,ACC,SEC,P4,P4,P4_vs_P4,False,False,ACC,SEC,,
2025,Georgia,Georgia Tech,SEC,ACC,P4,P4,P4_vs_P4,False,False,SEC,ACC,,
2025,New Mexico,San Diego State,Mountain West,Mountain West,G6,G6,G6_vs_G6,False,False,Mountain West,Mountain West,,
