season,week,date,game_id,team,opponent,side,role,spread,spread_bucket,ats_margin,ats_result,team_overall,team_offense,team_defense,opp_overall,opp_offense,opp_defense,overall_gap,off_vs_def_gap,def_vs_off_gap,team_overall_pct,opp_overall_pct,team_offense_pct,opp_offense_pct,team_defense_pct,opp_defense_pct,case,threshold
2024,2,2024-09-07T16:00:00.000Z,401628347,Texas,Michigan,away,Favorite,-6.666666666666667,favorite_1_to_7,12.333333333333332,W,70.0,74.0,66.0,36.0,24.0,47.0,34.0,27.0,42.0,0.8096153846153846,0.03653846153846154,0.7884615384615384,0.028846153846153848,0.7423076923076923,0.175,overall_high_low,top25_bottom25
2024,2,2024-09-07T23:00:00.000Z,401628335,South Florida,Alabama,away,Underdog,31.666666666666668,underdog_22plus,5.666666666666668,W,72.0,87.0,58.0,44.0,56.0,33.0,28.0,54.0,2.0,0.8769230769230769,0.12115384615384615,0.9692307692307692,0.3576923076923077,0.49230769230769234,0.05576923076923077,overall_high_low,top25_bottom25
2024,3,2024-09-14T16:00:00.000Z,401628350,Wisconsin,Alabama,home,Underdog,15.166666666666666,underdog_15_to_21,-16.833333333333336,L,71.0,70.0,71.0,44.0,56.0,33.0,27.0,37.0,15.0,0.8442307692307692,0.12115384615384615,0.7269230769230769,0.3576923076923077,0.8461538461538461,0.05576923076923077,overall_high_low,top25_bottom25
2024,3,2024-09-14T19:30:00.000Z,401628483,Oregon,Oregon State,away,Favorite,-17.666666666666668,favorite_15_to_21,17.333333333333332,W,69.0,68.0,70.0,40.0,54.0,26.0,29.0,42.0,16.0,0.7692307692307693,0.08461538461538462,0.675,0.3153846153846154,0.825,0.011538461538461539,overall_high_low,top25_bottom25
2024,3,2024-09-14T20:00:00.000Z,401628477,Iowa,Troy,home,Favorite,-23.333333333333332,favorite_22plus,-6.333333333333332,L,69.0,80.0,58.0,36.0,42.0,29.0,33.0,51.0,16.0,0.7692307692307693,0.03653846153846154,0.9057692307692308,0.11730769230769231,0.49230769230769234,0.026923076923076925,overall_high_low,top25_bottom25
2024,3,2024-09-14T23:00:00.000Z,401628361,Texas,UTSA,home,Favorite,-35.5,favorite_22plus,13.5,W,70.0,74.0,66.0,45.0,51.0,39.0,25.0,35.0,15.0,0.8096153846153846,0.15,0.7884615384615384,0.25961538461538464,0.7423076923076923,0.1076923076923077,overall_high_low,top25_bottom25
2024,3,2024-09-14T23:00:00.000Z,401640999,Jacksonville State,Eastern Michigan,away,Favorite,-1.0,favorite_1_to_7,-4.0,L,69.0,61.0,77.0,46.0,45.0,47.0,23.0,14.0,32.0,0.7692307692307693,0.18269230769230768,0.48653846153846153,0.17692307692307693,0.9096153846153846,0.175,overall_high_low,top25_bottom25
2024,3,2024-09-14T23:30:00.000Z,401636866,TCU,UCF,home,Favorite,-2.1666666666666665,favorite_1_to_7,-3.1666666666666665,L,71.0,63.0,78.0,49.0,38.0,60.0,22.0,3.0,40.0,0.8442307692307692,0.2230769230769231,0.5769230769230769,0.0673076923076923,0.9365384615384615,0.5326923076923077,overall_high_low,top25_bottom25
2024,3,2024-09-15T00:00:00.000Z,401628478,Virginia,Maryland,home,Favorite,-1.1666666666666667,favorite_1_to_7,-15.166666666666666,L,76.0,85.0,68.0,45.0,40.0,51.0,31.0,34.0,28.0,0.9634615384615385,0.15,0.9538461538461539,0.09423076923076923,0.8057692307692308,0.2403846153846154,overall_high_low,top25_bottom25
2024,3,2024-09-15T02:30:00.000Z,401635541,California,San Diego State,home,Favorite,-18.666666666666668,favorite_15_to_21,2.333333333333332,W,73.0,79.0,66.0,46.0,49.0,43.0,27.0,36.0,17.0,0.9076923076923077,0.18269230769230768,0.875,0.22692307692307692,0.7423076923076923,0.12884615384615383,overall_high_low,top25_bottom25
2024,4,2024-09-21T16:00:00.000Z,401643791,Louisiana,Tulane,home,Underdog,1.5,underdog_1_to_7,-6.5,L,73.0,73.0,73.0,50.0,47.0,53.0,23.0,20.0,26.0,0.9076923076923077,0.2403846153846154,0.7653846153846153,0.21346153846153845,0.8615384615384616,0.32884615384615384,overall_high_low,top25_bottom25
2024,4,2024-09-21T16:00:00.000Z,401645328,Rice,Army,away,Underdog,7.333333333333333,underdog_1_to_7,-15.666666666666668,L,73.0,62.0,84.0,47.0,58.0,37.0,26.0,25.0,26.0,0.9076923076923077,0.19615384615384615,0.5307692307692308,0.4096153846153846,0.9846153846153847,0.09230769230769231,overall_high_low,top25_bottom25
2024,4,2024-09-21T18:00:00.000Z,401635558,Virginia,Coastal Carolina,away,Favorite,-3.5,favorite_1_to_7,15.5,W,76.0,85.0,68.0,45.0,44.0,46.0,31.0,39.0,24.0,0.9634615384615385,0.15,0.9538461538461539,0.15384615384615385,0.8057692307692308,0.1576923076923077,overall_high_low,top25_bottom25
2024,4,2024-09-21T23:00:00.000Z,401628491,Northwestern,Washington,away,Underdog,11.833333333333334,underdog_8_to_14,-7.166666666666666,L,76.0,64.0,88.0,36.0,19.0,52.0,40.0,12.0,69.0,0.9634615384615385,0.03653846153846154,0.6173076923076923,0.007692307692307693,0.9961538461538462,0.28076923076923077,overall_high_low,top25_bottom25
2024,4,2024-09-21T23:30:00.000Z,401628372,Texas A&M,Bowling Green,home,Favorite,-21.166666666666668,favorite_15_to_21,-15.166666666666668,L,72.0,77.0,67.0,48.0,52.0,45.0,24.0,32.0,15.0,0.8769230769230769,0.20576923076923076,0.8423076923076923,0.275,0.7826923076923077,0.14423076923076922,overall_high_low,top25_bottom25
2024,4,2024-09-22T00:00:00.000Z,401628371,Texas,UL Monroe,home,Favorite,-43.0,favorite_22plus,5.0,W,70.0,74.0,66.0,40.0,39.0,41.0,30.0,33.0,27.0,0.8096153846153846,0.08461538461538462,0.7884615384615384,0.07884615384615384,0.7423076923076923,0.11730769230769231,overall_high_low,top25_bottom25
2025,1,2025-08-29T01:00:00.000Z,401762791,Wisconsin,Miami (OH),home,Favorite,-18.0,favorite_15_to_21,-1.0,L,64.0,67.0,62.0,32.0,15.0,49.0,32.0,18.0,47.0,0.7805343511450382,0.06679389312977099,0.7805343511450382,0.007633587786259542,0.6870229007633588,0.3301526717557252,overall_high_low,top25_bottom25
2025,1,2025-08-30T23:30:00.000Z,401752808,Michigan,New Mexico,home,Favorite,-35.166666666666664,favorite_22plus,-18.166666666666664,L,64.0,63.0,64.0,27.0,29.0,25.0,37.0,38.0,35.0,0.7805343511450382,0.011450381679389313,0.6564885496183206,0.061068702290076333,0.7595419847328244,0.02862595419847328,overall_high_low,top25_bottom25
2025,2,2025-09-06T16:00:00.000Z,401757227,Liberty,Jacksonville State,away,Favorite,-6.25,favorite_1_to_7,-16.25,L,66.0,61.0,72.0,28.0,37.0,19.0,38.0,42.0,35.0,0.8645038167938931,0.02480916030534351,0.6068702290076335,0.1450381679389313,0.8969465648854962,0.0057251908396946565,overall_high_low,top25_bottom25
2025,2,2025-09-06T19:30:00.000Z,401752818,Rutgers,Miami (OH),home,Favorite,-15.5,favorite_15_to_21,12.5,W,71.0,80.0,62.0,32.0,15.0,49.0,39.0,31.0,47.0,0.9580152671755725,0.06679389312977099,0.9809160305343512,0.007633587786259542,0.6870229007633588,0.3301526717557252,overall_high_low,top25_bottom25
2025,2,2025-09-06T19:30:00.000Z,401756880,Cincinnati,Bowling Green,home,Favorite,-22.0,favorite_22plus,-8.0,L,68.0,65.0,71.0,38.0,45.0,30.0,30.0,35.0,26.0,0.9179389312977099,0.11450381679389313,0.7290076335877863,0.2900763358778626,0.8797709923664122,0.06679389312977099,overall_high_low,top25_bottom25
2025,2,2025-09-06T23:00:00.000Z,401756884,Houston,Rice,away,Favorite,-13.5,favorite_8_to_14,12.5,W,65.0,68.0,61.0,39.0,29.0,50.0,26.0,18.0,32.0,0.8282442748091603,0.13549618320610687,0.816793893129771,0.061068702290076333,0.6316793893129771,0.35877862595419846,overall_high_low,top25_bottom25
2025,3,2025-09-13T16:00:00.000Z,401761608,Troy,Memphis,home,Underdog,4.5,underdog_1_to_7,-16.5,L,66.0,64.0,68.0,39.0,45.0,33.0,27.0,31.0,23.0,0.8645038167938931,0.13549618320610687,0.700381679389313,0.2900763358778626,0.8606870229007634,0.11641221374045801,overall_high_low,top25_bottom25
2025,3,2025-09-13T21:00:00.000Z,401757256,Liberty,Bowling Green,away,Favorite,-6.0,favorite_1_to_7,-16.0,L,66.0,61.0,72.0,38.0,45.0,30.0,28.0,31.0,27.0,0.8645038167938931,0.11450381679389313,0.6068702290076335,0.2900763358778626,0.8969465648854962,0.06679389312977099,overall_high_low,top25_bottom25
2025,3,2025-09-13T23:00:00.000Z,401752829,Illinois,Western Michigan,home,Favorite,-27.5,favorite_22plus,10.5,W,76.0,78.0,75.0,37.0,24.0,49.0,39.0,29.0,51.0,0.9809160305343512,0.10305343511450382,0.9522900763358778,0.026717557251908396,0.950381679389313,0.3301526717557252,overall_high_low,top25_bottom25
2023,1,2023-08-26T23:00:00.000Z,401532392,Ohio,San Diego State,away,Underdog,2.9,underdog_1_to_7,-4.1,L,52.0,78.0,26.0,56.0,71.0,40.0,-4.0,38.0,-45.0,0.12751677852348994,0.24328859060402686,0.8389261744966443,0.6057046979865772,0.0050335570469798654,0.06208053691275168,offense_high_vs_def_low,top25_bottom25
2023,1,2023-09-02T16:00:00.000Z,401520162,Michigan,East Carolina,home,Favorite,-35.4,favorite_22plus,-8.399999999999999,L,81.0,84.0,78.0,34.0,30.0,39.0,47.0,45.0,48.0,0.964765100671141,0.0050335570469798654,0.9681208053691275,0.0050335570469798654,0.8993288590604027,0.05201342281879195,offense_high_vs_def_low,top25_bottom25
2023,1,2023-09-02T18:00:00.000Z,401531387,Temple,Akron,home,Favorite,-9.875,favorite_8_to_14,-6.875,L,77.0,79.0,76.0,63.0,78.0,48.0,14.0,31.0,-2.0,0.9161073825503355,0.4161073825503356,0.8758389261744967,0.8389261744966443,0.8422818791946308,0.14429530201342283,offense_high_vs_def_low,top25_bottom25
2023,1,2023-09-02T19:30:00.000Z,401520180,Wisconsin,Buffalo,home,Favorite,-27.0,favorite_22plus,-6.0,L,72.0,75.0,68.0,53.0,57.0,49.0,19.0,26.0,11.0,0.8036912751677853,0.16778523489932887,0.7533557046979866,0.25,0.6442953020134228,0.1912751677852349,offense_high_vs_def_low,top25_bottom25
2023,1,2023-09-02T23:00:00.000Z,401525819,Houston,UTSA,home,Underdog,1.5,underdog_1_to_7,4.5,W,60.0,77.0,43.0,52.0,56.0,48.0,8.0,29.0,-13.0,0.34060402684563756,0.12751677852348994,0.7953020134228188,0.2197986577181208,0.09899328859060402,0.14429530201342283,offense_high_vs_def_low,top25_bottom25
2023,1,2023-09-02T23:00:00.000Z,401520173,Texas A&M,New Mexico,home,Favorite,-37.875,favorite_22plus,4.125,W,80.0,82.0,77.0,64.0,78.0,49.0,16.0,33.0,-1.0,0.9496644295302014,0.48322147651006714,0.9328859060402684,0.8389261744966443,0.8674496644295302,0.1912751677852349,offense_high_vs_def_low,top25_bottom25
2023,2,2023-09-09T16:00:00.000Z,401523999,Utah,Baylor,away,Favorite,-7.0,favorite_1_to_7,0.0,P,76.0,83.0,69.0,55.0,60.0,51.0,21.0,32.0,9.0,0.8959731543624161,0.2063758389261745,0.9563758389261745,0.31208053691275167,0.674496644295302,0.2483221476510067,offense_high_vs_def_low,top25_bottom25
2023,2,2023-09-09T22:00:00.000Z,401520198,New Mexico State,Liberty,away,Underdog,9.333333333333334,underdog_8_to_14,-6.666666666666666,L,64.0,77.0,51.0,55.0,63.0,47.0,9.0,30.0,-12.0,0.48322147651006714,0.2063758389261745,0.7953020134228188,0.40436241610738255,0.2483221476510067,0.12080536912751678,offense_high_vs_def_low,top25_bottom25
2023,2,2023-09-09T22:00:00.000Z,401531842,Louisiana,Old Dominion,away,Favorite,-6.0,favorite_1_to_7,-13.0,L,66.0,78.0,54.0,57.0,69.0,46.0,9.0,32.0,-15.0,0.5889261744966443,0.2835570469798658,0.8389261744966443,0.5687919463087249,0.3070469798657718,0.11073825503355705,offense_high_vs_def_low,top25_bottom25
2023,2,2023-09-09T23:00:00.000Z,401520183,Texas,Alabama,away,Underdog,7.166666666666667,underdog_1_to_7,17.166666666666668,W,74.0,85.0,63.0,40.0,43.0,38.0,34.0,47.0,20.0,0.8708053691275168,0.03523489932885906,0.9815436241610739,0.07550335570469799,0.47315436241610737,0.03859060402684564,offense_high_vs_def_low,top25_bottom25
2023,2,2023-09-09T23:30:00.000Z,401520217,Wisconsin,Washington State,away,Favorite,-5.333333333333333,favorite_1_to_7,-14.333333333333332,L,72.0,75.0,68.0,62.0,73.0,50.0,10.0,25.0,-5.0,0.8036912751677853,0.3724832214765101,0.7533557046979866,0.6963087248322147,0.6442953020134228,0.22818791946308725,offense_high_vs_def_low,top25_bottom25
2023,2,2023-09-10T02:30:00.000Z,401524003,USC,Stanford,home,Favorite,-28.666666666666668,favorite_22plus,17.333333333333332,W,76.0,75.0,78.0,35.0,34.0,36.0,41.0,39.0,44.0,0.8959731543624161,0.013422818791946308,0.7533557046979866,0.02348993288590604,0.8993288590604027,0.02348993288590604,offense_high_vs_def_low,top25_bottom25
2023,3,2023-09-16T19:30:00.000Z,401524009,Oregon State,San Diego State,home,Favorite,-24.5,favorite_22plus,-7.5,L,65.0,78.0,52.0,56.0,71.0,40.0,9.0,38.0,-19.0,0.5469798657718121,0.24328859060402686,0.8389261744966443,0.6057046979865772,0.2684563758389262,0.06208053691275168,offense_high_vs_def_low,top25_bottom25
2023,3,2023-09-16T23:00:00.000Z,401531379,Louisiana,UAB,away,Underdog,2.0,underdog_1_to_7,22.0,W,66.0,78.0,54.0,39.0,36.0,42.0,27.0,36.0,18.0,0.5889261744966443,0.02181208053691275,0.8389261744966443,0.031879194630872486,0.3070469798657718,0.08557046979865772,offense_high_vs_def_low,top25_bottom25
2023,3,2023-09-17T00:00:00.000Z,401520238,New Mexico,New Mexico State,home,Favorite,-2.75,favorite_1_to_7,-12.75,L,64.0,78.0,49.0,64.0,77.0,51.0,0.0,27.0,-28.0,0.48322147651006714,0.48322147651006714,0.8389261744966443,0.7953020134228188,0.1912751677852349,0.2483221476510067,offense_high_vs_def_low,top25_bottom25
2023,3,2023-09-17T00:00:00.000Z,401520238,New Mexico State,New Mexico,away,Underdog,2.75,underdog_1_to_7,12.75,W,64.0,77.0,51.0,64.0,78.0,49.0,0.0,28.0,-27.0,0.48322147651006714,0.48322147651006714,0.7953020134228188,0.8389261744966443,0.2483221476510067,0.1912751677852349,offense_high_vs_def_low,top25_bottom25
2023,4,2023-09-23T02:30:00.000Z,401532583,Boise State,San Diego State,away,Favorite,-5.833333333333333,favorite_1_to_7,-2.833333333333333,L,67.0,78.0,55.0,56.0,71.0,40.0,11.0,38.0,-16.0,0.6140939597315436,0.24328859060402686,0.8389261744966443,0.6057046979865772,0.33221476510067116,0.06208053691275168,offense_high_vs_def_low,top25_bottom25
2023,4,2023-09-23T17:30:00.000Z,401532406,Toledo,Western Michigan,home,Favorite,-21.5,favorite_15_to_21,-3.5,L,77.0,82.0,72.0,49.0,67.0,31.0,28.0,51.0,5.0,0.9161073825503355,0.0738255033557047,0.9328859060402684,0.5134228187919463,0.7449664429530202,0.013422818791946308,offense_high_vs_def_low,top25_bottom25
2023,4,2023-09-23T19:30:00.000Z,401525506,Boston College,Louisville,away,Underdog,13.833333333333334,underdog_8_to_14,-14.166666666666666,L,78.0,78.0,79.0,56.0,61.0,50.0,22.0,28.0,18.0,0.9345637583892618,0.24328859060402686,0.8389261744966443,0.33221476510067116,0.9211409395973155,0.22818791946308725,offense_high_vs_def_low,top25_bottom25
2023,4,2023-09-23T19:30:00.000Z,401520250,Ole Miss,Alabama,away,Underdog,7.0,underdog_1_to_7,-7.0,L,71.0,80.0,62.0,40.0,43.0,38.0,31.0,42.0,19.0,0.7634228187919463,0.03523489932885906,0.8959731543624161,0.07550335570469799,0.4412751677852349,0.03859060402684564,offense_high_vs_def_low,top25_bottom25
2023,4,2023-09-23T23:00:00.000Z,401524019,Oregon State,Washington State,away,Favorite,-3.0,favorite_1_to_7,-6.0,L,65.0,78.0,52.0,62.0,73.0,50.0,3.0,28.0,-21.0,0.5469798657718121,0.3724832214765101,0.8389261744966443,0.6963087248322147,0.2684563758389262,0.22818791946308725,offense_high_vs_def_low,top25_bottom25
2023,4,2023-09-23T23:00:00.000Z,401520258,LSU,Arkansas,home,Favorite,-17.666666666666668,favorite_15_to_21,-14.666666666666668,L,71.0,81.0,60.0,54.0,58.0,51.0,17.0,30.0,2.0,0.7634228187919463,0.18456375838926176,0.9110738255033557,0.2785234899328859,0.4228187919463087,0.2483221476510067,offense_high_vs_def_low,top25_bottom25
2023,4,2023-09-23T23:30:00.000Z,401531875,Louisiana,Buffalo,home,Favorite,-10.333333333333334,favorite_8_to_14,-3.333333333333334,L,66.0,78.0,54.0,53.0,57.0,49.0,13.0,29.0,-3.0,0.5889261744966443,0.16778523489932887,0.8389261744966443,0.25,0.3070469798657718,0.1912751677852349,offense_high_vs_def_low,top25_bottom25
2023,4,2023-09-23T23:30:00.000Z,401525844,Texas,Baylor,away,Favorite,-16.5,favorite_15_to_21,15.5,W,74.0,85.0,63.0,55.0,60.0,51.0,19.0,34.0,3.0,0.8708053691275168,0.2063758389261745,0.9815436241610739,0.31208053691275167,0.47315436241610737,0.2483221476510067,offense_high_vs_def_low,top25_bottom25
2023,4,2023-09-24T03:59:00.000Z,401520253,New Mexico State,Hawai'i,away,Underdog,3.6666666666666665,underdog_1_to_7,0.6666666666666665,W,64.0,77.0,51.0,47.0,45.0,49.0,17.0,28.0,6.0,0.48322147651006714,0.06208053691275168,0.7953020134228188,0.08892617449664429,0.2483221476510067,0.1912751677852349,offense_high_vs_def_low,top25_bottom25
2024,1,2024-08-31T16:00:00.000Z,401628323,Georgia,Clemson,home,Favorite,-11.666666666666666,favorite_8_to_14,19.333333333333336,W,65.0,76.0,55.0,64.0,79.0,49.0,1.0,27.0,-24.0,0.6288461538461538,0.5961538461538461,0.823076923076923,0.875,0.37884615384615383,0.20576923076923076,offense_high_vs_def_low,top25_bottom25
2024,1,2024-08-31T19:30:00.000Z,401628454,Nebraska,UTEP,home,Favorite,-27.5,favorite_22plus,5.5,W,77.0,76.0,78.0,45.0,42.0,48.0,32.0,28.0,36.0,0.9807692307692307,0.15,0.823076923076923,0.11730769230769231,0.9365384615384615,0.18653846153846154,offense_high_vs_def_low,top25_bottom25
