game_id,week,date,away_team,home_team,signal_team,signal_opponent,signal_side,overall_rp,offense_rp,defense_rp,opponent_overall_rp,opponent_offense_rp,opponent_defense_rp,overall_rp_edge,offense_vs_defense_edge,defense_vs_offense_edge,model_spread_field,full_game_model_spread,estimated_1h_spread,estimated_1h_role,candidate_a_defensive_favorite,candidate_b_offensive_underdog
g250,3,2026-09-19,North Texas,Texas State,Texas State,North Texas,home,56.0,70.0,43.0,32.0,28.0,35.0,24.0,35.0,15.0,projection_spread_home,3.665,1.8325,Underdog,False,False
g251,3,2026-09-19,Temple,Toledo,Temple,Toledo,away,53.0,62.0,43.0,33.0,42.0,25.0,20.0,37.0,1.0,projection_spread_home,-6.8775,-3.43875,Favorite,False,False
g251,3,2026-09-19,Temple,Toledo,Toledo,Temple,home,33.0,42.0,25.0,53.0,62.0,43.0,-20.0,-1.0,-37.0,projection_spread_home,6.8775,3.43875,Underdog,False,False
g253,3,2026-09-19,Purdue,UCLA,Purdue,UCLA,away,58.0,61.0,55.0,67.0,73.0,61.0,-9.0,0.0,-18.0,projection_spread_home,-7.285,-3.6425,Favorite,False,False
g253,3,2026-09-19,Purdue,UCLA,UCLA,Purdue,home,67.0,73.0,61.0,58.0,61.0,55.0,9.0,18.0,0.0,projection_spread_home,7.285,3.6425,Underdog,False,False
g255,3,2026-09-19,Utah State,Utah,Utah State,Utah,away,48.0,40.0,55.0,55.0,55.0,55.0,-7.0,-15.0,0.0,projection_spread_home,-22.2125,-11.10625,Favorite,False,False
g255,3,2026-09-19,Utah State,Utah,Utah,Utah State,home,55.0,55.0,55.0,48.0,40.0,55.0,7.0,0.0,15.0,projection_spread_home,22.2125,11.10625,Underdog,False,False
g256,3,2026-09-19,NC State,Vanderbilt,NC State,Vanderbilt,away,54.0,62.0,46.0,44.0,38.0,49.0,10.0,13.0,8.0,projection_spread_home,-8.06,-4.03,Favorite,False,False
g256,3,2026-09-19,NC State,Vanderbilt,Vanderbilt,NC State,home,44.0,38.0,49.0,54.0,62.0,46.0,-10.0,-8.0,-13.0,projection_spread_home,8.06,4.03,Underdog,False,False
g259,3,2026-09-19,Virginia,West Virginia,Virginia,West Virginia,away,59.0,55.0,62.0,52.0,57.0,46.0,7.0,9.0,5.0,projection_spread_home,7.425,3.7125,Underdog,False,False
g259,3,2026-09-19,Virginia,West Virginia,West Virginia,Virginia,home,52.0,57.0,46.0,59.0,55.0,62.0,-7.0,-5.0,-9.0,projection_spread_home,-7.425,-3.7125,Favorite,False,False
g260,3,2026-09-19,Eastern Michigan,Wisconsin,Eastern Michigan,Wisconsin,away,62.0,59.0,64.0,59.0,61.0,57.0,3.0,2.0,3.0,projection_spread_home,-21.72,-10.86,Favorite,False,False
g260,3,2026-09-19,Eastern Michigan,Wisconsin,Wisconsin,Eastern Michigan,home,59.0,61.0,57.0,62.0,59.0,64.0,-3.0,-3.0,-2.0,projection_spread_home,21.72,10.86,Underdog,False,False
g261,4,2026-09-24,Liberty,Coastal Carolina,Liberty,Coastal Carolina,away,57.0,64.0,50.0,42.0,39.0,44.0,15.0,20.0,11.0,projection_spread_home,3.3975,1.69875,Underdog,False,False
g261,4,2026-09-24,Liberty,Coastal Carolina,Coastal Carolina,Liberty,home,42.0,39.0,44.0,57.0,64.0,50.0,-15.0,-11.0,-20.0,projection_spread_home,-3.3975,-1.69875,Favorite,False,False
g262,4,2026-09-25,Clemson,California,Clemson,California,away,53.0,46.0,61.0,58.0,70.0,45.0,-5.0,1.0,-9.0,projection_spread_home,7.42,3.71,Underdog,False,True
g262,4,2026-09-25,Clemson,California,California,Clemson,home,58.0,70.0,45.0,53.0,46.0,61.0,5.0,9.0,-1.0,projection_spread_home,-7.42,-3.71,Favorite,False,False
g263,4,2026-09-25,Navy,UAB,Navy,UAB,away,47.0,33.0,61.0,35.0,32.0,38.0,12.0,-5.0,29.0,projection_spread_home,14.095,7.0475,Underdog,False,False
g263,4,2026-09-25,Navy,UAB,UAB,Navy,home,35.0,32.0,38.0,47.0,33.0,61.0,-12.0,-29.0,5.0,projection_spread_home,-14.095,-7.0475,Favorite,False,False
g264,4,2026-09-26,UNLV,Akron,UNLV,Akron,away,40.0,40.0,40.0,40.0,44.0,37.0,0.0,3.0,-4.0,projection_spread_home,17.54,8.77,Underdog,False,True
g264,4,2026-09-26,UNLV,Akron,Akron,UNLV,home,40.0,44.0,37.0,40.0,40.0,40.0,0.0,4.0,-3.0,projection_spread_home,-17.54,-8.77,Favorite,False,False
g265,4,2026-09-26,South Carolina,Alabama,South Carolina,Alabama,away,68.0,76.0,61.0,48.0,35.0,61.0,20.0,15.0,26.0,projection_spread_home,-11.1925,-5.59625,Favorite,True,False
g265,4,2026-09-26,South Carolina,Alabama,Alabama,South Carolina,home,48.0,35.0,61.0,68.0,76.0,61.0,-20.0,-26.0,-15.0,projection_spread_home,11.1925,5.59625,Underdog,False,False
g266,4,2026-09-26,Tulsa,Arkansas,Tulsa,Arkansas,away,62.0,64.0,60.0,55.0,55.0,55.0,7.0,9.0,5.0,projection_spread_home,-17.9,-8.95,Favorite,False,False
g266,4,2026-09-26,Tulsa,Arkansas,Arkansas,Tulsa,home,55.0,55.0,55.0,62.0,64.0,60.0,-7.0,-5.0,-9.0,projection_spread_home,17.9,8.95,Underdog,False,False
g267,4,2026-09-26,Kennesaw State,Arkansas State,Kennesaw State,Arkansas State,away,49.0,42.0,55.0,49.0,52.0,45.0,0.0,-3.0,3.0,projection_spread_home,-3.5,-1.75,Favorite,False,False
g267,4,2026-09-26,Kennesaw State,Arkansas State,Arkansas State,Kennesaw State,home,49.0,52.0,45.0,49.0,42.0,55.0,0.0,-3.0,3.0,projection_spread_home,3.5,1.75,Underdog,False,False
g268,4,2026-09-26,Vanderbilt,Auburn,Vanderbilt,Auburn,away,44.0,38.0,49.0,57.0,56.0,58.0,-13.0,-20.0,-7.0,projection_spread_home,-3.355,-1.6775,Favorite,False,False
g268,4,2026-09-26,Vanderbilt,Auburn,Auburn,Vanderbilt,home,57.0,56.0,58.0,44.0,38.0,49.0,13.0,7.0,20.0,projection_spread_home,3.355,1.6775,Underdog,False,False
g269,4,2026-09-26,Colorado,Baylor,Colorado,Baylor,away,55.0,57.0,53.0,53.0,44.0,62.0,2.0,-5.0,9.0,projection_spread_home,-7.955,-3.9775,Favorite,False,False
g269,4,2026-09-26,Colorado,Baylor,Baylor,Colorado,home,53.0,44.0,62.0,55.0,57.0,53.0,-2.0,-9.0,5.0,projection_spread_home,7.955,3.9775,Underdog,False,False
g270,4,2026-09-26,Virginia Tech,Boston College,Virginia Tech,Boston College,away,69.0,71.0,67.0,50.0,44.0,57.0,19.0,14.0,23.0,projection_spread_home,7.585,3.7925,Underdog,False,False
g270,4,2026-09-26,Virginia Tech,Boston College,Boston College,Virginia Tech,home,50.0,44.0,57.0,69.0,71.0,67.0,-19.0,-23.0,-14.0,projection_spread_home,-7.585,-3.7925,Favorite,False,False
g273,4,2026-09-26,TCU,Central Florida,TCU,Central Florida,away,51.0,44.0,58.0,61.0,61.0,60.0,-10.0,-16.0,-3.0,projection_spread_home,4.3475,2.17375,Underdog,False,False
g273,4,2026-09-26,TCU,Central Florida,Central Florida,TCU,home,61.0,61.0,60.0,51.0,44.0,58.0,10.0,3.0,16.0,projection_spread_home,-4.3475,-2.17375,Favorite,False,False
g275,4,2026-09-26,Kansas State,Cincinnati,Kansas State,Cincinnati,away,58.0,65.0,51.0,57.0,57.0,56.0,1.0,9.0,-6.0,projection_spread_home,2.44,1.22,Underdog,False,True
g275,4,2026-09-26,Kansas State,Cincinnati,Cincinnati,Kansas State,home,57.0,57.0,56.0,58.0,65.0,51.0,-1.0,6.0,-9.0,projection_spread_home,-2.44,-1.22,Favorite,False,False
g279,4,2026-09-26,Ole Miss,Florida,Ole Miss,Florida,away,61.0,61.0,62.0,66.0,55.0,77.0,-5.0,-16.0,7.0,projection_spread_home,1.95,0.975,Underdog,False,False
g279,4,2026-09-26,Ole Miss,Florida,Florida,Ole Miss,home,66.0,55.0,77.0,61.0,61.0,62.0,5.0,-7.0,16.0,projection_spread_home,-1.95,-0.975,Favorite,False,False
g283,4,2026-09-26,Oklahoma,Georgia,Oklahoma,Georgia,away,65.0,75.0,55.0,68.0,63.0,72.0,-3.0,3.0,-8.0,projection_spread_home,-8.5025,-4.25125,Favorite,False,False
g283,4,2026-09-26,Oklahoma,Georgia,Georgia,Oklahoma,home,68.0,63.0,72.0,65.0,75.0,55.0,3.0,8.0,-3.0,projection_spread_home,8.5025,4.25125,Underdog,False,True
g284,4,2026-09-26,Houston,Georgia Southern,Houston,Georgia Southern,away,65.0,71.0,58.0,43.0,23.0,62.0,22.0,9.0,35.0,projection_spread_home,14.9075,7.45375,Underdog,False,False
g284,4,2026-09-26,Houston,Georgia Southern,Georgia Southern,Houston,home,43.0,23.0,62.0,65.0,71.0,58.0,-22.0,-35.0,-9.0,projection_spread_home,-14.9075,-7.45375,Favorite,False,False
g285,4,2026-09-26,Northern Illinois,Georgia State,Northern Illinois,Georgia State,away,48.0,68.0,28.0,38.0,48.0,27.0,10.0,41.0,-20.0,projection_spread_home,-0.2625,-0.13125,Favorite,False,False
g285,4,2026-09-26,Northern Illinois,Georgia State,Georgia State,Northern Illinois,home,38.0,48.0,27.0,48.0,68.0,28.0,-10.0,20.0,-41.0,projection_spread_home,0.2625,0.13125,Underdog,False,True
g286,4,2026-09-26,Northwestern,Indiana,Northwestern,Indiana,away,57.0,57.0,58.0,56.0,54.0,58.0,1.0,-1.0,4.0,projection_spread_home,-25.1425,-12.57125,Favorite,False,False
g286,4,2026-09-26,Northwestern,Indiana,Indiana,Northwestern,home,56.0,54.0,58.0,57.0,57.0,58.0,-1.0,-4.0,1.0,projection_spread_home,25.1425,12.57125,Underdog,False,False
g287,4,2026-09-26,Utah,Iowa State,Utah,Iowa State,away,55.0,55.0,55.0,45.0,44.0,46.0,10.0,9.0,11.0,projection_spread_home,8.285,4.1425,Underdog,False,False
g287,4,2026-09-26,Utah,Iowa State,Iowa State,Utah,home,45.0,44.0,46.0,55.0,55.0,55.0,-10.0,-11.0,-9.0,projection_spread_home,-8.285,-4.1425,Favorite,False,False
g288,4,2026-09-26,Middle Tennessee,Jacksonville State,Middle Tennessee,Jacksonville State,away,36.0,34.0,37.0,57.0,60.0,54.0,-21.0,-20.0,-23.0,projection_spread_home,-13.4325,-6.71625,Favorite,False,False
g288,4,2026-09-26,Middle Tennessee,Jacksonville State,Jacksonville State,Middle Tennessee,home,57.0,60.0,54.0,36.0,34.0,37.0,21.0,23.0,20.0,projection_spread_home,13.4325,6.71625,Underdog,False,False
g289,4,2026-09-26,Ball State,Kent State,Ball State,Kent State,away,36.0,47.0,24.0,48.0,57.0,39.0,-12.0,8.0,-33.0,projection_spread_home,-4.4275,-2.21375,Favorite,False,False
g289,4,2026-09-26,Ball State,Kent State,Kent State,Ball State,home,48.0,57.0,39.0,36.0,47.0,24.0,12.0,33.0,-8.0,projection_spread_home,4.4275,2.21375,Underdog,False,True
g290,4,2026-09-26,South Alabama,Kentucky,South Alabama,Kentucky,away,44.0,51.0,37.0,46.0,40.0,52.0,-2.0,-1.0,-3.0,projection_spread_home,-19.6275,-9.81375,Favorite,False,False
g290,4,2026-09-26,South Alabama,Kentucky,Kentucky,South Alabama,home,46.0,40.0,52.0,44.0,51.0,37.0,2.0,3.0,1.0,projection_spread_home,19.6275,9.81375,Underdog,False,False
g291,4,2026-09-26,Texas A&M,LSU,Texas A&M,LSU,away,65.0,67.0,63.0,61.0,61.0,60.0,4.0,7.0,2.0,projection_spread_home,-0.7875,-0.39375,Favorite,False,False
g291,4,2026-09-26,Texas A&M,LSU,LSU,Texas A&M,home,61.0,61.0,60.0,65.0,67.0,63.0,-4.0,-2.0,-7.0,projection_spread_home,0.7875,0.39375,Underdog,False,False
g292,4,2026-09-26,Wake Forest,Louisville,Wake Forest,Louisville,away,53.0,45.0,61.0,53.0,52.0,55.0,0.0,-10.0,9.0,projection_spread_home,-9.91,-4.955,Favorite,False,False
g292,4,2026-09-26,Wake Forest,Louisville,Louisville,Wake Forest,home,53.0,52.0,55.0,53.0,45.0,61.0,0.0,-9.0,10.0,projection_spread_home,9.91,4.955,Underdog,False,False
g294,4,2026-09-26,UCLA,Maryland,UCLA,Maryland,away,67.0,73.0,61.0,71.0,68.0,74.0,-4.0,-1.0,-7.0,projection_spread_home,-1.02,-0.51,Favorite,False,False
g294,4,2026-09-26,UCLA,Maryland,Maryland,UCLA,home,71.0,68.0,74.0,67.0,73.0,61.0,4.0,7.0,1.0,projection_spread_home,1.02,0.51,Underdog,False,False
g295,4,2026-09-26,Central Michigan,Miami-FL,Central Michigan,Miami-FL,away,46.0,62.0,29.0,49.0,48.0,51.0,-3.0,11.0,-19.0,projection_spread_home,-37.3275,-18.66375,Favorite,False,False
g295,4,2026-09-26,Central Michigan,Miami-FL,Miami-FL,Central Michigan,home,49.0,48.0,51.0,46.0,62.0,29.0,3.0,19.0,-11.0,projection_spread_home,37.3275,18.66375,Underdog,False,True
g296,4,2026-09-26,Connecticut,Miami-OH,Connecticut,Miami-OH,away,31.0,25.0,37.0,49.0,45.0,52.0,-18.0,-27.0,-8.0,projection_spread_home,-4.175,-2.0875,Favorite,False,False
g296,4,2026-09-26,Connecticut,Miami-OH,Miami-OH,Connecticut,home,49.0,45.0,52.0,31.0,25.0,37.0,18.0,8.0,27.0,projection_spread_home,4.175,2.0875,Underdog,False,False
g297,4,2026-09-26,Iowa,Michigan,Iowa,Michigan,away,44.0,48.0,40.0,63.0,72.0,55.0,-19.0,-7.0,-32.0,projection_spread_home,-5.8575,-2.92875,Favorite,False,False
g297,4,2026-09-26,Iowa,Michigan,Michigan,Iowa,home,63.0,72.0,55.0,44.0,48.0,40.0,19.0,32.0,7.0,projection_spread_home,5.8575,2.92875,Underdog,False,False
g298,4,2026-09-26,Nebraska,Michigan State,Nebraska,Michigan State,away,69.0,69.0,69.0,46.0,48.0,45.0,23.0,24.0,21.0,projection_spread_home,4.395,2.1975,Underdog,False,False
g298,4,2026-09-26,Nebraska,Michigan State,Michigan State,Nebraska,home,46.0,48.0,45.0,69.0,69.0,69.0,-23.0,-21.0,-24.0,projection_spread_home,-4.395,-2.1975,Favorite,False,False
g299,4,2026-09-26,Missouri,Mississippi State,Missouri,Mississippi State,away,49.0,59.0,40.0,48.0,44.0,52.0,1.0,7.0,-4.0,projection_spread_home,6.4875,3.24375,Underdog,False,True
g299,4,2026-09-26,Missouri,Mississippi State,Mississippi State,Missouri,home,48.0,44.0,52.0,49.0,59.0,40.0,-1.0,4.0,-7.0,projection_spread_home,-6.4875,-3.24375,Favorite,False,False
g300,4,2026-09-26,Appalachian State,NC State,Appalachian State,NC State,away,34.0,30.0,39.0,54.0,62.0,46.0,-20.0,-16.0,-23.0,projection_spread_home,-19.445,-9.7225,Favorite,False,False
g300,4,2026-09-26,Appalachian State,NC State,NC State,Appalachian State,home,54.0,62.0,46.0,34.0,30.0,39.0,20.0,23.0,16.0,projection_spread_home,19.445,9.7225,Underdog,False,False
g301,4,2026-09-26,Air Force,Nevada,Air Force,Nevada,away,59.0,42.0,75.0,48.0,57.0,39.0,11.0,3.0,18.0,projection_spread_home,5.2225,2.61125,Underdog,False,False
g301,4,2026-09-26,Air Force,Nevada,Nevada,Air Force,home,48.0,57.0,39.0,59.0,42.0,75.0,-11.0,-18.0,-3.0,projection_spread_home,-5.2225,-2.61125,Favorite,False,False
g302,4,2026-09-26,New Mexico,New Mexico State,New Mexico,New Mexico State,away,63.0,68.0,58.0,51.0,46.0,55.0,12.0,13.0,12.0,projection_spread_home,12.27,6.135,Underdog,False,False
g302,4,2026-09-26,New Mexico,New Mexico State,New Mexico State,New Mexico,home,51.0,46.0,55.0,63.0,68.0,58.0,-12.0,-12.0,-13.0,projection_spread_home,-12.27,-6.135,Favorite,False,False
g305,4,2026-09-26,Illinois,Ohio State,Illinois,Ohio State,away,50.0,52.0,47.0,60.0,71.0,50.0,-10.0,2.0,-24.0,projection_spread_home,-24.425,-12.2125,Favorite,False,False
g305,4,2026-09-26,Illinois,Ohio State,Ohio State,Illinois,home,60.0,71.0,50.0,50.0,52.0,47.0,10.0,24.0,-2.0,projection_spread_home,24.425,12.2125,Underdog,False,True
g306,4,2026-09-26,James Madison,Old Dominion,James Madison,Old Dominion,away,30.0,27.0,32.0,40.0,23.0,58.0,-10.0,-31.0,9.0,projection_spread_home,1.5225,0.76125,Underdog,False,False
g306,4,2026-09-26,James Madison,Old Dominion,Old Dominion,James Madison,home,40.0,23.0,58.0,30.0,27.0,32.0,10.0,-9.0,31.0,projection_spread_home,-1.5225,-0.76125,Favorite,True,False
g307,4,2026-09-26,Wisconsin,Penn State,Wisconsin,Penn State,away,59.0,61.0,57.0,52.0,50.0,53.0,7.0,8.0,7.0,projection_spread_home,-14.2825,-7.14125,Favorite,False,False
g307,4,2026-09-26,Wisconsin,Penn State,Penn State,Wisconsin,home,52.0,50.0,53.0,59.0,61.0,57.0,-7.0,-7.0,-8.0,projection_spread_home,14.2825,7.14125,Underdog,False,False
g309,4,2026-09-26,Notre Dame,Purdue,Notre Dame,Purdue,away,72.0,67.0,77.0,58.0,61.0,55.0,14.0,12.0,16.0,projection_spread_home,28.555,14.2775,Underdog,False,False
g309,4,2026-09-26,Notre Dame,Purdue,Purdue,Notre Dame,home,58.0,61.0,55.0,72.0,67.0,77.0,-14.0,-16.0,-12.0,projection_spread_home,-28.555,-14.2775,Favorite,False,False
g311,4,2026-09-26,Missouri State,SMU,Missouri State,SMU,away,34.0,25.0,44.0,62.0,66.0,58.0,-28.0,-33.0,-22.0,projection_spread_home,-30.665,-15.3325,Favorite,False,False
g311,4,2026-09-26,Missouri State,SMU,SMU,Missouri State,home,62.0,66.0,58.0,34.0,25.0,44.0,28.0,22.0,33.0,projection_spread_home,30.665,15.3325,Underdog,False,False
g312,4,2026-09-26,Massachusetts,Sacramento State,Massachusetts,Sacramento State,away,46.0,49.0,43.0,32.0,21.0,42.0,14.0,7.0,22.0,projection_spread_home,-13.0322,-6.5161,Favorite,False,False
g312,4,2026-09-26,Massachusetts,Sacramento State,Sacramento State,Massachusetts,home,32.0,21.0,42.0,46.0,49.0,43.0,-14.0,-22.0,-7.0,projection_spread_home,13.0322,6.5161,Underdog,False,False
g313,4,2026-09-26,Georgia Tech,Stanford,Georgia Tech,Stanford,away,49.0,37.0,61.0,60.0,58.0,62.0,-11.0,-25.0,3.0,projection_spread_home,7.7375,3.86875,Underdog,False,False
g313,4,2026-09-26,Georgia Tech,Stanford,Stanford,Georgia Tech,home,60.0,58.0,62.0,49.0,37.0,61.0,11.0,-3.0,25.0,projection_spread_home,-7.7375,-3.86875,Favorite,True,False
g314,4,2026-09-26,Army,Temple,Army,Temple,away,50.0,67.0,33.0,53.0,62.0,43.0,-3.0,24.0,-29.0,projection_spread_home,3.4475,1.72375,Underdog,False,True
g314,4,2026-09-26,Army,Temple,Temple,Army,home,53.0,62.0,43.0,50.0,67.0,33.0,3.0,29.0,-24.0,projection_spread_home,-3.4475,-1.72375,Favorite,False,False
g315,4,2026-09-26,Texas,Tennessee,Texas,Tennessee,away,68.0,73.0,63.0,62.0,58.0,65.0,6.0,8.0,5.0,projection_spread_home,6.7225,3.36125,Underdog,False,False
g315,4,2026-09-26,Texas,Tennessee,Tennessee,Texas,home,62.0,58.0,65.0,68.0,73.0,63.0,-6.0,-5.0,-8.0,projection_spread_home,-6.7225,-3.36125,Favorite,False,False
g319,4,2026-09-26,Southern Miss,Tulane,Southern Miss,Tulane,away,22.0,23.0,20.0,40.0,28.0,52.0,-18.0,-29.0,-8.0,projection_spread_home,-16.485,-8.2425,Favorite,False,False
g319,4,2026-09-26,Southern Miss,Tulane,Tulane,Southern Miss,home,40.0,28.0,52.0,22.0,23.0,20.0,18.0,8.0,29.0,projection_spread_home,16.485,8.2425,Underdog,False,False
g320,4,2026-09-26,Florida Atlantic,UL-Monroe,Florida Atlantic,UL-Monroe,away,64.0,62.0,65.0,51.0,63.0,40.0,13.0,22.0,2.0,projection_spread_home,9.2525,4.62625,Underdog,False,False
g320,4,2026-09-26,Florida Atlantic,UL-Monroe,UL-Monroe,Florida Atlantic,home,51.0,63.0,40.0,64.0,62.0,65.0,-13.0,-2.0,-22.0,projection_spread_home,-9.2525,-4.62625,Favorite,False,False
g321,4,2026-09-26,Oregon,USC,Oregon,USC,away,66.0,65.0,66.0,65.0,67.0,64.0,1.0,1.0,-1.0,projection_spread_home,6.8175,3.40875,Underdog,False,True
g321,4,2026-09-26,Oregon,USC,USC,Oregon,home,65.0,67.0,64.0,66.0,65.0,66.0,-1.0,1.0,-1.0,projection_spread_home,-6.8175,-3.40875,Favorite,False,False
g322,4,2026-09-26,Oregon State,UTEP,Oregon State,UTEP,away,47.0,49.0,44.0,35.0,27.0,43.0,12.0,6.0,17.0,projection_spread_home,7.5425,3.77125,Underdog,False,False
g322,4,2026-09-26,Oregon State,UTEP,UTEP,Oregon State,home,35.0,27.0,43.0,47.0,49.0,44.0,-12.0,-17.0,-6.0,projection_spread_home,-7.5425,-3.77125,Favorite,False,False
g323,4,2026-09-26,Colorado State,UTSA,Colorado State,UTSA,away,46.0,38.0,54.0,54.0,64.0,44.0,-8.0,-6.0,-10.0,projection_spread_home,-11.8575,-5.92875,Favorite,False,False
g323,4,2026-09-26,Colorado State,UTSA,UTSA,Colorado State,home,54.0,64.0,44.0,46.0,38.0,54.0,8.0,10.0,6.0,projection_spread_home,11.8575,5.92875,Underdog,False,False
g324,4,2026-09-26,Troy,Utah State,Troy,Utah State,away,39.0,47.0,32.0,48.0,40.0,55.0,-9.0,-8.0,-8.0,projection_spread_home,-4.7,-2.35,Favorite,False,False
g324,4,2026-09-26,Troy,Utah State,Utah State,Troy,home,48.0,40.0,55.0,39.0,47.0,32.0,9.0,8.0,8.0,projection_spread_home,4.7,2.35,Underdog,False,False
g325,4,2026-09-26,Delaware,Virginia,Delaware,Virginia,away,62.0,62.0,62.0,59.0,55.0,62.0,3.0,0.0,7.0,projection_spread_home,-22.835,-11.4175,Favorite,False,False
g325,4,2026-09-26,Delaware,Virginia,Virginia,Delaware,home,59.0,55.0,62.0,62.0,62.0,62.0,-3.0,-7.0,0.0,projection_spread_home,22.835,11.4175,Underdog,False,False
g326,4,2026-09-26,Minnesota,Washington,Minnesota,Washington,away,68.0,71.0,65.0,65.0,69.0,61.0,3.0,10.0,-4.0,projection_spread_home,-12.2075,-6.10375,Favorite,False,False
g326,4,2026-09-26,Minnesota,Washington,Washington,Minnesota,home,65.0,69.0,61.0,68.0,71.0,65.0,-3.0,4.0,-10.0,projection_spread_home,12.2075,6.10375,Underdog,False,True
g327,4,2026-09-26,Arizona,Washington State,Arizona,Washington State,away,60.0,66.0,55.0,42.0,48.0,36.0,18.0,30.0,7.0,projection_spread_home,8.7175,4.35875,Underdog,False,False
g327,4,2026-09-26,Arizona,Washington State,Washington State,Arizona,home,42.0,48.0,36.0,60.0,66.0,55.0,-18.0,-7.0,-30.0,projection_spread_home,-8.7175,-4.35875,Favorite,False,False
g328,4,2026-09-26,Oklahoma State,West Virginia,Oklahoma State,West Virginia,away,58.0,62.0,53.0,52.0,57.0,46.0,6.0,16.0,-4.0,projection_spread_home,-2.5375,-1.26875,Favorite,False,False
g328,4,2026-09-26,Oklahoma State,West Virginia,West Virginia,Oklahoma State,home,52.0,57.0,46.0,58.0,62.0,53.0,-6.0,4.0,-16.0,projection_spread_home,2.5375,1.26875,Underdog,False,True
g330,4,2026-09-26,Boise State,Western Michigan,Boise State,Western Michigan,away,57.0,60.0,55.0,51.0,60.0,42.0,6.0,18.0,-5.0,projection_spread_home,8.4725,4.23625,Underdog,False,True
g330,4,2026-09-26,Boise State,Western Michigan,Western Michigan,Boise State,home,51.0,60.0,42.0,57.0,60.0,55.0,-6.0,5.0,-18.0,projection_spread_home,-8.4725,-4.23625,Favorite,False,False
g331,4,2026-09-26,Hawaii,Wyoming,Hawaii,Wyoming,away,45.0,54.0,37.0,40.0,43.0,36.0,5.0,18.0,-6.0,projection_spread_home,5.1125,2.55625,Underdog,False,True
g331,4,2026-09-26,Hawaii,Wyoming,Wyoming,Hawaii,home,40.0,43.0,36.0,45.0,54.0,37.0,-5.0,6.0,-18.0,projection_spread_home,-5.1125,-2.55625,Favorite,False,False
