season,week,game_id,rp_team,rp_opponent,conference_matchup_type,overall_rp_edge,overall_rp_band,offense_vs_defense_edge,defense_vs_offense_edge,rp_team_spread,rp_team_ats_result,rp_team_ats_margin,rp_team_clv,source_flipped,rule_p4_g6_either_component_25_plus,rule_p4_g6_defense_15_plus,rule_p4_p4_overall_15_to_24_9,market_role,spread_bucket,rule_key
2022,3,401405082,Iowa,Nevada,P4_vs_G6,49.0,25_plus,50.0,47.0,-24.0,W,3.0,,False,True,True,False,Favorite,Fav 21+,P4_G6_EITHER_COMPONENT_25_PLUS
2022,3,401411115,Pittsburgh,Western Michigan,P4_vs_G6,25.0,25_plus,4.0,48.0,-10.0,W,11.0,,False,True,True,False,Favorite,Fav 7-13.5,P4_G6_EITHER_COMPONENT_25_PLUS
2022,1,401416591,Michigan State,Western Michigan,P4_vs_G6,23.0,15_to_24_9,-5.0,52.0,-21.5,W,0.5,,False,True,True,False,Favorite,Fav 21+,P4_G6_EITHER_COMPONENT_25_PLUS
2022,1,401426537,Missouri,Louisiana Tech,P4_vs_G6,7.0,5_to_14_9,-14.0,27.0,-20.5,W,7.5,,True,True,True,False,Favorite,Fav 14-20.5,P4_G6_EITHER_COMPONENT_25_PLUS
2023,1,401520162,Michigan,East Carolina,P4_vs_G6,47.0,25_plus,45.0,48.0,-34.5,L,-7.5,,True,True,True,False,Favorite,Fav 21+,P4_G6_EITHER_COMPONENT_25_PLUS
2023,1,401520173,Texas A&M,New Mexico,P4_vs_G6,16.0,15_to_24_9,33.0,-1.0,-38.0,W,4.0,,True,True,False,False,Favorite,Fav 21+,P4_G6_EITHER_COMPONENT_25_PLUS
2023,1,401520180,Wisconsin,Buffalo,P4_vs_G6,19.0,15_to_24_9,26.0,11.0,-24.0,L,-3.0,,True,True,False,False,Favorite,Fav 21+,P4_G6_EITHER_COMPONENT_25_PLUS
2023,2,401520206,Missouri,Middle Tennessee,P4_vs_G6,9.0,5_to_14_9,-9.0,28.0,-21.0,L,-17.0,,True,True,True,False,Favorite,Fav 21+,P4_G6_EITHER_COMPONENT_25_PLUS
2023,3,401520227,Iowa,Western Michigan,P4_vs_G6,8.0,5_to_14_9,33.0,-18.0,-28.5,W,2.5,,False,True,False,False,Favorite,Fav 21+,P4_G6_EITHER_COMPONENT_25_PLUS
2023,3,401520232,Michigan,Bowling Green,P4_vs_G6,22.0,15_to_24_9,30.0,15.0,-40.5,L,-15.5,,True,True,True,False,Favorite,Fav 21+,P4_G6_EITHER_COMPONENT_25_PLUS
2023,3,401520245,Texas A&M,UL Monroe,P4_vs_G6,28.0,25_plus,16.0,38.0,-36.5,W,7.5,,False,True,True,False,Favorite,Fav 21+,P4_G6_EITHER_COMPONENT_25_PLUS
2023,4,401520252,Georgia,UAB,P4_vs_G6,22.0,15_to_24_9,10.0,34.0,-41.5,L,-13.5,,False,True,True,False,Favorite,Fav 21+,P4_G6_EITHER_COMPONENT_25_PLUS
2023,1,401525467,Virginia Tech,Old Dominion,P4_vs_G6,12.0,5_to_14_9,27.0,-4.0,-16.0,W,3.0,,True,True,False,False,Favorite,Fav 14-20.5,P4_G6_EITHER_COMPONENT_25_PLUS
