game_id,week,date,away_team,home_team,signal_team,signal_opponent,signal_side,overall_rp_edge,offense_vs_defense_edge,defense_vs_offense_edge,model_field,projected_home_margin,full_game_model_betting_spread,estimated_1h_spread,estimated_1h_role,candidate_a_defensive_favorite,candidate_b_offensive_underdog
g299,4,2026-09-26,Missouri,Mississippi State,Missouri,Mississippi State,away,1.0,7.0,-4.0,projection_spread_home,-6.4875,-6.4875,-3.24375,Favorite,False,False
g299,4,2026-09-26,Missouri,Mississippi State,Mississippi State,Missouri,home,-1.0,4.0,-7.0,projection_spread_home,-6.4875,6.4875,3.24375,Underdog,False,True
g300,4,2026-09-26,Appalachian State,NC State,Appalachian State,NC State,away,-20.0,-16.0,-23.0,projection_spread_home,19.445,19.445,9.7225,Underdog,False,False
g300,4,2026-09-26,Appalachian State,NC State,NC State,Appalachian State,home,20.0,23.0,16.0,projection_spread_home,19.445,-19.445,-9.7225,Favorite,False,False
g301,4,2026-09-26,Air Force,Nevada,Air Force,Nevada,away,11.0,3.0,18.0,projection_spread_home,-5.2225,-5.2225,-2.61125,Favorite,False,False
g301,4,2026-09-26,Air Force,Nevada,Nevada,Air Force,home,-11.0,-18.0,-3.0,projection_spread_home,-5.2225,5.2225,2.61125,Underdog,False,False
g302,4,2026-09-26,New Mexico,New Mexico State,New Mexico,New Mexico State,away,12.0,13.0,12.0,projection_spread_home,-12.27,-12.27,-6.135,Favorite,False,False
g302,4,2026-09-26,New Mexico,New Mexico State,New Mexico State,New Mexico,home,-12.0,-12.0,-13.0,projection_spread_home,-12.27,12.27,6.135,Underdog,False,False
g305,4,2026-09-26,Illinois,Ohio State,Illinois,Ohio State,away,-10.0,2.0,-24.0,projection_spread_home,24.425,24.425,12.2125,Underdog,False,True
g305,4,2026-09-26,Illinois,Ohio State,Ohio State,Illinois,home,10.0,24.0,-2.0,projection_spread_home,24.425,-24.425,-12.2125,Favorite,False,False
g306,4,2026-09-26,James Madison,Old Dominion,James Madison,Old Dominion,away,-10.0,-31.0,9.0,projection_spread_home,-1.5225,-1.5225,-0.76125,Favorite,False,False
g306,4,2026-09-26,James Madison,Old Dominion,Old Dominion,James Madison,home,10.0,-9.0,31.0,projection_spread_home,-1.5225,1.5225,0.76125,Underdog,False,False
g307,4,2026-09-26,Wisconsin,Penn State,Wisconsin,Penn State,away,7.0,8.0,7.0,projection_spread_home,14.2825,14.2825,7.14125,Underdog,False,False
g307,4,2026-09-26,Wisconsin,Penn State,Penn State,Wisconsin,home,-7.0,-7.0,-8.0,projection_spread_home,14.2825,-14.2825,-7.14125,Favorite,False,False
g309,4,2026-09-26,Notre Dame,Purdue,Notre Dame,Purdue,away,14.0,12.0,16.0,projection_spread_home,-28.555,-28.555,-14.2775,Favorite,False,False
g309,4,2026-09-26,Notre Dame,Purdue,Purdue,Notre Dame,home,-14.0,-16.0,-12.0,projection_spread_home,-28.555,28.555,14.2775,Underdog,False,False
g311,4,2026-09-26,Missouri State,SMU,Missouri State,SMU,away,-28.0,-33.0,-22.0,projection_spread_home,30.665,30.665,15.3325,Underdog,False,False
g311,4,2026-09-26,Missouri State,SMU,SMU,Missouri State,home,28.0,22.0,33.0,projection_spread_home,30.665,-30.665,-15.3325,Favorite,True,False
g312,4,2026-09-26,Massachusetts,Sacramento State,Massachusetts,Sacramento State,away,14.0,7.0,22.0,projection_spread_home,13.0322,13.0322,6.5161,Underdog,False,False
g312,4,2026-09-26,Massachusetts,Sacramento State,Sacramento State,Massachusetts,home,-14.0,-22.0,-7.0,projection_spread_home,13.0322,-13.0322,-6.5161,Favorite,False,False
g313,4,2026-09-26,Georgia Tech,Stanford,Georgia Tech,Stanford,away,-11.0,-25.0,3.0,projection_spread_home,-7.7375,-7.7375,-3.86875,Favorite,False,False
g313,4,2026-09-26,Georgia Tech,Stanford,Stanford,Georgia Tech,home,11.0,-3.0,25.0,projection_spread_home,-7.7375,7.7375,3.86875,Underdog,False,False
g314,4,2026-09-26,Army,Temple,Army,Temple,away,-3.0,24.0,-29.0,projection_spread_home,-3.4475,-3.4475,-1.72375,Favorite,False,False
g314,4,2026-09-26,Army,Temple,Temple,Army,home,3.0,29.0,-24.0,projection_spread_home,-3.4475,3.4475,1.72375,Underdog,False,True
g315,4,2026-09-26,Texas,Tennessee,Texas,Tennessee,away,6.0,8.0,5.0,projection_spread_home,-6.7225,-6.7225,-3.36125,Favorite,False,False
g315,4,2026-09-26,Texas,Tennessee,Tennessee,Texas,home,-6.0,-5.0,-8.0,projection_spread_home,-6.7225,6.7225,3.36125,Underdog,False,False
g319,4,2026-09-26,Southern Miss,Tulane,Southern Miss,Tulane,away,-18.0,-29.0,-8.0,projection_spread_home,16.485,16.485,8.2425,Underdog,False,False
g319,4,2026-09-26,Southern Miss,Tulane,Tulane,Southern Miss,home,18.0,8.0,29.0,projection_spread_home,16.485,-16.485,-8.2425,Favorite,True,False
g320,4,2026-09-26,Florida Atlantic,UL-Monroe,Florida Atlantic,UL-Monroe,away,13.0,22.0,2.0,projection_spread_home,-9.2525,-9.2525,-4.62625,Favorite,False,False
g320,4,2026-09-26,Florida Atlantic,UL-Monroe,UL-Monroe,Florida Atlantic,home,-13.0,-2.0,-22.0,projection_spread_home,-9.2525,9.2525,4.62625,Underdog,False,False
g321,4,2026-09-26,Oregon,USC,Oregon,USC,away,1.0,1.0,-1.0,projection_spread_home,-6.8175,-6.8175,-3.40875,Favorite,False,False
g321,4,2026-09-26,Oregon,USC,USC,Oregon,home,-1.0,1.0,-1.0,projection_spread_home,-6.8175,6.8175,3.40875,Underdog,False,True
g322,4,2026-09-26,Oregon State,UTEP,Oregon State,UTEP,away,12.0,6.0,17.0,projection_spread_home,-7.5425,-7.5425,-3.77125,Favorite,False,False
g322,4,2026-09-26,Oregon State,UTEP,UTEP,Oregon State,home,-12.0,-17.0,-6.0,projection_spread_home,-7.5425,7.5425,3.77125,Underdog,False,False
g323,4,2026-09-26,Colorado State,UTSA,Colorado State,UTSA,away,-8.0,-6.0,-10.0,projection_spread_home,11.8575,11.8575,5.92875,Underdog,False,False
g323,4,2026-09-26,Colorado State,UTSA,UTSA,Colorado State,home,8.0,10.0,6.0,projection_spread_home,11.8575,-11.8575,-5.92875,Favorite,False,False
g324,4,2026-09-26,Troy,Utah State,Troy,Utah State,away,-9.0,-8.0,-8.0,projection_spread_home,4.7,4.7,2.35,Underdog,False,False
g324,4,2026-09-26,Troy,Utah State,Utah State,Troy,home,9.0,8.0,8.0,projection_spread_home,4.7,-4.7,-2.35,Favorite,False,False
g325,4,2026-09-26,Delaware,Virginia,Delaware,Virginia,away,3.0,0.0,7.0,projection_spread_home,22.835,22.835,11.4175,Underdog,False,False
g325,4,2026-09-26,Delaware,Virginia,Virginia,Delaware,home,-3.0,-7.0,0.0,projection_spread_home,22.835,-22.835,-11.4175,Favorite,False,False
g326,4,2026-09-26,Minnesota,Washington,Minnesota,Washington,away,3.0,10.0,-4.0,projection_spread_home,12.2075,12.2075,6.10375,Underdog,False,True
g326,4,2026-09-26,Minnesota,Washington,Washington,Minnesota,home,-3.0,4.0,-10.0,projection_spread_home,12.2075,-12.2075,-6.10375,Favorite,False,False
g327,4,2026-09-26,Arizona,Washington State,Arizona,Washington State,away,18.0,30.0,7.0,projection_spread_home,-8.7175,-8.7175,-4.35875,Favorite,False,False
g327,4,2026-09-26,Arizona,Washington State,Washington State,Arizona,home,-18.0,-7.0,-30.0,projection_spread_home,-8.7175,8.7175,4.35875,Underdog,False,False
g328,4,2026-09-26,Oklahoma State,West Virginia,Oklahoma State,West Virginia,away,6.0,16.0,-4.0,projection_spread_home,2.5375,2.5375,1.26875,Underdog,False,True
g328,4,2026-09-26,Oklahoma State,West Virginia,West Virginia,Oklahoma State,home,-6.0,4.0,-16.0,projection_spread_home,2.5375,-2.5375,-1.26875,Favorite,False,False
g330,4,2026-09-26,Boise State,Western Michigan,Boise State,Western Michigan,away,6.0,18.0,-5.0,projection_spread_home,-8.4725,-8.4725,-4.23625,Favorite,False,False
g330,4,2026-09-26,Boise State,Western Michigan,Western Michigan,Boise State,home,-6.0,5.0,-18.0,projection_spread_home,-8.4725,8.4725,4.23625,Underdog,False,True
g331,4,2026-09-26,Hawaii,Wyoming,Hawaii,Wyoming,away,5.0,18.0,-6.0,projection_spread_home,-5.1125,-5.1125,-2.55625,Favorite,False,False
g331,4,2026-09-26,Hawaii,Wyoming,Wyoming,Hawaii,home,-5.0,6.0,-18.0,projection_spread_home,-5.1125,5.1125,2.55625,Underdog,False,True
