season,week,game_id,rp_team,rp_opponent,conference_matchup_type,rp_edge,rp_edge_bucket,rp_team_role,rp_team_spread,spread_bucket,rp_team_ats_result,rp_team_clv,source_flipped
2023,4,401520264,Minnesota,Northwestern,P4_vs_P4,2.0,neutral,Favorite,-11.166666666666666,fav_7_14,L,,False
2023,4,401520265,Penn State,Iowa,P4_vs_P4,8.0,5_to_15,Favorite,-14.166666666666666,fav_7_14,W,,False
2023,4,401520266,Wisconsin,Purdue,P4_vs_P4,7.0,5_to_15,Favorite,-6.0,fav_3_7,W,,False
2023,4,401520269,Tennessee,UTSA,P4_vs_G6,11.0,5_to_15,Favorite,-23.333333333333332,fav_14_plus,W,,False
2023,4,401520270,Texas A&M,Auburn,P4_vs_P4,9.0,5_to_15,Favorite,-9.0,fav_7_14,W,,False
2023,4,401520271,Troy,Western Kentucky,G6_vs_G6,5.0,5_to_15,Favorite,-3.5,fav_3_7,L,,False
2023,4,401520272,UConn,Duke,Other,9.0,5_to_15,Underdog,22.166666666666668,dog_14_plus,L,,True
2023,4,401520274,Vanderbilt,Kentucky,P4_vs_P4,2.0,neutral,Underdog,13.333333333333334,dog_7_14,L,,True
2023,4,401521330,Notre Dame,Ohio State,Other,1.0,neutral,Underdog,3.1666666666666665,pick_to_3,W,,False
2023,1,401523988,Hawai'i,Stanford,,12.0,5_to_15,Underdog,3.625,dog_3_7,L,,False
2023,1,401523991,North Texas,California,,6.0,5_to_15,Underdog,6.5,dog_3_7,L,,False
2023,1,401523994,Colorado,TCU,,5.0,5_to_15,Underdog,20.6,dog_14_plus,W,,False
2023,1,401523995,Coastal Carolina,UCLA,,8.0,5_to_15,Underdog,15.375,dog_14_plus,W,,False
2023,1,401523996,USC,Nevada,,23.0,15_to_25,Favorite,-37.875,fav_14_plus,W,,False
2023,1,401523997,Washington,Boise State,,6.0,5_to_15,Favorite,-14.3,fav_7_14,W,,False
2023,2,401523999,Utah,Baylor,,21.0,15_to_25,Favorite,-7.0,fav_3_7,P,,False
2023,2,401524001,UCLA,San Diego State,,8.0,5_to_15,Favorite,-13.5,fav_7_14,W,,False
2023,2,401524002,Oregon,Texas Tech,,1.0,neutral,Favorite,-5.0,fav_3_7,W,,False
2023,2,401524003,USC,Stanford,,41.0,25_plus,Favorite,-28.666666666666668,fav_14_plus,W,,False
2023,2,401524004,Washington,Tulsa,,33.0,25_plus,Favorite,-33.666666666666664,fav_14_plus,L,,False
2023,3,401524008,Oregon,Hawai'i,,18.0,15_to_25,Favorite,-38.25,fav_14_plus,W,,False
2023,3,401524009,Oregon State,San Diego State,,9.0,5_to_15,Favorite,-24.5,fav_14_plus,L,,False
2023,4,401524016,Arizona,Stanford,,22.0,15_to_25,Favorite,-12.833333333333334,fav_7_14,L,,False
2023,4,401524017,Utah,UCLA,,12.0,5_to_15,Favorite,-3.8333333333333335,fav_3_7,W,,False
2023,4,401524018,Washington,California,,5.0,5_to_15,Favorite,-20.5,fav_14_plus,W,,False
2023,4,401524019,Oregon State,Washington State,,3.0,neutral,Favorite,-3.0,pick_to_3,L,,False
2023,3,401525437,Notre Dame,Central Michigan,Other,2.0,neutral,Favorite,-34.75,fav_14_plus,L,,True
2023,1,401525462,Georgia Tech,Louisville,P4_vs_P4,11.0,5_to_15,Underdog,7.6,dog_7_14,W,,False
2023,1,401525463,Miami,Miami (OH),P4_vs_G6,1.0,neutral,Favorite,-16.625,fav_14_plus,W,,False
2023,1,401525467,Virginia Tech,Old Dominion,P4_vs_G6,12.0,5_to_15,Favorite,-15.75,fav_14_plus,W,,False
2023,2,401525493,Florida State,Southern Miss,P4_vs_G6,27.0,25_plus,Favorite,-31.0,fav_14_plus,W,,False
2023,2,401525497,Syracuse,Western Michigan,P4_vs_G6,24.0,15_to_25,Favorite,-24.666666666666668,fav_14_plus,W,,False
2023,2,401525498,James Madison,Virginia,G6_vs_P4,18.0,15_to_25,Favorite,-6.0,fav_3_7,L,,False
2023,3,401525500,Florida State,Boston College,P4_vs_P4,9.0,5_to_15,Favorite,-25.25,fav_14_plus,L,,False
2023,3,401525503,West Virginia,Pittsburgh,P4_vs_P4,13.0,5_to_15,Favorite,-1.0,pick_to_3,W,,False
2023,3,401525504,Old Dominion,Wake Forest,G6_vs_P4,5.0,5_to_15,Underdog,13.75,dog_7_14,W,,False
2023,4,401525506,Boston College,Louisville,P4_vs_P4,22.0,15_to_25,Underdog,13.833333333333334,dog_7_14,L,,False
2023,4,401525507,Florida State,Clemson,P4_vs_P4,18.0,15_to_25,Favorite,-2.0,pick_to_3,W,,False
2023,4,401525508,Georgia Tech,Wake Forest,P4_vs_P4,15.0,15_to_25,Underdog,3.6666666666666665,dog_3_7,W,,False
2023,4,401525509,Temple,Miami,G6_vs_P4,7.0,5_to_15,Underdog,23.333333333333332,dog_14_plus,L,,False
2023,4,401525510,North Carolina,Pittsburgh,P4_vs_P4,17.0,15_to_25,Favorite,-7.166666666666667,fav_3_7,W,,False
2023,4,401525511,Virginia Tech,Marshall,P4_vs_G6,8.0,5_to_15,Underdog,5.333333333333333,dog_3_7,L,,False
2023,1,401525819,Houston,UTSA,P4_vs_G6,8.0,5_to_15,Underdog,1.5,pick_to_3,W,,False
2023,1,401525824,Texas,Rice,P4_vs_G6,1.0,neutral,Favorite,-35.25,fav_14_plus,L,,False
2023,1,401525825,Wyoming,Texas Tech,G6_vs_P4,19.0,15_to_25,Underdog,13.6,dog_7_14,W,,False
2023,2,401525830,Oklahoma,SMU,P4_vs_G6,10.0,5_to_15,Favorite,-16.333333333333332,fav_14_plus,W,0.5,False
2023,2,401525831,Rice,Houston,G6_vs_P4,13.0,5_to_15,Underdog,7.166666666666667,dog_3_7,W,,False
2023,3,401525835,Miami (OH),Cincinnati,G6_vs_P4,23.0,15_to_25,Underdog,14.25,dog_7_14,W,,False
2023,3,401525836,Houston,TCU,P4_vs_P4,8.0,5_to_15,Underdog,7.25,dog_3_7,L,,False
2023,3,401525837,Kansas,Nevada,P4_vs_G6,32.0,25_plus,Favorite,-28.5,fav_14_plus,L,,False
2023,3,401525840,Wyoming,Texas,G6_vs_P4,9.0,5_to_15,Underdog,31.0,dog_14_plus,W,,False
2023,3,401525842,Oklahoma,Tulsa,P4_vs_G6,22.0,15_to_25,Favorite,-28.0,fav_14_plus,W,,False
2023,4,401525844,Texas,Baylor,P4_vs_P4,19.0,15_to_25,Favorite,-16.5,fav_14_plus,W,,False
2023,4,401525845,Oklahoma,Cincinnati,P4_vs_P4,16.0,15_to_25,Favorite,-13.666666666666666,fav_7_14,W,,False
2023,4,401525847,Kansas,BYU,P4_vs_P4,22.0,15_to_25,Favorite,-9.333333333333334,fav_7_14,W,,False
2023,3,401531348,Tulane,Southern Miss,G6_vs_G6,11.0,5_to_15,Favorite,-7.75,fav_7_14,W,,False
2023,3,401531379,Louisiana,UAB,G6_vs_G6,27.0,25_plus,Underdog,2.0,pick_to_3,W,,False
2023,1,401531387,Temple,Akron,G6_vs_G6,14.0,5_to_15,Favorite,-9.875,fav_7_14,L,,False
2023,3,401531396,Army,UTSA,Other,12.0,5_to_15,Underdog,7.0,dog_3_7,W,,False
2023,2,401531411,Marshall,East Carolina,G6_vs_G6,27.0,25_plus,Favorite,-2.8333333333333335,pick_to_3,W,,False
2023,4,401531423,Rice,South Florida,G6_vs_G6,17.0,15_to_25,Favorite,-2.5,pick_to_3,L,,False
2023,3,401531428,Navy,Memphis,G6_vs_G6,12.0,5_to_15,Underdog,12.25,dog_7_14,W,,False
2023,2,401531842,Louisiana,Old Dominion,G6_vs_G6,9.0,5_to_15,Favorite,-6.0,fav_3_7,L,,False
2023,3,401531848,James Madison,Troy,G6_vs_G6,10.0,5_to_15,Underdog,2.8333333333333335,pick_to_3,W,,False
2023,4,401531875,Louisiana,Buffalo,G6_vs_G6,13.0,5_to_15,Favorite,-10.333333333333334,fav_7_14,L,,False
2023,4,401531876,South Alabama,Central Michigan,G6_vs_G6,11.0,5_to_15,Favorite,-16.166666666666668,fav_14_plus,L,,False
2023,1,401532392,San Diego State,Ohio,G6_vs_G6,4.0,neutral,Favorite,-2.9,pick_to_3,W,,True
2023,4,401532405,Bowling Green,Ohio,G6_vs_G6,7.0,5_to_15,Underdog,13.0,dog_7_14,L,,False
2023,4,401532406,Toledo,Western Michigan,G6_vs_G6,28.0,25_plus,Favorite,-21.5,fav_14_plus,L,,False
2023,4,401532583,Boise State,San Diego State,G6_vs_G6,11.0,5_to_15,Favorite,-5.833333333333333,fav_3_7,L,,False
2024,1,401628319,Western Kentucky,Alabama,G6_vs_P4,17.0,15_to_25,Underdog,34.166666666666664,dog_14_plus,L,,False
2024,1,401628322,Florida,Miami,P4_vs_P4,2.0,neutral,Underdog,2.5,pick_to_3,L,,False
2024,1,401628323,Georgia,Clemson,P4_vs_P4,1.0,neutral,Favorite,-11.666666666666666,fav_7_14,W,,True
2024,1,401628324,Southern Miss,Kentucky,G6_vs_P4,7.0,5_to_15,Underdog,25.5,dog_14_plus,L,,False
2024,1,401628328,Oklahoma,Temple,P4_vs_G6,8.0,5_to_15,Favorite,-43.0,fav_14_plus,W,,False
2024,1,401628332,Texas A&M,Notre Dame,Other,12.0,5_to_15,Favorite,-2.6666666666666665,pick_to_3,L,,False
2024,1,401628333,Virginia Tech,Vanderbilt,P4_vs_P4,26.0,25_plus,Favorite,-13.333333333333334,fav_7_14,L,,False
2024,1,401628334,LSU,USC,P4_vs_P4,13.0,5_to_15,Favorite,-3.8333333333333335,fav_3_7,L,-0.5,False
2024,2,401628335,South Florida,Alabama,G6_vs_P4,28.0,25_plus,Underdog,31.666666666666668,dog_14_plus,W,0.5,False
2024,2,401628337,California,Auburn,P4_vs_P4,8.0,5_to_15,Underdog,12.333333333333334,dog_7_14,W,-0.5,False
2024,2,401628342,Ole Miss,Middle Tennessee,P4_vs_G6,16.0,15_to_25,Favorite,-42.5,fav_14_plus,W,2.5,False
2024,2,401628344,Missouri,Buffalo,P4_vs_G6,39.0,25_plus,Favorite,-33.666666666666664,fav_14_plus,W,-2.0,False
2024,2,401628345,Oklahoma,Houston,P4_vs_P4,1.0,neutral,Favorite,-27.666666666666668,fav_14_plus,L,1.0,True
2024,2,401628347,Texas,Michigan,P4_vs_P4,34.0,25_plus,Favorite,-6.666666666666667,fav_3_7,W,-1.0,False
2024,3,401628350,Wisconsin,Alabama,P4_vs_P4,27.0,25_plus,Underdog,15.166666666666666,dog_14_plus,L,-6.0,False
2024,3,401628351,UAB,Arkansas,G6_vs_P4,20.0,15_to_25,Underdog,23.666666666666668,dog_14_plus,W,0.0,False
2024,3,401628352,Auburn,New Mexico,P4_vs_G6,25.0,25_plus,Favorite,-25.833333333333332,fav_14_plus,W,-4.0,False
2024,3,401628353,Texas A&M,Florida,P4_vs_P4,4.0,neutral,Favorite,-3.6666666666666665,fav_3_7,W,-1.0,False
2024,3,401628354,Georgia,Kentucky,P4_vs_P4,16.0,15_to_25,Favorite,-22.5,fav_14_plus,L,-1.5,False
2024,3,401628357,Missouri,Boston College,P4_vs_P4,1.0,neutral,Favorite,-15.166666666666666,fav_14_plus,L,-2.5,True
2024,3,401628358,Oklahoma,Tulane,P4_vs_G6,12.0,5_to_15,Favorite,-13.333333333333334,fav_7_14,W,0.0,False
2024,3,401628361,Texas,UTSA,P4_vs_G6,25.0,25_plus,Favorite,-35.5,fav_14_plus,W,0.0,False
2024,4,401628363,Auburn,Arkansas,P4_vs_P4,19.0,15_to_25,Favorite,-2.5,pick_to_3,L,-1.0,False
2024,4,401628364,Kentucky,Ohio,P4_vs_G6,22.0,15_to_25,Favorite,-20.666666666666668,fav_14_plus,W,,False
2024,4,401628365,LSU,UCLA,P4_vs_P4,12.0,5_to_15,Favorite,-21.5,fav_14_plus,L,-1.5,False
2024,4,401628368,Missouri,Vanderbilt,P4_vs_P4,8.0,5_to_15,Favorite,-18.0,fav_14_plus,L,-2.5,False
2024,4,401628369,Oklahoma,Tennessee,P4_vs_P4,10.0,5_to_15,Underdog,6.0,dog_3_7,L,2.0,False
2024,4,401628371,Texas,UL Monroe,P4_vs_G6,30.0,25_plus,Favorite,-43.0,fav_14_plus,W,-3.5,False
2024,4,401628372,Texas A&M,Bowling Green,P4_vs_G6,24.0,15_to_25,Favorite,-21.166666666666668,fav_14_plus,L,-2.0,False
2024,1,401628448,Minnesota,North Carolina,P4_vs_P4,34.0,25_plus,Underdog,0.3333333333333333,pick_to_3,L,,False
2024,1,401628451,UConn,Maryland,Other,10.0,5_to_15,Underdog,19.333333333333332,dog_14_plus,L,,False
2024,1,401628454,Nebraska,UTEP,P4_vs_G6,32.0,25_plus,Favorite,-27.5,fav_14_plus,W,0.5,False
2024,1,401628455,Ohio State,Akron,P4_vs_G6,8.0,5_to_15,Favorite,-49.5,fav_14_plus,L,,False
2024,1,401628461,Wisconsin,Western Michigan,P4_vs_G6,8.0,5_to_15,Favorite,-24.166666666666668,fav_14_plus,L,,False
2024,2,401628468,Western Michigan,Ohio State,G6_vs_P4,2.0,neutral,Underdog,37.333333333333336,dog_14_plus,L,2.0,False
2024,2,401628469,Oregon,Boise State,P4_vs_G6,10.0,5_to_15,Favorite,-18.833333333333332,fav_14_plus,L,0.0,False
2024,2,401628470,Penn State,Bowling Green,P4_vs_G6,22.0,15_to_25,Favorite,-34.833333333333336,fav_14_plus,L,3.0,False
2024,2,401628471,Rutgers,Akron,P4_vs_G6,21.0,15_to_25,Favorite,-24.5,fav_14_plus,W,1.5,False
2024,2,401628473,Eastern Michigan,Washington,G6_vs_P4,10.0,5_to_15,Underdog,24.833333333333332,dog_14_plus,W,-0.5,False
2024,3,401628475,Central Michigan,Illinois,G6_vs_P4,3.0,neutral,Underdog,20.833333333333332,dog_14_plus,L,0.0,False
2024,3,401628477,Iowa,Troy,P4_vs_G6,33.0,25_plus,Favorite,-23.333333333333332,fav_14_plus,L,0.0,False
2024,3,401628478,Virginia,Maryland,P4_vs_P4,31.0,25_plus,Favorite,-1.1666666666666667,pick_to_3,L,0.0,False
2024,3,401628481,Minnesota,Nevada,P4_vs_G6,12.0,5_to_15,Favorite,-16.833333333333332,fav_14_plus,W,-0.5,False
2024,3,401628483,Oregon,Oregon State,,29.0,25_plus,Favorite,-17.666666666666668,fav_14_plus,W,-2.5,False
2024,3,401628484,Washington State,Washington,,19.0,15_to_25,Underdog,5.166666666666667,dog_3_7,W,2.0,False
2024,4,401628485,Nebraska,Illinois,P4_vs_P4,15.0,15_to_25,Favorite,-8.833333333333334,fav_7_14,L,-1.0,False
2024,4,401628486,Charlotte,Indiana,G6_vs_P4,5.0,5_to_15,Underdog,28.5,dog_14_plus,L,,False
2024,4,401628487,Minnesota,Iowa,P4_vs_P4,2.0,neutral,Underdog,2.8333333333333335,pick_to_3,L,0.0,False
2024,4,401628489,USC,Michigan,P4_vs_P4,14.0,5_to_15,Favorite,-4.166666666666667,fav_3_7,L,-1.0,False
2024,4,401628491,Northwestern,Washington,P4_vs_P4,40.0,25_plus,Underdog,11.833333333333334,dog_7_14,L,-1.5,False
2024,4,401628494,Virginia Tech,Rutgers,P4_vs_P4,12.0,5_to_15,Favorite,-3.25,pick_to_3,L,0.0,False
2024,3,401628978,Notre Dame,Purdue,Other,9.0,5_to_15,Favorite,-8.666666666666666,fav_7_14,W,-3.5,False
2024,4,401628979,Miami (OH),Notre Dame,Other,14.0,5_to_15,Underdog,27.333333333333332,dog_14_plus,W,-1.0,False
2024,1,401634304,Syracuse,Ohio,P4_vs_G6,47.0,25_plus,Favorite,-17.333333333333332,fav_14_plus,L,,False
2024,1,401634306,Boston College,Florida State,P4_vs_P4,9.0,5_to_15,Underdog,16.5,dog_14_plus,W,0.0,False
2024,4,401634766,Syracuse,Stanford,P4_vs_P4,7.0,5_to_15,Favorite,-8.833333333333334,fav_7_14,L,-2.0,False
2024,1,401635525,Georgia Tech,Florida State,P4_vs_P4,8.0,5_to_15,Underdog,10.666666666666666,dog_7_14,W,,False
2024,2,401635533,Northwestern,Duke,P4_vs_P4,21.0,15_to_25,Favorite,-2.1666666666666665,pick_to_3,L,-1.0,False
2024,2,401635534,Syracuse,Georgia Tech,P4_vs_P4,8.0,5_to_15,Underdog,2.8333333333333335,pick_to_3,W,-0.5,True
2024,2,401635535,Jacksonville State,Louisville,G6_vs_P4,3.0,neutral,Underdog,28.5,dog_14_plus,L,-2.0,False
2024,2,401635537,Charlotte,North Carolina,G6_vs_P4,24.0,15_to_25,Underdog,21.5,dog_14_plus,W,0.5,False
2024,2,401635540,Virginia Tech,Marshall,P4_vs_G6,24.0,15_to_25,Favorite,-20.666666666666668,fav_14_plus,L,4.0,False
2024,3,401635541,California,San Diego State,P4_vs_G6,27.0,25_plus,Favorite,-18.666666666666668,fav_14_plus,W,0.0,False
2024,3,401635542,Memphis,Florida State,G6_vs_P4,11.0,5_to_15,Underdog,6.833333333333333,dog_3_7,W,0.0,False
2024,3,401635547,West Virginia,Pittsburgh,P4_vs_P4,6.0,5_to_15,Favorite,-2.0,pick_to_3,L,-4.0,True
2024,3,401635548,Virginia Tech,Old Dominion,P4_vs_G6,16.0,15_to_25,Favorite,-15.333333333333334,fav_14_plus,W,0.0,False
2024,4,401635551,California,Florida State,P4_vs_P4,15.0,15_to_25,Underdog,2.8333333333333335,pick_to_3,L,-0.5,False
2024,4,401635553,Duke,Middle Tennessee,P4_vs_G6,10.0,5_to_15,Favorite,-14.666666666666666,fav_14_plus,W,0.5,False
2024,4,401635555,South Florida,Miami,G6_vs_P4,6.0,5_to_15,Underdog,16.333333333333332,dog_14_plus,L,2.0,True
2024,4,401635557,TCU,SMU,P4_vs_P4,9.0,5_to_15,Favorite,-1.6666666666666667,pick_to_3,L,-1.0,False
2024,4,401635558,Virginia,Coastal Carolina,P4_vs_G6,31.0,25_plus,Favorite,-3.5,fav_3_7,W,0.5,False
2024,2,401635639,Virginia,Wake Forest,P4_vs_P4,8.0,5_to_15,Favorite,-0.5,pick_to_3,W,1.5,False
2024,1,401636608,Arizona,New Mexico,P4_vs_G6,26.0,25_plus,Favorite,-29.166666666666668,fav_14_plus,L,,False
2024,2,401636617,Sam Houston,UCF,G6_vs_P4,15.0,15_to_25,Underdog,21.5,dog_14_plus,L,2.0,False
2024,2,401636618,Utah,Baylor,P4_vs_P4,6.0,5_to_15,Favorite,-14.666666666666666,fav_14_plus,L,-2.5,False
2024,3,401636860,Baylor,Air Force,P4_vs_G6,41.0,25_plus,Favorite,-16.666666666666668,fav_14_plus,W,0.0,False
2024,3,401636862,Rice,Houston,G6_vs_P4,12.0,5_to_15,Underdog,4.333333333333333,dog_3_7,L,0.0,False
2024,3,401636865,Miami (OH),Cincinnati,G6_vs_P4,12.0,5_to_15,Underdog,3.0,pick_to_3,L,0.0,False
2024,3,401636866,TCU,UCF,P4_vs_P4,22.0,15_to_25,Favorite,-2.1666666666666665,pick_to_3,L,4.5,False
2024,3,401636868,North Texas,Texas Tech,G6_vs_P4,2.0,neutral,Underdog,10.333333333333334,dog_7_14,L,0.0,False
2024,3,401636871,BYU,Wyoming,P4_vs_G6,3.0,neutral,Favorite,-9.666666666666666,fav_7_14,W,0.0,False
2024,4,401636879,West Virginia,Kansas,P4_vs_P4,11.0,5_to_15,Favorite,-1.3333333333333333,pick_to_3,W,,True
2024,2,401640989,Liberty,New Mexico State,G6_vs_G6,12.0,5_to_15,Favorite,-22.166666666666668,fav_14_plus,L,1.5,False
2024,3,401640990,Liberty,UTEP,G6_vs_G6,15.0,15_to_25,Favorite,-23.666666666666668,fav_14_plus,L,0.0,False
2024,4,401640991,East Carolina,Liberty,G6_vs_G6,5.0,5_to_15,Underdog,7.5,dog_7_14,L,0.0,False
2024,1,401640998,Jacksonville State,Coastal Carolina,G6_vs_G6,24.0,15_to_25,Favorite,-3.5,fav_3_7,L,,False
2024,3,401640999,Jacksonville State,Eastern Michigan,G6_vs_G6,23.0,15_to_25,Favorite,-1.0,pick_to_3,L,0.0,False
2024,4,401641000,Jacksonville State,Southern Miss,G6_vs_G6,13.0,5_to_15,Favorite,-6.166666666666667,fav_3_7,W,0.0,False
2024,4,401641008,Tulsa,Louisiana Tech,G6_vs_G6,3.0,neutral,Underdog,2.3333333333333335,pick_to_3,W,1.0,False
2024,3,401641024,Western Kentucky,Middle Tennessee,G6_vs_G6,16.0,15_to_25,Favorite,-8.5,fav_7_14,W,0.0,False
