kept,audit_reason,category,title,reason,source
False,price_only,Game line move,Sacramento State at Eastern Michigan — Caesars Total Under Price -115 → -117,Moved -2 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
True,actual_line_move,Game line move,UCLA at Californi — Caesars Spread -1 → +1,Moved +2 point(s) · price -112 → -105 · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Western Kentucky at Nevad — Caesars Total Under Price -107 → -105,Moved +2 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Akron at Wake Fores — Caesars Total Over Price -114 → -113,Moved +1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Akron at Wake Fores — Caesars Total Under Price -107 → -108,Moved -1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
True,actual_line_move,Game line move,Arkansas Razorbacks at Utah Utes — DraftKings Total +53.5 → +54.5,Moved +1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
True,actual_line_move,Game line move,Arkansas at Utah — DraftKings Total +53.5 → +54.5,Moved +1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
True,actual_line_move,Game line move,Ball State at Ohio State — Caesars Spread -49.5 → -50.5,Moved -1 point(s) · price -112 → -108 · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Ball State at Ohio State — Caesars Total Over Price -113 → -112,Moved +1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Clemson at LSU — Caesars Total Under Price -107 → -108,Moved -1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Coastal Carolina at West Virgini — Caesars Total Over Price -107 → -106,Moved +1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Coastal Carolina at West Virgini — Caesars Total Under Price -114 → -115,Moved -1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
True,actual_line_move,Game line move,Florida International Panthers at South Florida Bulls — Bally Bet Total +54.5 → +55.5,Moved +1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Florida International Panthers at South Florida Bulls — Bally Bet Total Over Price -109 → -110,Moved -1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Fresno State at USC — Bally Bet Total Over Price -112 → -113,Moved -1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Fresno State at USC — Bally Bet Total Under Price -109 → -108,Moved +1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Fresno State at USC — Caesars Total Under Price -113 → -112,Moved +1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Hawai'i at Stanford — Caesars Total Over Price -108 → -107,Moved +1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Hawai'i at Stanford — Caesars Total Under Price -113 → -114,Moved -1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
True,actual_line_move,Game line move,Indiana State Sycamores at Purdue Boilermakers — FanDuel Spread -35.5 → -36.5,Moved -1 point(s) · price -112 → -115 · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
True,actual_line_move,Game line move,Indiana State at Purdue — FanDuel Spread -35.5 → -36.5,Moved -1 point(s) · price -112 → -115 · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Marshall at Penn State — Caesars Total Over Price -108 → -109,Moved -1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Memphis at UNLV — Caesars Total Over Price -104 → -105,Moved -1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
True,actual_line_move,Game line move,North Texas at Indian — Caesars Total +54.5 → +55.5,Moved +1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Northern Illinois at Iow — Caesars Total Over Price -109 → -110,Moved -1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Oregon State at Houston — Caesars Total Over Price -114 → -113,Moved +1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Sacramento State at Eastern Michigan — Caesars Total Over Price -106 → -105,Moved +1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
True,actual_line_move,Game line move,Tarleton State Texans at Bowling Green Falcons — FanDuel Spread -1.5 → -2.5,Moved -1 point(s) · price -110 → -110 · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
True,actual_line_move,Game line move,Tarleton State at Bowling Green — FanDuel Spread -1.5 → -2.5,Moved -1 point(s) · price -110 → -110 · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
True,actual_line_move,Game line move,Tennessee State at Georgi — FanDuel Spread -46.5 → -45.5,Moved +1 point(s) · price -110 → -105 · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
True,actual_line_move,Game line move,Tennessee State at Georgi — FanDuel Spread -46.5 → -45.5,Moved +1 point(s) · price -110 → -105 · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Toledo at Michigan State — Caesars Total Under Price -113 → -112,Moved +1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,UCLA at Californi — Caesars Total Over Price -113 → -114,Moved -1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,UCLA at Californi — Caesars Total Under Price -108 → -107,Moved +1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
False,price_only,Game line move,Washington State at Washington — Caesars Total Under Price -110 → -109,Moved +1 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
True,actual_line_move,Game line move,Fresno State at USC — Bally Bet Total +51 → +51.5,Moved +0.5 point(s) · price → · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
True,actual_line_move,Game line move,North Carolina Tar Heels at TCU Horned Frogs — DraftKings Spread -6.5 → -7,Moved -0.5 point(s) · price -118 → -112 · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
True,actual_line_move,Game line move,North Carolina at TCU — Caesars Spread -6.5 → -7,Moved -0.5 point(s) · price -118 → -110 · moved between 2026-08-03 8:00 AM EDT and 2026-08-04 8:00 AM EDT,data/odds/game_line_movement_report.csv
